date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2025-01-01,all,446078822.06,235125122.11,920819058.5600001,57554,31754,114751,7750.61372033221
2025-01-02,all,260209908.8,137489388.11,537158375.97,33828,18702,67471,7692.145820030744
2025-01-03,all,287302083.66,151855457.10999998,593397253.35,37392,20689,74679,7683.517427792041
2025-01-04,all,254902792.25,135236935.56,525664074.61,33593,18688,66831,7587.973454291073
2025-01-05,all,464328672.67,246240390.63,956529921.59,61932,34486,122930,7497.395089291481
2025-01-06,all,272304647.33,144382659.07,561699590.22,35625,19839,70832,7643.639223298245
2025-01-07,all,264853647.61,140298800.12,546841848.35,34554,19244,68742,7664.9200558546045
2025-01-08,all,244582155.9,129751275.75,504674337.71,32074,17890,63774,7625.558268379373
2025-01-09,all,316610924.58,168372050.27,651553077.52,42926,23955,85177,7375.73788799329
2025-01-10,all,738322337.07,392618887.16,1518273921.34,100962,56212,200255,7312.873527366733
2025-01-11,all,301605015.2,160056190.66,621255686.26,40719,22651,80908,7406.9848277217025
2025-01-12,all,372153534.56,197423252.98000002,766728689.9,50322,27996,99964,7395.4440316362625
2025-01-13,all,310762132.23,164826133.05,640171425.5,41765,23234,82947,7440.73104824614
2025-01-14,all,283869071.13,150625589.81,584817044.0,38064,21208,75581,7457.678413461538
2025-01-15,all,742263472.37,394644125.71,1526523953.49,101370,56447,201026,7322.318954029792
2025-01-16,all,275357389.44,146215198.54,567184469.06,36804,20512,73068,7481.724525595044
2025-01-17,all,205823924.06,109051999.79,424782183.77,26672,14859,53042,7716.853781493702
2025-01-18,all,307460142.88,163116223.03,633761295.87,40732,22687,80934,7548.368429735834
2025-01-19,all,245424651.39,130268771.71,505725228.34,32341,18025,64280,7588.6537642620815
2025-01-20,all,393139587.26,208361101.45,810977556.04,51427,28640,102149,7644.614448830381
2025-01-21,all,227860438.56,120720904.15,470264507.57,29481,16428,58584,7729.060702147146
2025-01-22,all,219911205.92,116451697.1,453909748.37,28518,15875,56706,7711.3123613156595
2025-01-23,all,210517124.54,111606988.68,434288213.79,27427,15290,54504,7675.54324351916
2025-01-24,all,308386360.46,164515200.03,633644406.29,43299,24239,85768,7122.251332825238
2025-01-25,all,744103876.01,396421152.13,1528575072.43,102450,57166,202899,7263.09298204002
2025-01-26,all,365859067.07,194758174.78,752148347.21,50022,27888,99215,7313.963197593059
