date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2023-01-01,all,384421289.39,203263246.99,792811867.57,49770,27568,99050,7723.955985332529
2023-01-02,all,294414518.73,155910497.78,607282538.33,38100,21123,75849,7727.41518976378
2023-01-03,all,390193250.96,206665891.61,805276766.27,50134,27863,99867,7783.006561614871
2023-01-04,all,277996499.81,147721002.76,573018502.42,36360,20294,72191,7645.66831160616
2023-01-05,all,406440853.24,216140228.29,836675985.08,53901,30093,106822,7540.506729745274
2023-01-06,all,243851294.37,129660517.7,502545330.08,32157,17965,63836,7583.148128556769
2023-01-07,all,246127794.4,130897311.9,506943134.66,32569,18185,64630,7557.11856059443
2023-01-08,all,246419611.06,131056893.61,507328312.12,32809,18329,65085,7510.732148495839
2023-01-09,all,337344060.2,179485396.55,694265376.06,45068,25185,89208,7485.223666459572
2023-01-10,all,870942597.0,463115359.36,1792081324.96,117788,65786,232800,7394.153878153971
2023-01-11,all,306569812.63,162890345.09,631405575.5600001,40824,22788,80849,7509.548614295512
2023-01-12,all,298646264.15,158769370.02,614798075.72,40008,22322,79242,7464.663671015796
2023-01-13,all,279705887.05,148574565.34,576145401.17,37398,20849,74122,7479.166988876411
2023-01-14,all,282806616.26,150364453.92,582002302.91,37933,21158,75101,7455.424465768591
2023-01-15,all,941896799.74,500727505.07,1937648487.68,128043,71407,253178,7356.097558945042
2023-01-16,all,309076327.6,164184514.67,636421289.09,41110,22929,81436,7518.276030162978
2023-01-17,all,207974858.63,110358283.86,428803744.87,26747,14930,53025,7775.633103899502
2023-01-18,all,285410658.08,151427154.32,588124234.84,37537,20919,74420,7603.448812638197
2023-01-19,all,201322036.98,106899949.9,414959923.5,26083,14557,51737,7718.51539240118
2023-01-20,all,369223593.01,196132829.37,760483235.01,48998,27337,97095,7535.482938283195
2023-01-21,all,204586344.19,108708566.63,421353188.32,26699,14899,52915,7662.696887149331
2023-01-22,all,237720010.84,126420070.74,489174951.83,31307,17486,62012,7593.190367649408
2023-01-23,all,213161261.68,113124969.72,439180521.61,27570,15389,54627,7731.638073268045
2023-01-24,all,315479587.94,167604490.33,649440191.82,42052,23485,83227,7502.130408541805
2023-01-25,all,816815770.12,434103917.13,1680693027.77,110584,61675,218690,7386.382931708023
2023-01-26,all,317385617.57,168778618.73,653248876.23,42617,23780,84426,7447.394644625384
2023-01-27,all,335355797.76,178207774.07,690460255.13,44912,25037,89030,7466.953102956893
2023-01-28,all,267018002.17,142221719.94,548897793.88,35925,20069,71095,7432.6514173973555
2023-01-29,all,235792020.31,125415506.85,484983430.93,31053,17348,61493,7593.212260007084
2023-01-30,all,382711846.33,203331310.34,788036009.96,50893,28411,100751,7519.9309596604635
2023-01-31,all,219213497.28,116330498.14,451580065.3,28383,15837,56238,7723.408282422577
2023-01-01,100181,1167824.67,556194.64,2625035.1,38,18,85,30756.037362286443
2023-01-01,100487,1753990.44,835365.28,3942617.54,351,167,788,5003.394164301826
2023-01-01,100992,4589080.59,2185621.2,8405591.16,531,253,973,8642.880357122443
2023-01-01,101020,2179199.61,1037877.99,4898402.52,618,294,1389,3526.4746043975583
2023-01-01,101384,1698116.3,808754.24,3817023.54,21,10,47,81987.42541622558
2023-01-01,101535,2713146.48,1435756.86,6098607.31,335,177,752,8108.849064195236
2023-01-01,101954,1698116.3,808754.24,3817023.54,52,25,118,32448.441098253432
2023-01-01,110365,1164676.22,749980.27,1811231.03,766,493,1191,1520.7912544024462
2023-01-01,110409,4642264.57,2210950.72,10434876.16,368,175,828,12609.368728596402
2023-01-01,110435,2679411.37,1276111.62,5158762.54,318,152,613,8420.863613999409
2023-01-01,110632,4628806.23,2580142.78,7789378.22,595,332,1001,7782.727399525774
2023-01-01,200181,1365214.64,733256.65,3068727.47,114,61,256,11994.313772743704
2023-01-01,201184,4926951.93,2346537.71,11074796.28,203,97,457,24239.05544501833
2023-01-01,201351,10396172.37,7380796.28,18772957.65,2393,1699,4322,4343.828913208452
2023-01-01,201486,1227779.12,584748.94,2759800.31,130,62,292,9447.895089685526
2023-01-01,201632,1510588.26,719441.26,3395498.27,309,147,695,4888.217465267933
2023-01-01,201925,1915011.66,912054.37,4304561.03,187,89,421,10223.391686554089
2023-01-01,202502,2741495.1,1648352.73,6162329.16,557,335,1251,4925.963174196305
2023-01-01,204586,10673607.86,6493212.27,20773602.63,93,56,181,114925.81437780592
2023-01-01,204934,2357946.44,1123008.74,5141126.56,113,54,247,20839.808939428058
2023-01-01,204964,3611634.28,2408946.89,5511184.1,640,427,977,5642.042116574518
2023-01-01,205272,1927698.03,918096.35,4333077.0,124,59,278,15559.310103613318
2023-01-01,205582,6654877.51,4129703.39,14526204.61,320,199,699,20788.12546005629
2023-01-01,205611,5622499.57,2677803.28,12638247.3,892,425,2006,6300.150326133339
2023-01-01,205761,2538417.64,1626787.63,5705852.18,739,474,1662,3434.1161480686696
2023-01-01,206361,2475561.99,1179025.07,4545094.14,236,112,433,10505.742830358338
2023-01-01,206363,3622866.51,1725446.75,7073976.92,253,121,494,14312.772390310342
2023-01-01,206440,19050786.48,10253111.65,38192876.63,4529,2437,9079,4206.773328617142
2023-01-01,206471,6697192.43,3248985.04,15053940.52,1750,849,3934,3826.5412005380563
2023-01-01,207288,993102.41,590284.76,2232294.77,324,192,728,3066.8244861662915
2023-01-01,207774,2661927.39,1267784.51,5983477.31,217,103,488,12260.545693890897
2023-01-01,207802,1018482.47,485068.32,2289343.74,84,40,188,12161.404190822628
2023-01-01,207966,5276277.44,2525304.28,10226881.17,154,74,298,34342.478538966505
2023-01-01,208532,2353622.04,1120949.25,5290468.42,41,19,91,58105.97751937984
2023-01-01,210022,5904515.42,2812117.59,10824533.37,268,128,492,21992.525
2023-01-01,210413,3063666.66,1459119.04,6886505.81,51,24,115,59865.244298884034
2023-01-01,212377,3442489.1,1639539.33,7738023.0,82,39,184,42009.42932991578
2023-01-01,214099,1202809.77,593012.47,2703674.42,177,87,399,6779.985977538586
2023-01-01,214104,1606630.77,765183.02,3108598.31,167,80,324,9597.276106696936
2023-01-01,214781,2314334.01,1443457.67,4065408.91,276,172,485,8378.659257920732
2023-01-01,215430,6991060.86,3329601.9,15714497.81,143,68,322,48774.620552645836
2023-01-01,215913,3217752.0,1543231.74,5947836.12,143,68,263,22577.01560131613
2023-01-01,216158,890262.04,454975.0,1810441.62,271,138,551,3287.7802556969336
2023-01-01,216173,1157049.01,739894.43,2096502.76,565,362,1024,2046.4075523855204
2023-01-01,216424,6620601.73,3153164.91,14881779.99,933,444,2098,7094.464883836265
2023-01-01,301577,7531027.96,3586769.49,16928235.07,494,235,1111,15236.422483146187
2023-01-01,304080,3714890.21,2296347.7,5430079.94,504,312,737,7371.324394765833
2023-01-01,304763,408269.57,194444.64,847033.06,104,50,216,3915.298689101155
2023-01-01,401131,939758.52,563404.87,1824426.05,343,206,667,2736.9203972791574
2023-01-01,401534,1460717.46,703158.64,2554936.6,427,206,747,3420.16930955647
