date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2026-04-01,all,424378261.01,224906486.69,873012859.67,56528,31371,112383,7507.399182882819
2026-04-02,all,246331194.45,130526153.14,507535690.04,32567,18069,64881,7563.82824484908
2026-04-03,all,215194983.96,114163433.98,443150819.55,28627,15912,57014,7517.20347783561
2026-04-04,all,396115494.91,211568659.0,811029391.66,56749,31643,112613,6980.131718796807
2026-04-05,all,1028724499.25,549716544.72,2103083139.03,145295,81140,287443,7080.247078357824
2026-04-06,all,368068275.91,196020239.88,755124582.09,51081,28449,101471,7205.580860006657
2026-04-07,all,350858441.2,187146827.48,719428614.9,48754,27236,96716,7196.505747220741
2026-04-08,all,353823178.4,188478817.86,725614854.9,49168,27412,97569,7196.208477058249
2026-04-09,all,351886924.03000003,187477332.66,722029788.39,49077,27363,97434,7170.098498889501
2026-04-10,all,535286924.31,285756389.55,1096647329.05,75038,41911,148711,7133.544661504838
2026-04-11,all,256257304.97,136385782.10999998,525978761.65999997,34881,19454,69216,7346.615778504057
2026-04-12,all,256825179.04999998,136544824.69,527404345.67,34786,19351,69142,7383.004054792157
2026-04-13,all,236108500.41,125109046.08,485990253.65,31415,17417,62536,7515.788649053
2026-04-14,all,347573540.95,185382079.39,713059785.8,49407,27591,98041,7034.904789807112
2026-04-15,all,863711730.73,460925255.13,1767261249.35,121383,67683,240376,7115.590574709803
2026-04-16,all,399832426.21,212592111.52,821586564.36,54706,30442,108710,7308.7490624428765
2026-04-17,all,305844491.31,162667378.33,628312390.1,41842,23298,83134,7309.509375985852
2026-04-18,all,353615788.57,187709232.55,726341242.33,47977,26659,95277,7370.527306209225
2026-04-19,all,265953141.45,141468239.11,545940061.19,36087,20082,71707,7369.776968160279
2026-04-20,all,420246834.26,223162326.74,863369116.01,56867,31601,112933,7389.994799444317
2026-04-21,all,250831673.85,133254043.82000001,515968710.02,33502,18650,66608,7487.065663243985
2026-04-22,all,239093256.52,126822248.81,492231600.6,31857,17690,63420,7505.203142794363
2026-04-23,all,229220392.97,121744207.63,471774165.79,30553,17006,60794,7502.385787647694
2026-04-24,all,340360480.89,181680308.67,698448681.87,48426,27054,96093,7028.4657186222275
2026-04-25,all,852541491.56,455176220.62,1743541916.25,119732,66765,237026,7120.4146891390765
2026-04-26,all,484657496.15,257886928.32,994289274.6999999,67007,37225,133101,7232.9382922679715
2026-04-27,all,342092769.46,181951449.07,702232458.99,46779,26006,92908,7312.956015733555
2026-04-28,all,248481198.27,131964691.27,511154101.57,33193,18467,66038,7485.951805199892
2026-04-29,all,243910382.03,129288599.67,502002837.46999997,32749,18154,65210,7447.87266878378
2026-04-30,all,398780064.11,212099397.71,819552727.04,53821,29968,106953,7409.376713736274
2026-04-01,100181,1564514.4,745124.51,3516713.51,51,24,114,30756.037362286443
2026-04-01,100487,2682332.61,1277502.94,6029344.04,536,255,1205,5003.394164301826
2026-04-01,100992,5952677.15,2835055.39,10903223.23,689,328,1262,8642.880357122443
2026-04-01,101020,2530436.35,1205159.71,5687911.15,718,342,1613,3526.4746043975583
2026-04-01,101384,2446475.76,1165172.23,5499185.1,30,14,67,81987.42541622558
2026-04-01,101535,2899661.49,1534457.83,6517855.69,358,189,804,8108.849064195236
2026-04-01,101954,2446475.76,1165172.23,5499185.1,75,36,169,32448.441098253432
2026-04-01,110365,1351168.94,870070.18,2101252.5,888,572,1382,1520.7912544024462
2026-04-01,110409,4158014.75,1980319.3,9346379.96,330,157,741,12609.368728596402
2026-04-01,110435,3532858.8,1682579.11,6801933.53,420,200,808,8420.863613999409
2026-04-01,110632,5965772.01,3325380.89,10039231.06,767,427,1290,7782.727399525774
2026-04-01,200181,1461412.71,784924.8,3284961.61,122,65,274,11994.313772743704
2026-04-01,201184,6884654.44,3278924.08,15475317.47,284,135,638,24239.05544501833
2026-04-01,201351,16097861.33,11428728.66,29068820.69,3706,2631,6692,4343.828913208452
2026-04-01,201486,2448174.29,1165981.1,5503003.24,259,123,582,9447.895089685526
2026-04-01,201632,2261933.19,1077280.99,5084370.53,463,220,1040,4888.217465267933
2026-04-01,201925,2256598.42,1074740.31,5072379.43,221,105,496,10223.391686554089
2026-04-01,202502,3747600.58,2253284.08,8423852.11,761,457,1710,4925.963174196305
2026-04-01,204586,12193995.79,7418129.38,23732671.27,106,65,207,114925.81437780592
2026-04-01,204934,2393156.02,1139778.0,5217895.79,115,55,250,20839.808939428058
2026-04-01,204964,3892758.26,2596455.62,5940166.18,690,460,1053,5642.042116574518
2026-04-01,205272,2238239.21,1065996.17,5031111.18,144,69,323,15559.310103613318
2026-04-01,205582,6078529.81,3772049.24,13268158.45,292,181,638,20788.12546005629
2026-04-01,205611,3767766.04,1794457.51,8469179.69,598,285,1344,6300.150326133339
2026-04-01,205761,3606976.1,2311590.96,8107756.07,1050,673,2361,3434.1161480686696
2026-04-01,206361,2779393.96,1323729.66,5102925.05,265,126,486,10505.742830358338
2026-04-01,206363,4087047.31,1946520.09,7980332.66,286,136,558,14312.772390310342
2026-04-01,206440,20649412.69,11113490.57,41397790.84,4909,2642,9841,4206.773328617142
2026-04-01,206471,7124999.63,3456525.54,16015565.15,1862,903,4185,3826.5412005380563
2026-04-01,207288,1224378.86,727752.18,2752157.45,399,237,897,3066.8244861662915
2026-04-01,207774,7546903.17,3594330.29,16963919.39,616,293,1384,12260.545693890897
2026-04-01,207802,1123052.93,534871.37,2524397.09,92,44,208,12161.404190822628
2026-04-01,207966,5167089.67,2473045.08,10015244.79,150,72,292,34342.478538966505
2026-04-01,208532,2359436.29,1123718.39,5303537.88,41,19,91,58105.97751937984
2026-04-01,210022,5158564.48,2456846.9,9457008.8,235,112,430,21992.525
2026-04-01,210413,2976826.86,1417760.15,6691307.45,50,24,112,59865.244298884034
2026-04-01,212377,3451738.69,1643944.46,7758813.84,82,39,185,42009.42932991578
2026-04-01,214099,1597213.31,787462.29,3590214.4,236,116,530,6779.985977538586
2026-04-01,214104,1851554.26,881831.52,3582489.82,193,92,373,9597.276106696936
2026-04-01,214781,2698471.48,1683045.33,4740192.55,322,201,566,8378.659257920732
2026-04-01,215430,5316377.8,2532007.92,11950147.38,109,52,245,48774.620552645836
2026-04-01,215913,2500778.33,1199371.75,4622550.24,111,53,205,22577.01560131613
2026-04-01,216158,1917039.45,979717.64,3898501.55,583,298,1186,3287.7802556969336
2026-04-01,216173,2134003.04,1364624.13,3866684.74,1043,667,1889,2046.4075523855204
2026-04-01,216424,6437885.41,3066143.28,14471070.56,907,432,2040,7094.464883836265
2026-04-01,301577,7856204.71,3741640.04,17659167.23,516,246,1159,15236.422483146187
2026-04-01,304080,3550687.78,2194846.69,5190064.27,482,298,704,7371.324394765833
2026-04-01,304763,631475.33,300750.08,1310115.78,161,77,335,3915.298689101155
2026-04-01,401131,1393318.59,835323.74,2704957.28,509,305,988,2736.9203972791574
2026-04-01,401534,2501577.43,1204206.29,4375501.48,731,352,1279,3420.16930955647
2026-04-01,402018,3121903.45,1675887.11,6455632.63,151,81,313,20623.2417056456
2026-04-01,402279,2715845.69,1538179.77,5515380.95,607,344,1233,4474.521479154262
2026-04-01,407120,1648513.38,932701.27,3286162.55,225,127,449,7321.590889676138
2026-04-01,408789,1073743.9,511387.42,2413560.24,231,110,519,4649.133776149978
2026-04-01,501098,2072880.8,987241.82,4659418.68,164,78,368,12648.441760239233
2026-04-01,502221,3015686.62,1436267.92,6778656.78,198,94,445,15238.700101112234
2026-04-01,502280,2830995.27,1761652.23,5604028.75,251,156,496,11290.826305756767
2026-04-01,502835,8605501.96,4098504.58,19343436.13,1047,499,2354,8215.760258523138
2026-04-01,506012,3001167.95,1711141.75,6709941.98,75,43,167,40146.46725813266
2026-04-01,506536,5050928.29,3129973.21,8953493.32,1062,658,1882,4758.28044653917
2026-04-01,506539,5499742.58,3063619.67,11291057.2,1974,1100,4053,2786.0294540190494
2026-04-01,507515,1783792.58,947057.75,3358430.46,136,72,256,13108.208007458436
2026-04-01,507843,6358483.79,3643842.2,10999477.27,686,393,1187,9267.394572216059
2026-04-01,508456,7971620.52,3933793.82,17918598.37,313,155,704,25458.78845406246
2026-04-01,508599,5807198.59,2765768.87,13053413.74,43,21,97,133989.8822544643
2026-04-01,509417,4772781.96,2675049.54,10728253.26,289,162,650,16505.57535420991
2026-04-01,509434,2779528.71,1648935.78,4818733.33,1234,732,2140,2251.948052151027
2026-04-01,510003,9187739.71,6257255.78,15093310.31,1421,968,2334,6467.065727351378
2026-04-01,511293,4485118.4,2703654.96,8926837.08,651,392,1295,6892.899118283148
2026-04-01,551180,4146724.95,1974942.26,7535673.99,1100,524,1999,3770.590906279253
2026-04-01,551228,8702525.74,4144713.66,19561526.36,1879,895,4224,4631.573516189545
2026-04-01,551732,2135720.63,1476253.06,3834084.07,424,293,761,5035.437668209711
2026-04-01,551736,2572475.23,1350291.04,5242435.59,724,380,1475,3555.299895986295
2026-04-01,554973,2477126.68,1179770.08,5568081.97,63,30,141,39505.5967189729
2026-04-01,555003,1600670.18,973214.49,2625664.03,525,319,861,3050.899327586458
2026-04-01,555421,3664969.64,1745499.03,8238114.48,371,177,834,9875.315006883891
2026-04-01,558754,1717144.9,817816.86,3464624.65,132,63,267,12995.143152099105
2026-04-01,558846,4717185.95,2966719.89,7697666.07,784,493,1279,6019.161663393748
2026-04-01,558873,4863770.01,2316446.44,10932776.36,232,110,520,21004.911831732472
2026-04-01,560271,6435747.38,4111757.36,11277146.14,2507,1601,4392,2567.607616209098
2026-04-01,562641,8423778.84,4011956.22,18934959.67,38,18,85,223424.51923908343
2026-04-01,563339,2704134.48,1630820.3,6030187.05,486,293,1084,5563.724251033785
2026-04-01,563342,7057576.67,3361281.12,15864012.45,641,305,1441,11008.744115753449
2026-04-01,563689,2791396.73,1329446.1,6274497.67,102,49,229,27359.00438158198
2026-04-01,564286,7774568.6,3702759.51,15233687.94,84,40,164,92780.03373926932
2026-04-01,564647,4118900.84,1961690.8,7904704.55,382,182,733,10785.112817362817
2026-04-01,564895,7968824.77,3795277.12,17912314.22,300,143,675,26534.305091333074
2026-04-01,565724,3201554.89,1524790.39,7196451.07,823,392,1850,3890.379667204613
2026-04-01,566061,1078031.89,568238.24,2058588.53,201,106,385,5350.074248286675
2026-04-01,566403,8012411.88,3816036.11,18010289.71,199,95,448,40243.90567677599
2026-04-01,566647,4851042.53,2310384.62,10904167.13,529,252,1190,9164.447537856206
2026-04-01,567251,3481156.64,1657955.22,7824939.88,450,214,1012,7731.889656791536
2026-04-01,567434,4575877.06,2179332.91,8223955.89,413,197,742,11083.799460686914
2026-04-01,567538,3010865.0,1433971.44,6767818.63,450,214,1012,6690.245491022575
2026-04-01,567554,5630532.85,2766270.37,12656304.94,269,132,605,20905.758924298974
2026-04-01,567623,3295049.17,1782552.67,7406607.36,614,332,1381,5364.193511250654
2026-04-01,567645,3245079.29,1959774.58,5111301.38,1364,824,2148,2379.2554658793356
2026-04-01,567662,2843220.35,1753134.64,5068811.97,347,214,618,8199.213620356697
2026-04-01,567664,3435867.34,1841949.72,7081314.7,452,242,932,7600.93406249449
2026-04-01,567665,3165680.08,1507704.39,7115811.94,322,153,723,9838.443692888037
2026-04-02,100181,871268.2,414955.15,1958435.55,28,13,64,30756.037362286443
2026-04-02,100487,1453732.1,692362.57,3267697.45,291,138,653,5003.394164301826
2026-04-02,100992,2941693.77,1401027.7,5388154.36,340,162,623,8642.880357122443
2026-04-02,101020,1234894.46,588137.89,2775794.32,350,167,787,3526.4746043975583
2026-04-02,101384,1338897.14,637670.59,3009571.35,16,8,37,81987.42541622558
2026-04-02,101535,1436221.18,760026.94,3228336.27,177,94,398,8108.849064195236
2026-04-02,101954,1338897.14,637670.59,3009571.35,41,20,93,32448.441098253432
2026-04-02,110365,791053.23,509389.74,1230195.9,520,335,809,1520.7912544024462
2026-04-02,110409,2651689.19,1262908.42,5960463.65,210,100,473,12609.368728596402
2026-04-02,110435,1770259.19,843113.55,3408340.56,210,100,405,8420.863613999409
2026-04-02,110632,2763842.51,1540593.41,4651007.96,355,198,598,7782.727399525774
2026-04-02,200181,900964.49,483908.03,2025187.1,75,40,169,11994.313772743704
2026-04-02,201184,4399130.57,2095154.61,9888360.03,181,86,408,24239.05544501833
2026-04-02,201351,8800634.05,6248038.53,15891803.82,2026,1438,3658,4343.828913208452
2026-04-02,201486,1358421.07,646969.22,3053456.79,144,68,323,9447.895089685526
2026-04-02,201632,1471413.33,700783.53,3307441.19,301,143,677,4888.217465267933
2026-04-02,201925,1386345.16,660268.39,3116224.56,136,65,305,10223.391686554089
2026-04-02,202502,2261910.67,1359997.53,5084319.57,459,276,1032,4925.963174196305
2026-04-02,204586,8026154.52,4882653.29,15620973.62,70,42,136,114925.81437780592
2026-04-02,204934,1556592.19,741351.22,3393901.51,75,36,163,20839.808939428058
2026-04-02,204964,2378715.27,1586594.71,3629807.78,422,281,643,5642.042116574518
2026-04-02,205272,1328673.06,632801.37,2986589.63,85,41,192,15559.310103613318
2026-04-02,205582,3651054.72,2265672.73,7969488.17,176,109,383,20788.12546005629
2026-04-02,205611,2229837.69,1061995.14,5012226.45,354,169,796,6300.150326133339
2026-04-02,205761,2299699.5,1473800.93,5169261.6,670,429,1505,3434.1161480686696
2026-04-02,206361,1769407.67,842708.02,3248605.58,168,80,309,10505.742830358338
2026-04-02,206363,2325106.63,1107368.35,4539982.71,162,77,317,14312.772390310342
2026-04-02,206440,12957651.31,6973793.41,25977404.11,3080,1658,6175,4206.773328617142
2026-04-02,206471,4237520.29,2055733.05,9525092.64,1107,537,2489,3826.5412005380563
2026-04-02,207288,780797.38,464094.04,1755075.73,255,151,572,3066.8244861662915
2026-04-02,207774,3592417.77,1710945.16,8075032.37,293,140,659,12260.545693890897
2026-04-02,207802,741849.38,353317.24,1667528.0,61,29,137,12161.404190822628
2026-04-02,207966,3078687.51,1473505.31,5967345.46,90,43,174,34342.478538966505
2026-04-02,208532,1531248.37,729281.0,3441938.03,26,13,59,58105.97751937984
2026-04-02,210022,3086215.24,1469858.1,5657846.1,140,67,257,21992.525
2026-04-02,210413,1731832.05,824811.88,3892809.43,29,14,65,59865.244298884034
2026-04-02,212377,2201921.22,1048699.26,4949475.92,52,25,118,42009.42932991578
2026-04-02,214099,943145.33,464992.0,2120000.77,139,69,313,6779.985977538586
2026-04-02,214104,1078400.85,513605.24,2086549.91,112,54,217,9597.276106696936
2026-04-02,214781,1615031.5,1007300.47,2836999.2,193,120,339,8378.659257920732
2026-04-02,215430,3181710.81,1515339.25,7151845.52,65,31,147,48774.620552645836
2026-04-02,215913,1511407.65,724870.12,2793753.32,67,32,124,22577.01560131613
2026-04-02,216158,1227202.34,627170.8,2495644.85,373,191,759,3287.7802556969336
2026-04-02,216173,1358902.53,868973.03,2462249.44,664,425,1203,2046.4075523855204
2026-04-02,216424,3406182.37,1622247.5,7656412.44,480,229,1079,7094.464883836265
2026-04-02,301577,4840487.88,2305357.86,10880442.84,318,151,714,15236.422483146187
2026-04-02,304080,1989819.88,1230000.84,2908532.86,270,167,395,7371.324394765833
2026-04-02,304763,398720.86,189897.18,827222.44,102,49,211,3915.298689101155
2026-04-02,401131,842014.08,504805.08,1634666.91,308,184,597,2736.9203972791574
2026-04-02,401534,1473242.16,709187.68,2576843.34,431,207,753,3420.16930955647
