date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2022-05-01,all,422646875.2,223912792.46,868789157.21,55974,31038,111065,7550.771343838211
2022-05-02,all,227634546.29,120388082.75,469554448.59,29280,16253,58220,7774.403903346994
2022-05-03,all,208516494.62,110414996.34,430019903.40999997,26930,14966,53519,7742.907338284442
2022-05-04,all,207233988.1,109773645.91,427135640.39,27111,15063,53866,7643.907937737449
2022-05-05,all,369758188.42,196394591.01,760593363.03,49156,27389,97373,7522.137448531207
2022-05-06,all,206802781.37,109639088.67999999,426193360.42,27101,15067,53809,7630.8173635659205
2022-05-07,all,213288107.48,113079220.31,439151681.55,27945,15529,55501,7632.424672750044
2022-05-08,all,234279298.01,124332958.89,481888228.38,30940,17194,61401,7572.0522950872655
2022-05-09,all,363680823.42,193565964.7,747094203.65,49753,27758,98477,7309.726517395936
2022-05-10,all,802101032.14,427146943.34999996,1644854137.05,110251,61419,218014,7275.226820074195
2022-05-11,all,314752299.62,167471922.62,646751666.65,42485,23682,84158,7408.551244439214
2022-05-12,all,306130027.37,162814157.59,629248358.62,41056,22902,81264,7456.401679900624
2022-05-13,all,273946669.12,145526080.52,563229834.83,36851,20498,73016,7433.9005486961005
2022-05-14,all,276577901.47,146873030.75,568271631.78,37439,20796,74220,7387.427588076605
2022-05-15,all,922812563.14,490136840.62,1892719274.56,127237,70628,251737,7252.7060771630895
2022-05-16,all,279054052.27,148066014.31,574099262.82,37303,20747,73965,7480.740215800337
2022-05-17,all,220533129.27,116846610.11,454479468.52,28637,15947,56819,7700.985762125922
2022-05-18,all,293454351.28000003,155673732.37,604016968.44,38697,21569,76626,7583.387634183529
2022-05-19,all,204818723.05,108618971.11,422005039.5,26686,14894,52897,7675.137639586301
2022-05-20,all,338100906.38,179879341.26,694956238.71,44918,25122,88812,7527.069468364575
2022-05-21,all,204334196.48,108297963.22,420684112.39,26805,14926,53139,7622.988117142324
2022-05-22,all,230215939.45000002,122217991.49,473246121.07,30474,16990,60338,7554.503493141695
2022-05-23,all,336941894.03000003,179386767.56,691890658.12,46286,25884,91460,7279.563886056259
2022-05-24,all,308590849.94,164244837.7,633903185.39,41513,23217,82048,7433.595498759425
2022-05-25,all,712175430.88,378898361.69,1461955315.38,97955,54608,193640,7270.43469838191
2022-05-26,all,346000040.26,184519701.64000002,710459145.74,46746,26170,92399,7401.703680742738
2022-05-27,all,239237797.19,127523817.19,491304099.1,32308,18067,63882,7404.908913891296
2022-05-28,all,205017793.97,108659676.56,422000093.7,26956,15003,53433,7605.646014616412
2022-05-29,all,230007701.76,121997685.15,473023037.38,30452,16958,60322,7553.123005385524
2022-05-30,all,369211355.93,196164310.19,759340551.12,49033,27411,96931,7529.85450472131
2022-05-31,all,224450456.83,118885206.42,462414934.5,29242,16297,57953,7675.61920627864
2022-05-01,100181,1269310.31,604528.84,2853153.89,41,20,93,30756.037362286443
2022-05-01,100487,1720810.02,819562.44,3868034.42,344,164,773,5003.394164301826
2022-05-01,100992,5431645.15,2586905.65,9948874.84,628,299,1151,8642.880357122443
2022-05-01,101020,2402916.9,1144426.53,5401273.48,681,325,1532,3526.4746043975583
2022-05-01,101384,1728212.79,823088.34,3884674.45,21,10,47,81987.42541622558
2022-05-01,101535,4386081.43,2321049.14,9859028.64,541,286,1216,8108.849064195236
2022-05-01,101954,1728212.79,823088.34,3884674.45,53,25,120,32448.441098253432
2022-05-01,110365,1418629.42,913510.69,2206162.67,933,601,1451,1520.7912544024462
2022-05-01,110409,5239985.4,2495624.81,11778432.59,416,198,934,12609.368728596402
2022-05-01,110435,3848980.42,1833136.93,7410573.37,457,218,880,8420.863613999409
2022-05-01,110632,5221476.26,2910502.77,8786726.15,671,374,1129,7782.727399525774
2022-05-01,200181,1364991.8,733137.21,3068227.04,114,61,256,11994.313772743704
2022-05-01,201184,5171166.37,2462848.51,11623741.15,213,102,480,24239.05544501833
2022-05-01,201351,11230088.13,7972837.42,20278806.64,2585,1835,4668,4343.828913208452
2022-05-01,201486,1250824.12,595724.62,2811601.17,132,63,298,9447.895089685526
2022-05-01,201632,1613642.01,768522.25,3627142.53,330,157,742,4888.217465267933
2022-05-01,201925,2686489.62,1279482.65,6038688.01,263,125,591,10223.391686554089
