date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2021-11-01,all,285921793.36,150312598.44,591695657.09,36616,20262,72913,7808.657236180905
2021-11-02,all,186564670.81,97809802.29,386733768.89,23377,12885,46636,7980.693451255508
2021-11-03,all,184496750.75,96902767.21,381836804.21,23394,12904,46627,7886.498706933402
2021-11-04,all,289454287.14,152694168.75,597278991.33,39171,21664,77907,7389.50466263307
2021-11-05,all,653416196.4,344824711.19,1347309839.6,88063,48647,175102,7419.872096113009
2021-11-06,all,270610878.41,142638385.04,558521820.68,35672,19699,71025,7586.086521921957
2021-11-07,all,312060547.88,164733438.04,643136190.64,41714,23057,82888,7480.954784484825
2021-11-08,all,278295653.53,146405034.1,575415584.88,36204,19988,72108,7686.875857087613
2021-11-09,all,253531381.09,133455129.21,524175017.9,33017,18244,65775,7678.81337159645
2021-11-10,all,687150797.66,362523968.74,1417550374.02,91942,50771,182930,7473.742116334211
2021-11-11,all,247635727.58,130704952.45,510718254.58,32818,18159,65252,7545.728794563959
2021-11-12,all,164069714.59,86163148.1,339813139.06,20873,11526,41593,7860.380136540028
2021-11-13,all,174909265.37,91892705.03,362170905.83,22176,12250,44169,7887.3225726010105
2021-11-14,all,207453448.04,109213563.39,428907103.32,26670,14757,53031,7778.531985001874
2021-11-15,all,362976163.84,190783138.26,751664991.09,46453,25694,92439,7813.836863926979
2021-11-16,all,194291372.7,101862216.96,403140562.2,24214,13384,48245,8023.927178491781
2021-11-17,all,174675854.43,91716915.01,361948567.65,22063,12195,43945,7917.139755699588
2021-11-18,all,369245729.13,195198776.37,761111448.2,47966,26553,95388,7698.072157986907
2021-11-19,all,292011022.96,154059677.96,603296421.26,38298,21180,76286,7624.706850488275
2021-11-20,all,767219249.1,405412399.7,1580256785.23,102570,56665,203961,7479.957581164083
2021-11-21,all,342681517.19,181016136.59,706430308.32,45652,25240,90753,7506.385638964339
2021-11-22,all,371981494.93,196061921.55,768425336.87,48534,26811,96622,7664.348599538468
2021-11-23,all,255641963.21,134816269.75,527971516.27,33193,18348,66090,7701.682981652758
2021-11-24,all,192483662.09,100940310.46,399611729.71,23925,13216,47734,8045.29413124347
2021-11-25,all,332041027.42,175095480.37,685919535.69,43565,24149,86605,7621.738262825663
2021-11-26,all,194280413.63,102188371.2,402385078.0,24656,13643,49123,7879.640397063595
2021-11-27,all,177296146.86,93099799.27,367192815.49,22673,12520,45211,7819.703914788515
2021-11-28,all,203029300.44,106885394.4,419602153.81,26463,14646,52636,7672.195157011676
2021-11-29,all,192938101.6,101171675.45,400231188.48,24329,13442,48507,7930.375338073904
2021-11-30,all,303963852.17,159976036.83,629227803.82,39403,21833,78419,7714.231204984392
