date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2019-01-01,all,224286620.87,118163891.9,462690497.51,29026,16084,57636,7727.093670157789
2019-01-02,all,147334669.9,77545942.02,304416326.77,18919,10461,37625,7787.656319044348
2019-01-03,all,151218271.42,79640611.24,312344355.69,19573,10832,38933,7725.860696878352
2019-01-04,all,135739023.73,71548039.24,280174997.42,17762,9835,35300,7642.102450737529
2019-01-05,all,240950422.93,127327630.05,496052508.3,32358,17930,64197,7446.394181655232
2019-01-06,all,166022635.86,87488501.71,342817526.54,21817,12082,43350,7609.783006829537
2019-01-07,all,166988523.69,88022675.01,344681701.58,21705,12030,43078,7693.550964754665
2019-01-08,all,157519224.4,83029999.25,325128503.49,20465,11351,40604,7697.005834351332
2019-01-09,all,218114805.27,115417405.60000001,449344389.2,29728,16524,58917,7337.015785454791
2019-01-10,all,477374734.77,252878834.43,981946697.73,65687,36490,130101,7267.415695190829
2019-01-11,all,193442434.28,102116398.54,399006524.88,25887,14325,51476,7472.570567466296
2019-01-12,all,199742328.60999998,105565378.5,411627199.12,26772,14835,53173,7460.866898625429
2019-01-13,all,257423727.39000002,136123803.77,530462718.5,34682,19238,68799,7422.4014586817375
2019-01-14,all,208113207.84,109929281.26,429020809.94,27789,15409,55114,7489.049906077945
2019-01-15,all,537728869.66,284441760.24,1107386288.19,73283,40692,145205,7337.702736787522
2019-01-16,all,177733380.16,94022076.92,366226042.34,23829,13241,47236,7458.700749506903
2019-01-17,all,138906152.25,73246247.59,286902089.41,18107,10052,35896,7671.406210305407
2019-01-18,all,130274881.05,68638404.63,269120213.15,17003,9420,33750,7661.876201258601
2019-01-19,all,139779683.48,73703620.42,288584616.78,18319,10157,36360,7630.311888203504
2019-01-20,all,310470361.7,164167926.22,639691596.66,41641,23142,82429,7455.881503806344
2019-01-21,all,158827545.52,83569724.48,328387084.85,20401,11314,40432,7785.282364589972
2019-01-22,all,147162998.21,77483525.96,304249188.51,18934,10512,37535,7772.419890672864
2019-01-23,all,138960496.13,73208927.12,287141446.91,18062,10031,35790,7693.527634259772
2019-01-24,all,195545971.1,103501701.98,402926820.64,26666,14831,52837,7333.157245181129
2019-01-25,all,462166815.07,244676437.06,951170278.73,63545,35258,125918,7273.06342072547
2019-01-26,all,194943994.79,103162123.17,401478841.88,26338,14603,52241,7401.62483066292
2019-01-27,all,292934282.6,155236878.45,602916584.53,39952,22184,79203,7332.155651782139
2019-01-28,all,177886661.51,94161722.39,366199033.13,24017,13339,47549,7406.697818628471
2019-01-29,all,145992121.6,76884430.03999999,301743057.9,18861,10475,37385,7740.423180107099
2019-01-30,all,249716746.78,131931115.47,514687732.55,33262,18490,65826,7507.568600204438
2019-01-31,all,141818042.79,74806056.38,292768728.21,18551,10302,36768,7644.765392162147
2019-01-01,100181,866099.24,412493.29,1946816.94,28,13,63,30756.037362286443
2019-01-01,100487,1106623.16,527046.71,2487466.41,221,105,497,5003.394164301826
2019-01-01,100992,3106943.7,1479730.56,5690834.49,359,171,658,8642.880357122443
2019-01-01,101020,1399981.36,666763.1,3146876.3,397,189,892,3526.4746043975583
2019-01-01,101384,984085.77,468686.15,2212026.25,12,6,27,81987.42541622558
2019-01-01,101535,1788610.92,946506.45,4020437.36,221,117,496,8108.849064195236
2019-01-01,101954,984085.77,468686.15,2212026.25,30,14,68,32448.441098253432
2019-01-01,110365,980791.88,631570.09,1525265.85,645,415,1003,1520.7912544024462
