date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2023-07-01,all,371214963.81,196167168.95,765565593.52,48636,26929,96723,7632.514265358994
2023-07-02,all,246874611.6,131190795.67,506869956.57,33240,18509,65815,7427.0340433213
2023-07-03,all,236754424.79,125643541.24,486957179.61,31454,17518,62331,7527.005302664208
2023-07-04,all,342508335.78,182252767.63,704021022.42,46828,26107,92778,7314.178179294438
2023-07-05,all,794137855.99,421917189.5,1632582634.94,109451,60848,216729,7255.647330677655
2023-07-06,all,317680039.97,168850938.73,653336165.1,43204,24049,85621,7353.02379339876
2023-07-07,all,286725004.88,152294460.54,589861713.9,38922,21652,77196,7366.656515081445
2023-07-08,all,298300654.31,158478811.99,613403660.32,40658,22619,80613,7336.825577008215
2023-07-09,all,346469921.93,184172398.35999998,711613922.56,47451,26396,94009,7301.63583338602
2023-07-10,all,829256676.0,440499305.39,1704954440.32,113694,63212,225182,7293.759354055623
2023-07-11,all,274435735.96,145723682.06,564862002.07,36932,20575,73214,7430.838729557023
2023-07-12,all,212405599.29,112698002.77,437460584.96,28041,15621,55618,7574.8225559002885
2023-07-13,all,194939561.54,103454387.46,401551179.46,25755,14337,51100,7568.998700834789
2023-07-14,all,194945157.74,103369196.04,401779533.11,25731,14310,51086,7576.275999378182
2023-07-15,all,380431266.53,201742863.03,783460716.97,51034,28376,101227,7454.466953991456
2023-07-16,all,237750161.94,126404340.89,488587263.86,31550,17585,62488,7535.662819017432
2023-07-17,all,226988910.4,120484359.1,467374474.16,29573,16492,58616,7675.54561255199
2023-07-18,all,311963408.75,165856629.56,641922352.63,41069,22945,81298,7596.079981251065
2023-07-19,all,313965044.94,167253442.76,644290874.89,43853,24492,86661,7159.488403073906
2023-07-20,all,700604943.29,372889381.91,1439635626.79,96321,53662,190655,7273.646902440796
2023-07-21,all,285376088.5,151870555.84,586441817.87,38672,21564,76579,7379.3982338642945
2023-07-22,all,287321566.21,152918965.86,589876514.33,39131,21811,77392,7342.556188443944
2023-07-23,all,332406394.94,177090316.54,681627677.18,45867,25573,90638,7247.179779362069
2023-07-24,all,296386199.03,157425839.89,609822154.54,39759,22146,78755,7454.568752483714
2023-07-25,all,717227643.98,382256206.97,1473109143.45,99038,55322,195747,7241.943940507684
2023-07-26,all,252991461.17000002,134744023.05,520085658.89,34064,19033,67426,7426.945196395021
2023-07-27,all,204571734.5,108582352.74,421277664.81,26707,14889,52951,7659.854513797881
2023-07-28,all,194819101.32,103429241.18,401116874.9,25502,14216,50560,7639.365591718296
2023-07-29,all,210702865.12,111838668.86,433720973.06,27655,15406,54804,7618.9790316398485
2023-07-30,all,403412603.69,214943928.95,827858947.08,54592,30499,107825,7389.591949186694
2023-07-31,all,216468965.66,115052078.01,445224674.29,28424,15872,56259,7615.710866169434
2023-07-01,100181,1055405.08,502653.15,2372337.99,34,16,77,30756.037362286443
2023-07-01,100487,1779642.08,847582.18,4000277.29,356,169,800,5003.394164301826
2023-07-01,100992,5488298.03,2613887.72,10052643.09,635,302,1163,8642.880357122443
2023-07-01,101020,1934775.64,921467.09,4348986.46,549,261,1233,3526.4746043975583
2023-07-01,101384,1911229.02,910252.47,4296058.02,23,11,52,81987.42541622558
2023-07-01,101535,3171182.04,1678142.48,7128178.92,391,207,879,8108.849064195236
2023-07-01,101954,1911229.02,910252.47,4296058.02,59,28,132,32448.441098253432
2023-07-01,110365,1209120.24,778599.48,1880347.3,795,512,1236,1520.7912544024462
2023-07-01,110409,5737257.44,2732458.5,12896200.27,455,217,1023,12609.368728596402
2023-07-01,110435,3572051.98,1701245.36,6877393.9,424,202,817,8420.863613999409
2023-07-01,110632,4114365.27,2293388.21,6923674.2,529,295,890,7782.727399525774
2023-07-01,200181,1214112.31,652099.65,2729080.11,101,54,228,11994.313772743704
2023-07-01,201184,4597054.75,2189418.96,10333254.04,190,90,426,24239.05544501833
2023-07-01,201351,10386682.47,7374058.98,18755821.69,2391,1698,4318,4343.828913208452
2023-07-01,201486,1535312.22,731216.36,3451073.04,163,77,365,9447.895089685526
2023-07-01,201632,1294444.38,616499.13,2909650.01,265,126,595,4888.217465267933
2023-07-01,201925,3133629.63,1492439.94,7043768.73,307,146,689,10223.391686554089
2023-07-01,202502,2736487.01,1645341.53,6151071.65,556,334,1249,4925.963174196305
2023-07-01,204586,9745463.21,5928582.15,18967193.24,85,52,165,114925.81437780592
