date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2022-06-01,all,390307596.52,206565378.94,804469444.64,50932,28291,101125,7663.307871672033
2022-06-02,all,213310434.68,113012339.69,439901307.83,27658,15403,54887,7712.431653771061
2022-06-03,all,199296178.7,105570673.76,411097785.72,25887,14407,51390,7698.697365473017
2022-06-04,all,633492347.03,337398324.5,1299489995.43,90240,50235,178471,7020.083632867908
2022-06-05,all,1439448045.57,764727448.87,2953929511.61,198721,110194,393505,7243.56281203295
2022-06-06,all,432816353.38,229544687.05,890453523.26,58385,32420,115826,7413.142988438812
2022-06-07,all,400430589.73,212516033.69,823619713.07,53774,29896,106627,7446.546467251832
2022-06-08,all,386027967.92,204741315.55,794107133.98,51994,28865,103122,7424.471437473555
2022-06-09,all,359509352.32,190970668.91,739497527.47,48367,26902,95922,7432.947098641635
2022-06-10,all,1123525767.82,596696222.79,2308917030.7599998,154292,85554,306106,7281.814791564047
2022-06-11,all,311813993.13,165441825.9,641261114.62,42022,23329,83402,7420.255892865642
2022-06-12,all,239765592.73,127003446.99,493836664.81,31599,17565,62693,7587.75887623026
2022-06-13,all,229979593.93,121596209.96000001,474698156.09,29707,16510,58991,7741.596052445552
2022-06-14,all,220698593.28,116754718.5,455396170.73,28608,15919,56786,7714.576107382551
2022-06-15,all,397651678.81,210947780.91,819089599.01,52578,29316,104178,7563.0811139640155
2022-06-16,all,222386107.55,117789802.56,458728860.75,28896,16092,57358,7696.086224736988
2022-06-17,all,201239381.82,106566388.48,415163945.11,26138,14547,51909,7699.11170785829
2022-06-18,all,295164721.56,156462236.4,607939583.8,39111,21760,77546,7546.846707064508
2022-06-19,all,236247524.16,125287289.19,486400366.96,31164,17357,61792,7580.783088178668
2022-06-20,all,376421969.85,199862719.1,774893132.3,49709,27763,98382,7572.51141342614
2022-06-21,all,221187106.03,117122517.06,456062218.64,28670,15968,56859,7714.932194977328
2022-06-22,all,324643994.21,172607704.32,667462459.62,44682,24924,88439,7265.654944049057
2022-06-23,all,315024119.86,167640779.34,647841093.85,42364,23671,83852,7436.127841091493
2022-06-24,all,283476917.6,150604462.75,583207276.83,38153,21263,75583,7430.00334442901
2022-06-25,all,809592088.0,430002377.74,1664470553.6,111568,62025,221023,7256.490104689517
2022-06-26,all,473598069.27,251718004.0,973356915.38,64408,35831,127605,7353.093858992672
2022-06-27,all,273011652.58,145075744.44,561820424.85,36678,20448,72687,7443.471633676863
2022-06-28,all,225722034.43,119486326.55,465373816.27,29318,16315,58154,7699.093881915547
2022-06-29,all,220005980.6,116396963.76,453741307.04,28684,15953,56897,7669.989562125226
2022-06-30,all,357459263.9,189765596.33,735906238.38,47434,26482,93883,7535.929162625964
2022-06-01,100181,1124296.36,535463.53,2527191.71,37,17,82,30756.037362286443
2022-06-01,100487,1648964.54,785345.09,3706540.29,330,157,741,5003.394164301826
2022-06-01,100992,5025581.36,2393511.59,9205107.67,581,277,1065,8642.880357122443
2022-06-01,101020,1800977.87,857743.94,4048235.83,511,243,1148,3526.4746043975583
2022-06-01,101384,1782209.39,848805.02,4006048.18,22,10,49,81987.42541622558
2022-06-01,101535,4551571.17,2408624.11,10231016.4,561,297,1262,8108.849064195236
2022-06-01,101954,1782209.39,848805.02,4006048.18,55,26,123,32448.441098253432
2022-06-01,110365,1300382.39,837366.59,2022272.16,855,551,1330,1520.7912544024462
2022-06-01,110409,4959744.04,2362155.59,11148506.57,393,187,884,12609.368728596402
2022-06-01,110435,3624795.02,1726365.21,6978941.98,430,205,829,8420.863613999409
2022-06-01,110632,4519432.81,2519177.01,7605324.34,581,324,977,7782.727399525774
2022-06-01,200181,1388250.43,745629.11,3120507.32,116,62,260,11994.313772743704
2022-06-01,201184,4875936.23,2322240.66,10960123.12,201,96,452,24239.05544501833
2022-06-01,201351,12535210.42,8899413.42,22635540.28,2886,2049,5211,4343.828913208452
2022-06-01,201486,1231873.75,586699.04,2769004.25,130,62,293,9447.895089685526
2022-06-01,201632,1599595.34,761832.38,3595568.84,327,156,736,4888.217465267933
2022-06-01,201925,3517692.53,1675355.87,7907064.85,344,164,773,10223.391686554089
2022-06-01,202502,3062878.93,1841588.14,6884735.48,622,374,1398,4925.963174196305
2022-06-01,204586,9996426.6,6081253.97,19455632.92,87,53,169,114925.81437780592
2022-06-01,204934,2677882.89,1275383.67,5838697.53,128,61,280,20839.808939428058
2022-06-01,204964,3459095.06,2307203.87,5278416.66,613,409,936,5642.042116574518
2022-06-01,205272,2154328.66,1026032.58,4842497.52,138,66,311,15559.310103613318
2022-06-01,205582,5924084.68,3676207.85,12931036.59,285,177,622,20788.12546005629
2022-06-01,205611,2570720.36,1224345.74,5778462.38,408,194,917,6300.150326133339
2022-06-01,205761,2794812.86,1791102.5,6282176.87,814,522,1829,3434.1161480686696
2022-06-01,206361,1775999.4,845847.27,3260707.77,169,81,310,10505.742830358338
2022-06-01,206363,3332202.64,1587013.43,6506429.08,233,111,455,14312.772390310342
2022-06-01,206440,16579058.44,8922830.42,33237574.31,3941,2121,7901,4206.773328617142
2022-06-01,206471,5939947.94,2881625.64,13351807.77,1552,753,3489,3826.5412005380563
2022-06-01,207288,1108693.95,658990.54,2492120.63,362,215,813,3066.8244861662915
2022-06-01,207774,2856637.06,1360517.82,6421144.99,233,111,524,12260.545693890897
2022-06-01,207802,1279834.62,609541.4,2876810.96,105,50,237,12161.404190822628
2022-06-01,207966,4281282.82,2049085.24,8298307.31,125,60,242,34342.478538966505
2022-06-01,208532,1975047.53,940647.03,4439509.27,34,16,76,58105.97751937984
2022-06-01,210022,4965628.25,2364957.91,9103305.79,226,108,414,21992.525
2022-06-01,210413,2513937.94,1197301.99,5650826.32,42,20,94,59865.244298884034
2022-06-01,212377,2621310.68,1248440.21,5892179.1,62,30,140,42009.42932991578
2022-06-01,214099,1686937.41,831698.11,3791895.48,249,123,559,6779.985977538586
2022-06-01,214104,1785515.1,850379.45,3454713.65,186,89,360,9597.276106696936
2022-06-01,214781,2513065.76,1567407.49,4414505.32,300,187,527,8378.659257920732
2022-06-01,215430,5667636.28,2699300.11,12739705.48,116,55,261,48774.620552645836
2022-06-01,215913,2339770.14,1122152.11,4324935.67,104,50,192,22577.01560131613
2022-06-01,216158,1671786.47,854378.96,3399753.71,508,260,1034,3287.7802556969336
2022-06-01,216173,1299988.85,831299.63,2355501.21,635,406,1151,2046.4075523855204
2022-06-01,216424,5952368.29,2834908.16,13379725.82,839,400,1886,7094.464883836265
2022-06-01,301577,5435720.47,2588846.63,12218405.76,357,170,802,15236.422483146187
2022-06-01,304080,3216095.73,1988019.56,4700988.71,436,270,638,7371.324394765833
2022-06-01,304763,688984.53,328139.65,1429429.82,176,84,365,3915.298689101155
2022-06-01,401131,709889.52,425593.74,1378163.66,259,156,504,2736.9203972791574
2022-06-01,401534,2124805.68,1022836.55,3716491.06,621,299,1087,3420.16930955647
2022-06-01,402018,2532294.21,1359375.58,5236408.38,123,66,254,20623.2417056456
2022-06-01,402279,2427105.73,1374645.54,4929003.54,542,307,1102,4474.521479154262
2022-06-01,407120,1693566.71,958191.97,3375972.87,231,131,461,7321.590889676138
2022-06-01,408789,1108661.44,528017.24,2492047.66,238,114,536,4649.133776149978
2022-06-01,501098,2035908.52,969633.28,4576312.74,161,77,362,12648.441760239233
2022-06-01,502221,3174783.95,1512040.48,7136275.31,208,99,468,15238.700101112234
2022-06-01,502280,2860787.75,1780191.1,5663003.48,253,158,502,11290.826305756767
2022-06-01,502835,6877835.98,3275676.72,15459990.87,837,399,1882,8215.760258523138
2022-06-01,506012,3250182.41,1853119.66,7266682.96,81,46,181,40146.46725813266
2022-06-01,506536,5157696.37,3196135.43,9142754.77,1084,672,1921,4758.28044653917
2022-06-01,506539,4878024.48,2717292.75,10014659.85,1751,975,3595,2786.0294540190494
2022-06-01,507515,1587661.33,842927.09,2989165.01,121,64,228,13108.208007458436
2022-06-01,507843,6528708.65,3741392.6,11293947.42,704,404,1219,9267.394572216059
2022-06-01,508456,7258726.86,3581998.9,16316157.02,285,141,641,25458.78845406246
2022-06-01,508599,4049842.52,1928800.75,9103231.28,30,14,68,133989.8822544643
2022-06-01,509417,4431430.76,2483729.04,9960964.18,268,150,603,16505.57535420991
2022-06-01,509434,2164557.32,1284108.34,3752587.27,961,570,1666,2251.948052151027
