date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2021-03-01,all,248881392.32,130783482.88,514943341.71,31917,17709,63318,7797.76897327443
2021-03-02,all,167996074.35,88051929.92,348118915.0,21005,11618,41697,7997.908800285646
2021-03-03,all,174165931.46,91425112.74,360532290.43,21991,12168,43662,7919.873196307581
2021-03-04,all,417807223.12,221493161.31,859483565.23,58859,32710,116714,7098.442432253351
2021-03-05,all,826973760.59,438224415.15999997,1698137595.39,114310,63236,226943,7234.483077508529
2021-03-06,all,300528979.24,158949653.01,617924867.0500001,41215,22774,81914,7291.737941040883
2021-03-07,all,350197168.11,185180820.73,720235962.17,47660,26376,94606,7347.821403902644
2021-03-08,all,293607584.65,154930808.07,604450018.74,39488,21823,78404,7435.362253089545
2021-03-09,all,265294154.54,140186668.53,545942110.07,35751,19768,71014,7420.607942155464
2021-03-10,all,829149367.18,439410991.5,1702078955.01,114405,63304,227049,7247.492392640182
2021-03-11,all,219577322.84,116150656.9,451868520.59,29630,16398,58852,7410.64201282484
2021-03-12,all,153741525.10999998,80930744.52,317647482.49,19736,10915,39201,7789.902974766923
2021-03-13,all,163131925.57,85897544.64,336806172.35,21062,11643,41856,7745.319797265217
2021-03-14,all,208392079.89,109723025.0,430256263.88,27021,14945,53687,7712.226782502497
2021-03-15,all,336593201.34,177286877.3,694624973.57,43530,24121,86234,7732.442024810475
2021-03-16,all,183700620.87,96446730.7,380092953.28000003,23125,12791,45917,7943.810632216217
2021-03-17,all,177909515.02,93559220.06,367729280.61,22734,12580,45123,7825.702253013109
2021-03-18,all,222985565.56,117625537.32000001,459809694.95,29357,16265,58188,7595.652333685322
2021-03-19,all,150717603.26,79355276.52,311238911.11,19522,10800,38768,7720.397667247208
2021-03-20,all,268157056.29,141605052.82,552031514.59,35645,19747,70670,7522.992180951045
2021-03-21,all,322053725.59,170283040.10999998,662439940.14,44271,24525,87774,7274.597944252445
2021-03-22,all,264291350.38,139442658.19,544947004.53,35078,19417,69618,7534.390512001824
2021-03-23,all,238444482.4,125767963.59,491548841.24,31686,17508,62989,7525.231408192893
2021-03-24,all,228357814.98,120681358.07,470175298.65,30573,16910,60722,7469.264219409282
2021-03-25,all,588688365.96,311702376.4,1209608199.79,81596,45142,161947,7214.671870679936
2021-03-26,all,256543588.57,135491664.41,528205891.54,34904,19265,69406,7349.976752521201
2021-03-27,all,338494773.16,178676061.13,696703854.66,46103,25448,91619,7342.1420115827605
2021-03-28,all,248343343.07,131371843.32000001,510484736.79,34004,18823,67438,7303.356754205387
