date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2025-05-01,all,405416693.82,214908307.93,834696608.91,53795,29853,107043,7536.326681290083
2025-05-02,all,219244837.0,116382218.44,451767002.12,28795,16013,57340,7613.98982462233
2025-05-03,all,226515684.81,120143547.03999999,466669637.44,29889,16591,59558,7578.563511994379
2025-05-04,all,243995178.14000002,129504111.97,502090829.89,32497,18043,64698,7508.237010800997
2025-05-05,all,360117146.94,191159945.62,741652783.08,48242,26811,96074,7464.80550018656
2025-05-06,all,243112715.07,128940020.2,500792849.07,32390,18001,64426,7505.7954637233715
2025-05-07,all,234365887.69,124136609.43,482945582.07,31141,17277,62027,7525.958950900742
2025-05-08,all,227873875.48,120764735.06,469644895.73,30104,16710,59936,7569.554726282221
2025-05-09,all,333545612.49,177783930.72,684687808.41,47372,26417,93952,7040.986500253314
2025-05-10,all,786339277.5600001,418432888.66,1611444000.53,109935,61108,217808,7152.765521080639
2025-05-11,all,378535357.06,201187022.91,777475335.09,52170,28975,103590,7255.805195706344
2025-05-12,all,331773451.69,175798338.96,683065522.8,44994,24957,89464,7373.726534426813
2025-05-13,all,303547520.33,160849691.15,624969356.52,41271,22896,82047,7354.983410385015
2025-05-14,all,294854418.19,156117289.02,607237457.61,40130,22241,79812,7347.481141041615
2025-05-15,all,787583510.63,418423979.16,1616527033.63,109247,60642,216740,7209.200349940959
2025-05-16,all,269046477.05,142558375.72,554057943.43,36284,20124,72171,7415.0170061184
2025-05-17,all,222245641.02,117623821.19,458045359.37,29443,16316,58639,7548.335462418911
2025-05-18,all,357643196.89,189377661.02,736246725.8100001,47964,26600,95317,7456.492304436661
2025-05-19,all,232478269.81,122853247.77,479810165.84,30380,16850,60475,7652.345945029625
2025-05-20,all,375007888.76,198847349.93,772561126.49,50038,27854,99428,7494.46198409209
2025-05-21,all,220395602.42,116545983.8,454505249.53,29186,16193,58095,7551.415144932502
2025-05-22,all,212364988.57,112406195.46,437962056.26,27895,15496,55503,7613.0126750313675
2025-05-23,all,308536257.89,164196416.77,634038933.72,43394,24192,86065,7110.113331105683
2025-05-24,all,304376280.95,161543626.68,625824711.68,41588,23102,82591,7318.84872920073
2025-05-25,all,823196243.78,437949040.68,1687883851.88,114305,63573,226341,7201.75183745243
2025-05-26,all,373858439.97,198305507.51,769408800.13,50401,28000,100147,7417.679013710046
2025-05-27,all,258230257.48,137191756.31,531159119.12,34886,19437,69205,7402.1171094421825
2025-05-28,all,217052197.97,114697707.0,447674953.4,28680,15894,57117,7568.068269525802
2025-05-29,all,210890211.77,111509770.46,435079665.03,27688,15367,55144,7616.664683978619
2025-05-30,all,344584390.23,182741787.83,709900343.65,45887,25536,91204,7509.4120389217
2025-05-31,all,217300809.3,114789429.01,448041228.96999997,28651,15870,57056,7584.405755471013
2025-05-01,100181,1418547.44,675605.23,3188608.84,46,22,104,30756.037362286443
2025-05-01,100487,2041689.39,972386.43,4589306.78,408,194,917,5003.394164301826
2025-05-01,100992,5627713.28,2680286.28,10308002.67,651,310,1193,8642.880357122443
2025-05-01,101020,2605893.69,1241097.47,5857525.01,739,352,1661,3526.4746043975583
2025-05-01,101384,1997188.85,951192.29,4489278.7,24,12,55,81987.42541622558
2025-05-01,101535,3481533.88,1842375.91,7825787.2,429,227,965,8108.849064195236
2025-05-01,101954,1997188.85,951192.29,4489278.7,62,29,138,32448.441098253432
2025-05-01,110365,1394065.75,897693.04,2167962.66,917,590,1426,1520.7912544024462
2025-05-01,110409,3912095.5,1863196.66,8793603.75,310,148,697,12609.368728596402
2025-05-01,110435,3370435.85,1605222.69,6489215.31,400,191,771,8420.863613999409
2025-05-01,110632,5218595.09,2908897.06,8781877.92,671,374,1128,7782.727399525774
2025-05-01,200181,1316033.04,706841.2,2958177.03,110,59,247,11994.313772743704
2025-05-01,201184,6240682.7,2972222.63,14027798.54,257,123,579,24239.05544501833
2025-05-01,201351,14110017.0,10017452.25,25479257.3,3248,2306,5866,4343.828913208452
2025-05-01,201486,2291912.46,1091559.05,5151757.66,243,116,545,9447.895089685526
2025-05-01,201632,1965083.9,935901.84,4417113.15,402,191,904,4888.217465267933
2025-05-01,201925,2151530.62,1024699.85,4836207.67,210,100,473,10223.391686554089
2025-05-01,202502,4574937.27,2750728.98,10283538.71,929,558,2088,4925.963174196305
2025-05-01,204586,12892366.97,7842978.51,25091882.11,112,68,218,114925.81437780592
2025-05-01,204934,2388108.35,1137373.98,5206890.21,115,55,250,20839.808939428058
2025-05-01,204964,3690568.13,2461595.5,5631633.49,654,436,998,5642.042116574518
2025-05-01,205272,2252125.53,1072609.9,5062324.79,145,69,325,15559.310103613318
2025-05-01,205582,6084511.04,3775760.81,13281213.43,293,182,639,20788.12546005629
2025-05-01,205611,3444007.73,1640262.42,7741436.52,547,260,1229,6300.150326133339
2025-05-01,205761,3500724.1,2243497.67,7868923.21,1019,653,2291,3434.1161480686696
2025-05-01,206361,2237676.54,1065728.29,4108340.13,213,101,391,10505.742830358338
2025-05-01,206363,3547539.73,1689571.35,6926894.9,248,118,484,14312.772390310342
2025-05-01,206440,18292771.54,9845148.95,36673213.57,4348,2340,8718,4206.773328617142
2025-05-01,206471,6276870.35,3045075.77,14109141.22,1640,796,3687,3826.5412005380563
2025-05-01,207288,1217710.68,723788.42,2737168.58,397,236,893,3066.8244861662915
2025-05-01,207774,6144501.2,2926414.62,13811602.08,501,239,1127,12260.545693890897
2025-05-01,207802,1468197.29,699251.77,3300211.75,121,57,271,12161.404190822628
2025-05-01,207966,4742193.55,2269683.65,9191679.02,138,66,268,34342.478538966505
2025-05-01,208532,1977425.01,941779.54,4444853.06,34,16,76,58105.97751937984
2025-05-01,210022,5139834.34,2447926.29,9422671.73,234,111,428,21992.525
2025-05-01,210413,2729214.78,1299831.12,6134725.84,46,22,102,59865.244298884034
2025-05-01,212377,2943936.86,1402095.87,6617377.85,70,33,158,42009.42932991578
2025-05-01,214099,1928220.39,950655.99,4334251.15,284,140,639,6779.985977538586
2025-05-01,214104,2174690.78,1035730.55,4207712.25,227,108,438,9597.276106696936
2025-05-01,214781,2675657.7,1668816.35,4700117.51,319,199,561,8378.659257920732
2025-05-01,215430,5358587.94,2552111.15,12045027.25,110,52,247,48774.620552645836
2025-05-01,215913,2321155.18,1113224.71,4290526.89,103,49,190,22577.01560131613
2025-05-01,216158,1867732.95,954518.99,3798231.61,568,290,1155,3287.7802556969336
2025-05-01,216173,1910881.35,1221945.39,3462401.47,934,597,1692,2046.4075523855204
2025-05-01,216424,5904563.81,2812140.73,13272271.11,832,396,1871,7094.464883836265
2025-05-01,301577,7583713.57,3611861.76,17046661.75,498,237,1119,15236.422483146187
2025-05-01,304080,3358106.25,2075803.02,4908566.56,456,282,666,7371.324394765833
2025-05-01,304763,690017.06,328631.46,1431571.79,176,84,366,3915.298689101155
2025-05-01,401131,1143598.1,685611.08,2220155.63,418,251,811,2736.9203972791574
2025-05-01,401534,2278265.43,1096708.55,3984906.85,666,321,1165,3420.16930955647
2025-05-01,402018,3121028.73,1675417.68,6453824.03,151,81,313,20623.2417056456
2025-05-01,402279,2558602.48,1449121.59,5196048.88,572,324,1161,4474.521479154262
2025-05-01,407120,1600413.05,905487.1,3190279.11,219,124,436,7321.590889676138
2025-05-01,408789,1071575.71,510354.56,2408686.26,230,110,518,4649.133776149978
2025-05-01,501098,1932741.16,920498.06,4344413.07,153,73,343,12648.441760239233
2025-05-01,502221,2682423.25,1277545.86,6029547.88,176,84,396,15238.700101112234
2025-05-01,502280,2525132.37,1571321.94,4998564.8,224,139,443,11290.826305756767
2025-05-01,502835,8468377.72,4033197.08,19035208.55,1031,491,2317,8215.760258523138
2025-05-01,506012,2974987.45,1696214.81,6651408.36,74,42,166,40146.46725813266
2025-05-01,506536,5216905.04,3232826.23,9247710.5,1096,679,1943,4758.28044653917
2025-05-01,506539,5380082.85,2996963.34,11045393.67,1931,1076,3965,2786.0294540190494
2025-05-01,507515,1843710.77,978869.57,3471241.32,141,75,265,13108.208007458436
2025-05-01,507843,5632807.35,3227980.26,9744136.54,608,348,1051,9267.394572216059
2025-05-01,508456,6842929.41,3376813.32,15381528.14,269,133,604,25458.78845406246
2025-05-01,508599,5189395.86,2471530.88,11664717.35,39,18,87,133989.8822544643
2025-05-01,509417,4542820.83,2546161.07,10211346.67,275,154,619,16505.57535420991
2025-05-01,509434,2578401.42,1529618.32,4470048.42,1145,679,1985,2251.948052151027
2025-05-01,510003,8694051.32,5921032.17,14282295.34,1344,916,2208,6467.065727351378
2025-05-01,511293,4182507.38,2521239.23,8324543.51,607,366,1208,6892.899118283148
2025-05-01,551180,3874134.08,1845116.88,7040306.27,1027,489,1867,3770.590906279253
2025-05-01,551228,7574836.07,3607633.71,17026706.98,1635,779,3676,4631.573516189545
2025-05-01,551732,2081180.34,1438553.72,3736172.09,413,286,742,5035.437668209711
2025-05-01,551736,2503019.02,1313833.83,5100891.06,704,370,1435,3555.299895986295
2025-05-01,554973,2324380.5,1107022.54,5224739.58,59,28,132,39505.5967189729
2025-05-01,555003,1487005.85,904106.17,2439214.77,487,296,800,3050.899327586458
2025-05-01,555421,3608191.61,1718457.53,8110488.64,365,174,821,9875.315006883891
2025-05-01,558754,2069011.72,985398.98,4174574.38,159,76,321,12995.143152099105
2025-05-01,558846,4480218.95,2817687.15,7310975.21,744,468,1215,6019.161663393748
2025-05-01,558873,4496322.48,2141443.68,10106827.95,214,102,481,21004.911831732472
2025-05-01,560271,6564759.32,4194182.31,11503209.86,2557,1633,4480,2567.607616209098
2025-05-01,562641,7239818.15,3448076.19,16273653.74,32,15,73,223424.51923908343
2025-05-01,563339,2557630.2,1542466.07,5703484.26,460,277,1025,5563.724251033785
