date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2021-04-01,all,293783191.09,154307717.88,607471100.35,37775,20896,75085,7777.1857336862995
2021-04-02,all,190272401.57,99788152.78,393567126.03000003,24361,13431,48450,7810.533293789253
2021-04-03,all,190467522.03,99968033.97,393453908.89,24683,13606,49076,7716.546693270672
2021-04-04,all,217674940.16,114433092.25,449125573.45,28449,15707,56514,7651.409193996274
2021-04-05,all,322371191.54,169367381.62,665833172.46,41671,23036,82650,7736.104042139618
2021-04-06,all,194826796.34,102058192.05,403442236.19,24497,13529,48652,7953.0879838347555
2021-04-07,all,190841607.85,100079157.46,394808939.82,24284,13410,48224,7858.738587135562
2021-04-08,all,183486771.11,96294756.05,379500108.66,23433,12938,46532,7830.272312977426
2021-04-09,all,249801863.01,131910701.06,514349380.74,34451,19062,68375,7250.932135787059
2021-04-10,all,610633869.35,323363915.69,1253804282.28,85001,47039,168551,7183.84335890166
2021-04-11,all,313746769.56,165756332.35,645321189.36,42908,23723,85140,7312.080953668314
2021-04-12,all,263244223.58,138648281.93,542766063.18,34866,19254,69174,7550.169895600298
2021-04-13,all,240725856.25,126902494.77,496052774.69,32048,17713,63594,7511.41588398652
2021-04-14,all,228299744.37,120544534.98,470155909.5,30739,17004,60999,7427.038757604347
2021-04-15,all,656492972.2,347687400.8,1348866946.59,90781,50248,179951,7231.6120355581015
2021-04-16,all,207708223.53,109687036.64,427676382.95,28153,15569,55849,7377.83623521472
2021-04-17,all,186053502.4,97799557.69,383849193.26,24338,13424,48318,7644.568263620676
2021-04-18,all,294143066.78,155109767.73,605349735.67,39465,21816,78187,7453.264076523501
2021-04-19,all,213167643.79,111677179.73,441201103.29,26845,14818,53263,7940.683322406407
2021-04-20,all,325225845.0,171329707.03,670616562.35,42616,23621,84322,7631.543199737188
2021-04-21,all,190035569.67,99652437.91,393291386.42,24116,13323,47882,7880.061771023386
2021-04-22,all,180326682.46,94655050.72,373048595.18,22968,12692,45575,7851.213969871125
2021-04-23,all,248120566.39,131019120.52,511518936.34,33778,18691,67053,7345.626336372787
2021-04-24,all,255264381.76000002,134694376.99,525737378.57,34510,19062,68519,7396.823580411476
2021-04-25,all,754446157.47,399647162.88,1548814578.05,105116,58224,208008,7177.2723226720955
2021-04-26,all,282304233.7,148860246.31,581949173.79,37389,20672,74190,7550.462266976918
2021-04-27,all,309158201.82,163185202.10999998,636932600.77,41511,22955,82397,7447.621156320011
2021-04-28,all,204048644.69,107968670.27,419881630.82,27770,15378,55083,7347.808595246669
2021-04-29,all,179058599.12,94095561.14,370201368.5,22920,12673,45485,7812.329804537522
2021-04-30,all,284820352.57,150340135.38,586754924.33,37742,20899,74821,7546.509262095278
2021-04-01,100181,933534.58,444610.42,2098397.67,30,14,68,30756.037362286443
2021-04-01,100487,1247688.44,594231.05,2804552.36,249,119,561,5003.394164301826
2021-04-01,100992,3484269.25,1659437.48,6381963.08,403,192,738,8642.880357122443
2021-04-01,101020,1483966.31,706762.08,3335657.34,421,200,946,3526.4746043975583
2021-04-01,101384,1015259.74,483533.42,2282099.66,12,6,28,81987.42541622558
2021-04-01,101535,2111010.7,1117115.46,4745127.33,260,138,585,8108.849064195236
2021-04-01,101954,1015259.74,483533.42,2282099.66,31,15,70,32448.441098253432
2021-04-01,110365,1122834.18,723036.59,1746160.52,738,475,1148,1520.7912544024462
2021-04-01,110409,3989052.01,1899848.15,8966585.76,316,151,711,12609.368728596402
2021-04-01,110435,2946633.31,1403380.14,5673253.75,350,167,674,8420.863613999409
2021-04-01,110632,2233643.95,1245055.48,3758787.29,287,160,483,7782.727399525774
2021-04-01,200181,906440.45,486849.07,2037495.62,76,41,170,11994.313772743704
2021-04-01,201184,2056426.27,979405.21,4622432.57,85,40,191,24239.05544501833
2021-04-01,201351,4812568.06,3416698.24,8690326.61,1108,787,2001,4343.828913208452
2021-04-01,201486,721426.4,343590.57,1621621.48,76,36,172,9447.895089685526
2021-04-01,201632,1063279.05,506403.15,2390037.41,218,104,489,4888.217465267933
2021-04-01,201925,1413763.17,673326.68,3177855.2,138,66,311,10223.391686554089
2021-04-01,202502,1777855.7,1068954.41,3996261.5,361,217,811,4925.963174196305
2021-04-01,204586,5834766.75,3549538.13,11355965.62,51,31,99,114925.81437780592
2021-04-01,204934,1539793.87,733350.79,3357275.28,74,35,161,20839.808939428058
2021-04-01,204964,1831977.4,1221922.42,2795511.41,325,217,495,5642.042116574518
2021-04-01,205272,1164388.85,554558.35,2617311.74,75,36,168,15559.310103613318
2021-04-01,205582,3366955.59,2089373.95,7349358.99,162,101,354,20788.12546005629
2021-04-01,205611,1512433.32,720319.89,3399645.6,240,114,540,6300.150326133339
2021-04-01,205761,2212419.44,1417866.04,4973074.11,644,413,1448,3434.1161480686696
2021-04-01,206361,1560099.42,743021.64,2864318.73,148,71,273,10505.742830358338
2021-04-01,206363,2565618.89,1221915.98,5009604.82,179,85,350,14312.772390310342
2021-04-01,206440,13772324.11,7412249.06,27610654.18,3274,1762,6563,4206.773328617142
2021-04-01,206471,5268979.32,2556121.19,11843604.9,1377,668,3095,3826.5412005380563
2021-04-01,207288,1050284.63,624273.1,2360828.71,342,204,770,3066.8244861662915
2021-04-01,207774,1578909.8,751980.27,3549071.2,129,61,289,12260.545693890897
2021-04-01,207802,985777.62,469491.95,2215829.9,81,39,182,12161.404190822628
2021-04-01,207966,3028336.81,1449406.82,5869752.17,88,42,171,34342.478538966505
2021-04-01,208532,1400840.91,667172.18,3148808.36,24,11,54,58105.97751937984
2021-04-01,210022,3415824.21,1626839.43,6262106.11,155,74,285,21992.525
2021-04-01,210413,1743131.38,830193.53,3918208.58,29,14,65,59865.244298884034
2021-04-01,212377,2001411.61,953203.52,4498770.84,48,23,107,42009.42932991578
2021-04-01,214099,1126521.17,555400.14,2532192.78,166,82,373,6779.985977538586
2021-04-01,214104,1699063.13,809205.47,3287441.46,177,84,343,9597.276106696936
2021-04-01,214781,1640665.18,1023288.14,2882027.45,196,122,344,8378.659257920732
2021-04-01,215430,4550966.19,2167468.75,10229656.24,93,44,210,48774.620552645836
2021-04-01,215913,1642625.69,787802.16,3036302.53,73,35,134,22577.01560131613
2021-04-01,216158,1104394.65,564409.04,2245902.57,336,172,683,3287.7802556969336
2021-04-01,216173,723971.1,462955.46,1311792.04,354,226,641,2046.4075523855204
2021-04-01,216424,4287627.26,2042049.32,9637723.11,604,288,1358,7094.464883836265
2021-04-01,301577,3196210.29,1522245.05,7184437.74,210,100,472,15236.422483146187
2021-04-01,304080,2161459.44,1336099.5,3159419.95,293,181,429,7371.324394765833
2021-04-01,304763,509671.5,242738.85,1057410.85,130,62,270,3915.298689101155
2021-04-01,401131,693062.53,415505.45,1345495.78,253,152,492,2736.9203972791574
2021-04-01,401534,1452410.92,699159.93,2540407.22,425,204,743,3420.16930955647
2021-04-01,402018,1960841.32,1052610.51,4054728.76,95,51,197,20623.2417056456
2021-04-01,402279,1726267.05,977709.8,3505729.49,386,219,783,4474.521479154262
2021-04-01,407120,1349365.19,763448.29,2689838.15,184,104,367,7321.590889676138
2021-04-01,408789,1361047.27,648220.03,3059360.14,293,139,658,4649.133776149978
2021-04-01,501098,1697691.04,808551.97,3816067.95,134,64,302,12648.441760239233
2021-04-01,502221,2474364.72,1178454.88,5561873.81,162,77,365,15238.700101112234
2021-04-01,502280,2094969.66,1303643.1,4147046.77,186,115,367,11290.826305756767
2021-04-01,502835,5624759.52,2678879.55,12643327.64,685,326,1539,8215.760258523138
2021-04-01,506012,2271403.25,1295059.99,5078350.97,57,32,126,40146.46725813266
2021-04-01,506536,3880883.05,2404916.23,6879420.21,816,505,1446,4758.28044653917
2021-04-01,506539,4542946.41,2530638.45,9326740.09,1631,908,3348,2786.0294540190494
2021-04-01,507515,1350600.48,717065.74,2542839.43,103,55,194,13108.208007458436
2021-04-01,507843,5738551.79,3288578.99,9927062.9,619,355,1071,9267.394572216059
2021-04-01,508456,5371422.48,2650661.57,12073876.55,211,104,474,25458.78845406246
2021-04-01,508599,2839506.36,1352359.29,6382638.78,21,10,48,133989.8822544643
2021-04-01,509417,3095773.77,1735119.93,6958676.59,188,105,422,16505.57535420991
2021-04-01,509434,1520177.07,901834.32,2635456.54,675,400,1170,2251.948052151027
2021-04-01,510003,8846719.23,6025005.87,14533092.88,1368,932,2247,6467.065727351378
2021-04-01,511293,2315556.46,1395830.64,4608706.99,336,203,669,6892.899118283148
2021-04-01,551180,2650119.2,1262160.72,4815953.41,703,335,1277,3770.590906279253
2021-04-01,551228,4596266.74,2189043.8,10331482.75,992,473,2231,4631.573516189545
2021-04-01,551732,1803532.88,1246638.01,3237734.7,358,248,643,5035.437668209711
2021-04-01,551736,1797067.81,943280.05,3662236.38,505,265,1030,3555.299895986295
2021-04-01,554973,1959919.68,933442.19,4405504.93,50,24,112,39505.5967189729
