date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2025-06-01,all,437830031.46,231518106.44,902122526.82,58124,32158,115691,7532.689275686463
2025-06-02,all,239645267.25,126478519.59,495012705.05,31094,17223,61945,7707.122507557729
2025-06-03,all,241697377.19,127846954.36,498946744.76,31470,17474,62655,7680.247130282809
2025-06-04,all,680633030.76,361566855.44,1399054211.56,97426,54132,193252,6986.153909223411
2025-06-05,all,1308762523.78,696452328.51,2685618312.85,181874,101051,360693,7195.984713482961
2025-06-06,all,397599544.36,210946352.94,818676534.16,54018,29981,107406,7360.501024843571
2025-06-07,all,406522539.01,215345070.45,837239468.8,55278,30612,109991,7354.147020695394
2025-06-08,all,453808611.71,240496106.96,934478173.9300001,61780,34237,122873,7345.558622693428
2025-06-09,all,399683320.86,211597710.48,823854079.76,53824,29829,107086,7425.745408368015
2025-06-10,all,1192356135.05,632860598.19,2450679020.32,164275,91129,326197,7258.293319433876
2025-06-11,all,322161772.74,170515297.96,664067601.9,43404,24063,86383,7422.398229195466
2025-06-12,all,219382010.96,115860293.65,453167216.51,28628,15852,57079,7663.197253038983
2025-06-13,all,204661444.49,108098698.92,422782390.32,26708,14786,53256,7662.926632095253
2025-06-14,all,214360410.48,113200570.01,442577745.59,28186,15588,56189,7605.208631235365
2025-06-15,all,457052019.41,241977975.87,942159352.34,61208,33947,121766,7467.194147987192
2025-06-16,all,251942460.6,132997655.42,520548004.67,32812,18175,65418,7678.36342191881
2025-06-17,all,232477311.4,122892669.91,480018121.01,30464,16901,60675,7631.214266018907
2025-06-18,all,324186053.33,171450958.4,668694289.68,43177,23956,85876,7508.304266855038
2025-06-19,all,209516907.3,110722636.72,432504685.88,27433,15206,54650,7637.404122771844
2025-06-20,all,344975561.83,182776894.23,711194483.9300001,45736,25420,90925,7542.757605168795
2025-06-21,all,214277805.41,113267498.18,442019241.88,28275,15671,56289,7578.348555614501
2025-06-22,all,395938828.28,210564830.54,813448871.71,56161,31238,111447,7050.067275867595
