date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2024-04-01,all,412233902.68,218147467.94,848459030.02,53898,29882,107085,7648.408153920368
2024-04-02,all,230881522.39,122393718.21,475379861.15999997,30007,16682,59645,7694.25542006865
2024-04-03,all,226188451.74,119909041.55,465665523.36,29616,16451,58890,7637.373438006483
2024-04-04,all,357434391.8,190719606.73,732761458.02,50504,28184,100064,7077.348166481863
2024-04-05,all,736093204.45,392038915.91,1507735201.81,101503,56534,200737,7251.935454617105
2024-04-06,all,328327340.01,174423720.51,673805661.13,44678,24830,88605,7348.747482206008
2024-04-07,all,367674726.45,195606541.14,753755834.67,50456,28071,100006,7287.036753805295
2024-04-08,all,329007635.05,174624322.85,675938883.09,44205,24553,87711,7442.769710439996
2024-04-09,all,349593002.61,185608058.44,717997125.49,47066,26164,93336,7427.7185783792975
2024-04-10,all,569953247.83,303258789.63,1168158930.47,78395,43615,155222,7270.2755000956695
2024-04-11,all,213255736.93,112930776.0,439047933.68,27965,15523,55573,7625.808579653138
2024-04-12,all,199743822.68,105799101.78,411144670.1,26230,14558,52120,7615.090456728936
2024-04-13,all,209798690.62,111087811.7,431557525.37,27551,15267,54771,7614.921078000799
2024-04-14,all,383616932.98,204309586.15,786222938.31,53753,29902,106564,7136.660892973416
2024-04-15,all,853637868.15,454212290.6,1749118401.59,116841,64983,231209,7305.978792975068
2024-04-16,all,379412306.68,201580779.32,779057704.16,51125,28424,101345,7421.267612322738
2024-04-17,all,314933843.0,167214503.77,646950970.54,42327,23515,83962,7440.495263070853
2024-04-18,all,314779506.01,167008343.15,646952792.66,41914,23296,83148,7510.128024287827
2024-04-19,all,207845564.42,110215710.82,427782140.96999997,27316,15168,54271,7608.931191243227
2024-04-20,all,386943672.46,205530425.07,794901363.4499999,51521,28646,102223,7510.40687214922
2024-04-21,all,255134979.05,135389921.04,524262399.93,33842,18778,67256,7539.004167897879
2024-04-22,all,237220496.06,125740987.15,488400950.15,30858,17134,61352,7687.487719878151
2024-04-23,all,225222260.3,119416017.91,463611738.14,29500,16384,58644,7634.652891525424
2024-04-24,all,336972167.97,179266108.23,692167941.38,46705,25993,92678,7214.905641151911
2024-04-25,all,763842995.72,407470042.31,1564290386.06,105358,58759,208360,7249.976230756089
2024-04-26,all,358891063.36,190983476.59,736817709.73,48514,27000,96204,7397.68032650369
2024-04-27,all,314102068.14,167184980.1,644157040.88,42633,23726,84487,7367.580703680247
2024-04-28,all,255091652.67,135475121.92,524082918.8,33916,18840,67398,7521.277646833352
2024-04-29,all,241436110.73,128098024.22,496879856.47,31579,17551,62792,7645.464097343171
2024-04-30,all,392238045.76,208792535.6,805733787.63,52325,29186,103781,7496.188165504061
2024-04-01,100181,1068115.06,508706.55,2400907.56,35,17,78,30756.037362286443
2024-04-01,100487,1946314.88,926962.89,4374924.17,389,185,874,5003.394164301826
