date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2020-07-01,all,249090560.38,131068107.09,514238397.94,32223,17822,63979,7730.210110169754
2020-07-02,all,158037269.67,83109585.99,326130829.08,20282,11183,40280,7791.996335174045
2020-07-03,all,151174892.35,79405851.77,312217792.21,19447,10707,38652,7773.687064842906
2020-07-04,all,257018540.68,135444290.59,529218690.0,35236,19405,70003,7294.203107049609
2020-07-05,all,694092452.53,367106198.67,1425366471.32,96071,53053,190350,7224.786382258954
2020-07-06,all,262277556.44,138141135.41,540623756.77,34639,19100,68729,7571.741575680591
2020-07-07,all,242272826.22,127510964.62,499790991.29,31694,17492,62889,7644.122743105951
2020-07-08,all,234284282.73,123445233.9,482925154.93,30962,17085,61453,7566.832980104644
2020-07-09,all,212472321.03,112198419.2,437354770.46,28483,15750,56462,7459.61875610013
2020-07-10,all,544363333.21,287072301.61,1120621609.3700001,74405,40979,147855,7316.219786439084
2020-07-11,all,198335313.35,104504603.63,408676487.25,26481,14615,52564,7489.721436124013
2020-07-12,all,206574321.01,108695089.37,426004349.72,26857,14815,53289,7691.637971850913
2020-07-13,all,184815009.61,97008450.19,382108894.72,23423,12923,46466,7890.321889168767
2020-07-14,all,174921257.91,91772089.81,361928018.23,21999,12139,43663,7951.327692622392
2020-07-15,all,315559042.77,166227819.38,650921922.24,41212,22798,81645,7656.969881830534
2020-07-16,all,178247941.17,93712137.21,368259446.59,22631,12504,44871,7876.27330520083
2020-07-17,all,166775651.8,87658563.55,344474521.04,21270,11743,42205,7840.886309355901
2020-07-18,all,217613547.96,114554483.01,448848972.14,28517,15752,56534,7631.011255040853
2020-07-19,all,299587092.54,158224798.46,615963973.62,41136,22747,81382,7282.844528879814
2020-07-20,all,555113091.59,293632214.86,1140759628.6,75971,42049,150186,7306.907788366614
2020-07-21,all,239784240.11,126386311.91,494283242.35,31479,17416,62311,7617.276282918771
2020-07-22,all,226548011.93,119452736.49,466952467.07,29889,16539,59171,7579.64508447924
2020-07-23,all,222630027.43,117494053.41,458684295.91,29457,16296,58334,7557.797040771294
2020-07-24,all,204027205.96,107718735.09,420323995.87,27341,15118,54189,7462.31688526389
2020-07-25,all,534054407.01,282283242.29,1098172637.31,73536,40624,145640,7262.48921630222
2020-07-26,all,234036131.21,123746109.8,481727538.35,31544,17476,62398,7419.354907747908
2020-07-27,all,186940306.24,98176878.31,386591608.11,23653,13077,46840,7903.4501433222
2020-07-28,all,176642865.61,92803481.41,365381314.27,22255,12309,44068,7937.221550662773
2020-07-29,all,176542453.98,92822050.49,364933527.33,22408,12393,44421,7878.545786326312
2020-07-30,all,281710850.76,148649340.44,580876590.78,36893,20438,73016,7635.88894261784
2020-07-31,all,173775374.42,91401540.33,359018283.15999997,22214,12280,44061,7822.786279823534
2020-07-01,100181,720716.59,343252.55,1620026.03,23,11,53,30756.037362286443
2020-07-01,100487,1032090.54,491549.25,2319931.73,206,98,464,5003.394164301826
2020-07-01,100992,3252451.45,1549030.69,5957354.01,376,179,689,8642.880357122443
2020-07-01,101020,1108500.45,527940.56,2491686.07,314,150,707,3526.4746043975583
