date,genre,sales,sales_low,sales_high,units,units_low,units_high,avg_price
2021-10-01,all,248969212.3,131225685.04,513845756.65,31889,17703,63242,7807.36969801499
2021-10-02,all,172758098.05,90964117.48,356698485.74,21702,12021,43074,7960.468991337205
2021-10-03,all,187036573.19,98746118.21,385437940.77,24037,13323,47652,7781.194541332113
2021-10-04,all,277414665.51,146564323.75,571705446.68,36961,20487,73312,7505.604975785287
2021-10-05,all,597054365.97,315387924.78,1230028977.54,78969,43699,156676,7560.617026554724
2021-10-06,all,246935368.38,130319947.24,509297774.85,31965,17707,63502,7725.179677146879
2021-10-07,all,234737414.32,123918368.8,483910378.06,30315,16806,60174,7743.276078508989
2021-10-08,all,215973350.99,114030455.81,445092838.12,28082,15555,55759,7690.8108749376825
2021-10-09,all,227592049.82,120242461.86,468757471.0,29794,16509,59155,7638.855132577029
2021-10-10,all,699633225.65,370126841.39,1438742322.7,93866,51972,186005,7453.531903458121
2021-10-11,all,216277308.76,114166987.14,445891414.64,28173,15612,55926,7676.758199694743
2021-10-12,all,158921586.99,83672424.83,328210745.48,20024,11083,39773,7936.555482920496
2021-10-13,all,169587354.65,89258344.86,350458484.05,21463,11881,42630,7901.381663793505
2021-10-14,all,170920085.87,89986679.33,353186830.92,21571,11943,42864,7923.605111955867
2021-10-15,all,298973914.54,157838690.72,616730732.24,39183,21722,77804,7630.194587959065
2021-10-16,all,183960465.66,96863402.8,379994886.48,23527,13013,46776,7819.121250478174
2021-10-17,all,209602318.09,110471370.42999999,432487297.57,27388,15143,54452,7653.071348400759
2021-10-18,all,274888169.0,144680849.57,568181207.64,35450,19590,70611,7754.25018335684
2021-10-19,all,186508517.45,97903444.56,386119508.67,23544,12989,46923,7921.700537291878
2021-10-20,all,314103694.4,165532817.59,648646771.74,40981,22689,81519,7664.617613040189
2021-10-21,all,177094715.4,93115368.91,366194897.09,22659,12523,45150,7815.645677214352
2021-10-22,all,165819375.02,87183293.37,342827278.64,21315,11771,42471,7779.468684963641
2021-10-23,all,174330286.05,91659730.41,360309648.83,22438,12386,44701,7769.421786701133
2021-10-24,all,206152348.79,108617526.3,425471464.95,27072,14967,53839,7614.965602467494
2021-10-25,all,357505456.56,188516301.36,738103419.46,46562,25787,92598,7678.051985739444
2021-10-26,all,196743023.31,103295709.32,407264095.25,24866,13729,49585,7912.129948926245
2021-10-27,all,184551689.38,96945682.1,381816782.31,23486,12974,46802,7857.944706633739
2021-10-28,all,175272994.44,92211673.5,362298356.19,22540,12461,44886,7776.086709849157
2021-10-29,all,167647689.25,88166801.48,346616644.42,21573,11917,42972,7771.181071246466
2021-10-30,all,311299067.47,164075411.12,642523809.92,40846,22589,81237,7621.28647774568
2021-10-31,all,219243895.49,115507668.55,452433793.33,28811,15930,57265,7609.7287664433725
2021-10-01,100181,767306.68,365441.57,1724750.78,25,12,56,30756.037362286443
2021-10-01,100487,1001503.93,476981.88,2251178.98,200,95,450,5003.394164301826
2021-10-01,100992,3011134.74,1434099.89,5515346.29,348,166,638,8642.880357122443
2021-10-01,101020,1228953.49,585308.08,2762439.98,348,166,783,3526.4746043975583
2021-10-01,101384,935377.41,445488.06,2102540.28,11,5,26,81987.42541622558
2021-10-01,101535,1747305.35,924647.98,3927590.91,215,114,484,8108.849064195236
2021-10-01,101954,935377.41,445488.06,2102540.28,29,14,65,32448.441098253432
2021-10-01,110365,989141.91,636946.7,1538250.76,650,419,1011,1520.7912544024462
2021-10-01,110409,3853949.95,1835503.87,8662903.93,306,146,687,12609.368728596402
2021-10-01,110435,2191929.08,1043940.5,4220195.76,260,124,501,8420.863613999409
2021-10-01,110632,2381839.21,1327661.01,4008171.05,306,171,515,7782.727399525774
2021-10-01,200181,796411.48,427752.57,1790172.95,66,36,149,11994.313772743704
2021-10-01,201184,1877549.08,894212.01,4220352.7,77,37,174,24239.05544501833
2021-10-01,201351,4232068.07,3004570.36,7642085.04,974,692,1759,4343.828913208452
2021-10-01,201486,697788.44,332332.71,1568487.96,74,35,166,9447.895089685526
2021-10-01,201632,1161823.13,553336.44,2611544.63,238,113,534,4888.217465267933
2021-10-01,201925,1336444.39,636502.43,3004058.38,131,62,294,10223.391686554089
2021-10-01,202502,1610995.34,968627.83,3621193.73,327,197,735,4925.963174196305
2021-10-01,204586,4983298.63,3031553.79,9698788.82,43,26,84,114925.81437780592
2021-10-01,204934,1436641.82,684223.02,3132368.62,69,33,150,20839.808939428058
2021-10-01,204964,1853383.39,1236199.99,2828175.92,328,219,501,5642.042116574518
2021-10-01,205272,1223582.11,582750.0,2750366.42,79,37,177,15559.310103613318
2021-10-01,205582,3290750.44,2042084.72,7183019.34,158,98,346,20788.12546005629
2021-10-01,205611,2683195.0,1277913.57,6031282.28,426,203,957,6300.150326133339
2021-10-01,205761,2250562.62,1442310.56,5058811.67,655,420,1473,3434.1161480686696
2021-10-01,206361,1466137.25,698270.65,2691805.95,140,66,256,10505.742830358338
2021-10-01,206363,2395720.65,1140999.5,4677863.03,167,80,327,14312.772390310342
2021-10-01,206440,9727176.91,5235155.45,19500972.35,2312,1244,4636,4206.773328617142
2021-10-01,206471,3975954.82,1928840.6,8937146.0,1039,504,2336,3826.5412005380563
2021-10-01,207288,810745.69,481894.72,1822393.44,264,157,594,3066.8244861662915
2021-10-01,207774,1533795.49,730493.96,3447663.2,125,60,281,12260.545693890897
2021-10-01,207802,795447.59,378844.34,1788006.2,65,31,147,12161.404190822628
2021-10-01,207966,2887102.44,1381809.77,5596000.9,84,40,163,34342.478538966505
2021-10-01,208532,1343007.81,639628.27,3018811.07,23,11,52,58105.97751937984
2021-10-01,210022,3046061.48,1450734.42,5584233.88,139,66,254,21992.525
2021-10-01,210413,1534187.17,730680.44,3448543.72,26,12,58,59865.244298884034
2021-10-01,212377,1878585.04,894705.45,4222681.1,45,21,101,42009.42932991578
2021-10-01,214099,813372.18,401010.73,1828297.17,120,59,270,6779.985977538586
2021-10-01,214104,1289256.07,614028.2,2494524.0,134,64,260,9597.276106696936
2021-10-01,214781,1445891.2,901806.96,2539883.21,173,108,303,8378.659257920732
2021-10-01,215430,3891108.65,1853201.24,8746429.44,80,38,179,48774.620552645836
2021-10-01,215913,1431411.86,686504.15,2645885.6,63,30,117,22577.01560131613
2021-10-01,216158,761356.71,389097.17,1548298.86,232,118,471,3287.7802556969336
2021-10-01,216173,765220.44,489333.1,1386533.01,374,239,678,2046.4075523855204
2021-10-01,216424,3951302.65,1881869.37,8881732.89,557,265,1252,7094.464883836265
2021-10-01,301577,2289402.25,1090363.78,5146115.6,150,72,338,15236.422483146187
2021-10-01,304080,1981375.64,1224781.16,2896190.03,269,166,393,7371.324394765833
2021-10-01,304763,440474.1,209782.66,913847.45,113,54,233,3915.298689101155
2021-10-01,401131,745998.76,447241.99,1448265.1,273,163,529,2736.9203972791574
2021-10-01,401534,1108869.44,533786.19,1939520.3,324,156,567,3420.16930955647
2021-10-01,402018,1651539.08,886572.14,3415137.51,80,43,166,20623.2417056456
2021-10-01,402279,1466795.65,830752.41,2978791.32,328,186,666,4474.521479154262
2021-10-01,407120,1177549.61,666238.09,2347339.17,161,91,321,7321.590889676138
2021-10-01,408789,811725.1,386596.79,1824594.77,175,83,392,4649.133776149978
2021-10-01,501098,1338557.9,637509.01,3008808.9,106,50,238,12648.441760239233
2021-10-01,502221,2294252.86,1092673.58,5157018.38,151,72,338,15238.700101112234
2021-10-01,502280,1877615.25,1168389.47,3716788.39,166,103,329,11290.826305756767
