date,shop,genre,predicted_sales,predicted_units,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2024-02-03,10008,100487,47,0,1,0,2
2024-02-05,10008,100487,60,0,1,0,2
2024-02-06,10008,100487,45,0,1,0,2
2024-02-07,10008,100487,49,0,1,0,2
2024-02-08,10008,100487,47,0,1,0,2
2024-02-11,10008,100487,48,0,1,0,2
2024-02-15,10008,100487,63,0,1,0,2
2024-02-18,10008,100487,48,0,1,0,2
2024-02-19,10008,100487,46,0,1,0,2
2024-02-22,10008,100487,47,0,1,0,2
2024-02-23,10008,100487,46,0,1,0,2
2024-02-25,10008,100487,70,0,1,0,2
2024-02-01,10008,205611,0,0,2,1,4
2024-02-02,10008,205611,0,0,2,1,4
2024-02-06,10008,205611,0,0,1,0,2
2024-02-07,10008,205611,0,0,1,0,2
2024-02-08,10008,205611,0,0,1,0,2
2024-02-10,10008,205611,0,0,1,0,2
2024-02-11,10008,205611,0,0,1,0,2
2024-02-12,10008,205611,0,0,1,0,2
2024-02-15,10008,205611,0,0,1,0,2
2024-02-16,10008,205611,0,0,1,0,2
2024-02-17,10008,205611,0,0,1,0,2
2024-02-18,10008,205611,0,0,1,0,2
2024-02-19,10008,205611,0,0,1,0,2
2024-02-20,10008,205611,0,0,1,0,2
2024-02-21,10008,205611,0,0,1,0,2
2024-02-22,10008,205611,0,0,1,0,2
2024-02-25,10008,205611,0,0,1,0,2
2024-02-27,10008,205611,0,0,2,1,4
2024-02-28,10008,205611,0,0,2,1,4
2024-02-29,10008,205611,0,0,2,1,4
2024-02-06,10008,206440,298,0,1,0,2
2024-02-10,10008,206440,353,0,1,0,2
2024-02-11,10008,206440,251,0,1,0,2
2024-02-12,10008,206440,230,0,1,0,2
2024-02-14,10008,206440,255,0,1,0,2
2024-02-18,10008,206440,251,0,1,0,2
2024-02-19,10008,206440,280,0,2,1,5
2024-02-20,10008,206440,345,0,2,1,5
2024-02-24,10008,206440,246,0,2,1,5
2024-02-25,10008,206440,361,0,2,1,5
2024-02-29,10008,206440,258,0,2,1,5
2024-02-01,10008,206471,248,0,2,1,4
2024-02-03,10008,206471,221,0,2,1,4
2024-02-04,10008,206471,294,0,2,1,4
2024-02-07,10008,206471,283,0,2,1,4
2024-02-09,10008,206471,274,0,2,1,4
2024-02-10,10008,206471,319,0,2,1,4
2024-02-11,10008,206471,232,0,2,1,4
2024-02-12,10008,206471,207,0,3,1,6
2024-02-13,10008,206471,215,0,3,1,6
2024-02-14,10008,206471,224,0,3,1,6
2024-02-15,10008,206471,322,0,3,1,6
2024-02-16,10008,206471,218,0,3,1,6
2024-02-17,10008,206471,221,0,3,1,6
2024-02-18,10008,206471,232,0,3,1,6
2024-02-19,10008,206471,257,0,2,1,4
2024-02-20,10008,206471,308,0,2,1,4
2024-02-21,10008,206471,283,0,3,1,6
2024-02-22,10008,206471,281,0,3,1,6
2024-02-24,10008,206471,221,0,3,1,6
2024-02-25,10008,206471,337,0,3,1,6
2024-02-26,10008,206471,292,0,3,1,6
2024-02-27,10008,206471,304,0,3,1,6
2024-02-28,10008,206471,315,0,3,1,6
2024-02-29,10008,206471,313,0,3,1,6
2024-02-01,10008,207288,147,0,19,7,40
2024-02-02,10008,207288,113,0,18,7,38
2024-02-03,10008,207288,233,0,19,7,40
2024-02-04,10008,207288,275,0,19,7,40
2024-02-05,10008,207288,264,0,19,7,40
2024-02-06,10008,207288,189,0,19,7,40
2024-02-07,10008,207288,141,0,20,7,42
2024-02-08,10008,207288,138,0,19,7,40
2024-02-09,10008,207288,131,0,19,7,40
2024-02-10,10008,207288,57,0,19,7,40
2024-02-11,10008,207288,46,0,21,8,45
2024-02-12,10008,207288,42,0,20,7,42
2024-02-13,10008,207288,40,0,19,7,40
2024-02-14,10008,207288,40,0,17,6,36
2024-02-15,10008,207288,54,0,18,7,38
2024-02-16,10008,207288,37,0,18,7,38
2024-02-17,10008,207288,40,0,17,6,36
2024-02-18,10008,207288,183,0,17,6,36
2024-02-19,10008,207288,163,0,15,5,32
2024-02-20,10008,207288,201,0,16,6,34
2024-02-21,10008,207288,156,0,16,6,34
2024-02-22,10008,207288,153,0,17,6,36
2024-02-23,10008,207288,146,0,16,6,34
2024-02-24,10008,207288,148,0,18,7,38
2024-02-25,10008,207288,89,0,18,7,38
