date,shop,genre,predicted_sales,predicted_units,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2025-11-14,10130,206440,38721,13,523,160,1258
2025-11-15,10130,206440,58339,20,625,191,1504
2025-11-16,10130,206440,42040,14,610,186,1468
2025-11-17,10130,206440,38796,13,583,178,1403
2025-11-18,10130,206440,39689,13,601,183,1446
2025-11-19,10130,206440,41867,14,645,197,1552
2025-11-20,10130,206440,63621,21,751,229,1807
2025-11-21,10130,206440,55810,17,764,233,1838
2025-11-22,10130,206440,59781,18,850,259,2045
2025-11-23,10130,206440,61007,18,873,267,2100
2025-11-24,10130,206440,55025,17,815,249,1961
2025-11-25,10130,206440,73077,25,900,275,2165
2025-11-26,10130,206440,71275,21,852,260,2050
2025-11-27,10130,206440,71696,21,844,258,2030
2025-11-28,10130,206440,52155,18,724,221,1742
2025-11-29,10130,206440,51321,18,685,209,1648
2025-11-30,10130,206440,75100,25,701,214,1686
2025-11-01,10130,206471,3224,1,141,48,297
2025-11-02,10130,206471,2909,1,133,45,280
2025-11-03,10130,206471,2500,1,119,41,251
2025-11-04,10130,206471,3487,1,123,42,259
2025-11-05,10130,206471,4469,2,126,43,265
2025-11-06,10130,206471,3891,2,127,43,267
2025-11-07,10130,206471,3676,2,121,41,255
2025-11-08,10130,206471,3587,1,125,43,263
2025-11-09,10130,206471,3757,2,126,43,265
2025-11-10,10130,206471,3751,2,126,43,265
2025-11-11,10130,206471,3211,1,123,42,259
2025-11-12,10130,206471,2406,1,115,39,242
2025-11-13,10130,206471,2213,1,109,37,230
2025-11-14,10130,206471,1934,1,107,37,225
2025-11-15,10130,206471,2953,1,108,37,227
2025-11-16,10130,206471,2197,1,105,36,221
2025-11-17,10130,206471,1810,1,98,33,206
2025-11-18,10130,206471,1703,1,94,32,198
2025-11-19,10130,206471,1763,1,92,31,194
2025-11-20,10130,206471,2540,1,93,32,196
2025-11-21,10130,206471,2397,1,92,31,194
2025-11-22,10130,206471,3061,1,93,32,196
2025-11-23,10130,206471,3240,1,90,31,190
2025-11-24,10130,206471,2865,1,86,29,181
2025-11-25,10130,206471,4172,1,90,31,190
2025-11-26,10130,206471,3172,1,91,31,192
2025-11-27,10130,206471,3323,1,91,31,192
2025-11-28,10130,206471,2743,1,86,29,181
2025-11-29,10130,206471,2281,1,85,29,179
2025-11-30,10130,206471,3197,1,85,29,179
2025-11-04,10130,216158,17,0,1,0,2
2025-11-05,10130,216158,22,0,1,0,2
2025-11-07,10130,216158,17,0,1,0,2
2025-11-09,10130,216158,12,0,1,0,2
2025-11-10,10130,216158,14,0,1,0,2
2025-11-13,10130,216158,11,0,1,0,2
2025-11-16,10130,216158,8,0,1,0,2
2025-11-17,10130,216158,8,0,1,0,2
2025-11-18,10130,216158,8,0,1,0,2
2025-11-19,10130,216158,8,0,1,0,2
2025-11-22,10130,216158,8,0,1,0,2
2025-11-23,10130,216158,275,0,1,0,2
2025-11-24,10130,216158,256,0,1,0,2
2025-11-27,10130,216158,265,0,1,0,2
2025-11-01,10130,216173,644,0,6,2,13
2025-11-02,10130,216173,495,0,5,2,11
2025-11-03,10130,216173,426,0,5,2,11
2025-11-04,10130,216173,664,0,5,2,11
2025-11-05,10130,216173,856,1,5,2,11
2025-11-06,10130,216173,639,1,5,2,11
2025-11-08,10130,216173,656,1,5,2,11
2025-11-09,10130,216173,732,1,5,2,11
2025-11-10,10130,216173,885,1,5,2,11
2025-11-11,10130,216173,658,1,5,2,11
2025-11-13,10130,216173,413,0,5,2,11
2025-11-14,10130,216173,380,0,4,1,9
2025-11-15,10130,216173,450,0,4,1,9
2025-11-16,10130,216173,724,0,5,2,11
2025-11-17,10130,216173,803,0,5,2,11
2025-11-18,10130,216173,819,0,5,2,11
2025-11-19,10130,216173,812,0,5,2,11
2025-11-20,10130,216173,1215,1,6,2,13
2025-11-21,10130,216173,1046,1,5,2,11
2025-11-22,10130,216173,1123,1,5,2,11
2025-11-23,10130,216173,768,1,5,2,11
2025-11-24,10130,216173,530,0,6,2,13
2025-11-25,10130,216173,541,0,5,2,11
2025-11-26,10130,216173,742,0,6,2,13
2025-11-27,10130,216173,804,1,6,2,13
2025-11-28,10130,216173,511,0,5,2,11
2025-11-29,10130,216173,528,0,5,2,11
2025-11-30,10130,216173,756,1,5,2,11
2025-11-01,10130,502835,122,0,2,1,5
2025-11-02,10130,502835,109,0,2,1,5
2025-11-03,10130,502835,477,0,5,2,12
2025-11-04,10130,502835,967,0,6,2,14
2025-11-05,10130,502835,1330,1,6,2,14
2025-11-06,10130,502835,911,0,6,2,14
2025-11-08,10130,502835,902,0,6,2,14
2025-11-12,10130,502835,826,0,5,2,12
2025-11-13,10130,502835,820,0,5,2,12
2025-11-14,10130,502835,646,0,3,1,7
2025-11-15,10130,502835,1181,0,3,1,7
2025-11-16,10130,502835,1003,0,3,1,7
2025-11-17,10130,502835,939,0,3,1,7
2025-11-18,10130,502835,982,0,3,1,7
2025-11-19,10130,502835,941,0,3,1,7
2025-11-20,10130,502835,1524,1,4,1,9
2025-11-21,10130,502835,1165,0,4,1,9
2025-11-22,10130,502835,742,0,4,1,9
2025-11-23,10130,502835,468,0,3,1,7
2025-11-24,10130,502835,763,0,3,1,7
2025-11-25,10130,502835,782,0,4,1,9
2025-11-26,10130,502835,766,0,4,1,9
2025-11-27,10130,502835,758,0,4,1,9
2025-11-28,10130,502835,435,0,4,1,9
2025-11-29,10130,502835,461,0,4,1,9
2025-11-30,10130,502835,1096,0,4,1,9
2025-11-01,10130,551732,365,0,4,1,9
2025-11-02,10130,551732,527,0,3,1,7
2025-11-03,10130,551732,446,0,3,1,7
2025-11-04,10130,551732,492,0,4,1,9
2025-11-05,10130,551732,735,0,4,1,9
2025-11-06,10130,551732,457,0,5,2,11
2025-11-07,10130,551732,381,0,5,2,11
2025-11-08,10130,551732,395,0,5,2,11
2025-11-09,10130,551732,164,0,5,2,11
2025-11-10,10130,551732,206,0,5,2,11
2025-11-11,10130,551732,138,0,5,2,11
2025-11-12,10130,551732,123,0,5,2,11
2025-11-13,10130,551732,113,0,6,2,13
2025-11-14,10130,551732,104,0,5,2,11
2025-11-15,10130,551732,191,0,6,2,13
2025-11-16,10130,551732,127,0,6,2,13
2025-11-17,10130,551732,104,0,6,2,13
2025-11-18,10130,551732,107,0,5,2,11
2025-11-19,10130,551732,107,0,4,1,9
2025-11-20,10130,551732,172,0,3,1,7
2025-11-21,10130,551732,153,0,3,1,7
2025-11-22,10130,551732,457,0,3,1,7
2025-11-23,10130,551732,708,0,4,1,9
2025-11-24,10130,551732,852,0,4,1,9
2025-11-25,10130,551732,852,0,4,1,9
2025-11-26,10130,551732,852,0,4,1,9
2025-11-27,10130,551732,826,0,4,1,9
2025-11-28,10130,551732,457,0,4,1,9
2025-11-29,10130,551732,371,0,5,2,11
2025-11-30,10130,551732,289,0,5,2,11
2025-11-05,10130,558846,0,0,1,0,2
2025-11-06,10130,558846,0,0,1,0,2
2025-11-13,10130,558846,0,0,1,0,2
2025-11-15,10130,558846,0,0,1,0,2
2025-11-17,10130,558846,0,0,1,0,2
2025-11-20,10130,558846,0,0,1,0,2
2025-11-21,10130,558846,0,0,1,0,2
2025-11-23,10130,558846,0,0,1,0,2
2025-11-25,10130,558846,0,0,1,0,2
2025-11-27,10130,558846,0,0,1,0,2
2025-11-30,10130,558846,0,0,2,1,4
2025-11-01,10130,558873,20004,6,187,64,421
2025-11-02,10130,558873,16117,4,174,60,392
2025-11-03,10130,558873,11755,3,164,56,369
2025-11-04,10130,558873,11780,3,165,57,371
2025-11-05,10130,558873,16623,5,173,59,390
2025-11-06,10130,558873,12478,3,164,56,369
2025-11-07,10130,558873,12190,3,160,55,360
2025-11-08,10130,558873,11927,3,166,57,374
2025-11-09,10130,558873,14189,3,169,58,381
2025-11-10,10130,558873,17045,4,174,60,392
2025-11-11,10130,558873,12652,3,168,58,378
2025-11-12,10130,558873,9904,2,161,55,362
2025-11-13,10130,558873,8246,2,154,53,347
2025-11-14,10130,558873,10596,3,159,55,358
2025-11-15,10130,558873,11990,3,168,58,378
2025-11-16,10130,558873,10580,3,169,58,381
2025-11-17,10130,558873,6657,2,146,50,329
2025-11-18,10130,558873,5941,2,139,48,313
2025-11-19,10130,558873,5913,1,136,47,306
2025-11-20,10130,558873,6965,2,148,51,333
2025-11-21,10130,558873,6150,2,150,51,338
2025-11-22,10130,558873,4714,1,148,51,333
2025-11-23,10130,558873,4561,1,148,51,333
2025-11-24,10130,558873,5207,2,146,50,329
2025-11-25,10130,558873,6032,2,153,53,344
2025-11-26,10130,558873,6281,2,153,53,344
2025-11-27,10130,558873,6185,2,146,50,329
2025-11-28,10130,558873,4013,1,126,43,284
2025-11-29,10130,558873,3912,1,122,42,275
2025-11-30,10130,558873,5431,2,118,40,266
2025-11-01,10130,560271,164,0,3,1,7
2025-11-02,10130,560271,92,0,3,1,7
2025-11-03,10130,560271,84,0,3,1,7
2025-11-04,10130,560271,90,0,3,1,7
2025-11-05,10130,560271,113,0,3,1,7
2025-11-06,10130,560271,78,0,3,1,7
2025-11-07,10130,560271,75,0,3,1,7
2025-11-08,10130,560271,58,0,3,1,7
2025-11-09,10130,560271,68,0,3,1,7
2025-11-11,10130,560271,57,0,3,1,7
2025-11-12,10130,560271,50,0,3,1,7
2025-11-13,10130,560271,48,0,3,1,7
2025-11-14,10130,560271,46,0,3,1,7
2025-11-15,10130,560271,73,0,3,1,7
2025-11-16,10130,560271,59,0,3,1,7
2025-11-17,10130,560271,46,0,3,1,7
2025-11-18,10130,560271,52,0,3,1,7
2025-11-19,10130,560271,43,0,3,1,7
2025-11-20,10130,560271,59,0,3,1,7
2025-11-21,10130,560271,56,0,3,1,7
2025-11-22,10130,560271,62,0,3,1,7
2025-11-23,10130,560271,59,0,3,1,7
2025-11-24,10130,560271,34,0,3,1,7
2025-11-25,10130,560271,31,0,3,1,7
2025-11-26,10130,560271,31,0,3,1,7
2025-11-27,10130,560271,30,0,3,1,7
2025-11-28,10130,560271,20,0,3,1,7
2025-11-29,10130,560271,22,0,3,1,7
2025-11-30,10130,560271,36,0,3,1,7
2025-11-23,10403,100181,9,0,1,0,2
2025-11-24,10403,100181,9,0,1,0,2
2025-11-25,10403,100181,9,0,1,0,2
2025-11-26,10403,100181,9,0,1,0,2
2025-11-27,10403,100181,9,0,2,1,4
2025-11-30,10403,100181,9,0,2,1,4
2025-11-15,10403,201632,55,0,2,1,5
2025-11-16,10403,201632,43,0,2,1,5
2025-11-17,10403,201632,41,0,2,1,5
2025-11-18,10403,201632,43,0,1,0,2
2025-11-20,10403,201632,67,0,2,1,5
2025-11-22,10403,201632,63,0,2,1,5
2025-11-23,10403,201632,67,0,2,1,5
2025-11-02,10403,205582,292,0,6,2,14
2025-11-04,10403,205582,217,0,5,1,12
2025-11-05,10403,205582,312,0,5,1,12
2025-11-06,10403,205582,151,0,5,1,12
2025-11-07,10403,205582,108,0,6,2,14
2025-11-08,10403,205582,124,0,6,2,14
2025-11-09,10403,205582,133,0,5,1,12
2025-11-10,10403,205582,142,0,5,1,12
2025-11-11,10403,205582,99,0,5,1,12
2025-11-12,10403,205582,97,0,6,2,14
2025-11-13,10403,205582,107,0,6,2,14
2025-11-14,10403,205582,121,0,6,2,14
2025-11-15,10403,205582,142,0,6,2,14
2025-11-16,10403,205582,142,0,6,2,14
2025-11-17,10403,205582,274,0,6,2,14
2025-11-18,10403,205582,271,0,6,2,14
2025-11-19,10403,205582,266,0,6,2,14
2025-11-20,10403,205582,389,0,6,2,14
2025-11-21,10403,205582,389,0,5,1,12
2025-11-22,10403,205582,389,0,7,2,16
2025-11-23,10403,205582,389,0,6,2,14
2025-11-24,10403,205582,180,0,7,2,16
2025-11-25,10403,205582,180,0,7,2,16
2025-11-26,10403,205582,180,0,7,2,16
2025-11-27,10403,205582,180,0,7,2,16
2025-11-28,10403,205582,136,0,6,2,14
2025-11-29,10403,205582,157,0,6,2,14
2025-11-30,10403,205582,180,0,6,2,14
2025-11-01,10403,205611,71,0,5,2,11
2025-11-02,10403,205611,65,0,5,2,11
2025-11-03,10403,205611,62,0,5,2,11
2025-11-04,10403,205611,61,0,5,2,11
2025-11-06,10403,205611,62,0,5,2,11
2025-11-07,10403,205611,58,0,5,2,11
2025-11-08,10403,205611,60,0,5,2,11
2025-11-09,10403,205611,66,0,5,2,11
2025-11-10,10403,205611,21,0,5,2,11
2025-11-11,10403,205611,17,0,5,2,11
2025-11-12,10403,205611,17,0,6,2,13
2025-11-13,10403,205611,286,0,6,2,13
2025-11-14,10403,205611,349,0,6,2,13
2025-11-15,10403,205611,349,0,7,2,15
2025-11-16,10403,205611,349,0,7,2,15
2025-11-17,10403,205611,289,0,7,2,15
2025-11-18,10403,205611,278,0,7,2,15
2025-11-19,10403,205611,284,0,7,2,15
2025-11-20,10403,205611,72,0,7,2,15
2025-11-21,10403,205611,72,0,7,2,15
2025-11-22,10403,205611,72,0,8,3,17
2025-11-23,10403,205611,72,0,8,3,17
2025-11-24,10403,205611,72,0,7,2,15
2025-11-25,10403,205611,72,0,8,3,17
2025-11-26,10403,205611,72,0,8,3,17
2025-11-27,10403,205611,72,0,7,2,15
2025-11-28,10403,205611,54,0,7,2,15
2025-11-29,10403,205611,56,0,6,2,13
2025-11-30,10403,205611,72,0,6,2,13
2025-11-06,10403,215430,194,0,2,1,4
2025-11-07,10403,215430,186,0,2,1,4
2025-11-11,10403,215430,194,0,2,1,4
2025-11-13,10403,215430,194,0,2,1,4
2025-11-16,10403,215430,195,0,2,1,4
2025-11-17,10403,215430,193,0,2,1,4
2025-11-19,10403,215430,197,0,2,1,4
2025-11-23,10403,215430,224,0,2,1,4
2025-11-27,10403,215430,222,0,2,1,4
2025-11-28,10403,215430,186,0,2,1,4
2025-11-29,10403,215430,191,0,2,1,4
2025-11-30,10403,215430,223,0,2,1,4
2025-11-11,10403,401534,0,0,1,0,2
2025-11-13,10403,401534,0,0,1,0,2
2025-11-14,10403,401534,0,0,1,0,2
2025-11-17,10403,401534,0,0,1,0,2
2025-11-18,10403,401534,0,0,1,0,2
2025-11-19,10403,401534,0,0,1,0,2
2025-11-25,10403,401534,0,0,1,0,2
2025-11-01,10403,551228,8529,0,55,18,127
2025-11-02,10403,551228,5533,0,44,15,101
2025-11-03,10403,551228,4444,0,38,13,88
2025-11-04,10403,551228,4624,0,40,13,92
2025-11-05,10403,551228,5919,0,43,14,99
2025-11-06,10403,551228,6505,0,45,15,104
2025-11-07,10403,551228,6374,1,42,14,97
2025-11-08,10403,551228,7138,1,47,16,108
2025-11-09,10403,551228,8213,1,52,17,120
2025-11-10,10403,551228,8618,1,59,19,136
2025-11-11,10403,551228,7369,1,65,21,150
2025-11-12,10403,551228,5908,0,62,20,143
2025-11-13,10403,551228,4966,0,63,21,145
2025-11-14,10403,551228,4447,0,62,20,143
2025-11-15,10403,551228,7296,1,74,24,170
2025-11-16,10403,551228,5449,0,78,26,180
2025-11-17,10403,551228,5079,1,69,23,159
2025-11-18,10403,551228,5452,0,72,24,166
2025-11-19,10403,551228,4876,0,69,23,159
2025-11-20,10403,551228,6570,0,78,26,180
2025-11-21,10403,551228,5554,0,78,26,180
2025-11-22,10403,551228,5990,0,86,28,198
2025-11-23,10403,551228,6938,0,95,31,219
2025-11-24,10403,551228,6773,0,86,28,198
2025-11-25,10403,551228,8346,1,88,29,203
2025-11-26,10403,551228,7220,1,89,29,205
2025-11-27,10403,551228,6878,1,88,29,203
2025-11-28,10403,551228,5883,1,76,25,175
2025-11-29,10403,551228,6510,1,81,27,187
2025-11-30,10403,551228,11091,1,91,30,210
2025-11-04,10403,551732,0,0,1,0,2
2025-11-05,10403,551732,0,0,1,0,2
2025-11-09,10403,551732,0,0,1,0,2
2025-11-23,10403,551732,0,0,1,0,2
2025-11-25,10403,551732,0,0,1,0,2
2025-11-13,10403,551736,0,0,2,1,5
2025-11-16,10403,551736,0,0,2,1,5
2025-11-20,10403,551736,0,0,1,0,2
2025-11-25,10403,551736,0,0,1,0,2
2025-11-28,10403,551736,0,0,1,0,2
2025-11-09,10403,563689,94,0,3,1,7
2025-11-17,10403,563689,78,0,3,1,7
2025-11-18,10403,563689,73,0,3,1,7
2025-11-19,10403,563689,76,0,3,1,7
2025-11-20,10403,563689,96,0,3,1,7
2025-11-21,10403,563689,96,0,3,1,7
2025-11-22,10403,563689,96,0,2,1,4
2025-11-26,10403,563689,96,0,2,1,4
2025-11-27,10403,563689,96,0,2,1,4
2025-11-28,10403,563689,67,0,2,1,4
2025-11-29,10403,563689,73,0,2,1,4
2025-11-30,10403,563689,96,0,2,1,4
2025-11-01,10484,110365,140,0,8,2,18
2025-11-02,10484,110365,91,0,8,2,18
2025-11-03,10484,110365,91,0,7,2,16
2025-11-04,10484,110365,91,0,7,2,16
2025-11-05,10484,110365,84,0,7,2,16
2025-11-06,10484,110365,84,0,8,2,18
2025-11-07,10484,110365,76,0,8,2,18
2025-11-08,10484,110365,76,0,8,2,18
2025-11-09,10484,110365,69,0,7,2,16
2025-11-10,10484,110365,54,0,7,2,16
2025-11-11,10484,110365,54,0,7,2,16
2025-11-12,10484,110365,54,0,7,2,16
2025-11-13,10484,110365,47,0,6,2,14
2025-11-14,10484,110365,47,0,5,1,11
2025-11-15,10484,110365,47,0,5,1,11
2025-11-16,10484,110365,47,0,5,1,11
2025-11-17,10484,110365,47,0,4,1,9
2025-11-18,10484,110365,32,0,4,1,9
2025-11-19,10484,110365,32,0,3,1,7
2025-11-20,10484,110365,29,0,4,1,9
2025-11-21,10484,110365,29,0,4,1,9
2025-11-22,10484,110365,29,0,5,1,11
2025-11-23,10484,110365,21,0,5,1,11
2025-11-24,10484,110365,21,0,5,1,11
2025-11-25,10484,110365,21,0,5,1,11
2025-11-26,10484,110365,18,0,5,1,11
2025-11-27,10484,110365,18,0,5,1,11
2025-11-28,10484,110365,18,0,4,1,9
2025-11-29,10484,110365,77,0,4,1,9
2025-11-30,10484,110365,77,0,5,1,11
2025-11-01,10484,201632,310,0,71,20,161
2025-11-01,10484,207288,179,0,8,3,17
2025-11-02,10484,207288,162,0,6,2,13
2025-11-03,10484,207288,145,0,6,2,13
2025-11-04,10484,207288,141,0,6,2,13
2025-11-05,10484,207288,189,0,7,3,15
2025-11-06,10484,207288,137,0,7,3,15
2025-11-07,10484,207288,91,0,7,3,15
2025-11-08,10484,207288,97,0,7,3,15
2025-11-09,10484,207288,107,0,8,3,17
2025-11-10,10484,207288,245,0,9,3,19
2025-11-11,10484,207288,176,0,8,3,17
2025-11-12,10484,207288,152,0,7,3,15
2025-11-13,10484,207288,149,0,7,3,15
2025-11-14,10484,207288,143,0,7,3,15
2025-11-15,10484,207288,210,0,8,3,17
2025-11-16,10484,207288,166,0,8,3,17
2025-11-17,10484,207288,83,0,7,3,15
2025-11-18,10484,207288,75,0,7,3,15
2025-11-19,10484,207288,71,0,7,3,15
2025-11-20,10484,207288,91,0,8,3,17
2025-11-21,10484,207288,73,0,8,3,17
2025-11-22,10484,207288,66,0,8,3,17
2025-11-23,10484,207288,71,0,8,3,17
2025-11-24,10484,207288,65,0,8,3,17
2025-11-25,10484,207288,72,0,7,3,15
2025-11-26,10484,207288,62,0,6,2,13
2025-11-27,10484,207288,61,0,6,2,13
2025-11-28,10484,207288,50,0,6,2,13
2025-11-29,10484,207288,51,0,6,2,13
2025-11-30,10484,207288,78,0,6,2,13
2025-11-01,10484,551736,310,0,3,1,7
2025-11-03,10484,551736,286,0,3,1,7
2025-11-04,10484,551736,316,0,4,1,9
2025-11-05,10484,551736,460,0,4,1,9
2025-11-06,10484,551736,283,0,3,1,7
2025-11-07,10484,551736,262,0,3,1,7
2025-11-08,10484,551736,288,0,3,1,7
2025-11-09,10484,551736,313,0,3,1,7
2025-11-10,10484,551736,548,0,3,1,7
2025-11-11,10484,551736,362,0,3,1,7
2025-11-12,10484,551736,326,0,3,1,7
2025-11-13,10484,551736,311,0,3,1,7
2025-11-14,10484,551736,290,0,3,1,7
2025-11-15,10484,551736,523,0,3,1,7
2025-11-16,10484,551736,352,0,3,1,7
2025-11-17,10484,551736,277,0,3,1,7
2025-11-18,10484,551736,275,0,3,1,7
2025-11-19,10484,551736,259,0,4,1,9
2025-11-20,10484,551736,407,0,5,2,12
2025-11-21,10484,551736,331,0,6,2,14
2025-11-22,10484,551736,309,0,7,2,16
2025-11-23,10484,551736,300,0,8,3,19
2025-11-24,10484,551736,250,0,8,3,19
2025-11-25,10484,551736,393,0,9,3,21
2025-11-26,10484,551736,348,0,8,3,19
2025-11-27,10484,551736,328,0,7,2,16
2025-11-28,10484,551736,210,0,6,2,14
2025-11-29,10484,551736,220,0,5,2,12
2025-11-30,10484,551736,387,0,4,1,9
2025-11-01,10484,560271,429,0,50,17,109
2025-11-02,10484,560271,347,0,43,14,94
2025-11-03,10484,560271,357,0,38,13,83
2025-11-04,10484,560271,382,0,40,13,87
2025-11-05,10484,560271,480,0,40,13,87
2025-11-06,10484,560271,353,0,44,15,96
2025-11-07,10484,560271,289,0,42,14,92
2025-11-08,10484,560271,307,0,45,15,98
2025-11-09,10484,560271,361,0,47,16,102
2025-11-10,10484,560271,337,0,46,15,100
2025-11-11,10484,560271,249,0,44,15,96
2025-11-12,10484,560271,219,0,42,14,92
2025-11-13,10484,560271,209,0,38,13,83
2025-11-14,10484,560271,256,0,38,13,83
2025-11-15,10484,560271,368,0,41,14,89
2025-11-16,10484,560271,277,0,40,13,87
2025-11-17,10484,560271,321,0,35,12,76
2025-11-18,10484,560271,361,0,34,11,74
2025-11-19,10484,560271,301,0,33,11,72
2025-11-20,10484,560271,409,0,38,13,83
2025-11-21,10484,560271,338,0,36,12,78
2025-11-22,10484,560271,455,0,41,14,89
2025-11-23,10484,560271,642,0,42,14,92
2025-11-24,10484,560271,635,0,42,14,92
2025-11-25,10484,560271,575,0,42,14,92
2025-11-26,10484,560271,577,0,41,14,89
2025-11-27,10484,560271,536,0,41,14,89
2025-11-28,10484,560271,348,0,35,12,76
2025-11-29,10484,560271,343,0,35,12,76
2025-11-30,10484,560271,474,0,40,13,87
2025-11-05,10612,201632,9,0,2,1,5
2025-11-06,10612,201632,5,0,1,0,2
2025-11-08,10612,201632,5,0,1,0,2
2025-11-09,10612,201632,5,0,1,0,2
2025-11-11,10612,201632,3,0,2,1,5
2025-11-13,10612,201632,3,0,2,1,5
2025-11-14,10612,201632,3,0,1,0,2
2025-11-15,10612,201632,4,0,2,1,5
2025-11-16,10612,201632,3,0,2,1,5
2025-11-17,10612,201632,3,0,2,1,5
2025-11-18,10612,201632,3,0,2,1,5
2025-11-20,10612,201632,5,0,2,1,5
2025-11-22,10612,201632,5,0,2,1,5
2025-11-25,10612,201632,5,0,2,1,5
2025-11-30,10612,201632,4,0,2,1,5
2025-11-01,10612,205582,2678,1,21,6,49
2025-11-02,10612,205582,2486,1,21,6,49
2025-11-03,10612,205582,1812,1,20,6,47
2025-11-04,10612,205582,1987,1,20,6,47
2025-11-05,10612,205582,2711,2,24,7,56
2025-11-06,10612,205582,2102,1,25,7,58
2025-11-07,10612,205582,1628,1,25,7,58
2025-11-08,10612,205582,1652,1,25,7,58
2025-11-09,10612,205582,1912,1,25,7,58
2025-11-10,10612,205582,2062,2,27,8,63
2025-11-11,10612,205582,1556,1,27,8,63
2025-11-12,10612,205582,1498,1,26,8,61
2025-11-13,10612,205582,1566,1,25,7,58
2025-11-14,10612,205582,1705,1,24,7,56
2025-11-15,10612,205582,1992,2,28,8,65
2025-11-16,10612,205582,1820,1,27,8,63
2025-11-17,10612,205582,1176,1,25,7,58
2025-11-18,10612,205582,854,1,22,6,51
2025-11-19,10612,205582,943,1,21,6,49
2025-11-20,10612,205582,1407,1,22,6,51
2025-11-21,10612,205582,1551,1,24,7,56
2025-11-22,10612,205582,1675,1,26,8,61
2025-11-23,10612,205582,1613,1,27,8,63
2025-11-24,10612,205582,1593,1,26,8,61
2025-11-25,10612,205582,1745,1,27,8,63
2025-11-26,10612,205582,1768,1,28,8,65
2025-11-27,10612,205582,3432,2,29,9,68
2025-11-28,10612,205582,2554,1,23,7,54
2025-11-29,10612,205582,2794,1,23,7,54
2025-11-30,10612,205582,3192,1,23,7,54
2025-11-01,10612,205611,171,0,4,1,9
2025-11-02,10612,205611,158,0,4,1,9
2025-11-04,10612,205611,146,0,4,1,9
2025-11-05,10612,205611,182,0,4,1,9
2025-11-06,10612,205611,46,0,3,1,6
2025-11-08,10612,205611,44,0,3,1,6
2025-11-09,10612,205611,49,0,2,1,4
2025-11-10,10612,205611,47,0,2,1,4
2025-11-11,10612,205611,38,0,2,1,4
2025-11-12,10612,205611,38,0,3,1,6
2025-11-13,10612,205611,38,0,3,1,6
2025-11-14,10612,205611,47,0,3,1,6
2025-11-15,10612,205611,47,0,3,1,6
2025-11-16,10612,205611,47,0,3,1,6
2025-11-17,10612,205611,39,0,3,1,6
2025-11-18,10612,205611,37,0,3,1,6
2025-11-19,10612,205611,38,0,3,1,6
2025-11-20,10612,205611,47,0,3,1,6
2025-11-21,10612,205611,47,0,3,1,6
2025-11-22,10612,205611,47,0,3,1,6
2025-11-23,10612,205611,47,0,4,1,9
2025-11-24,10612,205611,47,0,4,1,9
2025-11-25,10612,205611,47,0,5,2,11
2025-11-26,10612,205611,47,0,5,2,11
2025-11-27,10612,205611,47,0,4,1,9
2025-11-29,10612,205611,22,0,5,2,11
2025-11-30,10612,205611,28,0,5,2,11
2025-11-01,10612,551228,36,0,2,1,5
2025-11-04,10612,551228,25,0,1,0,2
2025-11-05,10612,551228,30,0,1,0,2
2025-11-06,10612,551228,23,0,1,0,2
