date,shop,genre,predicted_sales
2024-11-01,10237,215430,95
2024-11-02,10237,215430,87
2024-11-03,10237,215430,89
2024-11-04,10237,215430,89
2024-11-05,10237,215430,101
2024-11-06,10237,215430,90
2024-11-07,10237,215430,89
2024-11-08,10237,215430,85
2024-11-09,10237,215430,87
2024-11-10,10237,215430,102
2024-11-11,10237,215430,89
2024-11-12,10237,215430,89
2024-11-13,10237,215430,90
2024-11-14,10237,215430,89
2024-11-15,10237,215430,95
2024-11-16,10237,215430,87
2024-11-17,10237,215430,265
2024-11-18,10237,215430,263
2024-11-19,10237,215430,264
2024-11-20,10237,215430,308
2024-11-21,10237,215430,303
2024-11-22,10237,215430,282
2024-11-23,10237,215430,295
2024-11-24,10237,215430,304
2024-11-25,10237,215430,301
2024-11-26,10237,215430,302
2024-11-27,10237,215430,308
2024-11-28,10237,215430,264
2024-11-29,10237,215430,253
2024-11-30,10237,215430,294
2024-11-06,10403,100181,26
2024-11-07,10403,100181,26
2024-11-08,10403,100181,26
2024-11-09,10403,100181,26
2024-11-10,10403,100181,26
2024-11-11,10403,100181,26
2024-11-12,10403,100181,26
2024-11-16,10403,100181,26
2024-11-17,10403,100181,26
2024-11-18,10403,100181,17
2024-11-19,10403,100181,17
2024-11-20,10403,100181,17
2024-11-21,10403,100181,17
2024-11-23,10403,100181,17
2024-11-24,10403,100181,17
2024-11-25,10403,100181,17
2024-11-26,10403,100181,17
2024-11-27,10403,100181,17
2024-11-28,10403,100181,17
2024-11-29,10403,100181,17
2024-11-30,10403,100181,17
2024-11-01,10403,201632,49
2024-11-18,10403,201632,43
2024-11-19,10403,201632,41
2024-11-01,10403,205582,224
2024-11-02,10403,205582,258
2024-11-03,10403,205582,688
2024-11-04,10403,205582,709
2024-11-05,10403,205582,1007
2024-11-06,10403,205582,690
2024-11-07,10403,205582,759
2024-11-08,10403,205582,764
2024-11-09,10403,205582,881
2024-11-10,10403,205582,635
2024-11-11,10403,205582,186
2024-11-12,10403,205582,184
2024-11-13,10403,205582,181
2024-11-14,10403,205582,224
2024-11-15,10403,205582,264
2024-11-16,10403,205582,184
2024-11-17,10403,205582,174
2024-11-18,10403,205582,131
2024-11-19,10403,205582,129
2024-11-20,10403,205582,185
2024-11-21,10403,205582,185
