date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2022-09-01,10047,567434,107,38,293,0,0,0,1,1,2
2022-09-02,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-03,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-04,10047,567434,126,45,344,0,0,0,1,1,2
2022-09-05,10047,567434,141,51,385,0,0,0,1,1,2
2022-09-06,10047,567434,111,40,303,0,0,0,1,1,2
2022-09-07,10047,567434,112,40,306,0,0,0,1,1,2
2022-09-08,10047,567434,109,39,298,0,0,0,1,1,2
2022-09-09,10047,567434,106,38,290,0,0,0,1,1,2
2022-09-10,10047,567434,143,51,391,0,0,0,1,1,2
2022-09-11,10047,567434,141,51,385,0,0,0,1,1,2
2022-09-12,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-13,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-14,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-15,10047,567434,116,42,317,0,0,0,1,1,2
2022-09-16,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-17,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-18,10047,567434,123,44,336,0,0,0,1,1,2
2022-09-19,10047,567434,116,42,317,0,0,0,1,1,2
2022-09-20,10047,567434,126,45,344,0,0,0,1,1,2
2022-09-21,10047,567434,112,40,306,0,0,0,1,1,2
2022-09-22,10047,567434,109,39,298,0,0,0,1,1,2
2022-09-23,10047,567434,106,38,290,0,0,0,1,1,2
2022-09-24,10047,567434,122,44,334,0,0,0,1,1,2
2022-09-25,10047,567434,135,49,369,0,0,0,1,1,2
2022-09-26,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-27,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-28,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-29,10047,567434,99,36,271,0,0,0,1,1,2
2022-09-30,10047,567434,113,41,309,0,0,0,1,1,2
2022-09-01,10130,206440,27351,11609,74775,11,4,25,339,203,567
2022-09-02,10130,206440,19228,8162,52567,9,3,20,332,199,555
2022-09-03,10130,206440,19421,8243,53095,9,3,20,336,202,562
2022-09-04,10130,206440,42251,17934,115510,17,6,38,383,230,640
2022-09-05,10130,206440,36665,15563,100238,16,5,36,369,221,617
2022-09-06,10130,206440,39939,16953,109189,17,6,38,373,224,624
2022-09-07,10130,206440,43384,18415,118608,17,6,38,376,226,629
2022-09-08,10130,206440,44160,18744,120729,17,6,38,378,227,632
2022-09-09,10130,206440,40585,17227,110955,17,6,38,374,224,625
2022-09-10,10130,206440,41103,17447,112372,17,6,38,382,229,639
2022-09-11,10130,206440,42251,17934,115510,17,6,38,383,230,640
2022-09-12,10130,206440,17759,7538,48551,8,3,18,330,198,552
2022-09-13,10130,206440,18985,8058,51903,8,3,18,332,199,555
2022-09-14,10130,206440,20276,8606,55433,9,3,20,334,200,558
2022-09-15,10130,206440,32527,13806,88926,13,4,29,345,207,577
2022-09-16,10130,206440,19228,8162,52567,9,3,20,332,199,555
2022-09-17,10130,206440,19421,8243,53095,9,3,20,336,202,562
2022-09-18,10130,206440,26399,11205,72172,11,4,25,343,206,573
2022-09-19,10130,206440,25071,10642,68542,10,3,23,342,205,572
2022-09-20,10130,206440,33514,14225,91624,14,5,32,347,208,580
2022-09-21,10130,206440,29213,12400,79865,12,4,27,346,208,578
2022-09-22,10130,206440,29691,12603,81172,12,4,27,348,209,582
2022-09-23,10130,206440,27487,11667,75147,11,4,25,345,207,577
2022-09-24,10130,206440,27929,11855,76355,11,4,25,350,210,585
2022-09-25,10130,206440,31206,13246,85314,13,4,29,348,209,582
2022-09-26,10130,206440,17759,7538,48551,8,3,18,330,198,552
2022-09-27,10130,206440,18985,8058,51903,8,3,18,332,199,555
2022-09-28,10130,206440,20276,8606,55433,9,3,20,334,200,558
2022-09-29,10130,206440,20567,8730,56228,9,3,20,335,201,560
2022-09-30,10130,206440,30241,12836,82676,12,4,27,342,205,572
2022-09-01,10130,206471,3088,1234,8442,1,0,2,98,60,164
2022-09-02,10130,206471,2687,1073,7346,1,0,2,97,59,162
2022-09-03,10130,206471,2709,1082,7406,1,0,2,98,60,164
2022-09-04,10130,206471,4189,1674,11452,2,1,5,108,66,181
2022-09-05,10130,206471,3807,1521,10408,2,1,5,104,64,174
2022-09-06,10130,206471,3962,1583,10832,2,1,5,105,64,176
2022-09-07,10130,206471,4120,1646,11264,2,1,5,105,64,176
2022-09-08,10130,206471,4100,1638,11209,2,1,5,106,65,177
2022-09-09,10130,206471,4016,1604,10979,2,1,5,105,64,176
2022-09-10,10130,206471,4074,1628,11138,2,1,5,107,66,179
2022-09-11,10130,206471,4189,1674,11452,2,1,5,108,66,181
2022-09-12,10130,206471,2611,1043,7138,1,0,2,97,59,162
2022-09-13,10130,206471,2667,1066,7291,1,0,2,97,59,162
2022-09-14,10130,206471,2725,1089,7450,1,0,2,97,59,162
2022-09-15,10130,206471,3385,1352,9254,2,1,5,99,61,166
2022-09-16,10130,206471,2687,1073,7346,1,0,2,97,59,162
2022-09-17,10130,206471,2709,1082,7406,1,0,2,98,60,164
