date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2020-04-01,10047,567434,161,58,440,0,0,0,1,1,2
2020-04-02,10047,567434,154,55,421,0,0,0,1,1,2
2020-04-03,10047,567434,147,53,402,0,0,0,1,1,2
2020-04-04,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-05,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-06,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-07,10047,567434,157,56,429,0,0,0,1,1,2
2020-04-08,10047,567434,161,58,440,0,0,0,1,1,2
2020-04-09,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-10,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-11,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-12,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-13,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-14,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-15,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-16,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-17,10047,567434,147,53,402,0,0,0,1,1,2
2020-04-18,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-19,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-20,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-21,10047,567434,157,56,429,0,0,0,1,1,2
2020-04-22,10047,567434,161,58,440,0,0,0,1,1,2
2020-04-23,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-24,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-25,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-26,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-27,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-28,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-29,10047,567434,161,58,440,0,0,0,1,1,2
2020-04-30,10047,567434,167,60,457,0,0,0,1,1,2
2020-04-01,10130,206440,45360,19254,124010,15,5,34,374,224,625
2020-04-02,10130,206440,46178,19601,126246,15,5,34,376,226,629
2020-04-03,10130,206440,42411,18002,115947,14,5,32,371,223,620
2020-04-04,10130,206440,42956,18233,117437,14,5,32,379,227,634
2020-04-05,10130,206440,48922,20765,133748,17,6,38,403,242,674
2020-04-06,10130,206440,38281,16249,104656,13,4,29,367,220,614
2020-04-07,10130,206440,41730,17713,114086,14,5,32,371,223,620
2020-04-08,10130,206440,45360,19254,124010,15,5,34,374,224,625
2020-04-09,10130,206440,48922,20765,133748,17,6,38,402,241,672
2020-04-10,10130,206440,48922,20765,133748,17,6,38,400,240,669
2020-04-11,10130,206440,48922,20765,133748,17,6,38,407,244,680
2020-04-12,10130,206440,48922,20765,133748,17,6,38,407,244,680
2020-04-13,10130,206440,48922,20765,133748,17,6,38,391,235,654
2020-04-14,10130,206440,48922,20765,133748,17,6,38,395,237,660
2020-04-15,10130,206440,48922,20765,133748,17,6,38,404,242,675
2020-04-16,10130,206440,48922,20765,133748,17,6,38,402,241,672
2020-04-17,10130,206440,42411,18002,115947,14,5,32,371,223,620
2020-04-18,10130,206440,48922,20765,133748,17,6,38,390,234,652
2020-04-19,10130,206440,44166,18747,120745,14,5,32,381,229,637
2020-04-20,10130,206440,48922,20765,133748,17,6,38,386,232,645
2020-04-21,10130,206440,41730,17713,114086,14,5,32,371,223,620
2020-04-22,10130,206440,45360,19254,124010,15,5,34,374,224,625
2020-04-23,10130,206440,48922,20765,133748,17,6,38,402,241,672
2020-04-24,10130,206440,48922,20765,133748,17,6,38,396,238,662
2020-04-25,10130,206440,48922,20765,133748,17,6,38,407,244,680
2020-04-26,10130,206440,48922,20765,133748,17,6,38,407,244,680
2020-04-27,10130,206440,48922,20765,133748,17,6,38,391,235,654
2020-04-28,10130,206440,48922,20765,133748,17,6,38,395,237,660
2020-04-29,10130,206440,45360,19254,124010,15,5,34,374,224,625
2020-04-30,10130,206440,48922,20765,133748,17,6,38,396,238,662
2020-04-01,10130,206471,4189,1674,11452,2,1,5,110,67,184
2020-04-02,10130,206471,4189,1674,11452,2,1,5,110,67,184
2020-04-03,10130,206471,4124,1648,11275,2,1,5,110,67,184
2020-04-04,10130,206471,4185,1672,11441,2,1,5,111,68,186
2020-04-05,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-06,10130,206471,3904,1560,10673,2,1,5,109,67,182
2020-04-07,10130,206471,4067,1625,11119,2,1,5,109,67,182
2020-04-08,10130,206471,4189,1674,11452,2,1,5,110,67,184
2020-04-09,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-10,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-11,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-12,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-13,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-14,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-15,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-16,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-17,10130,206471,4124,1648,11275,2,1,5,110,67,184
2020-04-18,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-19,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-20,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-21,10130,206471,4067,1625,11119,2,1,5,109,67,182
2020-04-22,10130,206471,4189,1674,11452,2,1,5,110,67,184
2020-04-23,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-24,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-25,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-26,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-27,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-28,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-29,10130,206471,4189,1674,11452,2,1,5,110,67,184
2020-04-30,10130,206471,4189,1674,11452,2,1,5,111,68,186
2020-04-01,10130,216173,563,227,1499,0,0,0,8,5,13
2020-04-02,10130,216173,529,213,1409,0,0,0,8,5,13
2020-04-03,10130,216173,488,196,1299,0,0,0,8,5,13
2020-04-04,10130,216173,532,214,1417,0,0,0,8,5,13
2020-04-05,10130,216173,890,358,2370,1,0,2,9,6,15
2020-04-06,10130,216173,556,224,1481,0,0,0,8,5,13
2020-04-07,10130,216173,547,220,1457,0,0,0,8,5,13
2020-04-08,10130,216173,563,227,1499,0,0,0,8,5,13
2020-04-09,10130,216173,719,289,1915,1,0,2,9,6,15
2020-04-10,10130,216173,890,358,2370,1,0,2,9,6,15
2020-04-11,10130,216173,724,291,1928,1,0,2,9,6,15
2020-04-12,10130,216173,832,335,2215,1,0,2,9,6,15
2020-04-13,10130,216173,758,305,2018,1,0,2,9,6,15
2020-04-14,10130,216173,745,300,1984,1,0,2,9,6,15
2020-04-15,10130,216173,890,358,2370,1,0,2,9,6,15
2020-04-16,10130,216173,850,342,2263,1,0,2,9,6,15
2020-04-17,10130,216173,488,196,1299,0,0,0,8,5,13
2020-04-18,10130,216173,776,312,2066,1,0,2,9,6,15
2020-04-19,10130,216173,606,244,1614,0,0,0,9,6,15
2020-04-20,10130,216173,890,358,2370,1,0,2,9,6,15
2020-04-21,10130,216173,547,220,1457,0,0,0,8,5,13
2020-04-22,10130,216173,563,227,1499,0,0,0,8,5,13
2020-04-23,10130,216173,719,289,1915,1,0,2,9,6,15
