date,shop,genre,predicted_sales,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2025-12-21,10130,502835,1966,11,4,25
2025-12-22,10130,502835,1958,10,4,23
2025-12-23,10130,502835,1386,9,3,21
2025-12-24,10130,502835,1386,9,3,21
2025-12-25,10130,502835,1386,9,3,21
2025-12-26,10130,502835,903,7,2,16
2025-12-27,10130,502835,1159,7,2,16
2025-12-28,10130,502835,1530,9,3,21
2025-12-29,10130,502835,1630,10,4,23
2025-12-30,10130,502835,2110,12,4,28
2025-12-31,10130,502835,1871,13,5,30
2025-12-01,10130,551732,127,5,2,11
2025-12-02,10130,551732,114,4,1,9
2025-12-03,10130,551732,113,4,1,9
2025-12-04,10130,551732,105,5,2,11
2025-12-05,10130,551732,145,7,2,16
2025-12-06,10130,551732,413,7,2,16
2025-12-07,10130,551732,470,9,3,20
2025-12-08,10130,551732,504,10,4,22
2025-12-09,10130,551732,520,11,4,25
2025-12-10,10130,551732,664,13,5,29
2025-12-11,10130,551732,790,13,5,29
2025-12-12,10130,551732,731,13,5,29
2025-12-13,10130,551732,615,14,5,31
2025-12-14,10130,551732,700,14,5,31
2025-12-15,10130,551732,653,14,5,31
2025-12-16,10130,551732,505,12,4,27
2025-12-17,10130,551732,504,12,4,27
2025-12-18,10130,551732,202,10,4,22
2025-12-19,10130,551732,1136,10,4,22
2025-12-20,10130,551732,1099,10,4,22
2025-12-21,10130,551732,1639,9,3,20
2025-12-22,10130,551732,1620,9,3,20
2025-12-23,10130,551732,2196,9,3,20
2025-12-24,10130,551732,2196,8,3,18
2025-12-25,10130,551732,2196,8,3,18
2025-12-26,10130,551732,1759,7,2,16
2025-12-27,10130,551732,1397,7,2,16
2025-12-28,10130,551732,1149,6,2,13
2025-12-29,10130,551732,964,6,2,13
2025-12-30,10130,551732,784,6,2,13
2025-12-31,10130,551732,612,5,2,11
2025-12-09,10130,558846,0,1,0,2
2025-12-24,10130,558846,0,1,0,2
2025-12-01,10130,558873,4509,110,38,248
2025-12-02,10130,558873,2704,93,32,209
2025-12-03,10130,558873,2212,86,30,194
2025-12-04,10130,558873,2317,86,30,194
2025-12-05,10130,558873,3497,94,32,212
2025-12-06,10130,558873,3075,107,37,241
2025-12-07,10130,558873,3003,118,40,266
2025-12-08,10130,558873,2513,118,40,266
2025-12-09,10130,558873,2808,119,41,268
2025-12-10,10130,558873,4152,123,42,277
2025-12-11,10130,558873,3696,120,41,270
2025-12-12,10130,558873,3619,112,38,252
2025-12-13,10130,558873,4482,113,39,254
2025-12-14,10130,558873,4940,107,37,241
2025-12-15,10130,558873,6329,104,36,234
2025-12-16,10130,558873,5901,103,35,232
2025-12-17,10130,558873,5474,101,35,227
2025-12-18,10130,558873,3055,86,30,194
2025-12-19,10130,558873,3260,87,30,196
2025-12-20,10130,558873,3229,81,28,182
2025-12-21,10130,558873,3264,76,26,171
2025-12-22,10130,558873,2846,71,24,160
2025-12-23,10130,558873,3248,66,23,149
2025-12-24,10130,558873,3208,63,22,142
2025-12-25,10130,558873,3189,63,22,142
2025-12-26,10130,558873,3617,62,21,140
2025-12-27,10130,558873,2812,57,20,128
2025-12-28,10130,558873,3156,56,19,126
2025-12-29,10130,558873,2078,50,17,113
2025-12-30,10130,558873,2276,50,17,113
2025-12-31,10130,558873,1770,47,16,106
2025-12-01,10130,560271,28,3,1,7
2025-12-02,10130,560271,19,3,1,7
2025-12-03,10130,560271,19,3,1,7
2025-12-04,10130,560271,18,3,1,7
2025-12-05,10130,560271,24,3,1,7
2025-12-06,10130,560271,19,3,1,7
2025-12-07,10130,560271,15,3,1,7
2025-12-08,10130,560271,13,3,1,7
2025-12-09,10130,560271,13,3,1,7
2025-12-10,10130,560271,18,3,1,7
2025-12-11,10130,560271,12,4,1,9
2025-12-13,10130,560271,13,4,1,9
2025-12-16,10130,560271,13,3,1,7
2025-12-17,10130,560271,13,3,1,7
2025-12-18,10130,560271,14,3,1,7
2025-12-19,10130,560271,13,2,1,4
2025-12-20,10130,560271,18,2,1,4
2025-12-21,10130,560271,16,2,1,4
2025-12-22,10130,560271,15,2,1,4
2025-12-23,10130,560271,14,2,1,4
2025-12-24,10130,560271,71,2,1,4
2025-12-25,10130,560271,85,2,1,4
2025-12-26,10130,560271,65,2,1,4
2025-12-27,10130,560271,64,2,1,4
2025-12-28,10130,560271,74,3,1,7
2025-12-29,10130,560271,68,3,1,7
2025-12-30,10130,560271,89,3,1,7
2025-12-31,10130,560271,31,2,1,4
2025-12-11,10403,100181,9,2,1,4
2025-12-14,10403,100181,9,2,1,4
2025-12-18,10403,100181,9,2,1,4
2025-12-24,10403,100181,9,2,1,4
2025-12-02,10403,201632,52,2,1,5
2025-12-09,10403,201632,52,2,1,5
2025-12-11,10403,201632,52,2,1,5
2025-12-13,10403,201632,67,2,1,5
2025-12-15,10403,201632,67,2,1,5
2025-12-16,10403,201632,598,3,1,7
2025-12-17,10403,201632,598,3,1,7
2025-12-18,10403,201632,494,3,1,7
2025-12-19,10403,201632,598,3,1,7
2025-12-20,10403,201632,598,3,1,7
2025-12-21,10403,201632,598,3,1,7
2025-12-22,10403,201632,753,3,1,7
2025-12-24,10403,201632,247,3,1,7
2025-12-25,10403,201632,247,3,1,7
2025-12-29,10403,201632,192,2,1,5
2025-12-30,10403,201632,247,2,1,5
2025-12-01,10403,205582,127,6,2,14
2025-12-02,10403,205582,125,6,2,14
2025-12-03,10403,205582,123,6,2,14
2025-12-04,10403,205582,135,6,2,14
2025-12-05,10403,205582,180,6,2,14
2025-12-06,10403,205582,157,6,2,14
2025-12-07,10403,205582,670,7,2,16
2025-12-08,10403,205582,907,7,2,16
2025-12-09,10403,205582,897,7,2,16
2025-12-10,10403,205582,1286,7,2,16
2025-12-11,10403,205582,957,7,2,16
2025-12-12,10403,205582,963,9,3,21
2025-12-13,10403,205582,1269,10,3,23
2025-12-14,10403,205582,815,10,3,23
2025-12-15,10403,205582,300,10,3,23
2025-12-16,10403,205582,288,10,3,23
2025-12-17,10403,205582,288,11,3,26
2025-12-18,10403,205582,217,11,3,26
2025-12-19,10403,205582,280,11,3,26
2025-12-20,10403,205582,240,11,3,26
2025-12-21,10403,205582,240,11,3,26
2025-12-22,10403,205582,240,10,3,23
2025-12-23,10403,205582,240,11,3,26
2025-12-24,10403,205582,240,9,3,21
2025-12-25,10403,205582,211,9,3,21
2025-12-26,10403,205582,211,10,3,23
2025-12-27,10403,205582,185,9,3,21
2025-12-28,10403,205582,198,8,2,19
2025-12-29,10403,205582,149,8,2,19
2025-12-30,10403,205582,211,8,2,19
2025-12-31,10403,205582,145,8,2,19
2025-12-01,10403,205611,71,7,2,15
2025-12-02,10403,205611,57,7,2,15
2025-12-03,10403,205611,58,7,2,15
2025-12-04,10403,205611,59,8,3,17
2025-12-05,10403,205611,72,8,3,17
2025-12-06,10403,205611,56,9,3,19
2025-12-07,10403,205611,62,9,3,19
2025-12-08,10403,205611,59,8,3,17
2025-12-09,10403,205611,57,8,3,17
2025-12-10,10403,205611,72,8,3,17
2025-12-11,10403,205611,24,9,3,19
2025-12-12,10403,205611,23,9,3,19
2025-12-13,10403,205611,29,8,3,17
2025-12-14,10403,205611,30,8,3,17
2025-12-15,10403,205611,30,7,2,15
2025-12-16,10403,205611,30,8,3,17
2025-12-17,10403,205611,20,7,2,15
2025-12-18,10403,205611,16,7,2,15
2025-12-19,10403,205611,20,6,2,13
2025-12-20,10403,205611,20,7,2,15
2025-12-21,10403,205611,20,6,2,13
2025-12-22,10403,205611,20,6,2,13
2025-12-23,10403,205611,20,5,2,11
2025-12-24,10403,205611,20,5,2,11
2025-12-25,10403,205611,20,5,2,11
2025-12-26,10403,205611,20,5,2,11
2025-12-27,10403,205611,16,5,2,11
2025-12-28,10403,205611,17,5,2,11
2025-12-29,10403,205611,16,5,2,11
2025-12-30,10403,205611,20,5,2,11
2025-12-31,10403,205611,16,5,2,11
2025-12-01,10403,215430,226,2,1,4
2025-12-03,10403,215430,214,2,1,4
2025-12-04,10403,215430,209,2,1,4
2025-12-05,10403,215430,226,2,1,4
2025-12-07,10403,215430,210,2,1,4
2025-12-08,10403,215430,209,2,1,4
2025-12-10,10403,215430,226,2,1,4
2025-12-11,10403,215430,209,2,1,4
2025-12-12,10403,215430,198,2,1,4
2025-12-13,10403,215430,205,2,1,4
2025-12-15,10403,215430,226,2,1,4
2025-12-17,10403,215430,214,2,1,4
2025-12-18,10403,215430,209,2,1,4
2025-12-20,10403,215430,226,2,1,4
2025-12-27,10403,215430,205,2,1,4
2025-12-29,10403,215430,209,2,1,4
2025-12-30,10403,215430,226,2,1,4
2025-12-07,10403,401534,0,1,0,2
2025-12-11,10403,401534,0,1,0,2
2025-12-12,10403,401534,0,1,0,2
2025-12-13,10403,401534,0,1,0,2
2025-12-20,10403,401534,0,1,0,2
2025-12-21,10403,401534,0,1,0,2
2025-12-01,10403,551228,9703,102,34,235
2025-12-02,10403,551228,5844,80,26,184
2025-12-03,10403,551228,5658,79,26,182
2025-12-04,10403,551228,4881,77,25,177
2025-12-05,10403,551228,5562,79,26,182
2025-12-06,10403,551228,4614,84,28,193
2025-12-07,10403,551228,5233,91,30,210
2025-12-08,10403,551228,5962,83,27,191
2025-12-09,10403,551228,5891,108,36,249
2025-12-10,10403,551228,8450,148,49,341
2025-12-11,10403,551228,5473,158,52,364
2025-12-12,10403,551228,5111,156,52,359
2025-12-13,10403,551228,5383,168,55,387
2025-12-14,10403,551228,6105,177,58,408
2025-12-15,10403,551228,6210,176,58,405
2025-12-16,10403,551228,4865,143,47,329
2025-12-17,10403,551228,4779,118,39,272
2025-12-18,10403,551228,4884,103,34,237
2025-12-19,10403,551228,3070,90,30,207
2025-12-20,10403,551228,4958,104,34,239
2025-12-21,10403,551228,3849,103,34,237
2025-12-22,10403,551228,3228,99,33,228
2025-12-23,10403,551228,3085,99,33,228
2025-12-24,10403,551228,3030,100,33,230
2025-12-25,10403,551228,4569,104,34,239
2025-12-26,10403,551228,2732,97,32,223
2025-12-27,10403,551228,3020,106,35,244
2025-12-28,10403,551228,3773,110,36,253
2025-12-29,10403,551228,3149,98,32,226
2025-12-30,10403,551228,4496,102,34,235
2025-12-31,10403,551228,3011,94,31,216
2025-12-03,10403,551732,0,1,0,2
2025-12-04,10403,551732,0,1,0,2
2025-12-10,10403,551732,0,1,0,2
2025-12-23,10403,551732,0,1,0,2
2025-12-26,10403,551732,0,2,1,4
2025-12-27,10403,551732,0,2,1,4
2025-12-04,10403,551736,0,1,0,2
2025-12-05,10403,551736,0,1,0,2
2025-12-07,10403,551736,0,1,0,2
2025-12-11,10403,551736,0,1,0,2
2025-12-14,10403,551736,0,1,0,2
2025-12-17,10403,551736,0,1,0,2
2025-12-20,10403,551736,0,1,0,2
2025-12-23,10403,551736,0,1,0,2
2025-12-24,10403,551736,0,1,0,2
2025-12-25,10403,551736,0,1,0,2
2025-12-26,10403,551736,0,1,0,2
2025-12-28,10403,551736,0,1,0,2
2025-12-30,10403,551736,0,1,0,2
2025-12-01,10403,563689,96,2,1,4
2025-12-04,10403,563689,70,2,1,4
2025-12-05,10403,563689,96,2,1,4
2025-12-08,10403,563689,78,2,1,4
2025-12-09,10403,563689,73,2,1,4
2025-12-11,10403,563689,70,2,1,4
2025-12-14,10403,563689,82,2,1,4
2025-12-15,10403,563689,96,2,1,4
2025-12-16,10403,563689,73,2,1,4
2025-12-19,10403,563689,96,2,1,4
2025-12-22,10403,563689,96,2,1,4
2025-12-23,10403,563689,96,2,1,4
2025-12-26,10403,563689,96,2,1,4
2025-12-29,10403,563689,78,2,1,4
2025-12-01,10484,110365,77,5,1,11
2025-12-02,10484,110365,77,5,1,11
2025-12-03,10484,110365,77,5,1,11
2025-12-04,10484,110365,77,5,1,11
2025-12-05,10484,110365,77,5,1,11
2025-12-06,10484,110365,27,6,2,14
2025-12-07,10484,110365,26,6,2,14
2025-12-08,10484,110365,26,6,2,14
2025-12-09,10484,110365,26,6,2,14
2025-12-10,10484,110365,26,6,2,14
2025-12-11,10484,110365,26,6,2,14
2025-12-12,10484,110365,26,6,2,14
2025-12-13,10484,110365,26,6,2,14
2025-12-14,10484,110365,26,6,2,14
2025-12-15,10484,110365,26,6,2,14
2025-12-16,10484,110365,84,5,1,11
2025-12-17,10484,110365,84,5,1,11
2025-12-18,10484,110365,84,5,1,11
2025-12-19,10484,110365,84,5,1,11
2025-12-20,10484,110365,113,5,1,11
2025-12-21,10484,110365,171,6,2,14
2025-12-22,10484,110365,171,6,2,14
2025-12-23,10484,110365,122,5,1,11
2025-12-24,10484,110365,120,6,2,14
2025-12-25,10484,110365,120,6,2,14
2025-12-26,10484,110365,120,6,2,14
2025-12-27,10484,110365,263,5,1,11
2025-12-28,10484,110365,212,5,1,11
2025-12-29,10484,110365,270,5,1,11
2025-12-30,10484,110365,270,5,1,11
2025-12-31,10484,110365,270,5,1,11
2025-12-01,10484,207288,84,7,3,15
2025-12-02,10484,207288,270,7,3,15
2025-12-03,10484,207288,270,7,3,15
2025-12-04,10484,207288,265,7,3,15
2025-12-05,10484,207288,360,7,3,15
2025-12-06,10484,207288,270,7,3,15
2025-12-07,10484,207288,309,7,3,15
2025-12-08,10484,207288,378,7,3,15
2025-12-09,10484,207288,179,7,3,15
2025-12-10,10484,207288,388,7,3,15
2025-12-11,10484,207288,283,8,3,17
2025-12-12,10484,207288,269,8,3,17
2025-12-13,10484,207288,468,8,3,17
2025-12-14,10484,207288,530,8,3,17
2025-12-15,10484,207288,410,7,3,15
2025-12-16,10484,207288,354,6,2,13
2025-12-17,10484,207288,255,6,2,13
2025-12-18,10484,207288,231,5,2,11
2025-12-19,10484,207288,278,5,2,11
2025-12-20,10484,207288,168,5,2,11
2025-12-21,10484,207288,311,6,2,13
2025-12-22,10484,207288,450,6,2,13
2025-12-23,10484,207288,446,6,2,13
2025-12-24,10484,207288,446,5,2,11
2025-12-25,10484,207288,439,6,2,13
2025-12-26,10484,207288,422,6,2,13
2025-12-27,10484,207288,324,6,2,13
2025-12-28,10484,207288,268,5,2,11
2025-12-29,10484,207288,150,5,2,11
2025-12-30,10484,207288,157,5,2,11
2025-12-31,10484,207288,112,6,2,13
2025-12-01,10484,551736,457,5,2,12
2025-12-02,10484,551736,336,4,1,9
2025-12-03,10484,551736,326,4,1,9
2025-12-04,10484,551736,308,5,2,12
2025-12-05,10484,551736,621,6,2,14
2025-12-06,10484,551736,499,9,3,21
2025-12-07,10484,551736,596,8,3,19
2025-12-08,10484,551736,554,10,3,23
2025-12-09,10484,551736,550,11,4,26
2025-12-10,10484,551736,700,12,4,28
2025-12-11,10484,551736,627,12,4,28
2025-12-12,10484,551736,481,11,4,26
2025-12-13,10484,551736,504,9,3,21
2025-12-14,10484,551736,491,9,3,21
2025-12-15,10484,551736,489,7,2,16
2025-12-17,10484,551736,385,5,2,12
2025-12-18,10484,551736,364,5,2,12
2025-12-19,10484,551736,390,4,1,9
2025-12-20,10484,551736,398,3,1,7
2025-12-21,10484,551736,398,4,1,9
2025-12-22,10484,551736,398,4,1,9
2025-12-23,10484,551736,384,4,1,9
2025-12-24,10484,551736,356,4,1,9
2025-12-25,10484,551736,352,3,1,7
2025-12-26,10484,551736,317,3,1,7
2025-12-27,10484,551736,245,3,1,7
2025-12-28,10484,551736,278,3,1,7
2025-12-29,10484,551736,245,3,1,7
2025-12-30,10484,551736,282,3,1,7
2025-12-31,10484,551736,222,3,1,7
2025-12-01,10484,560271,297,36,12,78
2025-12-02,10484,560271,285,31,10,68
2025-12-03,10484,560271,286,30,10,65
2025-12-04,10484,560271,274,31,10,68
2025-12-05,10484,560271,361,35,12,76
2025-12-06,10484,560271,345,39,13,85
2025-12-07,10484,560271,396,40,13,87
2025-12-08,10484,560271,363,39,13,85
2025-12-09,10484,560271,290,40,13,87
2025-12-10,10484,560271,405,42,14,92
2025-12-11,10484,560271,276,39,13,85
2025-12-12,10484,560271,247,37,12,81
2025-12-13,10484,560271,227,35,12,76
2025-12-14,10484,560271,261,36,12,78
2025-12-15,10484,560271,318,37,12,81
2025-12-16,10484,560271,212,36,12,78
2025-12-17,10484,560271,213,33,11,72
2025-12-18,10484,560271,240,34,11,74
2025-12-19,10484,560271,209,33,11,72
2025-12-20,10484,560271,377,37,12,81
2025-12-21,10484,560271,316,39,13,85
2025-12-22,10484,560271,273,35,12,76
2025-12-23,10484,560271,249,33,11,72
2025-12-24,10484,560271,309,34,11,74
2025-12-25,10484,560271,370,35,12,76
2025-12-26,10484,560271,338,31,10,68
2025-12-27,10484,560271,282,33,11,72
2025-12-28,10484,560271,390,32,11,70
2025-12-29,10484,560271,407,32,11,70
2025-12-30,10484,560271,507,31,10,68
2025-12-31,10484,560271,331,31,10,68
2025-12-02,10612,201632,1,2,1,5
2025-12-04,10612,201632,1,2,1,5
2025-12-05,10612,201632,2,2,1,5
2025-12-06,10612,201632,1,2,1,5
2025-12-07,10612,201632,1,2,1,5
2025-12-08,10612,201632,1,2,1,5
2025-12-10,10612,201632,2,2,1,5
2025-12-13,10612,201632,2,2,1,5
2025-12-15,10612,201632,2,2,1,5
2025-12-18,10612,201632,1,2,1,5
2025-12-20,10612,201632,2,2,1,5
2025-12-23,10612,201632,2,2,1,5
2025-12-28,10612,201632,1,2,1,5
2025-12-29,10612,201632,1,2,1,5
2025-12-01,10612,205582,2222,24,7,56
2025-12-02,10612,205582,2070,22,6,51
2025-12-03,10612,205582,1944,23,7,54
2025-12-04,10612,205582,948,21,6,49
2025-12-05,10612,205582,1886,24,7,56
2025-12-06,10612,205582,1963,26,8,61
2025-12-07,10612,205582,2085,27,8,63
2025-12-08,10612,205582,1551,27,8,63
2025-12-09,10612,205582,1494,26,8,61
2025-12-10,10612,205582,2139,29,9,68
2025-12-11,10612,205582,2096,30,9,70
2025-12-12,10612,205582,1611,30,9,70
2025-12-13,10612,205582,1816,28,8,65
2025-12-14,10612,205582,1812,27,8,63
2025-12-15,10612,205582,2139,27,8,63
2025-12-16,10612,205582,2287,26,8,61
2025-12-17,10612,205582,2253,24,7,56
2025-12-18,10612,205582,1252,20,6,47
2025-12-19,10612,205582,1936,20,6,47
2025-12-20,10612,205582,2220,19,6,44
2025-12-21,10612,205582,2216,20,6,47
2025-12-22,10612,205582,2679,20,6,47
2025-12-23,10612,205582,2522,20,6,47
2025-12-24,10612,205582,2495,20,6,47
2025-12-25,10612,205582,2259,20,6,47
2025-12-26,10612,205582,2286,22,6,51
2025-12-27,10612,205582,1909,21,6,49
2025-12-28,10612,205582,2041,22,6,51
2025-12-29,10612,205582,1081,20,6,47
2025-12-30,10612,205582,1522,19,6,44
2025-12-31,10612,205582,1035,18,5,42
2025-12-01,10612,205611,28,5,2,11
2025-12-02,10612,205611,22,4,1,9
2025-12-03,10612,205611,23,4,1,9
2025-12-04,10612,205611,23,4,1,9
2025-12-05,10612,205611,333,5,2,11
2025-12-06,10612,205611,502,5,2,11
2025-12-07,10612,205611,556,5,2,11
2025-12-08,10612,205611,528,5,2,11
2025-12-09,10612,205611,507,5,2,11
2025-12-10,10612,205611,638,5,2,11
2025-12-13,10612,205611,832,5,2,11
2025-12-14,10612,205611,591,4,1,9
2025-12-19,10612,205611,333,3,1,6
2025-12-20,10612,205611,333,3,1,6
2025-12-22,10612,205611,333,3,1,6
2025-12-25,10612,205611,333,3,1,6
2025-12-27,10612,205611,262,3,1,6
2025-12-28,10612,205611,134,2,1,4
2025-12-29,10612,205611,127,2,1,4
2025-12-30,10612,205611,154,2,1,4
2025-12-31,10612,205611,125,2,1,4
2025-12-01,10612,551228,35,2,1,5
2025-12-02,10612,551228,21,1,0,2
2025-12-03,10612,551228,20,1,0,2
2025-12-04,10612,551228,20,2,1,5
2025-12-05,10612,551228,26,2,1,5
2025-12-07,10612,551228,23,2,1,5
2025-12-08,10612,551228,20,2,1,5
2025-12-09,10612,551228,21,2,1,5
2025-12-10,10612,551228,30,2,1,5
2025-12-11,10612,551228,20,2,1,5
2025-12-12,10612,551228,18,2,1,5
2025-12-13,10612,551228,20,2,1,5
2025-12-18,10612,551228,21,2,1,5
2025-12-20,10612,551228,30,1,0,2
2025-12-21,10612,551228,23,1,0,2
2025-12-22,10612,551228,20,1,0,2
2025-12-23,10612,551228,21,1,0,2
2025-12-25,10612,551228,28,1,0,2
2025-12-26,10612,551228,18,1,0,2
2025-12-29,10612,551228,20,1,0,2
2025-12-30,10612,551228,30,1,0,2
2025-12-15,10612,563689,0,1,0,2
2025-12-16,10612,563689,0,1,0,2
2025-12-06,10764,100181,0,1,0,2
2025-12-12,10764,100181,0,1,0,2
2025-12-15,10764,100181,0,1,0,2
2025-12-19,10764,100181,0,1,0,2
2025-12-20,10764,100181,0,1,0,2
2025-12-01,10764,205582,109,2,1,5
2025-12-07,10764,205582,145,1,0,2
2025-12-12,10764,205582,118,1,0,2
2025-12-13,10764,205582,155,1,0,2
2025-12-14,10764,205582,155,1,0,2
2025-12-15,10764,205582,155,2,1,5
2025-12-16,10764,205582,155,2,1,5
2025-12-24,10764,205582,155,2,1,5
2025-12-26,10764,205582,155,2,1,5
