date,shop,genre,predicted_sales,predicted_units,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2024-01-01,10008,214099,124,0,4,1,10
2024-01-02,10008,214099,126,0,2,1,5
2024-01-03,10008,214099,115,0,2,1,5
2024-01-04,10008,214099,115,0,2,1,5
2024-01-05,10008,214099,166,0,2,1,5
2024-01-07,10008,214099,158,0,2,1,5
2024-01-08,10008,214099,124,0,2,1,5
2024-01-10,10008,214099,186,0,2,1,5
2024-01-11,10008,214099,115,0,2,1,5
2024-01-12,10008,214099,115,0,2,1,5
2024-01-13,10008,214099,141,0,2,1,5
2024-01-14,10008,214099,161,0,2,1,5
2024-01-15,10008,214099,210,0,2,1,5
2024-01-16,10008,214099,128,0,2,1,5
2024-01-17,10008,214099,115,0,2,1,5
2024-01-18,10008,214099,115,0,2,1,5
2024-01-20,10008,214099,242,0,2,1,5
2024-01-21,10008,214099,158,0,2,1,5
2024-01-22,10008,214099,124,0,2,1,5
2024-01-23,10008,214099,126,0,2,1,5
2024-01-24,10008,214099,117,0,3,1,7
2024-01-25,10008,214099,172,0,3,1,7
2024-01-28,10008,214099,58,0,3,1,7
2024-01-29,10008,214099,44,0,3,1,7
2024-01-30,10008,214099,73,0,3,1,7
2024-01-10,10008,401534,0,0,2,1,4
2024-01-16,10008,401534,0,0,2,1,4
2024-01-26,10008,401534,0,0,1,0,2
2024-01-29,10008,401534,0,0,1,0,2
2024-01-30,10008,401534,0,0,1,0,2
2024-01-31,10008,401534,0,0,1,0,2
2024-01-01,10008,408789,118,0,4,1,9
2024-01-07,10008,408789,124,0,1,0,2
2024-01-11,10008,408789,106,0,1,0,2
2024-01-14,10008,408789,124,0,2,1,4
2024-01-15,10008,408789,153,0,1,0,2
2024-01-16,10008,408789,108,0,2,1,4
2024-01-17,10008,408789,97,0,2,1,4
2024-01-18,10008,408789,575,0,2,1,4
2024-01-20,10008,408789,699,0,3,1,7
2024-01-21,10008,408789,519,0,3,1,7
2024-01-22,10008,408789,458,0,3,1,7
2024-01-23,10008,408789,428,0,3,1,7
2024-01-24,10008,408789,380,0,3,1,7
2024-01-25,10008,408789,490,0,3,1,7
2024-01-27,10008,408789,224,0,3,1,7
2024-01-29,10008,408789,225,0,2,1,4
2024-01-30,10008,408789,308,0,2,1,4
2024-01-31,10008,408789,183,0,2,1,4
2024-01-02,10008,506539,57,0,2,1,5
2024-01-19,10008,506539,51,0,2,1,5
2024-01-24,10008,506539,73,0,2,1,5
2024-01-25,10008,506539,74,0,1,0,3
2024-01-26,10008,506539,61,0,2,1,5
2024-01-27,10008,506539,65,0,1,0,3
2024-01-01,10008,551228,59,0,4,1,9
2024-01-03,10008,551228,60,0,3,1,7
2024-01-04,10008,551228,58,0,3,1,7
2024-01-06,10008,551228,60,0,2,1,5
2024-01-07,10008,551228,69,0,3,1,7
2024-01-08,10008,551228,59,0,2,1,5
2024-01-09,10008,551228,61,0,3,1,7
2024-01-10,10008,551228,65,0,3,1,7
2024-01-11,10008,551228,58,0,3,1,7
2024-01-12,10008,551228,54,0,3,1,7
2024-01-13,10008,551228,60,0,3,1,7
2024-01-14,10008,551228,69,0,3,1,7
2024-01-15,10008,551228,64,0,3,1,7
2024-01-16,10008,551228,55,0,3,1,7
2024-01-17,10008,551228,46,0,2,1,5
2024-01-18,10008,551228,48,0,2,1,5
2024-01-19,10008,551228,43,0,2,1,5
2024-01-20,10008,551228,65,0,2,1,5
2024-01-21,10008,551228,52,0,2,1,5
2024-01-22,10008,551228,46,0,3,1,7
2024-01-23,10008,551228,47,0,3,1,7
2024-01-24,10008,551228,54,0,4,1,9
2024-01-25,10008,551228,62,0,3,1,7
2024-01-26,10008,551228,49,0,3,1,7
2024-01-27,10008,551228,54,0,3,1,7
2024-01-28,10008,551228,61,0,4,1,9
2024-01-29,10008,551228,46,0,3,1,7
2024-01-30,10008,551228,66,0,2,1,5
2024-01-31,10008,551228,46,0,2,1,5
2024-01-02,10008,560271,0,0,2,1,4
2024-01-03,10008,560271,0,0,2,1,4
2024-01-06,10008,560271,0,0,2,1,4
2024-01-07,10008,560271,0,0,3,1,7
2024-01-08,10008,560271,0,0,2,1,4
2024-01-09,10008,560271,0,0,2,1,4
2024-01-10,10008,560271,0,0,3,1,7
2024-01-11,10008,560271,0,0,2,1,4
2024-01-12,10008,560271,0,0,3,1,7
2024-01-13,10008,560271,0,0,3,1,7
2024-01-14,10008,560271,0,0,3,1,7
2024-01-15,10008,560271,0,0,3,1,7
2024-01-16,10008,560271,0,0,2,1,4
2024-01-17,10008,560271,0,0,2,1,4
2024-01-19,10008,560271,0,0,2,1,4
2024-01-20,10008,560271,0,0,2,1,4
2024-01-22,10008,560271,0,0,2,1,4
2024-01-23,10008,560271,0,0,2,1,4
2024-01-24,10008,560271,0,0,2,1,4
2024-01-25,10008,560271,0,0,1,0,2
2024-01-26,10008,560271,0,0,1,0,2
2024-01-27,10008,560271,0,0,2,1,4
2024-01-28,10008,560271,0,0,2,1,4
2024-01-29,10008,560271,0,0,2,1,4
2024-01-30,10008,560271,0,0,2,1,4
2024-01-31,10008,560271,0,0,2,1,4
2024-01-01,10029,201925,82,0,9,3,20
2024-01-02,10029,201925,48,0,9,3,20
2024-01-03,10029,201925,43,0,9,3,20
2024-01-04,10029,201925,43,0,9,3,20
2024-01-05,10029,201925,41,0,9,3,20
2024-01-06,10029,201925,39,0,9,3,20
2024-01-07,10029,201925,44,0,9,3,20
2024-01-08,10029,201925,42,0,10,3,22
2024-01-09,10029,201925,35,0,10,3,22
2024-01-10,10029,201925,35,0,10,3,22
2024-01-05,10029,401534,51,0,1,0,2
2024-01-06,10029,401534,43,0,2,1,4
2024-01-07,10029,401534,45,0,2,1,4
2024-01-08,10029,401534,42,0,2,1,4
2024-01-10,10029,401534,50,0,2,1,4
2024-01-01,10029,408789,766,0,5,2,11
2024-01-02,10029,408789,834,0,6,2,13
2024-01-03,10029,408789,763,0,7,3,15
2024-01-04,10029,408789,748,0,7,3,15
2024-01-05,10029,408789,882,0,7,3,15
2024-01-06,10029,408789,680,0,7,3,15
2024-01-07,10029,408789,796,0,8,3,18
2024-01-08,10029,408789,756,0,8,3,18
2024-01-09,10029,408789,536,0,7,3,15
2024-01-10,10029,408789,629,0,7,3,15
2024-01-11,10029,408789,481,0,7,3,15
2024-01-01,10130,205611,1406,0,22,7,47
2024-01-02,10130,205611,1641,0,20,7,43
2024-01-03,10130,205611,1608,0,20,7,43
2024-01-04,10130,205611,1579,0,21,7,45
2024-01-05,10130,205611,1341,0,20,7,43
2024-01-06,10130,205611,1317,0,19,6,41
2024-01-07,10130,205611,1334,0,19,6,41
2024-01-08,10130,205611,1334,0,20,7,43
2024-01-09,10130,205611,1361,0,21,7,45
2024-01-10,10130,205611,1355,0,22,7,47
2024-01-11,10130,205611,1635,0,23,8,49
2024-01-12,10130,205611,1544,0,25,8,54
2024-01-13,10130,205611,1606,0,26,9,56
2024-01-14,10130,205611,1621,0,27,9,58
2024-01-15,10130,205611,1442,0,29,10,62
2024-01-16,10130,205611,1372,0,30,10,64
2024-01-17,10130,205611,1331,0,28,9,60
2024-01-18,10130,205611,1123,0,28,9,60
2024-01-19,10130,205611,1046,0,26,9,56
2024-01-20,10130,205611,1421,0,26,9,56
2024-01-21,10130,205611,1192,0,27,9,58
2024-01-22,10130,205611,1123,0,24,8,51
2024-01-23,10130,205611,710,0,21,7,45
2024-01-24,10130,205611,734,0,21,7,45
2024-01-25,10130,205611,1205,0,22,7,47
2024-01-26,10130,205611,869,0,23,8,49
2024-01-27,10130,205611,899,0,24,8,51
2024-01-28,10130,205611,1218,0,24,8,51
2024-01-29,10130,205611,1145,0,24,8,51
2024-01-30,10130,205611,1399,0,24,8,51
2024-01-31,10130,205611,1099,0,24,8,51
2024-01-01,10130,206440,22064,9,244,74,587
2024-01-02,10130,206440,22270,9,230,70,553
2024-01-03,10130,206440,21759,8,222,68,534
2024-01-04,10130,206440,21077,8,220,67,529
2024-01-05,10130,206440,20431,8,213,65,512
2024-01-06,10130,206440,19779,7,226,69,544
2024-01-07,10130,206440,19395,7,229,70,551
2024-01-08,10130,206440,16859,6,218,67,524
2024-01-09,10130,206440,17492,6,228,70,549
2024-01-10,10130,206440,19380,7,236,72,568
2024-01-11,10130,206440,19529,6,252,77,606
2024-01-12,10130,206440,18894,6,255,78,613
2024-01-13,10130,206440,19501,7,270,82,650
2024-01-14,10130,206440,21261,7,280,85,674
2024-01-15,10130,206440,20129,7,260,79,626
2024-01-16,10130,206440,20643,8,271,83,652
2024-01-17,10130,206440,17405,7,249,76,599
2024-01-18,10130,206440,17090,6,235,72,565
2024-01-19,10130,206440,15734,6,222,68,534
2024-01-20,10130,206440,22573,8,240,73,577
2024-01-21,10130,206440,15174,6,215,66,517
2024-01-22,10130,206440,13532,5,188,57,452
2024-01-23,10130,206440,12700,4,171,52,411
2024-01-24,10130,206440,16878,6,187,57,450
2024-01-25,10130,206440,20603,7,201,61,484
2024-01-26,10130,206440,18333,7,210,64,505
2024-01-27,10130,206440,19188,7,231,71,556
2024-01-28,10130,206440,20546,8,242,74,582
2024-01-29,10130,206440,15767,6,214,65,515
2024-01-30,10130,206440,23874,9,240,73,577
2024-01-31,10130,206440,18359,7,225,69,541
2024-01-01,10130,206471,311,0,31,11,65
2024-01-02,10130,206471,323,0,30,10,63
2024-01-03,10130,206471,261,0,29,10,61
2024-01-04,10130,206471,250,0,29,10,61
2024-01-05,10130,206471,339,0,29,10,61
2024-01-06,10130,206471,239,0,29,10,61
2024-01-07,10130,206471,249,0,29,10,61
2024-01-08,10130,206471,289,0,29,10,61
2024-01-09,10130,206471,452,0,32,11,67
2024-01-10,10130,206471,645,0,35,12,74
2024-01-11,10130,206471,1007,0,38,13,80
2024-01-12,10130,206471,1036,0,41,14,86
2024-01-13,10130,206471,1045,0,42,14,88
2024-01-14,10130,206471,1084,1,44,15,93
2024-01-15,10130,206471,1268,1,43,15,91
2024-01-16,10130,206471,1114,1,46,16,97
2024-01-17,10130,206471,886,0,43,15,91
2024-01-18,10130,206471,662,0,41,14,86
2024-01-19,10130,206471,652,0,40,14,84
2024-01-20,10130,206471,929,0,42,14,88
2024-01-21,10130,206471,744,0,41,14,86
2024-01-22,10130,206471,553,0,42,14,88
2024-01-23,10130,206471,571,0,39,13,82
2024-01-24,10130,206471,699,0,40,14,84
2024-01-25,10130,206471,789,0,41,14,86
2024-01-26,10130,206471,716,0,42,14,88
2024-01-27,10130,206471,728,0,43,15,91
2024-01-28,10130,206471,853,0,43,15,91
2024-01-29,10130,206471,614,0,41,14,86
2024-01-30,10130,206471,1046,0,42,14,88
2024-01-31,10130,206471,777,0,43,15,91
2024-01-02,10130,216158,4,0,1,0,2
2024-01-03,10130,216158,4,0,1,0,2
2024-01-04,10130,216158,4,0,1,0,2
2024-01-10,10130,216158,5,0,1,0,2
2024-01-11,10130,216158,4,0,1,0,2
2024-01-12,10130,216158,4,0,1,0,2
2024-01-13,10130,216158,4,0,1,0,2
2024-01-14,10130,216158,4,0,1,0,2
2024-01-15,10130,216158,5,0,1,0,2
2024-01-17,10130,216158,4,0,1,0,2
2024-01-18,10130,216158,4,0,1,0,2
2024-01-19,10130,216158,4,0,1,0,2
2024-01-20,10130,216158,5,0,1,0,2
2024-01-21,10130,216158,4,0,1,0,2
2024-01-22,10130,216158,4,0,1,0,2
2024-01-23,10130,216158,4,0,1,0,2
2024-01-25,10130,216158,5,0,1,0,2
2024-01-26,10130,216158,4,0,1,0,2
2024-01-27,10130,216158,4,0,1,0,2
2024-01-28,10130,216158,4,0,1,0,2
2024-01-29,10130,216158,4,0,1,0,2
2024-01-30,10130,216158,5,0,1,0,2
2024-01-31,10130,216158,4,0,1,0,2
2024-01-01,10130,216173,362,0,8,3,17
2024-01-02,10130,216173,414,0,7,3,15
2024-01-03,10130,216173,552,0,7,3,15
2024-01-04,10130,216173,496,0,8,3,17
2024-01-05,10130,216173,599,0,8,3,17
2024-01-06,10130,216173,681,1,8,3,17
2024-01-07,10130,216173,744,1,9,3,19
2024-01-08,10130,216173,670,1,9,3,19
2024-01-09,10130,216173,683,1,10,4,21
2024-01-10,10130,216173,659,1,9,3,19
2024-01-11,10130,216173,743,1,8,3,17
2024-01-12,10130,216173,636,0,8,3,17
2024-01-13,10130,216173,645,0,9,3,19
2024-01-14,10130,216173,798,1,9,3,19
2024-01-15,10130,216173,853,1,8,3,17
2024-01-16,10130,216173,534,0,8,3,17
2024-01-17,10130,216173,513,0,9,3,19
2024-01-18,10130,216173,366,0,8,3,17
2024-01-19,10130,216173,332,0,8,3,17
2024-01-20,10130,216173,455,0,9,3,19
2024-01-21,10130,216173,336,0,9,3,19
2024-01-22,10130,216173,314,0,8,3,17
2024-01-23,10130,216173,301,0,7,3,15
2024-01-24,10130,216173,310,0,7,3,15
2024-01-25,10130,216173,380,0,7,3,15
2024-01-26,10130,216173,330,0,7,3,15
2024-01-27,10130,216173,479,0,6,2,13
2024-01-28,10130,216173,468,0,6,2,13
2024-01-29,10130,216173,428,0,6,2,13
2024-01-30,10130,216173,634,1,7,3,15
2024-01-31,10130,216173,512,0,7,3,15
2024-01-01,10130,502835,633,0,4,1,9
2024-01-02,10130,502835,664,0,4,1,9
2024-01-03,10130,502835,548,0,4,1,9
2024-01-04,10130,502835,543,0,4,1,9
2024-01-05,10130,502835,628,0,5,2,12
2024-01-06,10130,502835,244,0,5,2,12
2024-01-07,10130,502835,266,0,5,2,12
2024-01-08,10130,502835,205,0,5,2,12
2024-01-09,10130,502835,215,0,4,1,9
2024-01-10,10130,502835,239,0,3,1,7
2024-01-13,10130,502835,181,0,4,1,9
2024-01-14,10130,502835,197,0,3,1,7
2024-01-15,10130,502835,238,0,3,1,7
2024-01-16,10130,502835,176,0,3,1,7
2024-01-17,10130,502835,153,0,3,1,7
2024-01-18,10130,502835,152,0,3,1,7
2024-01-19,10130,502835,143,0,3,1,7
2024-01-20,10130,502835,234,0,4,1,9
2024-01-21,10130,502835,144,0,3,1,7
2024-01-22,10130,502835,118,0,3,1,7
2024-01-23,10130,502835,123,0,3,1,7
2024-01-24,10130,502835,93,0,3,1,7
2024-01-25,10130,502835,130,0,2,1,5
2024-01-26,10130,502835,225,0,2,1,5
2024-01-27,10130,502835,238,0,2,1,5
2024-01-28,10130,502835,258,0,3,1,7
2024-01-29,10130,502835,185,0,3,1,7
2024-01-30,10130,502835,304,0,3,1,7
2024-01-31,10130,502835,185,0,3,1,7
2024-01-10,10130,551180,10,0,1,0,2
2024-01-17,10130,551180,7,0,1,0,2
2024-01-18,10130,551180,8,0,1,0,2
2024-01-03,10130,551228,34,0,1,0,2
2024-01-04,10130,551228,33,0,1,0,2
2024-01-12,10130,551228,30,0,1,0,2
2024-01-13,10130,551228,34,0,1,0,2
2024-01-15,10130,551228,36,0,1,0,2
2024-01-19,10130,551228,24,0,1,0,2
2024-01-20,10130,551228,37,0,1,0,2
2024-01-22,10130,551228,26,0,1,0,2
2024-01-23,10130,551228,27,0,1,0,2
2024-01-25,10130,551228,35,0,1,0,2
2024-01-26,10130,551228,27,0,1,0,2
2024-01-27,10130,551228,30,0,1,0,2
2024-01-28,10130,551228,34,0,1,0,2
2024-01-29,10130,551228,26,0,1,0,2
2024-01-30,10130,551228,37,0,1,0,2
2024-01-01,10130,551732,103,0,5,2,11
2024-01-02,10130,551732,106,0,6,2,13
2024-01-03,10130,551732,101,0,6,2,13
2024-01-04,10130,551732,95,0,6,2,13
2024-01-05,10130,551732,121,0,6,2,13
2024-01-06,10130,551732,103,0,6,2,13
2024-01-07,10130,551732,115,0,6,2,13
2024-01-08,10130,551732,99,0,5,2,11
2024-01-10,10130,551732,142,0,5,2,11
2024-01-13,10130,551732,103,0,5,2,11
2024-01-14,10130,551732,115,0,4,1,9
2024-01-15,10130,551732,137,0,4,1,9
2024-01-16,10130,551732,90,0,5,2,11
2024-01-17,10130,551732,85,0,5,2,11
2024-01-18,10130,551732,80,0,5,2,11
2024-01-19,10130,551732,76,0,4,1,9
2024-01-20,10130,551732,98,0,4,1,9
2024-01-21,10130,551732,21,0,4,1,9
2024-01-23,10130,551732,19,0,4,1,9
2024-01-24,10130,551732,20,0,3,1,7
2024-01-25,10130,551732,28,0,3,1,7
2024-01-26,10130,551732,17,0,3,1,7
2024-01-27,10130,551732,20,0,3,1,7
2024-01-28,10130,551732,22,0,4,1,9
2024-01-29,10130,551732,18,0,4,1,9
2024-01-30,10130,551732,31,0,3,1,7
2024-01-31,10130,551732,18,0,3,1,7
2024-01-01,10130,558873,126,0,22,8,50
2024-01-02,10130,558873,126,0,20,7,45
2024-01-03,10130,558873,126,0,20,7,45
2024-01-04,10130,558873,118,0,19,7,43
2024-01-05,10130,558873,111,0,19,7,43
2024-01-06,10130,558873,107,0,20,7,45
2024-01-07,10130,558873,107,0,20,7,45
2024-01-08,10130,558873,104,0,20,7,45
2024-01-09,10130,558873,57,0,21,7,47
2024-01-10,10130,558873,57,0,21,7,47
2024-01-11,10130,558873,57,0,21,7,47
2024-01-12,10130,558873,57,0,22,8,50
2024-01-13,10130,558873,57,0,22,8,50
2024-01-14,10130,558873,57,0,22,8,50
2024-01-15,10130,558873,33,0,21,7,47
2024-01-16,10130,558873,22,0,20,7,45
2024-01-17,10130,558873,23,0,19,7,43
2024-01-18,10130,558873,19,0,19,7,43
2024-01-19,10130,558873,18,0,18,6,41
2024-01-20,10130,558873,26,0,18,6,41
2024-01-21,10130,558873,23,0,18,6,41
2024-01-22,10130,558873,20,0,17,6,38
2024-01-23,10130,558873,14,0,17,6,38
2024-01-24,10130,558873,14,0,16,5,36
2024-01-25,10130,558873,15,0,17,6,38
2024-01-26,10130,558873,268,0,17,6,38
2024-01-27,10130,558873,291,0,18,6,41
2024-01-28,10130,558873,328,0,18,6,41
2024-01-29,10130,558873,284,0,17,6,38
2024-01-30,10130,558873,372,0,18,6,41
2024-01-31,10130,558873,289,0,18,6,41
2024-01-05,10130,560271,60,0,2,1,4
2024-01-06,10130,560271,66,0,2,1,4
2024-01-11,10130,560271,63,0,2,1,4
2024-01-12,10130,560271,60,0,1,0,2
2024-01-13,10130,560271,66,0,2,1,4
2024-01-17,10130,560271,47,0,1,0,2
2024-01-18,10130,560271,52,0,1,0,2
2024-01-25,10130,560271,61,0,1,0,2
2024-01-26,10130,560271,48,0,1,0,2
2024-01-27,10130,560271,53,0,1,0,2
2024-01-28,10130,560271,61,0,1,0,2
2024-01-29,10130,560271,49,0,1,0,2
2024-01-30,10130,560271,64,0,1,0,2
2024-01-31,10130,560271,47,0,1,0,2
2024-01-01,10237,215430,269,0,7,2,16
2024-01-02,10237,215430,269,0,7,2,16
2024-01-03,10237,215430,274,0,7,2,16
2024-01-04,10237,215430,270,0,7,2,16
2024-01-05,10237,215430,282,0,6,2,13
2024-01-06,10237,215430,265,0,7,2,16
2024-01-07,10237,215430,271,0,7,2,16
2024-01-08,10237,215430,269,0,7,2,16
2024-01-09,10237,215430,269,0,6,2,13
2024-01-10,10237,215430,308,0,6,2,13
2024-01-11,10237,215430,270,0,6,2,13
2024-01-12,10237,215430,258,0,6,2,13
2024-01-13,10237,215430,265,0,6,2,13
2024-01-14,10237,215430,271,0,6,2,13
2024-01-15,10237,215430,301,0,5,2,11
2024-01-17,10237,215430,268,0,6,2,13
2024-01-18,10237,215430,264,0,6,2,13
2024-01-19,10237,215430,254,0,5,2,11
2024-01-20,10237,215430,294,0,5,2,11
2024-01-21,10237,215430,265,0,5,2,11
2024-01-22,10237,215430,263,0,5,2,11
2024-01-23,10237,215430,264,0,5,2,11
2024-01-24,10237,215430,268,0,5,2,11
2024-01-26,10237,215430,254,0,5,2,11
2024-01-27,10237,215430,260,0,5,2,11
2024-01-28,10237,215430,265,0,6,2,13
2024-01-29,10237,215430,263,0,6,2,13
2024-01-30,10237,215430,302,0,6,2,13
2024-01-31,10237,215430,268,0,6,2,13
2024-01-01,10403,100181,9,0,1,0,2
2024-01-02,10403,100181,9,0,1,0,2
2024-01-03,10403,100181,9,0,1,0,2
2024-01-06,10403,100181,9,0,1,0,2
2024-01-07,10403,100181,9,0,1,0,2
2024-01-08,10403,100181,9,0,1,0,2
2024-01-11,10403,100181,9,0,1,0,2
2024-01-12,10403,100181,9,0,1,0,2
2024-01-15,10403,100181,9,0,1,0,2
2024-01-16,10403,100181,9,0,1,0,2
2024-01-19,10403,100181,9,0,1,0,2
2024-01-20,10403,100181,9,0,1,0,2
2024-01-21,10403,100181,9,0,1,0,2
2024-01-24,10403,100181,9,0,1,0,2
2024-01-25,10403,100181,9,0,1,0,2
2024-01-26,10403,100181,9,0,1,0,2
2024-01-27,10403,100181,9,0,1,0,2
2024-01-29,10403,100181,9,0,1,0,2
2024-01-30,10403,100181,9,0,1,0,2
2024-01-31,10403,100181,9,0,1,0,2
2024-01-01,10403,201632,48,0,2,1,5
2024-01-02,10403,201632,48,0,2,1,5
2024-01-06,10403,201632,45,0,2,1,5
2024-01-17,10403,201632,39,0,2,1,5
2024-01-18,10403,201632,40,0,2,1,5
2024-01-20,10403,201632,51,0,2,1,5
2024-01-21,10403,201632,40,0,2,1,5
2024-01-31,10403,201632,39,0,1,0,2
2024-01-01,10403,205582,748,0,10,3,23
2024-01-02,10403,205582,736,0,10,3,23
2024-01-03,10403,205582,522,0,10,3,23
2024-01-04,10403,205582,339,0,9,3,21
2024-01-05,10403,205582,572,0,10,3,23
2024-01-06,10403,205582,377,0,10,3,23
2024-01-07,10403,205582,397,0,10,3,23
2024-01-08,10403,205582,323,0,10,3,23
2024-01-09,10403,205582,321,0,9,3,21
2024-01-10,10403,205582,516,0,8,2,19
2024-01-11,10403,205582,339,0,8,2,19
2024-01-12,10403,205582,341,0,7,2,16
2024-01-13,10403,205582,818,0,8,2,19
2024-01-14,10403,205582,860,0,8,2,19
2024-01-15,10403,205582,1151,0,8,2,19
2024-01-16,10403,205582,665,0,7,2,16
2024-01-17,10403,205582,646,0,7,2,16
2024-01-18,10403,205582,670,0,6,2,14
2024-01-19,10403,205582,640,0,6,2,14
2024-01-20,10403,205582,517,0,7,2,16
2024-01-21,10403,205582,311,0,7,2,16
2024-01-22,10403,205582,223,0,7,2,16
2024-01-23,10403,205582,221,0,8,2,19
2024-01-24,10403,205582,189,0,9,3,21
2024-01-25,10403,205582,283,0,9,3,21
2024-01-26,10403,205582,169,0,8,2,19
2024-01-27,10403,205582,188,0,8,2,19
2024-01-28,10403,205582,197,0,8,2,19
2024-01-29,10403,205582,161,0,7,2,16
2024-01-30,10403,205582,261,0,7,2,16
2024-01-31,10403,205582,155,0,6,2,14
2024-01-01,10403,205611,1030,0,2,1,4
2024-01-02,10403,205611,620,0,2,1,4
2024-01-16,10403,205611,176,0,2,1,4
2024-01-23,10403,205611,174,0,1,0,2
2024-01-24,10403,205611,180,0,1,0,2
2024-01-25,10403,205611,226,0,1,0,2
2024-01-26,10403,205611,168,0,1,0,2
2024-01-27,10403,205611,174,0,1,0,2
2024-01-28,10403,205611,192,0,2,1,4
2024-01-29,10403,205611,181,0,2,1,4
2024-01-30,10403,205611,226,0,2,1,4
2024-01-01,10403,551228,479,0,10,3,23
2024-01-02,10403,551228,468,0,11,4,25
2024-01-03,10403,551228,459,0,11,4,25
2024-01-04,10403,551228,370,0,9,3,21
2024-01-05,10403,551228,318,0,9,3,21
2024-01-06,10403,551228,327,0,9,3,21
