date,shop,genre,predicted_sales,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2023-11-11,10029,408789,730,4,1,9
2023-11-12,10029,408789,833,5,2,11
2023-11-13,10029,408789,783,5,2,11
2023-11-14,10029,408789,779,5,2,11
2023-11-15,10029,408789,1054,5,2,11
2023-11-16,10029,408789,665,5,2,11
2023-11-17,10029,408789,654,5,2,11
2023-11-18,10029,408789,583,5,2,11
2023-11-19,10029,408789,643,5,2,11
2023-11-20,10029,408789,922,4,1,9
2023-11-21,10029,408789,915,4,1,9
2023-11-22,10029,408789,1718,5,2,11
2023-11-23,10029,408789,1459,5,2,11
2023-11-24,10029,408789,2303,5,2,11
2023-11-25,10029,408789,2331,6,2,13
2023-11-26,10029,408789,3055,7,3,15
2023-11-27,10029,408789,2898,7,3,15
2023-11-28,10029,408789,2562,7,3,15
2023-11-29,10029,408789,2031,7,3,15
2023-11-30,10029,408789,2956,7,3,15
2023-11-01,10130,205611,1278,27,9,58
2023-11-02,10130,205611,1043,25,8,54
2023-11-03,10130,205611,861,26,9,56
2023-11-04,10130,205611,901,27,9,58
2023-11-05,10130,205611,1132,27,9,58
2023-11-06,10130,205611,1460,26,9,56
2023-11-07,10130,205611,1403,24,8,51
2023-11-08,10130,205611,1406,23,8,49
2023-11-09,10130,205611,1355,23,8,49
2023-11-10,10130,205611,1637,23,8,49
2023-11-11,10130,205611,14709,23,8,49
2023-11-12,10130,205611,16084,27,9,58
2023-11-13,10130,205611,14669,33,11,71
2023-11-14,10130,205611,17741,41,14,88
2023-11-15,10130,205611,17741,47,16,101
2023-11-16,10130,205611,18302,54,18,116
2023-11-17,10130,205611,13919,57,19,122
2023-11-18,10130,205611,3179,60,20,129
2023-11-19,10130,205611,4005,67,22,144
2023-11-20,10130,205611,4364,68,23,146
2023-11-21,10130,205611,4293,66,22,141
2023-11-22,10130,205611,5942,64,21,137
2023-11-23,10130,205611,5747,61,20,131
2023-11-24,10130,205611,5747,61,20,131
2023-11-25,10130,205611,5747,58,19,124
2023-11-26,10130,205611,5272,51,17,109
2023-11-27,10130,205611,5200,47,16,101
2023-11-28,10130,205611,4133,44,15,94
2023-11-29,10130,205611,3070,40,13,86
2023-11-30,10130,205611,3537,39,13,84
2023-11-01,10130,206440,8666,164,50,395
2023-11-02,10130,206440,7231,160,49,385
2023-11-03,10130,206440,6737,153,47,368
2023-11-04,10130,206440,8479,174,53,419
2023-11-05,10130,206440,10786,187,57,450
2023-11-06,10130,206440,9527,183,56,440
2023-11-07,10130,206440,10043,187,57,450
2023-11-08,10130,206440,10889,198,60,476
2023-11-09,10130,206440,11448,204,62,491
2023-11-10,10130,206440,13086,215,66,517
2023-11-11,10130,206440,12192,236,72,568
2023-11-12,10130,206440,9865,221,67,532
2023-11-13,10130,206440,8513,203,62,488
2023-11-14,10130,206440,9626,219,67,527
2023-11-15,10130,206440,15933,265,81,638
2023-11-16,10130,206440,12159,270,82,650
2023-11-17,10130,206440,12686,274,84,659
2023-11-18,10130,206440,12337,294,90,707
2023-11-19,10130,206440,13176,313,96,753
2023-11-20,10130,206440,16897,326,100,784
2023-11-21,10130,206440,15490,319,97,767
2023-11-22,10130,206440,16548,337,103,811
2023-11-23,10130,206440,15984,333,102,801
2023-11-24,10130,206440,14730,329,100,792
2023-11-25,10130,206440,18930,370,113,890
2023-11-26,10130,206440,18192,365,111,878
2023-11-27,10130,206440,18110,361,110,868
2023-11-28,10130,206440,16168,354,108,852
2023-11-29,10130,206440,17216,346,106,832
2023-11-30,10130,206440,26869,396,121,953
2023-11-01,10130,206471,1442,82,28,173
2023-11-02,10130,206471,1225,77,26,162
2023-11-03,10130,206471,1104,73,25,154
2023-11-04,10130,206471,1350,76,26,160
2023-11-05,10130,206471,1642,77,26,162
2023-11-06,10130,206471,1299,77,26,162
2023-11-07,10130,206471,1244,74,25,156
2023-11-08,10130,206471,1043,72,25,152
2023-11-09,10130,206471,1003,72,25,152
2023-11-10,10130,206471,1105,71,24,150
2023-11-11,10130,206471,873,71,24,150
2023-11-12,10130,206471,620,67,23,141
2023-11-13,10130,206471,426,61,21,128
2023-11-14,10130,206471,494,61,21,128
2023-11-15,10130,206471,684,62,21,131
2023-11-16,10130,206471,483,59,20,124
2023-11-17,10130,206471,470,59,20,124
2023-11-18,10130,206471,477,58,20,122
2023-11-19,10130,206471,580,57,19,120
2023-11-20,10130,206471,721,56,19,118
2023-11-21,10130,206471,494,55,19,116
2023-11-22,10130,206471,485,56,19,118
2023-11-23,10130,206471,441,55,19,116
2023-11-24,10130,206471,582,55,19,116
2023-11-25,10130,206471,829,56,19,118
2023-11-26,10130,206471,646,56,19,118
2023-11-27,10130,206471,556,56,19,118
2023-11-28,10130,206471,577,56,19,118
2023-11-29,10130,206471,540,53,18,112
2023-11-30,10130,206471,871,53,18,112
2023-11-01,10130,216158,226,1,0,2
2023-11-09,10130,216158,218,1,0,2
2023-11-10,10130,216158,255,1,0,2
2023-11-11,10130,216158,31,1,0,2
2023-11-12,10130,216158,31,1,0,2
2023-11-13,10130,216158,28,1,0,2
2023-11-19,10130,216158,31,1,0,2
2023-11-20,10130,216158,38,1,0,2
2023-11-21,10130,216158,28,1,0,2
2023-11-22,10130,216158,30,1,0,2
2023-11-23,10130,216158,29,1,0,2
2023-11-24,10130,216158,29,1,0,2
2023-11-25,10130,216158,38,1,0,2
2023-11-26,10130,216158,31,1,0,2
2023-11-27,10130,216158,28,1,0,2
2023-11-29,10130,216158,30,1,0,2
2023-11-30,10130,216158,40,1,0,2
2023-11-01,10130,216173,528,12,4,26
2023-11-02,10130,216173,419,12,4,26
2023-11-03,10130,216173,296,10,4,21
2023-11-04,10130,216173,783,11,4,23
2023-11-05,10130,216173,1168,11,4,23
2023-11-06,10130,216173,874,11,4,23
2023-11-07,10130,216173,862,10,4,21
2023-11-08,10130,216173,884,11,4,23
2023-11-09,10130,216173,777,11,4,23
2023-11-10,10130,216173,933,11,4,23
2023-11-11,10130,216173,695,12,4,26
2023-11-12,10130,216173,583,12,4,26
2023-11-13,10130,216173,704,11,4,23
2023-11-14,10130,216173,675,10,4,21
2023-11-15,10130,216173,1093,10,4,21
2023-11-16,10130,216173,642,10,4,21
2023-11-17,10130,216173,709,10,4,21
2023-11-18,10130,216173,622,9,3,19
2023-11-19,10130,216173,653,10,4,21
2023-11-20,10130,216173,726,11,4,23
2023-11-21,10130,216173,669,12,4,26
2023-11-22,10130,216173,943,13,5,28
2023-11-23,10130,216173,973,12,4,26
2023-11-24,10130,216173,742,11,4,23
2023-11-25,10130,216173,1044,13,5,28
2023-11-26,10130,216173,1276,13,5,28
2023-11-27,10130,216173,1190,12,4,26
2023-11-28,10130,216173,786,11,4,23
2023-11-29,10130,216173,653,10,4,21
2023-11-30,10130,216173,890,11,4,23
2023-11-02,10130,408789,57,2,1,4
2023-11-03,10130,408789,57,2,1,4
2023-11-04,10130,408789,59,2,1,4
2023-11-05,10130,408789,101,2,1,4
2023-11-06,10130,408789,66,3,1,7
2023-11-07,10130,408789,66,3,1,7
2023-11-08,10130,408789,60,2,1,4
2023-11-09,10130,408789,59,3,1,7
2023-11-10,10130,408789,84,3,1,7
2023-11-11,10130,408789,59,2,1,4
2023-11-12,10130,408789,68,2,1,4
2023-11-13,10130,408789,64,2,1,4
2023-11-14,10130,408789,582,2,1,4
2023-11-15,10130,408789,793,3,1,7
2023-11-16,10130,408789,519,2,1,4
2023-11-17,10130,408789,514,3,1,7
2023-11-18,10130,408789,551,3,1,7
2023-11-19,10130,408789,613,3,1,7
2023-11-20,10130,408789,886,3,1,7
2023-11-21,10130,408789,1172,3,1,7
2023-11-22,10130,408789,1047,3,1,7
2023-11-23,10130,408789,1021,4,1,9
2023-11-24,10130,408789,1008,3,1,7
2023-11-25,10130,408789,1023,3,1,7
2023-11-26,10130,408789,1214,4,1,9
2023-11-27,10130,408789,1169,3,1,7
2023-11-28,10130,408789,440,3,1,7
2023-11-29,10130,408789,401,3,1,7
2023-11-01,10130,502835,103,2,1,5
2023-11-02,10130,502835,58,2,1,5
2023-11-03,10130,502835,36,2,1,5
2023-11-04,10130,502835,38,2,1,5
2023-11-05,10130,502835,59,2,1,5
2023-11-06,10130,502835,39,2,1,5
2023-11-07,10130,502835,41,2,1,5
2023-11-08,10130,502835,39,2,1,5
2023-11-09,10130,502835,35,2,1,5
2023-11-10,10130,502835,46,2,1,5
2023-11-11,10130,502835,34,2,1,5
2023-11-12,10130,502835,33,2,1,5
2023-11-13,10130,502835,31,2,1,5
2023-11-14,10130,502835,29,2,1,5
2023-11-15,10130,502835,38,2,1,5
2023-11-16,10130,502835,23,2,1,5
2023-11-17,10130,502835,22,2,1,5
2023-11-20,10130,502835,37,2,1,5
2023-11-21,10130,502835,39,3,1,7
2023-11-22,10130,502835,38,3,1,7
2023-11-23,10130,502835,38,4,1,9
2023-11-24,10130,502835,35,4,1,9
2023-11-25,10130,502835,38,5,2,12
2023-11-26,10130,502835,39,6,2,14
2023-11-27,10130,502835,32,6,2,14
2023-11-28,10130,502835,20,5,2,12
2023-11-29,10130,502835,20,5,2,12
2023-11-30,10130,502835,31,5,2,12
2023-11-04,10130,551180,13,2,1,4
2023-11-05,10130,551180,14,2,1,4
2023-11-06,10130,551180,11,2,1,4
2023-11-11,10130,551180,11,2,1,4
2023-11-12,10130,551180,10,2,1,4
2023-11-13,10130,551180,10,2,1,4
2023-11-14,10130,551180,9,2,1,4
2023-11-15,10130,551180,13,2,1,4
2023-11-16,10130,551180,8,2,1,4
2023-11-17,10130,551180,7,2,1,4
2023-11-20,10130,551180,11,2,1,4
2023-11-21,10130,551180,8,2,1,4
2023-11-22,10130,551180,8,2,1,4
2023-11-25,10130,551180,11,2,1,4
2023-11-26,10130,551180,9,1,0,2
2023-11-01,10130,551228,55,2,1,5
2023-11-04,10130,551228,37,1,0,2
2023-11-05,10130,551228,54,2,1,5
2023-11-06,10130,551228,36,1,0,2
2023-11-07,10130,551228,38,1,0,2
2023-11-09,10130,551228,36,1,0,2
2023-11-10,10130,551228,41,1,0,2
2023-11-11,10130,551228,150,1,0,2
2023-11-12,10130,551228,289,1,0,2
2023-11-13,10130,551228,250,1,0,2
2023-11-14,10130,551228,259,1,0,2
2023-11-15,10130,551228,372,1,0,2
2023-11-16,10130,551228,245,1,0,2
2023-11-18,10130,551228,272,1,0,2
2023-11-19,10130,551228,197,1,0,2
2023-11-20,10130,551228,132,1,0,2
2023-11-21,10130,551228,122,1,0,2
2023-11-22,10130,551228,120,1,0,2
2023-11-23,10130,551228,115,1,0,2
2023-11-24,10130,551228,107,1,0,2
2023-11-25,10130,551228,135,1,0,2
2023-11-01,10130,551732,54,2,1,4
2023-11-04,10130,551732,57,2,1,4
2023-11-05,10130,551732,84,2,1,4
2023-11-06,10130,551732,55,2,1,4
2023-11-07,10130,551732,47,2,1,4
2023-11-08,10130,551732,47,3,1,7
2023-11-09,10130,551732,43,3,1,7
2023-11-10,10130,551732,65,3,1,7
2023-11-11,10130,551732,47,3,1,7
2023-11-12,10130,551732,50,3,1,7
2023-11-13,10130,551732,42,3,1,7
2023-11-14,10130,551732,44,3,1,7
2023-11-15,10130,551732,70,3,1,7
2023-11-16,10130,551732,41,3,1,7
2023-11-17,10130,551732,38,2,1,4
2023-11-18,10130,551732,43,3,1,7
2023-11-19,10130,551732,48,2,1,4
2023-11-20,10130,551732,67,3,1,7
2023-11-21,10130,551732,67,2,1,4
2023-11-22,10130,551732,67,2,1,4
2023-11-23,10130,551732,43,2,1,4
2023-11-24,10130,551732,19,2,1,4
2023-11-25,10130,551732,22,2,1,4
2023-11-26,10130,551732,22,2,1,4
2023-11-27,10130,551732,22,2,1,4
2023-11-30,10130,551732,22,2,1,4
2023-11-01,10130,558873,637,41,14,92
2023-11-02,10130,558873,463,38,13,86
2023-11-03,10130,558873,187,37,13,83
2023-11-04,10130,558873,166,38,13,86
2023-11-05,10130,558873,189,37,13,83
2023-11-06,10130,558873,144,34,12,77
2023-11-07,10130,558873,126,32,11,72
2023-11-08,10130,558873,128,32,11,72
2023-11-09,10130,558873,120,31,11,70
2023-11-10,10130,558873,165,31,11,70
2023-11-11,10130,558873,129,32,11,72
2023-11-12,10130,558873,146,35,12,79
2023-11-13,10130,558873,126,35,12,79
2023-11-14,10130,558873,165,41,14,92
2023-11-15,10130,558873,142,42,14,95
2023-11-16,10130,558873,142,46,16,104
2023-11-17,10130,558873,85,43,15,97
2023-11-18,10130,558873,93,45,15,101
2023-11-19,10130,558873,104,46,16,104
2023-11-20,10130,558873,118,46,16,104
2023-11-21,10130,558873,475,47,16,106
2023-11-22,10130,558873,428,47,16,106
2023-11-23,10130,558873,428,44,15,99
2023-11-24,10130,558873,405,46,16,104
2023-11-25,10130,558873,405,46,16,104
2023-11-26,10130,558873,405,45,15,101
2023-11-27,10130,558873,405,44,15,99
2023-11-28,10130,558873,57,41,14,92
2023-11-29,10130,558873,58,40,14,90
2023-11-30,10130,558873,75,40,14,90
2023-11-01,10130,560271,31,1,0,2
2023-11-02,10130,560271,21,1,0,2
2023-11-03,10130,560271,20,1,0,2
2023-11-05,10130,560271,36,1,0,2
2023-11-06,10130,560271,27,1,0,2
2023-11-08,10130,560271,25,1,0,2
2023-11-09,10130,560271,24,1,0,2
2023-11-10,10130,560271,28,1,0,2
2023-11-11,10130,560271,25,1,0,2
2023-11-12,10130,560271,26,1,0,2
2023-11-13,10130,560271,23,1,0,2
2023-11-14,10130,560271,22,1,0,2
2023-11-15,10130,560271,31,1,0,2
2023-11-16,10130,560271,21,1,0,2
2023-11-17,10130,560271,20,1,0,2
2023-11-18,10130,560271,18,1,0,2
2023-11-19,10130,560271,17,1,0,2
2023-11-20,10130,560271,22,2,1,4
2023-11-21,10130,560271,21,2,1,4
2023-11-22,10130,560271,21,1,0,2
2023-11-23,10130,560271,20,1,0,2
2023-11-24,10130,560271,19,2,1,4
2023-11-25,10130,560271,21,2,1,4
2023-11-26,10130,560271,24,2,1,4
2023-11-27,10130,560271,22,2,1,4
2023-11-28,10130,560271,15,2,1,4
2023-11-29,10130,560271,15,2,1,4
2023-11-30,10130,560271,20,2,1,4
2023-11-01,10237,215430,308,3,1,7
2023-11-02,10237,215430,264,3,1,7
2023-11-03,10237,215430,253,2,1,4
2023-11-04,10237,215430,260,2,1,4
2023-11-05,10237,215430,304,2,1,4
2023-11-06,10237,215430,263,2,1,4
2023-11-07,10237,215430,264,2,1,4
2023-11-08,10237,215430,268,2,1,4
2023-11-09,10237,215430,264,2,1,4
2023-11-10,10237,215430,282,2,1,4
2023-11-12,10237,215430,265,3,1,7
2023-11-13,10237,215430,263,3,1,7
2023-11-14,10237,215430,264,3,1,7
2023-11-15,10237,215430,308,4,1,9
2023-11-16,10237,215430,264,4,1,9
2023-11-17,10237,215430,253,4,1,9
2023-11-18,10237,215430,260,5,2,11
2023-11-19,10237,215430,265,6,2,13
2023-11-20,10237,215430,300,6,2,13
2023-11-21,10237,215430,302,6,2,13
2023-11-22,10237,215430,308,7,2,16
2023-11-23,10237,215430,303,7,2,16
2023-11-24,10237,215430,282,6,2,13
2023-11-25,10237,215430,295,6,2,13
2023-11-26,10237,215430,304,5,2,11
2023-11-27,10237,215430,301,5,2,11
2023-11-28,10237,215430,264,5,2,11
2023-11-29,10237,215430,268,4,1,9
2023-11-30,10237,215430,302,4,1,9
2023-11-03,10403,100181,70,1,0,2
2023-11-04,10403,100181,70,1,0,2
2023-11-05,10403,100181,70,1,0,2
2023-11-06,10403,100181,70,1,0,2
2023-11-07,10403,100181,70,1,0,2
2023-11-08,10403,100181,9,1,0,2
2023-11-12,10403,100181,9,1,0,2
2023-11-13,10403,100181,9,1,0,2
2023-11-14,10403,100181,9,1,0,2
2023-11-15,10403,100181,9,1,0,2
2023-11-16,10403,100181,9,1,0,2
2023-11-17,10403,100181,9,1,0,2
2023-11-18,10403,100181,9,1,0,2
2023-11-19,10403,100181,9,1,0,2
2023-11-21,10403,100181,9,1,0,2
2023-11-22,10403,100181,9,1,0,2
2023-11-23,10403,100181,9,1,0,2
2023-11-24,10403,100181,9,1,0,2
2023-11-25,10403,100181,9,1,0,2
2023-11-26,10403,100181,9,1,0,2
2023-11-27,10403,100181,9,1,0,2
2023-11-28,10403,100181,9,1,0,2
2023-11-01,10403,201632,56,2,1,5
2023-11-02,10403,201632,41,1,0,2
2023-11-05,10403,201632,63,1,0,2
2023-11-06,10403,201632,43,1,0,2
2023-11-14,10403,201632,41,1,0,2
2023-11-15,10403,201632,60,1,0,2
2023-11-29,10403,201632,42,1,0,2
2023-11-30,10403,201632,58,1,0,2
2023-11-01,10403,205582,181,4,1,9
2023-11-02,10403,205582,346,4,1,9
2023-11-03,10403,205582,348,4,1,9
2023-11-04,10403,205582,402,4,1,9
2023-11-05,10403,205582,459,5,1,12
2023-11-06,10403,205582,919,7,2,16
2023-11-07,10403,205582,1302,8,2,19
2023-11-08,10403,205582,1280,9,3,21
2023-11-09,10403,205582,1230,9,3,21
2023-11-10,10403,205582,1631,9,3,21
2023-11-11,10403,205582,1427,10,3,23
2023-11-12,10403,205582,1529,10,3,23
2023-11-13,10403,205582,645,9,3,21
2023-11-14,10403,205582,342,8,2,19
2023-11-15,10403,205582,437,8,2,19
2023-11-16,10403,205582,372,7,2,16
2023-11-17,10403,205582,332,7,2,16
2023-11-18,10403,205582,383,6,2,14
2023-11-19,10403,205582,371,6,2,14
2023-11-20,10403,205582,381,6,2,14
2023-11-21,10403,205582,381,6,2,14
2023-11-22,10403,205582,381,6,2,14
2023-11-23,10403,205582,381,7,2,16
2023-11-24,10403,205582,381,8,2,19
2023-11-25,10403,205582,373,9,3,21
2023-11-26,10403,205582,373,10,3,23
2023-11-27,10403,205582,1773,9,3,21
2023-11-28,10403,205582,2217,8,2,19
2023-11-29,10403,205582,2178,8,2,19
2023-11-30,10403,205582,3144,8,2,19
2023-11-01,10403,205611,416,2,1,4
2023-11-05,10403,205611,168,2,1,4
2023-11-06,10403,205611,141,2,1,4
2023-11-07,10403,205611,135,1,0,2
2023-11-08,10403,205611,138,1,0,2
2023-11-11,10403,205611,134,1,0,2
2023-11-12,10403,205611,146,1,0,2
2023-11-13,10403,205611,132,2,1,4
2023-11-19,10403,205611,139,2,1,4
2023-11-20,10403,205611,160,2,1,4
2023-11-22,10403,205611,160,2,1,4
2023-11-23,10403,205611,160,2,1,4
2023-11-25,10403,205611,160,2,1,4
2023-11-26,10403,205611,121,2,1,4
2023-11-27,10403,205611,121,2,1,4
2023-11-28,10403,205611,96,2,1,4
2023-11-29,10403,205611,98,2,1,4
2023-11-30,10403,205611,121,2,1,4
2023-11-01,10403,551228,1766,12,4,28
2023-11-02,10403,551228,1113,12,4,28
2023-11-03,10403,551228,1005,12,4,28
2023-11-04,10403,551228,1188,15,5,35
2023-11-05,10403,551228,1724,18,6,41
2023-11-06,10403,551228,1165,17,6,39
2023-11-07,10403,551228,1090,17,6,39
2023-11-08,10403,551228,1069,18,6,41
2023-11-09,10403,551228,889,17,6,39
2023-11-10,10403,551228,859,16,5,37
2023-11-11,10403,551228,1512,17,6,39
2023-11-12,10403,551228,1457,16,5,37
2023-11-13,10403,551228,1243,15,5,35
2023-11-14,10403,551228,1286,15,5,35
2023-11-15,10403,551228,1851,16,5,37
2023-11-16,10403,551228,1309,15,5,35
2023-11-17,10403,551228,1228,14,5,32
2023-11-18,10403,551228,1032,18,6,41
2023-11-19,10403,551228,1097,18,6,41
2023-11-20,10403,551228,1386,16,5,37
2023-11-21,10403,551228,1281,16,5,37
2023-11-22,10403,551228,1149,16,5,37
2023-11-23,10403,551228,1027,15,5,35
2023-11-24,10403,551228,929,15,5,35
2023-11-25,10403,551228,1179,14,5,32
2023-11-26,10403,551228,1681,16,5,37
2023-11-27,10403,551228,1421,16,5,37
2023-11-28,10403,551228,1116,16,5,37
2023-11-29,10403,551228,1096,15,5,35
2023-11-30,10403,551228,1487,16,5,37
2023-11-29,10403,563689,201,1,0,2
2023-11-30,10403,563689,255,1,0,2
2023-11-03,10573,207288,21,1,0,2
2023-11-04,10573,207288,23,1,0,2
2023-11-05,10573,207288,1213,1,0,2
2023-11-06,10573,207288,555,1,0,2
2023-11-08,10573,207288,402,1,0,2
2023-11-11,10573,207288,321,1,0,2
2023-11-23,10573,207288,291,1,0,2
2023-11-24,10573,207288,238,1,0,2
2023-11-25,10573,207288,283,1,0,2
2023-11-26,10573,207288,112,1,0,2
2023-11-27,10573,207288,92,1,0,2
2023-11-28,10573,207288,68,1,0,2
2023-11-29,10573,207288,64,1,0,2
2023-11-30,10573,207288,80,1,0,2
2023-11-01,10573,408789,0,1,0,2
2023-11-26,10573,408789,0,1,0,2
2023-11-03,10573,558873,0,3,1,7
2023-11-04,10573,558873,0,2,1,5
2023-11-05,10573,558873,0,2,1,5
2023-11-07,10573,558873,0,2,1,5
2023-11-09,10573,558873,0,2,1,5
2023-11-10,10573,558873,0,2,1,5
2023-11-12,10573,558873,0,2,1,5
2023-11-14,10573,558873,0,2,1,5
2023-11-16,10573,558873,0,2,1,5
2023-11-17,10573,558873,0,3,1,7
2023-11-18,10573,558873,0,3,1,7
2023-11-20,10573,558873,0,3,1,7
2023-11-22,10573,558873,0,3,1,7
2023-11-23,10573,558873,0,3,1,7
2023-11-24,10573,558873,0,3,1,7
2023-11-25,10573,558873,0,3,1,7
2023-11-26,10573,558873,0,3,1,7
2023-11-27,10573,558873,0,3,1,7
2023-11-28,10573,558873,0,3,1,7
2023-11-29,10573,558873,0,3,1,7
2023-11-30,10573,558873,0,2,1,5
2023-11-01,10801,201925,23364,123,36,270
2023-11-02,10801,201925,17685,117,34,256
2023-11-03,10801,201925,13431,112,33,245
2023-11-04,10801,201925,15159,116,34,254
2023-11-05,10801,201925,20446,117,34,256
2023-11-06,10801,201925,15886,116,34,254
2023-11-07,10801,201925,15658,118,35,259
2023-11-08,10801,201925,15711,119,35,261
2023-11-09,10801,201925,12176,119,35,261
2023-11-10,10801,201925,14041,121,35,265
2023-11-11,10801,201925,16242,125,37,274
2023-11-12,10801,201925,16646,121,35,265
2023-11-13,10801,201925,15252,110,32,241
2023-11-14,10801,201925,13305,101,30,221
2023-11-15,10801,201925,16717,95,28,208
2023-11-16,10801,201925,11885,88,26,193
2023-11-17,10801,201925,10635,80,23,175
2023-11-18,10801,201925,7239,73,21,160
2023-11-19,10801,201925,6701,70,20,153
2023-11-20,10801,201925,11490,69,20,151
2023-11-21,10801,201925,7861,68,20,149
2023-11-22,10801,201925,6869,68,20,149
2023-11-23,10801,201925,5987,68,20,149
2023-11-24,10801,201925,5612,71,21,156
2023-11-25,10801,201925,9603,78,23,171
2023-11-26,10801,201925,10591,83,24,182
2023-11-27,10801,201925,10267,84,25,184
2023-11-28,10801,201925,10728,85,25,186
2023-11-29,10801,201925,10705,83,24,182
2023-11-30,10801,201925,14947,82,24,180
2023-11-13,10801,205761,147,2,1,5
2023-11-14,10801,205761,153,2,1,5
2023-11-05,10801,207288,600,3,1,6
2023-11-06,10801,207288,400,2,1,4
2023-11-24,10801,207288,328,2,1,4
2023-11-25,10801,207288,311,2,1,4
2023-11-26,10801,207288,402,3,1,6
2023-11-22,10801,208532,400,4,1,9
2023-11-23,10801,208532,1919,8,2,19
2023-11-24,10801,208532,1919,11,3,26
2023-11-25,10801,208532,1919,9,3,21
2023-11-26,10801,208532,3358,10,3,23
2023-11-27,10801,208532,3454,11,3,26
2023-11-28,10801,208532,2817,9,3,21
2023-11-29,10801,208532,1818,9,3,21
2023-11-12,10801,210413,0,1,0,2
2023-11-22,10801,210413,0,1,0,2
2023-11-28,10801,210413,0,2,1,5
2023-11-29,10801,210413,0,1,0,2
2023-11-30,10801,210413,0,1,0,2
2023-11-02,10801,215913,223,2,1,5
2023-11-03,10801,215913,214,2,1,5
2023-11-05,10801,215913,330,3,1,7
2023-11-06,10801,215913,251,2,1,5
2023-11-14,10801,215913,229,3,1,7
2023-11-16,10801,215913,223,3,1,7
2023-11-17,10801,215913,214,3,1,7
2023-11-18,10801,215913,277,3,1,7
2023-11-20,10801,215913,330,3,1,7
2023-11-21,10801,215913,330,4,1,9
2023-11-23,10801,215913,330,4,1,9
2023-11-24,10801,215913,330,4,1,9
2023-11-25,10801,215913,330,3,1,7
2023-11-27,10801,215913,1879,3,1,7
2023-11-28,10801,215913,1308,2,1,5
2023-11-14,10801,301577,904,3,1,7
2023-11-18,10801,301577,1038,3,1,7
2023-11-19,10801,301577,1064,3,1,7
2023-11-20,10801,301577,1401,3,1,7
2023-11-21,10801,301577,1401,3,1,7
2023-11-15,10801,401534,91,2,1,4
2023-11-18,10801,401534,68,2,1,4
2023-11-19,10801,401534,67,2,1,4
2023-11-01,10801,402279,79013,489,174,1066
2023-11-02,10801,402279,52046,443,158,966
2023-11-03,10801,402279,43650,420,150,916
2023-11-04,10801,402279,49796,436,155,951
2023-11-05,10801,402279,69105,449,160,979
2023-11-06,10801,402279,55318,461,164,1005
2023-11-07,10801,402279,55170,472,168,1029
2023-11-08,10801,402279,55949,486,173,1060
2023-11-09,10801,402279,51359,489,174,1066
2023-11-10,10801,402279,60598,503,179,1097
2023-11-11,10801,402279,52988,532,190,1160
2023-11-12,10801,402279,49041,536,191,1169
