date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2020-10-01,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-02,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-03,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-04,10047,567434,125,45,342,0,0,0,1,1,2
2020-10-05,10047,567434,134,48,366,0,0,0,1,1,2
2020-10-06,10047,567434,110,40,301,0,0,0,1,1,2
2020-10-07,10047,567434,112,40,306,0,0,0,1,1,2
2020-10-08,10047,567434,109,39,298,0,0,0,1,1,2
2020-10-09,10047,567434,106,38,290,0,0,0,1,1,2
2020-10-10,10047,567434,137,49,375,0,0,0,1,1,2
2020-10-11,10047,567434,130,47,355,0,0,0,1,1,2
2020-10-12,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-13,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-14,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-15,10047,567434,116,42,317,0,0,0,1,1,2
2020-10-16,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-17,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-18,10047,567434,123,44,336,0,0,0,1,1,2
2020-10-19,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-20,10047,567434,118,42,323,0,0,0,1,1,2
2020-10-21,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-22,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-23,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-24,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-25,10047,567434,135,49,369,0,0,0,1,1,2
2020-10-26,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-27,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-28,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-29,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-30,10047,567434,112,40,306,0,0,0,1,1,2
2020-10-31,10047,567434,99,36,271,0,0,0,1,1,2
2020-10-01,10130,206440,20947,8891,57267,8,3,18,330,198,552
2020-10-02,10130,206440,19571,8307,53505,8,3,18,328,197,548
2020-10-03,10130,206440,19770,8392,54049,8,3,18,332,199,555
2020-10-04,10130,206440,29108,12355,79578,10,3,23,345,207,577
2020-10-05,10130,206440,31524,13381,86183,11,4,25,339,203,567
2020-10-06,10130,206440,27644,11734,75576,10,3,23,339,203,567
2020-10-07,10130,206440,29825,12660,81539,10,3,23,341,205,570
2020-10-08,10130,206440,30317,12868,82884,10,3,23,342,205,572
2020-10-09,10130,206440,28053,11907,76694,10,3,23,339,203,567
2020-10-10,10130,206440,35208,14944,96255,12,4,27,346,208,578
2020-10-11,10130,206440,29238,12410,79934,10,3,23,345,207,577
2020-10-12,10130,206440,18063,7667,49382,7,2,16,326,196,545
2020-10-13,10130,206440,19323,8202,52827,8,3,18,328,197,548
2020-10-14,10130,206440,20648,8764,56450,8,3,18,329,197,550
2020-10-15,10130,206440,33229,14104,90845,11,4,25,339,203,567
2020-10-16,10130,206440,19571,8307,53505,8,3,18,328,197,548
2020-10-17,10130,206440,19770,8392,54049,8,3,18,332,199,555
2020-10-18,10130,206440,26936,11433,73640,10,3,23,337,202,563
2020-10-19,10130,206440,18063,7667,49382,7,2,16,326,196,545
2020-10-20,10130,206440,30230,12831,82646,11,4,25,337,202,563
2020-10-21,10130,206440,20648,8764,56450,8,3,18,329,197,550
2020-10-22,10130,206440,20947,8891,57267,8,3,18,330,198,552
2020-10-23,10130,206440,19571,8307,53505,8,3,18,328,197,548
2020-10-24,10130,206440,19770,8392,54049,8,3,18,332,199,555
2020-10-25,10130,206440,31872,13528,87135,11,4,25,342,205,572
2020-10-26,10130,206440,18063,7667,49382,7,2,16,326,196,545
2020-10-27,10130,206440,19323,8202,52827,8,3,18,328,197,548
2020-10-28,10130,206440,20648,8764,56450,8,3,18,329,197,550
2020-10-29,10130,206440,20947,8891,57267,8,3,18,330,198,552
2020-10-30,10130,206440,30689,13026,83901,11,4,25,337,202,563
2020-10-31,10130,206440,19770,8392,54049,8,3,18,332,199,555
2020-10-01,10130,206471,2566,1025,7015,1,0,2,95,58,159
2020-10-02,10130,206471,2542,1016,6950,1,0,2,95,58,159
2020-10-03,10130,206471,2559,1022,6996,1,0,2,95,58,159
2020-10-04,10130,206471,3095,1236,8461,1,0,2,98,60,164
2020-10-05,10130,206471,3119,1246,8527,1,0,2,96,59,161
2020-10-06,10130,206471,2946,1177,8054,1,0,2,96,59,161
2020-10-07,10130,206471,3026,1209,8273,1,0,2,97,59,162
2020-10-08,10130,206471,3016,1205,8245,1,0,2,97,59,162
2020-10-09,10130,206471,2974,1188,8131,1,0,2,97,59,162
2020-10-10,10130,206471,3289,1314,8992,1,0,2,98,60,164
2020-10-11,10130,206471,3095,1236,8461,1,0,2,98,60,164
2020-10-12,10130,206471,2485,993,6794,1,0,2,95,58,159
2020-10-13,10130,206471,2525,1009,6903,1,0,2,95,58,159
2020-10-14,10130,206471,2572,1028,7032,1,0,2,95,58,159
2020-10-15,10130,206471,3107,1241,8494,1,0,2,96,59,161
2020-10-16,10130,206471,2542,1016,6950,1,0,2,95,58,159
2020-10-17,10130,206471,2559,1022,6996,1,0,2,95,58,159
2020-10-18,10130,206471,2940,1175,8038,1,0,2,96,59,161
2020-10-19,10130,206471,2485,993,6794,1,0,2,95,58,159
2020-10-20,10130,206471,3031,1211,8286,1,0,2,96,59,161
2020-10-21,10130,206471,2572,1028,7032,1,0,2,95,58,159
2020-10-22,10130,206471,2566,1025,7015,1,0,2,95,58,159
2020-10-23,10130,206471,2542,1016,6950,1,0,2,95,58,159
2020-10-24,10130,206471,2559,1022,6996,1,0,2,95,58,159
2020-10-25,10130,206471,3192,1275,8727,1,0,2,97,59,162
2020-10-26,10130,206471,2485,993,6794,1,0,2,95,58,159
2020-10-27,10130,206471,2525,1009,6903,1,0,2,95,58,159
2020-10-28,10130,206471,2572,1028,7032,1,0,2,95,58,159
2020-10-29,10130,206471,2566,1025,7015,1,0,2,95,58,159
2020-10-30,10130,206471,3061,1223,8368,1,0,2,96,59,161
2020-10-31,10130,206471,2559,1022,6996,1,0,2,95,58,159
2020-10-01,10130,216173,465,187,1238,0,0,0,8,5,13
2020-10-02,10130,216173,430,173,1145,0,0,0,8,5,13
2020-10-03,10130,216173,468,188,1246,0,0,0,8,5,13
2020-10-04,10130,216173,721,290,1920,1,0,2,9,6,15
2020-10-05,10130,216173,890,358,2370,1,0,2,9,6,15
2020-10-06,10130,216173,647,260,1723,1,0,2,8,5,13
2020-10-07,10130,216173,667,268,1776,1,0,2,8,5,13
2020-10-08,10130,216173,625,251,1664,1,0,2,8,5,13
2020-10-09,10130,216173,575,231,1531,0,0,0,8,5,13
2020-10-10,10130,216173,890,358,2370,1,0,2,9,6,15
2020-10-11,10130,216173,851,342,2266,1,0,2,9,6,15
2020-10-12,10130,216173,487,196,1297,0,0,0,8,5,13
2020-10-13,10130,216173,480,193,1278,0,0,0,8,5,13
2020-10-14,10130,216173,494,199,1315,0,0,0,8,5,13
2020-10-15,10130,216173,795,320,2117,1,0,2,8,5,13
2020-10-16,10130,216173,430,173,1145,0,0,0,8,5,13
2020-10-17,10130,216173,468,188,1246,0,0,0,8,5,13
2020-10-18,10130,216173,772,311,2056,1,0,2,9,6,15
2020-10-19,10130,216173,487,196,1297,0,0,0,8,5,13
2020-10-20,10130,216173,824,332,2194,1,0,2,8,5,13
2020-10-21,10130,216173,494,199,1315,0,0,0,8,5,13
2020-10-22,10130,216173,465,187,1238,0,0,0,8,5,13
2020-10-23,10130,216173,430,173,1145,0,0,0,8,5,13
2020-10-24,10130,216173,468,188,1246,0,0,0,8,5,13
2020-10-25,10130,216173,890,358,2370,1,0,2,9,6,15
2020-10-26,10130,216173,487,196,1297,0,0,0,8,5,13
2020-10-27,10130,216173,480,193,1278,0,0,0,8,5,13
2020-10-28,10130,216173,494,199,1315,0,0,0,8,5,13
2020-10-29,10130,216173,465,187,1238,0,0,0,8,5,13
2020-10-30,10130,216173,727,292,1936,1,0,2,8,5,13
2020-10-31,10130,216173,468,188,1246,0,0,0,8,5,13
2020-10-01,10130,408789,228,83,623,0,0,0,2,1,3
2020-10-02,10130,408789,226,82,618,0,0,0,2,1,3
2020-10-03,10130,408789,228,83,623,0,0,0,2,1,3
2020-10-04,10130,408789,291,106,796,0,0,0,2,1,3
2020-10-05,10130,408789,383,139,1047,0,0,0,2,1,3
2020-10-06,10130,408789,275,100,752,0,0,0,2,1,3
2020-10-07,10130,408789,249,90,681,0,0,0,2,1,3
2020-10-08,10130,408789,243,88,664,0,0,0,2,1,3
2020-10-09,10130,408789,241,87,659,0,0,0,2,1,3
2020-10-10,10130,408789,383,139,1047,0,0,0,2,1,3
2020-10-11,10130,408789,383,139,1047,0,0,0,2,1,3
2020-10-12,10130,408789,256,93,700,0,0,0,2,1,3
2020-10-13,10130,408789,257,93,703,0,0,0,2,1,3
2020-10-14,10130,408789,233,85,637,0,0,0,2,1,3
2020-10-15,10130,408789,346,126,946,0,0,0,2,1,3
2020-10-16,10130,408789,226,82,618,0,0,0,2,1,3
2020-10-17,10130,408789,228,83,623,0,0,0,2,1,3
2020-10-18,10130,408789,369,134,1009,0,0,0,2,1,3
2020-10-19,10130,408789,256,93,700,0,0,0,2,1,3
2020-10-20,10130,408789,383,139,1047,0,0,0,2,1,3
2020-10-21,10130,408789,233,85,637,0,0,0,2,1,3
2020-10-22,10130,408789,228,83,623,0,0,0,2,1,3
2020-10-23,10130,408789,226,82,618,0,0,0,2,1,3
2020-10-24,10130,408789,228,83,623,0,0,0,2,1,3
2020-10-25,10130,408789,383,139,1047,0,0,0,2,1,3
2020-10-26,10130,408789,256,93,700,0,0,0,2,1,3
2020-10-27,10130,408789,257,93,703,0,0,0,2,1,3
2020-10-28,10130,408789,233,85,637,0,0,0,2,1,3
2020-10-29,10130,408789,228,83,623,0,0,0,2,1,3
2020-10-30,10130,408789,342,124,935,0,0,0,2,1,3
2020-10-31,10130,408789,228,83,623,0,0,0,2,1,3
2020-10-01,10299,216158,51,18,139,0,0,0,0,0,0
2020-10-02,10299,216158,51,18,139,0,0,0,0,0,0
2020-10-03,10299,216158,51,18,139,0,0,0,0,0,0
2020-10-04,10299,216158,56,20,153,0,0,0,0,0,0
2020-10-05,10299,216158,64,23,175,0,0,0,0,0,0
2020-10-06,10299,216158,52,19,142,0,0,0,0,0,0
2020-10-07,10299,216158,55,20,150,0,0,0,0,0,0
2020-10-08,10299,216158,54,19,148,0,0,0,0,0,0
2020-10-09,10299,216158,52,19,142,0,0,0,1,1,2
2020-10-10,10299,216158,63,23,172,0,0,0,1,1,2
2020-10-11,10299,216158,60,22,164,0,0,0,1,1,2
2020-10-12,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-13,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-14,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-15,10299,216158,61,22,167,0,0,0,1,1,2
2020-10-16,10299,216158,51,18,139,0,0,0,0,0,0
2020-10-17,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-18,10299,216158,57,21,156,0,0,0,1,1,2
2020-10-19,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-20,10299,216158,59,21,161,0,0,0,1,1,2
2020-10-21,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-22,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-23,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-24,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-25,10299,216158,64,23,175,0,0,0,1,1,2
2020-10-26,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-27,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-28,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-29,10299,216158,51,18,139,0,0,0,1,1,2
2020-10-30,10299,216158,59,21,161,0,0,0,1,1,2
2020-10-31,10299,216158,51,18,139,0,0,0,0,0,0
2020-10-01,10486,215430,626,225,1711,0,0,0,0,0,0
2020-10-02,10486,215430,599,216,1638,0,0,0,0,0,0
2020-10-03,10486,215430,615,221,1681,0,0,0,0,0,0
2020-10-04,10486,215430,634,228,1733,0,0,0,0,0,0
2020-10-05,10486,215430,648,233,1772,0,0,0,1,1,2
2020-10-06,10486,215430,631,227,1725,0,0,0,1,1,2
2020-10-07,10486,215430,642,231,1755,0,0,0,1,1,2
2020-10-08,10486,215430,632,227,1728,0,0,0,1,1,2
2020-10-09,10486,215430,604,217,1651,0,0,0,1,1,2
2020-10-10,10486,215430,648,233,1772,0,0,0,1,1,2
2020-10-11,10486,215430,648,233,1772,0,0,0,1,1,2
2020-10-12,10486,215430,623,224,1703,0,0,0,0,0,0
2020-10-13,10486,215430,625,225,1709,0,0,0,0,0,0
2020-10-14,10486,215430,635,228,1736,0,0,0,0,0,0
2020-10-15,10486,215430,648,233,1772,0,0,0,0,0,0
2020-10-16,10486,215430,599,216,1638,0,0,0,0,0,0
2020-10-17,10486,215430,615,221,1681,0,0,0,0,0,0
2020-10-18,10486,215430,648,233,1772,0,0,0,0,0,0
