date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2021-09-01,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-02,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-03,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-04,10047,567434,118,42,323,0,0,0,1,1,2
2021-09-05,10047,567434,155,56,424,0,0,0,1,1,2
2021-09-06,10047,567434,117,42,320,0,0,0,1,1,2
2021-09-07,10047,567434,111,40,303,0,0,0,1,1,2
2021-09-08,10047,567434,112,40,306,0,0,0,1,1,2
2021-09-09,10047,567434,109,39,298,0,0,0,1,1,2
2021-09-10,10047,567434,124,45,339,0,0,0,1,1,2
2021-09-11,10047,567434,132,47,361,0,0,0,1,1,2
2021-09-12,10047,567434,101,36,276,0,0,0,1,1,2
2021-09-13,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-14,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-15,10047,567434,119,43,325,0,0,0,1,1,2
2021-09-16,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-17,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-18,10047,567434,116,42,317,0,0,0,1,1,2
2021-09-19,10047,567434,125,45,342,0,0,0,1,1,2
2021-09-20,10047,567434,134,48,366,0,0,0,1,1,2
2021-09-21,10047,567434,110,40,301,0,0,0,1,1,2
2021-09-22,10047,567434,112,40,306,0,0,0,1,1,2
2021-09-23,10047,567434,109,39,298,0,0,0,1,1,2
2021-09-24,10047,567434,109,39,298,0,0,0,1,1,2
2021-09-25,10047,567434,127,46,347,0,0,0,1,1,2
2021-09-26,10047,567434,101,36,276,0,0,0,1,1,2
2021-09-27,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-28,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-29,10047,567434,99,36,271,0,0,0,1,1,2
2021-09-30,10047,567434,116,42,317,0,0,0,1,1,2
2021-09-01,10130,206440,20276,8606,55433,9,3,20,334,200,558
2021-09-02,10130,206440,20567,8730,56228,9,3,20,335,201,560
2021-09-03,10130,206440,19228,8162,52567,9,3,20,332,199,555
2021-09-04,10130,206440,41103,17447,112372,17,6,38,382,229,639
2021-09-05,10130,206440,42251,17934,115510,17,6,38,383,230,640
2021-09-06,10130,206440,36665,15563,100238,16,5,36,369,221,617
2021-09-07,10130,206440,39939,16953,109189,17,6,38,373,224,624
2021-09-08,10130,206440,43384,18415,118608,17,6,38,376,226,629
2021-09-09,10130,206440,44160,18744,120729,17,6,38,378,227,632
2021-09-10,10130,206440,40585,17227,110955,17,6,38,374,224,625
2021-09-11,10130,206440,41103,17447,112372,17,6,38,382,229,639
2021-09-12,10130,206440,19851,8426,54271,9,3,20,337,202,563
2021-09-13,10130,206440,17759,7538,48551,8,3,18,330,198,552
2021-09-14,10130,206440,18985,8058,51903,8,3,18,332,199,555
2021-09-15,10130,206440,31990,13579,87457,13,4,29,344,206,575
2021-09-16,10130,206440,20567,8730,56228,9,3,20,335,201,560
2021-09-17,10130,206440,19228,8162,52567,9,3,20,332,199,555
2021-09-18,10130,206440,25759,10934,70423,11,4,25,342,205,572
2021-09-19,10130,206440,28514,12103,77954,12,4,27,351,211,587
2021-09-20,10130,206440,30867,13102,84387,13,4,29,344,206,575
2021-09-21,10130,206440,27089,11498,74059,11,4,25,345,207,577
2021-09-22,10130,206440,29213,12400,79865,12,4,27,346,208,578
2021-09-23,10130,206440,29691,12603,81172,12,4,27,348,209,582
2021-09-24,10130,206440,27608,11719,75478,11,4,25,345,207,577
2021-09-25,10130,206440,30412,12909,83143,12,4,27,347,208,580
2021-09-26,10130,206440,19851,8426,54271,9,3,20,337,202,563
2021-09-27,10130,206440,17759,7538,48551,8,3,18,330,198,552
2021-09-28,10130,206440,18985,8058,51903,8,3,18,332,199,555
