date,shop,genre,predicted_sales,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2024-09-01,10237,215430,770,8,2,18
2024-09-02,10237,215430,710,8,2,18
2024-09-03,10237,215430,712,8,2,18
2024-09-04,10237,215430,727,8,2,18
2024-09-05,10237,215430,770,9,3,20
2024-09-06,10237,215430,673,9,3,20
2024-09-07,10237,215430,697,10,3,22
2024-09-08,10237,215430,716,11,3,25
2024-09-09,10237,215430,710,11,3,25
2024-09-10,10237,215430,770,11,3,25
2024-09-11,10237,215430,727,12,4,27
2024-09-12,10237,215430,713,11,3,25
2024-09-13,10237,215430,673,10,3,22
2024-09-14,10237,215430,697,9,3,20
2024-09-15,10237,215430,770,9,3,20
2024-09-16,10237,215430,96,7,2,16
2024-09-17,10237,215430,96,7,2,16
2024-09-18,10237,215430,98,6,2,13
2024-09-19,10237,215430,96,6,2,13
2024-09-20,10237,215430,104,6,2,13
2024-09-21,10237,215430,94,7,2,16
2024-09-22,10237,215430,96,7,2,16
2024-09-23,10237,215430,96,7,2,16
2024-09-24,10237,215430,96,8,2,18
2024-09-25,10237,215430,104,9,3,20
2024-09-26,10237,215430,96,9,3,20
2024-09-27,10237,215430,91,9,3,20
2024-09-28,10237,215430,94,8,2,18
2024-09-29,10237,215430,96,9,3,20
2024-09-30,10237,215430,104,9,3,20
2024-09-02,10403,100181,98,1,0,2
2024-09-03,10403,100181,98,1,0,2
2024-09-05,10403,100181,98,1,0,2
2024-09-06,10403,100181,98,1,0,2
2024-09-07,10403,100181,98,2,1,4
2024-09-08,10403,100181,98,2,1,4
2024-09-09,10403,100181,98,2,1,4
2024-09-10,10403,100181,98,2,1,4
2024-09-15,10403,100181,98,2,1,4
2024-09-16,10403,100181,98,2,1,4
2024-09-17,10403,100181,43,2,1,4
2024-09-18,10403,100181,43,2,1,4
2024-09-22,10403,100181,43,2,1,4
2024-09-23,10403,100181,43,2,1,4
2024-09-24,10403,100181,43,2,1,4
2024-09-25,10403,100181,43,2,1,4
2024-09-26,10403,100181,43,2,1,4
2024-09-30,10403,100181,43,2,1,4
2024-09-26,10403,201632,39,1,0,2
2024-09-27,10403,201632,36,1,0,2
2024-09-29,10403,201632,42,1,0,2
2024-09-30,10403,201632,56,1,0,2
2024-09-01,10403,205582,80,6,2,14
2024-09-02,10403,205582,61,6,2,14
2024-09-04,10403,205582,59,6,2,14
2024-09-05,10403,205582,93,7,2,16
2024-09-06,10403,205582,65,7,2,16
2024-09-07,10403,205582,75,7,2,16
2024-09-08,10403,205582,80,8,2,19
2024-09-09,10403,205582,61,6,2,14
2024-09-10,10403,205582,93,5,1,12
2024-09-11,10403,205582,59,6,2,14
2024-09-12,10403,205582,48,5,1,12
2024-09-13,10403,205582,49,5,1,12
2024-09-14,10403,205582,56,5,1,12
2024-09-15,10403,205582,70,5,1,12
2024-09-16,10403,205582,45,6,2,14
2024-09-17,10403,205582,45,6,2,14
2024-09-18,10403,205582,44,7,2,16
2024-09-19,10403,205582,48,6,2,14
2024-09-20,10403,205582,70,6,2,14
2024-09-21,10403,205582,56,9,3,21
2024-09-22,10403,205582,60,10,3,23
2024-09-23,10403,205582,45,9,3,21
2024-09-24,10403,205582,45,9,3,21
2024-09-25,10403,205582,70,10,3,23
2024-09-26,10403,205582,48,10,3,23
2024-09-27,10403,205582,49,10,3,23
2024-09-28,10403,205582,56,9,3,21
2024-09-29,10403,205582,60,8,2,19
2024-09-30,10403,205582,70,8,2,19
2024-09-03,10403,205611,93,2,1,4
2024-09-04,10403,205611,94,2,1,4
2024-09-05,10403,205611,122,2,1,4
2024-09-06,10403,205611,90,2,1,4
2024-09-09,10403,205611,95,2,1,4
2024-09-10,10403,205611,119,2,1,4
2024-09-11,10403,205611,94,2,1,4
2024-09-12,10403,205611,94,2,1,4
2024-09-13,10403,205611,90,2,1,4
2024-09-17,10403,205611,93,2,1,4
2024-09-18,10403,205611,94,2,1,4
2024-09-19,10403,205611,95,3,1,6
2024-09-20,10403,205611,114,3,1,6
2024-09-21,10403,205611,93,3,1,6
2024-09-22,10403,205611,99,3,1,6
2024-09-23,10403,205611,96,2,1,4
2024-09-25,10403,205611,121,2,1,4
2024-09-26,10403,205611,94,2,1,4
2024-09-27,10403,205611,90,2,1,4
2024-09-29,10403,205611,98,2,1,4
2024-09-30,10403,205611,123,2,1,4
2024-09-03,10403,215430,209,2,1,4
2024-09-04,10403,215430,214,2,1,4
2024-09-06,10403,215430,198,2,1,4
2024-09-07,10403,215430,205,2,1,4
2024-09-08,10403,215430,210,2,1,4
2024-09-09,10403,215430,209,2,1,4
2024-09-10,10403,215430,226,3,1,7
2024-09-11,10403,215430,214,3,1,7
2024-09-12,10403,215430,209,3,1,7
2024-09-17,10403,215430,209,3,1,7
2024-09-18,10403,215430,214,3,1,7
2024-09-21,10403,215430,205,3,1,7
2024-09-22,10403,215430,210,3,1,7
2024-09-23,10403,215430,209,3,1,7
2024-09-24,10403,215430,209,3,1,7
2024-09-25,10403,215430,226,4,1,9
2024-09-26,10403,215430,5595,4,1,9
2024-09-27,10403,215430,5234,4,1,9
2024-09-29,10403,215430,5522,4,1,9
2024-09-30,10403,215430,5899,4,1,9
2024-09-01,10403,551228,2819,14,5,32
2024-09-02,10403,551228,1418,10,3,23
2024-09-03,10403,551228,1464,9,3,21
2024-09-04,10403,551228,1439,10,3,23
2024-09-05,10403,551228,1887,11,4,25
2024-09-06,10403,551228,1163,11,4,25
2024-09-07,10403,551228,998,13,4,30
2024-09-08,10403,551228,778,16,5,37
2024-09-09,10403,551228,1168,17,6,39
2024-09-10,10403,551228,1743,20,7,46
2024-09-11,10403,551228,1537,19,6,44
2024-09-12,10403,551228,2007,20,7,46
2024-09-13,10403,551228,1852,19,6,44
2024-09-14,10403,551228,2037,20,7,46
2024-09-15,10403,551228,4137,23,8,53
2024-09-16,10403,551228,2602,21,7,48
2024-09-17,10403,551228,2804,22,7,51
2024-09-18,10403,551228,2694,22,7,51
2024-09-19,10403,551228,2430,21,7,48
2024-09-20,10403,551228,2725,22,7,51
2024-09-21,10403,551228,2496,23,8,53
2024-09-22,10403,551228,2479,22,7,51
2024-09-23,10403,551228,1722,17,6,39
2024-09-24,10403,551228,1683,16,5,37
2024-09-25,10403,551228,2033,17,6,39
2024-09-26,10403,551228,2073,15,5,35
2024-09-27,10403,551228,2780,14,5,32
2024-09-28,10403,551228,2953,16,5,37
2024-09-29,10403,551228,3212,16,5,37
2024-09-30,10403,551228,4196,15,5,35
2024-09-23,10403,551736,0,1,0,2
2024-09-24,10403,551736,0,2,1,5
2024-09-27,10403,563689,123,1,0,2
2024-09-30,10403,563689,232,1,0,2
2024-09-01,10484,110365,2,3,1,7
2024-09-02,10484,110365,2,3,1,7
2024-09-05,10484,110365,2,3,1,7
2024-09-06,10484,110365,2,3,1,7
2024-09-09,10484,110365,2,3,1,7
2024-09-10,10484,110365,2,3,1,7
2024-09-13,10484,110365,2,3,1,7
2024-09-15,10484,110365,2,4,1,9
2024-09-17,10484,110365,2,4,1,9
2024-09-22,10484,110365,2,4,1,9
2024-09-25,10484,110365,2,4,1,9
2024-09-26,10484,110365,2,4,1,9
2024-09-29,10484,110365,2,4,1,9
2024-09-30,10484,110365,2,4,1,9
2024-09-01,10484,551736,1026,8,3,19
2024-09-02,10484,551736,592,8,3,19
2024-09-03,10484,551736,764,12,4,28
2024-09-04,10484,551736,755,13,4,30
2024-09-05,10484,551736,882,14,5,33
2024-09-06,10484,551736,621,15,5,35
2024-09-07,10484,551736,676,15,5,35
2024-09-08,10484,551736,766,16,5,37
2024-09-09,10484,551736,706,15,5,35
2024-09-10,10484,551736,787,13,4,30
2024-09-11,10484,551736,634,13,4,30
2024-09-13,10484,551736,553,11,4,26
2024-09-14,10484,551736,596,9,3,21
2024-09-15,10484,551736,793,8,3,19
2024-09-16,10484,551736,622,8,3,19
2024-09-17,10484,551736,639,7,2,16
2024-09-18,10484,551736,609,7,2,16
2024-09-19,10484,551736,769,7,2,16
2024-09-20,10484,551736,923,7,2,16
2024-09-21,10484,551736,790,8,3,19
2024-09-22,10484,551736,901,9,3,21
2024-09-23,10484,551736,971,10,3,23
2024-09-24,10484,551736,862,10,3,23
2024-09-25,10484,551736,979,10,3,23
2024-09-26,10484,551736,646,9,3,21
2024-09-27,10484,551736,611,9,3,21
2024-09-28,10484,551736,599,8,3,19
2024-09-29,10484,551736,676,8,3,19
2024-09-30,10484,551736,689,7,2,16
2024-09-02,10484,560271,106,3,1,7
2024-09-03,10484,560271,97,5,2,11
2024-09-04,10484,560271,95,5,2,11
2024-09-09,10484,560271,101,7,2,15
2024-09-10,10484,560271,121,7,2,15
2024-09-11,10484,560271,81,6,2,13
2024-09-13,10484,560271,72,6,2,13
2024-09-15,10484,560271,103,8,3,17
2024-09-16,10484,560271,83,5,2,11
2024-09-22,10484,560271,100,5,2,11
