date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2022-04-01,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-02,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-03,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-04,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-05,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-06,10047,567434,176,176,215,0,0,0,1,1,1
2022-04-07,10047,567434,168,168,205,0,0,0,1,1,1
2022-04-08,10047,567434,161,161,196,0,0,0,1,1,1
2022-04-09,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-10,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-11,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-12,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-13,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-14,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-15,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-16,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-17,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-18,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-19,10047,567434,172,172,210,0,0,0,1,1,1
2022-04-20,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-21,10047,567434,168,168,205,0,0,0,1,1,1
2022-04-22,10047,567434,161,161,196,0,0,0,1,1,1
2022-04-23,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-24,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-25,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-26,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-27,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-28,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-29,10047,567434,161,161,196,0,0,0,1,1,1
2022-04-30,10047,567434,182,182,222,0,0,0,1,1,1
2022-04-01,10130,206440,41039,40979,44192,15,15,16,368,368,368
2022-04-02,10130,206440,36035,35983,38804,13,13,14,367,367,367
2022-04-03,10130,206440,37049,36995,39895,13,13,14,368,368,368
2022-04-04,10130,206440,32113,32066,34580,11,11,12,359,359,359
2022-04-05,10130,206440,41039,40979,44192,15,15,16,374,374,374
2022-04-06,10130,206440,38051,37996,40974,13,13,14,363,363,363
2022-04-07,10130,206440,38737,38681,41713,13,13,14,364,364,364
2022-04-08,10130,206440,35577,35525,38310,12,12,13,362,362,362
2022-04-09,10130,206440,41039,40979,44192,15,15,16,385,385,385
2022-04-10,10130,206440,41039,40979,44192,15,15,16,385,385,385
2022-04-11,10130,206440,41039,40979,44192,15,15,16,375,375,375
2022-04-12,10130,206440,41039,40979,44192,15,15,16,378,378,378
2022-04-13,10130,206440,41039,40979,44192,15,15,16,380,380,380
2022-04-14,10130,206440,41039,40979,44192,15,15,16,382,382,382
2022-04-15,10130,206440,41039,40979,44192,15,15,16,381,381,381
2022-04-16,10130,206440,41039,40979,44192,15,15,16,385,385,385
2022-04-17,10130,206440,37049,36995,39895,13,13,14,368,368,368
2022-04-18,10130,206440,41039,40979,44192,15,15,16,365,365,365
2022-04-19,10130,206440,35006,34955,37695,12,12,13,361,361,361
2022-04-20,10130,206440,41039,40979,44192,15,15,16,376,376,376
2022-04-21,10130,206440,38737,38681,41713,13,13,14,364,364,364
2022-04-22,10130,206440,35577,35525,38310,12,12,13,362,362,362
2022-04-23,10130,206440,41039,40979,44192,15,15,16,385,385,385
2022-04-24,10130,206440,41039,40979,44192,15,15,16,385,385,385
2022-04-25,10130,206440,41039,40979,44192,15,15,16,377,377,377
2022-04-26,10130,206440,41039,40979,44192,15,15,16,378,378,378
2022-04-27,10130,206440,41039,40979,44192,15,15,16,380,380,380
2022-04-28,10130,206440,41039,40979,44192,15,15,16,382,382,382
2022-04-29,10130,206440,35577,35525,38310,12,12,13,362,362,362
2022-04-30,10130,206440,41039,40979,44192,15,15,16,381,381,381
2022-04-01,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-02,10130,206471,3094,3090,3332,1,1,1,97,97,97
2022-04-03,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-04,10130,206471,3019,3015,3251,1,1,1,97,97,97
2022-04-05,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-06,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-07,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-08,10130,206471,3078,3074,3314,1,1,1,97,97,97
2022-04-09,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-10,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-11,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-12,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-13,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-14,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-15,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-16,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-17,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-18,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-19,10130,206471,3062,3058,3297,1,1,1,97,97,97
2022-04-20,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-21,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-22,10130,206471,3078,3074,3314,1,1,1,97,97,97
2022-04-23,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-24,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-25,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-26,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-27,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-28,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-29,10130,206471,3078,3074,3314,1,1,1,97,97,97
2022-04-30,10130,206471,3095,3091,3333,1,1,1,97,97,97
2022-04-01,10130,216173,722,721,777,1,1,1,9,9,9
2022-04-02,10130,216173,548,547,590,0,0,0,8,8,8
2022-04-03,10130,216173,624,623,672,0,0,0,8,8,8
2022-04-04,10130,216173,572,571,616,0,0,0,8,8,8
2022-04-05,10130,216173,915,914,985,1,1,1,9,9,9
2022-04-06,10130,216173,579,578,623,0,0,0,8,8,8
2022-04-07,10130,216173,544,543,586,0,0,0,8,8,8
2022-04-08,10130,216173,502,501,541,0,0,0,8,8,8
2022-04-09,10130,216173,745,744,802,1,1,1,9,9,9
2022-04-10,10130,216173,915,914,985,1,1,1,10,10,10
2022-04-11,10130,216173,780,779,840,1,1,1,9,9,9
2022-04-12,10130,216173,766,765,825,1,1,1,9,9,9
2022-04-13,10130,216173,791,790,852,1,1,1,9,9,9
2022-04-14,10130,216173,740,739,797,1,1,1,9,9,9
2022-04-15,10130,216173,915,914,985,1,1,1,9,9,9
2022-04-16,10130,216173,880,879,948,1,1,1,9,9,9
2022-04-17,10130,216173,624,623,672,0,0,0,8,8,8
2022-04-18,10130,216173,836,835,900,1,1,1,9,9,9
2022-04-19,10130,216173,563,562,606,0,0,0,8,8,8
2022-04-20,10130,216173,915,914,985,1,1,1,9,9,9
2022-04-21,10130,216173,544,543,586,0,0,0,8,8,8
2022-04-22,10130,216173,502,501,541,0,0,0,8,8,8
2022-04-23,10130,216173,745,744,802,1,1,1,9,9,9
2022-04-24,10130,216173,856,855,922,1,1,1,9,9,9
2022-04-25,10130,216173,915,914,985,1,1,1,9,9,9
2022-04-26,10130,216173,766,765,825,1,1,1,9,9,9
2022-04-27,10130,216173,791,790,852,1,1,1,9,9,9
2022-04-28,10130,216173,874,873,941,1,1,1,9,9,9
2022-04-29,10130,216173,502,501,541,0,0,0,8,8,8
2022-04-30,10130,216173,915,914,985,1,1,1,9,9,9
2022-04-01,10130,408789,210,209,226,0,0,0,3,3,3
2022-04-02,10130,408789,159,159,171,0,0,0,2,2,2
2022-04-03,10130,408789,190,189,205,0,0,0,3,3,3
2022-04-04,10130,408789,179,178,193,0,0,0,2,2,2
2022-04-05,10130,408789,284,283,306,0,0,0,2,2,2
2022-04-06,10130,408789,162,162,174,0,0,0,2,2,2
2022-04-07,10130,408789,159,159,171,0,0,0,2,2,2
2022-04-08,10130,408789,157,157,169,0,0,0,2,2,2
2022-04-09,10130,408789,170,169,183,0,0,0,3,3,3
2022-04-10,10130,408789,346,345,373,0,0,0,3,3,3
2022-04-11,10130,408789,192,191,207,0,0,0,2,2,2
2022-04-12,10130,408789,193,192,208,0,0,0,2,2,2
2022-04-13,10130,408789,174,173,187,0,0,0,2,2,2
2022-04-14,10130,408789,170,169,183,0,0,0,2,2,2
2022-04-15,10130,408789,274,273,295,0,0,0,2,2,2
2022-04-16,10130,408789,232,231,250,0,0,0,3,3,3
2022-04-17,10130,408789,190,189,205,0,0,0,3,3,3
2022-04-18,10130,408789,246,245,265,0,0,0,2,2,2
2022-04-19,10130,408789,180,179,194,0,0,0,2,2,2
2022-04-20,10130,408789,252,251,271,0,0,0,2,2,2
2022-04-21,10130,408789,159,159,171,0,0,0,2,2,2
2022-04-22,10130,408789,157,157,169,0,0,0,2,2,2
2022-04-23,10130,408789,170,169,183,0,0,0,3,3,3
2022-04-24,10130,408789,205,204,221,0,0,0,3,3,3
2022-04-25,10130,408789,322,321,347,0,0,0,3,3,3
2022-04-26,10130,408789,193,192,208,0,0,0,2,2,2
2022-04-27,10130,408789,174,173,187,0,0,0,2,2,2
2022-04-28,10130,408789,232,231,250,0,0,0,2,2,2
2022-04-29,10130,408789,157,157,169,0,0,0,2,2,2
2022-04-30,10130,408789,246,245,265,0,0,0,3,3,3
2022-04-01,10403,100181,77,77,83,0,0,0,2,2,2
2022-04-02,10403,100181,80,80,86,0,0,0,1,1,1
2022-04-03,10403,100181,90,90,97,0,0,0,1,1,1
2022-04-04,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-05,10403,100181,137,137,148,0,0,0,1,1,1
2022-04-06,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-07,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-08,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-09,10403,100181,83,83,89,0,0,0,0,0,0
2022-04-10,10403,100181,208,208,224,0,0,0,0,0,0
2022-04-11,10403,100181,77,77,83,0,0,0,0,0,0
2022-04-12,10403,100181,77,77,83,0,0,0,0,0,0
2022-04-13,10403,100181,77,77,83,0,0,0,2,2,2
2022-04-14,10403,100181,77,77,83,0,0,0,2,2,2
2022-04-15,10403,100181,104,104,112,0,0,0,2,2,2
2022-04-16,10403,100181,133,133,143,0,0,0,2,2,2
2022-04-17,10403,100181,90,90,97,0,0,0,2,2,2
2022-04-18,10403,100181,97,97,104,0,0,0,2,2,2
2022-04-19,10403,100181,77,77,83,0,0,0,2,2,2
2022-04-20,10403,100181,99,99,107,0,0,0,2,2,2
2022-04-21,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-22,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-23,10403,100181,83,83,89,0,0,0,1,1,1
2022-04-24,10403,100181,93,93,100,0,0,0,1,1,1
2022-04-25,10403,100181,141,141,152,0,0,0,1,1,1
2022-04-26,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-27,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-28,10403,100181,81,81,87,0,0,0,1,1,1
2022-04-29,10403,100181,77,77,83,0,0,0,1,1,1
2022-04-30,10403,100181,154,154,166,0,0,0,1,1,1
2022-04-01,10403,201632,40,40,43,0,0,0,0,0,0
2022-04-02,10403,201632,31,31,33,0,0,0,0,0,0
2022-04-03,10403,201632,34,34,37,0,0,0,0,0,0
2022-04-04,10403,201632,32,32,34,0,0,0,0,0,0
2022-04-05,10403,201632,48,48,52,0,0,0,0,0,0
2022-04-06,10403,201632,33,33,36,0,0,0,0,0,0
2022-04-07,10403,201632,32,32,34,0,0,0,0,0,0
2022-04-08,10403,201632,30,30,32,0,0,0,0,0,0
2022-04-09,10403,201632,34,34,37,0,0,0,0,0,0
2022-04-10,10403,201632,58,58,62,0,0,0,0,0,0
2022-04-11,10403,201632,36,36,39,0,0,0,0,0,0
2022-04-12,10403,201632,36,36,39,0,0,0,0,0,0
2022-04-13,10403,201632,37,37,40,0,0,0,0,0,0
