date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2025-10-01,10130,205611,408,41,4080,0,0,0,12,4,26
2025-10-02,10130,205611,121,12,1210,0,0,0,11,4,24
2025-10-03,10130,205611,112,11,1120,0,0,0,11,4,24
2025-10-04,10130,205611,118,12,1180,0,0,0,12,4,26
2025-10-05,10130,205611,1136,114,11360,0,0,0,13,4,28
2025-10-06,10130,205611,3077,308,30770,1,0,2,16,5,34
2025-10-07,10130,205611,2959,296,29590,1,0,2,16,5,34
2025-10-08,10130,205611,3258,326,32580,1,0,2,18,6,39
2025-10-09,10130,205611,3542,354,35420,1,0,2,22,7,47
2025-10-10,10130,205611,4378,438,43780,1,0,2,25,8,54
2025-10-11,10130,205611,3370,337,33700,1,0,2,28,9,60
2025-10-12,10130,205611,3570,357,35700,1,0,2,34,11,73
2025-10-13,10130,205611,1863,186,18630,1,0,2,38,13,81
2025-10-14,10130,205611,2071,207,20710,1,0,2,44,15,94
2025-10-15,10130,205611,4325,432,43250,1,0,2,48,16,103
2025-10-16,10130,205611,6197,620,61970,2,1,4,53,18,114
2025-10-17,10130,205611,6507,651,65070,2,1,4,59,20,126
2025-10-18,10130,205611,7160,716,71600,2,1,4,61,20,131
2025-10-19,10130,205611,7712,771,77120,2,1,4,61,20,131
2025-10-20,10130,205611,8795,880,87950,3,1,6,61,20,131
2025-10-21,10130,205611,7388,739,73880,2,1,4,64,21,137
2025-10-22,10130,205611,6198,620,61980,2,1,4,75,25,161
2025-10-23,10130,205611,4278,428,42780,1,0,2,84,28,180
2025-10-24,10130,205611,3893,389,38930,1,0,2,89,30,191
2025-10-25,10130,205611,5930,593,59300,2,1,4,97,32,208
2025-10-26,10130,205611,6558,656,65580,2,1,4,106,35,227
2025-10-27,10130,205611,8382,838,83820,3,1,6,116,39,249
2025-10-28,10130,205611,8086,809,80860,2,1,4,117,39,251
2025-10-29,10130,205611,9055,906,90550,3,1,6,114,38,244
2025-10-30,10130,205611,12471,1247,124710,4,2,8,118,39,253
2025-10-31,10130,205611,13271,1327,132710,4,2,8,125,42,268
2025-10-01,10130,206440,29280,2928,238331,8,2,18,371,113,893
2025-10-02,10130,206440,24573,2457,200017,8,2,18,393,120,945
2025-10-03,10130,206440,23224,2322,189037,8,2,18,396,121,953
2025-10-04,10130,206440,28373,2837,230948,9,3,20,454,139,1092
2025-10-05,10130,206440,36084,3608,293713,12,4,27,484,148,1164
2025-10-06,10130,206440,29876,2988,243182,10,3,22,463,141,1114
2025-10-07,10130,206440,32147,3215,261667,11,3,24,461,141,1109
2025-10-08,10130,206440,34336,3434,279485,12,4,27,444,136,1068
2025-10-09,10130,206440,34501,3450,280828,12,4,27,432,132,1039
