date,shop,genre,predicted_sales,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2024-07-10,10045,100487,0,1,0,2
2024-07-05,10045,206440,0,2,1,5
2024-07-07,10045,206440,0,2,1,5
2024-07-08,10045,206440,0,2,1,5
2024-07-09,10045,206440,0,2,1,5
2024-07-11,10045,206440,0,2,1,5
2024-07-14,10045,206440,0,2,1,5
2024-07-30,10045,206440,0,2,1,5
2024-07-31,10045,206440,0,2,1,5
2024-07-02,10045,216424,1413,4,1,10
2024-07-03,10045,216424,1337,4,1,10
2024-07-04,10045,216424,1278,4,1,10
2024-07-05,10045,216424,1087,4,1,10
2024-07-06,10045,216424,930,4,1,10
2024-07-07,10045,216424,988,4,1,10
2024-07-08,10045,216424,1447,4,1,10
2024-07-09,10045,216424,1270,4,1,10
2024-07-10,10045,216424,1405,4,1,10
2024-07-11,10045,216424,1042,4,1,10
2024-07-12,10045,216424,1023,4,1,10
2024-07-13,10045,216424,1117,4,1,10
2024-07-14,10045,216424,1187,4,1,10
2024-07-15,10045,216424,799,3,1,8
2024-07-16,10045,216424,513,4,1,10
2024-07-17,10045,216424,489,4,1,10
2024-07-18,10045,216424,471,4,1,10
2024-07-19,10045,216424,442,4,1,10
2024-07-20,10045,216424,669,4,1,10
2024-07-21,10045,216424,1020,4,1,10
2024-07-22,10045,216424,1564,4,1,10
2024-07-23,10045,216424,1593,4,1,10
2024-07-24,10045,216424,1515,4,1,10
2024-07-25,10045,216424,1992,3,1,8
2024-07-26,10045,216424,1370,3,1,8
2024-07-27,10045,216424,1340,4,1,10
2024-07-28,10045,216424,1025,3,1,8
2024-07-29,10045,216424,435,3,1,8
2024-07-30,10045,216424,690,3,1,8
2024-07-31,10045,216424,422,3,1,8
2024-07-01,10045,510003,0,1,0,3
2024-07-07,10045,510003,0,1,0,3
2024-07-10,10045,510003,0,1,0,3
2024-07-20,10045,510003,0,1,0,3
2024-07-01,10045,567623,468,2,1,5
2024-07-02,10045,567623,441,2,1,5
