date,shop,genre,predicted_sales,predicted_page_views
2026-01-22,10130,206440,59314,498
2026-01-23,10130,206440,55847,503
2026-01-24,10130,206440,69679,610
2026-01-25,10130,206440,86884,686
2026-01-26,10130,206440,71065,678
2026-01-27,10130,206440,77842,715
2026-01-28,10130,206440,80961,709
2026-01-29,10130,206440,82934,719
2026-01-30,10130,206440,88564,686
2026-01-31,10130,206440,62469,626
2026-01-01,10130,206471,2735,57
2026-01-02,10130,206471,2606,54
2026-01-03,10130,206471,2227,56
2026-01-04,10130,206471,2391,57
2026-01-05,10130,206471,2901,59
2026-01-06,10130,206471,2305,59
2026-01-07,10130,206471,2362,62
2026-01-08,10130,206471,1988,61
2026-01-09,10130,206471,2519,64
2026-01-10,10130,206471,3237,66
2026-01-11,10130,206471,2776,71
2026-01-12,10130,206471,2498,73
2026-01-13,10130,206471,2167,76
2026-01-14,10130,206471,2078,76
2026-01-15,10130,206471,2464,79
2026-01-16,10130,206471,2297,84
2026-01-17,10130,206471,1667,82
2026-01-18,10130,206471,1718,83
2026-01-19,10130,206471,1569,81
2026-01-20,10130,206471,2347,82
2026-01-21,10130,206471,1971,81
2026-01-22,10130,206471,1868,81
2026-01-23,10130,206471,1839,76
2026-01-24,10130,206471,2385,81
2026-01-25,10130,206471,2982,83
2026-01-26,10130,206471,2261,84
2026-01-27,10130,206471,2388,86
2026-01-28,10130,206471,2355,87
2026-01-29,10130,206471,2327,88
2026-01-30,10130,206471,2569,90
2026-01-31,10130,206471,1903,89
2026-01-05,10130,216158,33,1
2026-01-06,10130,216158,24,1
2026-01-18,10130,216158,26,1
2026-01-19,10130,216158,24,1
2026-01-21,10130,216158,26,1
2026-01-24,10130,216158,27,1
2026-01-25,10130,216158,36,1
2026-01-27,10130,216158,27,1
2026-01-29,10130,216158,28,1
2026-01-30,10130,216158,33,1
2026-01-31,10130,216158,24,1
2026-01-01,10130,216173,496,5
2026-01-02,10130,216173,538,6
2026-01-03,10130,216173,668,5
2026-01-04,10130,216173,735,6
2026-01-05,10130,216173,895,6
2026-01-06,10130,216173,835,6
2026-01-07,10130,216173,839,6
2026-01-08,10130,216173,792,6
2026-01-09,10130,216173,663,5
2026-01-10,10130,216173,657,6
2026-01-11,10130,216173,930,6
2026-01-12,10130,216173,784,5
2026-01-13,10130,216173,739,5
2026-01-14,10130,216173,759,5
2026-01-15,10130,216173,932,5
2026-01-16,10130,216173,657,5
2026-01-17,10130,216173,581,5
2026-01-18,10130,216173,396,5
2026-01-19,10130,216173,313,5
2026-01-20,10130,216173,495,5
2026-01-21,10130,216173,463,6
2026-01-22,10130,216173,387,5
2026-01-23,10130,216173,363,5
2026-01-24,10130,216173,445,5
2026-01-25,10130,216173,656,5
2026-01-26,10130,216173,621,5
2026-01-27,10130,216173,544,5
2026-01-28,10130,216173,420,4
2026-01-29,10130,216173,399,5
2026-01-30,10130,216173,471,5
2026-01-31,10130,216173,442,5
2026-01-01,10130,502835,2196,15
2026-01-02,10130,502835,2267,16
2026-01-03,10130,502835,2061,18
2026-01-04,10130,502835,2055,16
2026-01-05,10130,502835,2258,16
2026-01-06,10130,502835,2017,15
2026-01-07,10130,502835,1959,15
2026-01-08,10130,502835,1397,13
2026-01-09,10130,502835,955,12
2026-01-10,10130,502835,1306,12
2026-01-11,10130,502835,1291,12
2026-01-12,10130,502835,1616,13
2026-01-13,10130,502835,1458,14
2026-01-14,10130,502835,1218,14
2026-01-15,10130,502835,1565,14
2026-01-16,10130,502835,1320,14
2026-01-17,10130,502835,1268,15
2026-01-18,10130,502835,1394,15
2026-01-19,10130,502835,1021,13
2026-01-20,10130,502835,1684,12
2026-01-21,10130,502835,1024,12
2026-01-22,10130,502835,1186,10
2026-01-23,10130,502835,824,9
2026-01-24,10130,502835,913,10
2026-01-25,10130,502835,1126,10
2026-01-26,10130,502835,713,7
2026-01-27,10130,502835,943,6
2026-01-28,10130,502835,1069,6
2026-01-29,10130,502835,830,6
2026-01-30,10130,502835,1266,7
2026-01-31,10130,502835,872,6
2026-01-01,10130,551732,432,5
2026-01-02,10130,551732,279,5
2026-01-03,10130,551732,294,5
2026-01-04,10130,551732,329,6
2026-01-05,10130,551732,378,6
2026-01-06,10130,551732,280,7
2026-01-07,10130,551732,279,7
2026-01-08,10130,551732,231,7
2026-01-09,10130,551732,216,6
2026-01-10,10130,551732,351,7
2026-01-11,10130,551732,280,7
2026-01-12,10130,551732,241,8
2026-01-13,10130,551732,417,9
2026-01-14,10130,551732,752,10
2026-01-15,10130,551732,972,11
2026-01-16,10130,551732,626,12
2026-01-17,10130,551732,719,13
2026-01-18,10130,551732,754,13
2026-01-19,10130,551732,659,13
2026-01-20,10130,551732,866,12
2026-01-21,10130,551732,279,11
2026-01-22,10130,551732,264,10
2026-01-23,10130,551732,166,8
2026-01-24,10130,551732,156,8
2026-01-25,10130,551732,280,8
2026-01-26,10130,551732,150,8
2026-01-27,10130,551732,154,8
2026-01-28,10130,551732,154,8
2026-01-29,10130,551732,143,9
2026-01-30,10130,551732,203,9
2026-01-31,10130,551732,139,9
2026-01-05,10130,558846,0,2
2026-01-15,10130,558846,0,1
2026-01-18,10130,558846,0,1
2026-01-19,10130,558846,0,1
2026-01-25,10130,558846,0,1
2026-01-26,10130,558846,0,1
2026-01-27,10130,558846,0,1
2026-01-28,10130,558846,0,1
2026-01-29,10130,558846,0,1
2026-01-01,10130,558873,2709,50
2026-01-02,10130,558873,2220,48
2026-01-03,10130,558873,2185,46
2026-01-04,10130,558873,1757,44
2026-01-05,10130,558873,1757,44
2026-01-06,10130,558873,1722,44
2026-01-07,10130,558873,1686,44
2026-01-08,10130,558873,1167,42
2026-01-09,10130,558873,1101,42
2026-01-10,10130,558873,1550,41
2026-01-11,10130,558873,1973,46
2026-01-12,10130,558873,1872,44
2026-01-13,10130,558873,1867,46
2026-01-14,10130,558873,3232,46
2026-01-15,10130,558873,3228,44
2026-01-16,10130,558873,2651,45
2026-01-17,10130,558873,2898,48
2026-01-18,10130,558873,3266,49
2026-01-19,10130,558873,2758,48
2026-01-20,10130,558873,4017,49
2026-01-21,10130,558873,2099,48
2026-01-22,10130,558873,1960,49
2026-01-23,10130,558873,1922,48
2026-01-24,10130,558873,1738,49
2026-01-25,10130,558873,1719,49
2026-01-26,10130,558873,1303,49
2026-01-27,10130,558873,947,47
2026-01-28,10130,558873,956,47
2026-01-29,10130,558873,848,45
2026-01-30,10130,558873,714,45
2026-01-31,10130,558873,555,44
2026-01-01,10130,560271,39,2
2026-01-02,10130,560271,99,2
2026-01-03,10130,560271,110,3
2026-01-04,10130,560271,129,3
2026-01-05,10130,560271,117,3
2026-01-06,10130,560271,109,4
2026-01-07,10130,560271,109,4
2026-01-08,10130,560271,104,4
2026-01-09,10130,560271,60,4
2026-01-10,10130,560271,66,5
2026-01-11,10130,560271,78,5
2026-01-12,10130,560271,70,5
2026-01-13,10130,560271,125,4
2026-01-14,10130,560271,125,5
2026-01-15,10130,560271,116,4
2026-01-16,10130,560271,91,4
2026-01-17,10130,560271,89,5
2026-01-18,10130,560271,121,6
2026-01-19,10130,560271,93,6
2026-01-20,10130,560271,79,6
2026-01-21,10130,560271,47,6
2026-01-22,10130,560271,45,6
2026-01-23,10130,560271,43,5
2026-01-24,10130,560271,53,5
2026-01-25,10130,560271,75,4
2026-01-26,10130,560271,55,4
2026-01-27,10130,560271,52,3
2026-01-29,10130,560271,44,4
2026-01-31,10130,560271,41,4
2026-01-04,10403,100181,9,2
2026-01-08,10403,100181,104,1
2026-01-10,10403,100181,104,1
2026-01-11,10403,100181,104,1
2026-01-14,10403,100181,104,1
2026-01-17,10403,100181,104,1
2026-01-20,10403,100181,104,1
2026-01-24,10403,100181,104,1
2026-01-02,10403,201632,163,2
2026-01-03,10403,201632,167,2
2026-01-04,10403,201632,88,2
2026-01-05,10403,201632,93,2
2026-01-06,10403,201632,83,2
2026-01-07,10403,201632,85,2
2026-01-09,10403,201632,76,2
2026-01-10,10403,201632,88,2
2026-01-12,10403,201632,83,2
2026-01-16,10403,201632,64,1
2026-01-22,10403,201632,66,1
2026-01-24,10403,201632,65,2
2026-01-25,10403,201632,100,2
2026-01-01,10403,205582,95,8
2026-01-02,10403,205582,96,7
2026-01-03,10403,205582,106,8
2026-01-04,10403,205582,76,8
2026-01-05,10403,205582,50,8
2026-01-06,10403,205582,30,8
2026-01-07,10403,205582,20,8
2026-01-08,10403,205582,16,7
2026-01-09,10403,205582,16,8
2026-01-10,10403,205582,31,8
2026-01-11,10403,205582,19,8
2026-01-12,10403,205582,15,8
2026-01-13,10403,205582,15,8
2026-01-14,10403,205582,15,8
2026-01-15,10403,205582,27,9
2026-01-16,10403,205582,16,8
2026-01-17,10403,205582,18,9
2026-01-18,10403,205582,19,9
2026-01-19,10403,205582,15,9
2026-01-20,10403,205582,25,8
2026-01-21,10403,205582,339,8
2026-01-22,10403,205582,361,8
2026-01-23,10403,205582,362,8
2026-01-24,10403,205582,401,7
2026-01-25,10403,205582,751,8
2026-01-26,10403,205582,344,9
2026-01-27,10403,205582,341,9
2026-01-28,10403,205582,65,8
2026-01-29,10403,205582,69,8
2026-01-30,10403,205582,116,8
2026-01-31,10403,205582,77,10
2026-01-01,10403,205611,20,4
2026-01-02,10403,205611,19,4
2026-01-03,10403,205611,19,5
2026-01-04,10403,205611,20,4
2026-01-05,10403,205611,20,5
2026-01-06,10403,205611,20,6
2026-01-07,10403,205611,20,6
2026-01-08,10403,205611,20,6
2026-01-09,10403,205611,19,6
2026-01-10,10403,205611,20,6
2026-01-11,10403,205611,9,6
2026-01-12,10403,205611,9,6
2026-01-13,10403,205611,9,6
2026-01-14,10403,205611,9,5
2026-01-15,10403,205611,9,5
2026-01-16,10403,205611,6,6
2026-01-17,10403,205611,7,6
2026-01-19,10403,205611,7,6
2026-01-20,10403,205611,9,6
2026-01-21,10403,205611,7,5
2026-01-22,10403,205611,7,5
2026-01-23,10403,205611,6,5
2026-01-24,10403,205611,7,5
2026-01-25,10403,205611,9,5
2026-01-26,10403,205611,7,6
2026-01-27,10403,205611,7,6
2026-01-28,10403,205611,7,6
2026-01-29,10403,205611,7,5
2026-01-30,10403,205611,9,6
2026-01-31,10403,205611,7,6
2026-01-18,10403,215430,195,2
2026-01-02,10403,401534,0,1
2026-01-04,10403,401534,0,1
2026-01-05,10403,401534,0,1
2026-01-06,10403,401534,0,1
2026-01-12,10403,401534,0,1
2026-01-14,10403,401534,0,1
2026-01-15,10403,401534,0,1
2026-01-16,10403,401534,0,1
2026-01-25,10403,401534,0,1
2026-01-01,10403,551228,3223,100
2026-01-02,10403,551228,3015,95
2026-01-03,10403,551228,3498,106
2026-01-04,10403,551228,3616,114
2026-01-05,10403,551228,2967,103
2026-01-06,10403,551228,2836,95
2026-01-07,10403,551228,2782,90
2026-01-08,10403,551228,2844,84
2026-01-09,10403,551228,2660,80
2026-01-10,10403,551228,3059,82
2026-01-11,10403,551228,3219,86
2026-01-12,10403,551228,2766,79
2026-01-13,10403,551228,2749,80
2026-01-14,10403,551228,4185,82
2026-01-15,10403,551228,4107,76
2026-01-16,10403,551228,3479,75
2026-01-17,10403,551228,3281,76
2026-01-18,10403,551228,3837,87
2026-01-19,10403,551228,3124,80
2026-01-20,10403,551228,4388,83
2026-01-21,10403,551228,2341,79
2026-01-22,10403,551228,2212,75
2026-01-23,10403,551228,1954,71
2026-01-24,10403,551228,2741,81
2026-01-25,10403,551228,4902,83
2026-01-26,10403,551228,3333,75
2026-01-27,10403,551228,3445,73
2026-01-28,10403,551228,3350,72
2026-01-29,10403,551228,3606,70
2026-01-30,10403,551228,4055,68
2026-01-31,10403,551228,3037,67
2026-01-11,10403,551732,0,2
2026-01-12,10403,551732,0,2
2026-01-15,10403,551732,0,1
2026-01-17,10403,551732,0,1
2026-01-07,10403,551736,0,1
2026-01-16,10403,551736,0,1
2026-01-21,10403,551736,0,1
2026-01-22,10403,551736,0,1
2026-01-01,10403,563689,53,2
2026-01-06,10403,563689,55,2
2026-01-08,10403,563689,53,1
2026-01-09,10403,563689,51,1
2026-01-11,10403,563689,62,1
2026-01-14,10403,563689,57,1
2026-01-16,10403,563689,6,1
2026-01-18,10403,563689,7,1
2026-01-21,10403,563689,6,1
2026-01-30,10403,563689,9,1
2026-01-31,10403,563689,6,1
2026-01-01,10484,110365,270,5
2026-01-02,10484,110365,329,5
2026-01-03,10484,110365,181,5
2026-01-04,10484,110365,181,5
2026-01-05,10484,110365,132,4
2026-01-06,10484,110365,130,3
2026-01-07,10484,110365,130,3
2026-01-08,10484,110365,128,4
2026-01-09,10484,110365,79,4
2026-01-10,10484,110365,136,4
2026-01-11,10484,110365,133,4
2026-01-12,10484,110365,133,4
2026-01-13,10484,110365,125,4
2026-01-14,10484,110365,124,4
2026-01-15,10484,110365,124,4
2026-01-16,10484,110365,124,4
2026-01-17,10484,110365,129,4
2026-01-18,10484,110365,122,4
2026-01-19,10484,110365,119,4
2026-01-20,10484,110365,119,4
2026-01-21,10484,110365,119,5
2026-01-22,10484,110365,119,5
2026-01-23,10484,110365,119,4
2026-01-24,10484,110365,46,6
2026-01-25,10484,110365,104,7
2026-01-26,10484,110365,96,8
2026-01-27,10484,110365,96,8
2026-01-28,10484,110365,155,8
2026-01-29,10484,110365,155,9
2026-01-30,10484,110365,147,9
2026-01-31,10484,110365,205,8
2026-01-26,10484,201632,242,55
2026-01-28,10484,201632,247,47
2026-01-01,10484,207288,89,5
2026-01-02,10484,207288,85,5
2026-01-03,10484,207288,90,5
2026-01-04,10484,207288,102,7
2026-01-05,10484,207288,331,6
2026-01-06,10484,207288,248,6
2026-01-07,10484,207288,241,5
2026-01-08,10484,207288,228,6
2026-01-09,10484,207288,218,6
2026-01-10,10484,207288,278,6
2026-01-11,10484,207288,250,6
2026-01-12,10484,207288,78,6
2026-01-13,10484,207288,70,6
2026-01-14,10484,207288,71,6
2026-01-15,10484,207288,88,6
2026-01-16,10484,207288,64,7
2026-01-17,10484,207288,136,8
2026-01-18,10484,207288,591,11
2026-01-19,10484,207288,712,14
2026-01-20,10484,207288,1027,16
2026-01-21,10484,207288,760,17
2026-01-22,10484,207288,888,18
2026-01-23,10484,207288,983,17
2026-01-24,10484,207288,1032,17
2026-01-25,10484,207288,1076,17
2026-01-26,10484,207288,620,14
2026-01-27,10484,207288,525,13
2026-01-28,10484,207288,535,17
2026-01-29,10484,207288,400,17
2026-01-30,10484,207288,342,18
2026-01-31,10484,207288,266,19
2026-01-03,10484,551736,340,3
2026-01-04,10484,551736,382,3
2026-01-05,10484,551736,383,3
2026-01-06,10484,551736,309,3
2026-01-08,10484,551736,288,3
2026-01-11,10484,551736,311,2
2026-01-12,10484,551736,287,2
2026-01-13,10484,551736,185,2
2026-01-14,10484,551736,162,2
2026-01-15,10484,551736,185,2
2026-01-16,10484,551736,120,2
2026-01-17,10484,551736,118,2
2026-01-18,10484,551736,130,2
2026-01-19,10484,551736,122,3
2026-01-20,10484,551736,195,2
2026-01-21,10484,551736,122,2
2026-01-22,10484,551736,116,3
2026-01-23,10484,551736,109,3
2026-01-24,10484,551736,130,3
2026-01-25,10484,551736,214,2
2026-01-26,10484,551736,192,4
2026-01-27,10484,551736,191,4
2026-01-28,10484,551736,191,4
2026-01-29,10484,551736,245,4
2026-01-30,10484,551736,304,4
2026-01-31,10484,551736,212,4
2026-01-01,10484,560271,556,34
2026-01-02,10484,560271,490,33
2026-01-03,10484,560271,524,37
2026-01-04,10484,560271,540,39
2026-01-05,10484,560271,440,35
2026-01-06,10484,560271,410,36
2026-01-07,10484,560271,404,35
2026-01-08,10484,560271,295,37
2026-01-09,10484,560271,276,36
2026-01-10,10484,560271,305,37
2026-01-11,10484,560271,451,40
2026-01-12,10484,560271,408,37
2026-01-13,10484,560271,380,36
2026-01-14,10484,560271,381,37
2026-01-15,10484,560271,387,32
2026-01-16,10484,560271,403,36
2026-01-17,10484,560271,367,38
2026-01-18,10484,560271,520,41
2026-01-19,10484,560271,454,37
2026-01-20,10484,560271,589,38
2026-01-21,10484,560271,468,38
2026-01-22,10484,560271,434,40
2026-01-23,10484,560271,349,37
2026-01-24,10484,560271,424,40
2026-01-25,10484,560271,537,42
2026-01-26,10484,560271,437,42
2026-01-27,10484,560271,466,43
2026-01-28,10484,560271,432,42
2026-01-29,10484,560271,380,40
2026-01-30,10484,560271,441,39
2026-01-31,10484,560271,355,41
2026-01-08,10612,201632,1,2
2026-01-19,10612,201632,1,1
2026-01-20,10612,201632,1,1
2026-01-21,10612,201632,1,1
2026-01-22,10612,201632,1,1
2026-01-24,10612,201632,1,1
2026-01-26,10612,201632,1,1
2026-01-27,10612,201632,1,1
2026-01-01,10612,205582,615,16
2026-01-02,10612,205582,458,15
2026-01-03,10612,205582,417,14
2026-01-04,10612,205582,508,14
2026-01-05,10612,205582,677,14
2026-01-06,10612,205582,409,14
2026-01-07,10612,205582,471,15
2026-01-08,10612,205582,451,16
2026-01-09,10612,205582,454,15
2026-01-10,10612,205582,878,16
2026-01-11,10612,205582,541,18
2026-01-12,10612,205582,423,17
2026-01-13,10612,205582,408,17
2026-01-14,10612,205582,349,17
2026-01-15,10612,205582,825,16
2026-01-16,10612,205582,821,17
2026-01-17,10612,205582,888,17
2026-01-18,10612,205582,944,15
2026-01-19,10612,205582,854,15
2026-01-20,10612,205582,1386,14
2026-01-21,10612,205582,970,14
2026-01-22,10612,205582,1165,16
2026-01-23,10612,205582,860,14
2026-01-24,10612,205582,936,16
2026-01-25,10612,205582,1629,18
2026-01-26,10612,205582,962,17
2026-01-27,10612,205582,1085,20
2026-01-28,10612,205582,1028,19
2026-01-29,10612,205582,935,20
2026-01-30,10612,205582,1571,21
2026-01-31,10612,205582,1112,22
2026-01-01,10612,205611,154,2
2026-01-09,10612,205611,145,2
2026-01-10,10612,205611,154,2
2026-01-12,10612,205611,154,2
2026-01-13,10612,205611,153,2
2026-01-15,10612,205611,154,2
2026-01-16,10612,205611,115,2
2026-01-17,10612,205611,117,2
2026-01-18,10612,205611,129,2
2026-01-19,10612,205611,104,2
2026-01-21,10612,205611,102,2
2026-01-22,10612,205611,72,2
2026-01-24,10612,205611,40,2
2026-01-28,10612,205611,42,2
2026-01-29,10612,205611,42,2
2026-01-08,10612,551228,21,1
2026-01-12,10612,551228,22,1
2026-01-13,10612,551228,23,1
2026-01-14,10612,551228,22,1
2026-01-17,10612,551228,17,1
2026-01-19,10612,551228,17,1
2026-01-04,10612,563689,0,1
2026-01-13,10612,563689,0,1
2026-01-18,10612,563689,0,1
2026-01-20,10612,563689,0,1
2026-01-01,10764,100181,0,1
2026-01-15,10764,100181,0,1
2026-01-25,10764,100181,0,1
2026-01-27,10764,100181,0,1
2026-01-28,10764,100181,0,1
2026-01-06,10764,205582,66,1
2026-01-08,10764,205582,70,2
2026-01-09,10764,205582,70,1
2026-01-10,10764,205582,136,1
2026-01-13,10764,205582,66,1
2026-01-15,10764,205582,117,1
2026-01-16,10764,205582,160,1
2026-01-17,10764,205582,177,1
2026-01-21,10764,205582,149,1
2026-01-22,10764,205582,159,1
2026-01-23,10764,205582,159,1
2026-01-28,10764,205582,149,1
2026-01-31,10764,205582,176,1
2026-01-01,10764,205761,5,3
2026-01-02,10764,205761,5,3
2026-01-03,10764,205761,5,3
2026-01-04,10764,205761,67,3
2026-01-05,10764,205761,85,3
2026-01-06,10764,205761,66,3
2026-01-07,10764,205761,64,3
2026-01-08,10764,205761,60,3
2026-01-09,10764,205761,57,3
2026-01-11,10764,205761,67,3
2026-01-12,10764,205761,64,3
2026-01-13,10764,205761,66,3
2026-01-14,10764,205761,64,3
2026-01-15,10764,205761,81,3
2026-01-16,10764,205761,51,3
2026-01-17,10764,205761,49,3
2026-01-18,10764,205761,54,3
2026-01-19,10764,205761,51,4
2026-01-20,10764,205761,85,4
2026-01-21,10764,205761,51,4
2026-01-22,10764,205761,49,4
2026-01-24,10764,205761,53,4
2026-01-25,10764,205761,85,5
2026-01-27,10764,205761,58,4
2026-01-28,10764,205761,56,4
2026-01-29,10764,205761,53,4
2026-01-30,10764,205761,76,4
2026-01-31,10764,205761,49,4
2026-01-01,10764,215913,9366,90
2026-01-02,10764,215913,8824,86
2026-01-03,10764,215913,10487,89
2026-01-04,10764,215913,11305,86
2026-01-05,10764,215913,13637,85
2026-01-06,10764,215913,9172,84
2026-01-07,10764,215913,9805,82
2026-01-08,10764,215913,8529,83
2026-01-09,10764,215913,8286,86
2026-01-10,10764,215913,15576,86
2026-01-11,10764,215913,12555,93
2026-01-12,10764,215913,10528,91
2026-01-13,10764,215913,9807,97
2026-01-14,10764,215913,9889,100
2026-01-15,10764,215913,14355,88
2026-01-16,10764,215913,10414,83
2026-01-17,10764,215913,12758,87
2026-01-18,10764,215913,15636,93
2026-01-19,10764,215913,11257,87
2026-01-20,10764,215913,16417,89
2026-01-21,10764,215913,10455,84
2026-01-22,10764,215913,9845,83
2026-01-23,10764,215913,9012,81
2026-01-24,10764,215913,10833,87
2026-01-25,10764,215913,18994,101
2026-01-26,10764,215913,9562,100
2026-01-27,10764,215913,9843,102
2026-01-28,10764,215913,10546,106
2026-01-29,10764,215913,9818,109
2026-01-30,10764,215913,13682,117
2026-01-31,10764,215913,10626,116
2026-01-01,10764,551228,114,87
2026-01-02,10764,551228,106,81
2026-01-03,10764,551228,118,90
2026-01-04,10764,551228,135,97
2026-01-05,10764,551228,126,88
2026-01-06,10764,551228,120,88
2026-01-07,10764,551228,118,85
2026-01-08,10764,551228,114,84
2026-01-09,10764,551228,106,84
2026-01-10,10764,551228,128,89
2026-01-11,10764,551228,135,91
2026-01-12,10764,551228,116,87
2026-01-13,10764,551228,120,88
2026-01-14,10764,551228,118,90
2026-01-15,10764,551228,123,78
2026-01-16,10764,551228,96,73
2026-01-17,10764,551228,92,76
2026-01-18,10764,551228,109,86
2026-01-19,10764,551228,90,74
2026-01-20,10764,551228,131,76
2026-01-21,10764,551228,92,72
2026-01-22,10764,551228,89,69
2026-01-23,10764,551228,85,68
2026-01-24,10764,551228,106,75
2026-01-25,10764,551228,148,83
2026-01-26,10764,551228,104,77
2026-01-27,10764,551228,107,77
2026-01-28,10764,551228,106,77
2026-01-29,10764,551228,102,81
2026-01-30,10764,551228,115,81
2026-01-31,10764,551228,92,80
2026-01-01,10764,567554,7,3
2026-01-02,10764,567554,7,2
2026-01-03,10764,567554,7,2
2026-01-04,10764,567554,7,3
2026-01-05,10764,567554,7,3
2026-01-06,10764,567554,7,3
2026-01-07,10764,567554,7,3
2026-01-08,10764,567554,7,3
2026-01-09,10764,567554,7,3
2026-01-10,10764,567554,7,3
2026-01-11,10764,567554,7,3
2026-01-13,10764,567554,7,3
2026-01-14,10764,567554,7,3
2026-01-15,10764,567554,7,3
2026-01-16,10764,567554,748,3
2026-01-17,10764,567554,748,3
2026-01-19,10764,567554,748,3
2026-01-20,10764,567554,748,4
2026-01-22,10764,567554,748,3
2026-01-24,10764,567554,748,3
2026-01-25,10764,567554,748,3
2026-01-26,10764,567554,64,2
2026-01-27,10764,567554,64,2
2026-01-28,10764,567554,64,3
2026-01-30,10764,567554,64,3
2026-01-31,10764,567554,64,3
2026-01-04,10801,100181,0,1
2026-01-12,10801,100181,0,1
2026-01-14,10801,100181,0,1
2026-01-15,10801,100181,0,1
2026-01-16,10801,100181,0,1
2026-01-24,10801,100181,0,1
2026-01-25,10801,100181,0,1
2026-01-28,10801,100181,0,1
2026-01-01,10801,201925,584,26
2026-01-02,10801,201925,518,27
2026-01-03,10801,201925,385,29
2026-01-04,10801,201925,434,31
2026-01-05,10801,201925,438,33
2026-01-06,10801,201925,405,34
2026-01-07,10801,201925,1223,34
2026-01-08,10801,201925,1163,34
2026-01-09,10801,201925,1041,32
2026-01-10,10801,201925,1161,33
2026-01-11,10801,201925,1273,32
2026-01-12,10801,201925,1132,31
2026-01-13,10801,201925,1118,30
2026-01-14,10801,201925,695,31
2026-01-15,10801,201925,720,29
2026-01-16,10801,201925,540,31
2026-01-17,10801,201925,480,31
2026-01-18,10801,201925,1310,32
2026-01-19,10801,201925,1867,33
2026-01-20,10801,201925,2698,33
2026-01-21,10801,201925,1459,33
2026-01-22,10801,201925,1460,32
2026-01-23,10801,201925,1363,30
2026-01-24,10801,201925,1627,31
2026-01-25,10801,201925,2407,33
2026-01-26,10801,201925,1225,32
2026-01-27,10801,201925,1220,32
2026-01-28,10801,201925,1144,31
2026-01-29,10801,201925,1138,31
2026-01-30,10801,201925,1220,32
2026-01-31,10801,201925,915,33
2026-01-02,10801,204586,0,2
2026-01-04,10801,204586,0,2
2026-01-11,10801,204586,0,1
2026-01-12,10801,204586,0,1
2026-01-14,10801,204586,0,1
2026-01-15,10801,204586,0,1
2026-01-24,10801,204586,0,1
2026-01-05,10801,205611,0,2
2026-01-07,10801,205611,0,2
2026-01-19,10801,205611,0,2
2026-01-23,10801,205611,0,2
2026-01-01,10801,205761,56,11
2026-01-02,10801,205761,52,11
2026-01-03,10801,205761,55,11
2026-01-04,10801,205761,61,11
2026-01-05,10801,205761,59,10
2026-01-06,10801,205761,46,9
2026-01-07,10801,205761,43,9
2026-01-08,10801,205761,41,9
2026-01-09,10801,205761,38,9
2026-01-10,10801,205761,54,10
2026-01-11,10801,205761,44,10
2026-01-12,10801,205761,42,10
2026-01-13,10801,205761,43,10
2026-01-14,10801,205761,28,9
2026-01-15,10801,205761,35,9
2026-01-16,10801,205761,22,9
2026-01-17,10801,205761,21,9
2026-01-18,10801,205761,23,9
2026-01-19,10801,205761,21,9
2026-01-20,10801,205761,35,9
2026-01-21,10801,205761,21,8
2026-01-22,10801,205761,20,7
2026-01-23,10801,205761,19,7
2026-01-24,10801,205761,22,8
2026-01-25,10801,205761,35,9
2026-01-26,10801,205761,23,9
