date,shop,genre,predicted_sales,predicted_page_views
2024-12-01,10237,215430,308,6
2024-12-02,10237,215430,284,5
2024-12-03,10237,215430,285,5
2024-12-04,10237,215430,291,6
2024-12-05,10237,215430,308,7
2024-12-06,10237,215430,269,8
2024-12-07,10237,215430,279,8
2024-12-08,10237,215430,286,9
2024-12-09,10237,215430,284,9
2024-12-10,10237,215430,308,9
2024-12-11,10237,215430,291,9
2024-12-12,10237,215430,285,9
2024-12-13,10237,215430,269,10
2024-12-14,10237,215430,279,10
2024-12-15,10237,215430,308,11
2024-12-16,10237,215430,284,11
2024-12-17,10237,215430,285,10
2024-12-18,10237,215430,291,10
2024-12-19,10237,215430,308,10
2024-12-20,10237,215430,308,10
2024-12-21,10237,215430,308,9
2024-12-22,10237,215430,308,9
2024-12-23,10237,215430,308,8
2024-12-24,10237,215430,308,8
2024-12-25,10237,215430,308,7
2024-12-26,10237,215430,308,8
2024-12-27,10237,215430,269,6
2024-12-28,10237,215430,279,6
2024-12-29,10237,215430,286,5
2024-12-30,10237,215430,308,5
2024-12-31,10237,215430,285,5
2024-12-01,10403,100181,17,1
2024-12-02,10403,100181,17,1
2024-12-03,10403,100181,9,1
2024-12-04,10403,100181,9,1
2024-12-05,10403,100181,9,1
2024-12-06,10403,100181,9,1
2024-12-07,10403,100181,9,1
2024-12-08,10403,100181,9,1
2024-12-18,10403,201632,57,1
2024-12-19,10403,201632,67,2
2024-12-01,10403,205582,2575,8
2024-12-02,10403,205582,1116,7
2024-12-03,10403,205582,331,7
2024-12-04,10403,205582,326,6
2024-12-05,10403,205582,475,6
2024-12-06,10403,205582,361,6
2024-12-07,10403,205582,416,7
2024-12-08,10403,205582,445,7
2024-12-09,10403,205582,335,7
2024-12-10,10403,205582,475,7
2024-12-11,10403,205582,326,7
2024-12-12,10403,205582,358,7
2024-12-13,10403,205582,361,7
2024-12-14,10403,205582,1561,8
2024-12-15,10403,205582,1784,8
2024-12-16,10403,205582,1257,7
2024-12-17,10403,205582,1244,8
2024-12-18,10403,205582,1222,7
2024-12-19,10403,205582,1784,8
2024-12-20,10403,205582,1784,8
2024-12-21,10403,205582,676,7
2024-12-22,10403,205582,676,8
2024-12-23,10403,205582,510,9
2024-12-25,10403,205582,343,8
2024-12-26,10403,205582,343,8
2024-12-27,10403,205582,261,7
2024-12-28,10403,205582,301,7
2024-12-29,10403,205582,322,7
2024-12-30,10403,205582,343,7
2024-12-31,10403,205582,239,6
2024-12-01,10403,205611,102,6
2024-12-02,10403,205611,85,6
2024-12-03,10403,205611,81,6
2024-12-04,10403,205611,49,5
2024-12-05,10403,205611,18,5
2024-12-06,10403,205611,13,6
2024-12-07,10403,205611,14,6
2024-12-08,10403,205611,15,7
2024-12-09,10403,205611,15,8
2024-12-10,10403,205611,18,8
2024-12-11,10403,205611,14,9
2024-12-12,10403,205611,14,9
2024-12-13,10403,205611,13,8
2024-12-14,10403,205611,14,8
2024-12-15,10403,205611,18,7
2024-12-16,10403,205611,15,7
2024-12-17,10403,205611,14,8
2024-12-18,10403,205611,14,7
2024-12-19,10403,205611,18,7
2024-12-20,10403,205611,1529,8
2024-12-21,10403,205611,2159,9
2024-12-22,10403,205611,2159,10
2024-12-23,10403,205611,2159,10
2024-12-24,10403,205611,2159,10
2024-12-25,10403,205611,2159,10
2024-12-26,10403,205611,2159,10
2024-12-27,10403,205611,669,9
2024-12-28,10403,205611,272,8
2024-12-29,10403,205611,301,7
2024-12-30,10403,205611,346,7
2024-12-31,10403,205611,275,6
2024-12-01,10403,215430,82,3
2024-12-02,10403,215430,74,2
2024-12-04,10403,215430,75,2
2024-12-05,10403,215430,78,2
2024-12-06,10403,215430,67,2
2024-12-07,10403,215430,69,2
2024-12-08,10403,215430,70,2
2024-12-14,10403,215430,67,3
2024-12-15,10403,215430,73,3
2024-12-16,10403,215430,66,3
2024-12-17,10403,215430,65,3
2024-12-24,10403,215430,70,3
