date,shop,genre,predicted_sales,predicted_page_views
2024-06-12,10045,216424,2722,3
2024-06-13,10045,216424,2514,4
2024-06-14,10045,216424,2467,4
2024-06-15,10045,216424,5119,4
2024-06-16,10045,216424,2011,3
2024-06-17,10045,216424,1158,3
2024-06-18,10045,216424,1177,3
2024-06-19,10045,216424,1611,4
2024-06-20,10045,216424,2428,3
2024-06-22,10045,216424,1846,3
2024-06-23,10045,216424,2654,4
2024-06-24,10045,216424,2397,3
2024-06-25,10045,216424,3512,4
2024-06-26,10045,216424,2308,4
2024-06-27,10045,216424,2032,4
2024-06-28,10045,216424,1993,4
2024-06-29,10045,216424,2168,4
2024-06-30,10045,216424,2285,4
2024-06-05,10045,507843,0,1
2024-06-04,10045,567538,1559,1
2024-06-09,10045,567538,1533,1
2024-06-01,10045,567623,119,2
2024-06-02,10045,567623,120,2
2024-06-03,10045,567623,109,2
2024-06-04,10045,567623,106,2
2024-06-05,10045,567623,161,2
2024-06-06,10045,567623,99,2
2024-06-07,10045,567623,95,2
2024-06-08,10045,567623,100,2
2024-06-09,10045,567623,105,2
2024-06-10,10045,567623,1022,3
2024-06-11,10045,567623,637,3
2024-06-12,10045,567623,622,2
2024-06-13,10045,567623,609,2
2024-06-14,10045,567623,597,2
2024-06-15,10045,567623,1001,3
2024-06-16,10045,567623,677,2
2024-06-18,10045,567623,294,2
2024-06-19,10045,567623,286,2
2024-06-20,10045,567623,1241,2
2024-06-21,10045,567623,777,2
2024-06-22,10045,567623,963,2
2024-06-23,10045,567623,1038,2
2024-06-24,10045,567623,953,2
2024-06-25,10045,567623,1271,2
2024-06-26,10045,567623,918,2
2024-06-27,10045,567623,455,3
2024-06-29,10045,567623,473,2
2024-06-30,10045,567623,755,3
2024-06-01,10237,215430,268,6
2024-06-02,10237,215430,249,7
2024-06-03,10237,215430,248,7
2024-06-04,10237,215430,248,8
2024-06-05,10237,215430,277,9
2024-06-06,10237,215430,248,10
2024-06-07,10237,215430,244,10
2024-06-08,10237,215430,246,9
2024-06-09,10237,215430,249,7
2024-06-10,10237,215430,271,7
2024-06-11,10237,215430,248,7
2024-06-12,10237,215430,251,6
2024-06-13,10237,215430,248,5
2024-06-14,10237,215430,244,5
2024-06-15,10237,215430,267,6
2024-06-16,10237,215430,249,6
2024-06-17,10237,215430,248,6
2024-06-18,10237,215430,248,6
2024-06-19,10237,215430,251,5
2024-06-20,10237,215430,272,5
2024-06-22,10237,215430,246,5
2024-06-23,10237,215430,249,4
2024-06-24,10237,215430,248,4
2024-06-25,10237,215430,272,4
2024-06-26,10237,215430,251,4
2024-06-27,10237,215430,248,5
2024-06-28,10237,215430,244,5
2024-06-29,10237,215430,246,5
2024-06-30,10237,215430,273,5
2024-06-01,10403,100181,917,3
2024-06-02,10403,100181,917,3
2024-06-03,10403,100181,145,3
2024-06-04,10403,100181,145,3
2024-06-05,10403,100181,145,3
2024-06-06,10403,100181,145,3
2024-06-07,10403,100181,145,3
2024-06-08,10403,100181,145,3
2024-06-09,10403,100181,145,4
2024-06-10,10403,100181,90,4
2024-06-11,10403,100181,90,4
2024-06-12,10403,100181,90,4
2024-06-16,10403,100181,926,4
2024-06-17,10403,100181,926,4
2024-06-18,10403,100181,926,4
2024-06-26,10403,100181,926,3
2024-06-27,10403,100181,926,2
2024-06-28,10403,100181,926,2
2024-06-01,10403,201632,39,1
2024-06-02,10403,201632,34,1
2024-06-17,10403,201632,32,1
2024-06-18,10403,201632,34,1
2024-06-21,10403,201632,30,1
2024-06-22,10403,201632,32,1
2024-06-01,10403,205582,121,6
2024-06-02,10403,205582,120,6
2024-06-03,10403,205582,98,6
2024-06-04,10403,205582,97,5
2024-06-05,10403,205582,156,6
2024-06-06,10403,205582,102,6
2024-06-07,10403,205582,92,6
2024-06-08,10403,205582,82,6
2024-06-09,10403,205582,86,6
2024-06-10,10403,205582,116,5
2024-06-11,10403,205582,67,5
2024-06-12,10403,205582,66,5
2024-06-13,10403,205582,470,4
2024-06-14,10403,205582,472,4
2024-06-15,10403,205582,914,4
2024-06-16,10403,205582,550,4
2024-06-17,10403,205582,449,4
2024-06-18,10403,205582,445,5
2024-06-19,10403,205582,442,6
2024-06-20,10403,205582,220,6
2024-06-21,10403,205582,132,6
2024-06-22,10403,205582,146,6
2024-06-23,10403,205582,154,7
2024-06-24,10403,205582,126,6
2024-06-25,10403,205582,204,7
2024-06-26,10403,205582,124,6
2024-06-27,10403,205582,132,5
2024-06-28,10403,205582,132,6
2024-06-29,10403,205582,142,6
2024-06-30,10403,205582,267,6
2024-06-01,10403,205611,17,9
2024-06-02,10403,205611,9,9
2024-06-03,10403,205611,9,9
2024-06-04,10403,205611,9,9
2024-06-06,10403,205611,9,9
2024-06-07,10403,205611,8,9
2024-06-08,10403,205611,9,4
2024-06-09,10403,205611,9,2
2024-06-11,10403,205611,9,2
2024-06-12,10403,205611,9,2
2024-06-18,10403,205611,9,2
2024-06-19,10403,205611,9,2
2024-06-23,10403,205611,9,2
2024-06-24,10403,205611,9,2
2024-06-01,10403,551228,1046,32
2024-06-02,10403,551228,1158,29
2024-06-03,10403,551228,978,26
2024-06-04,10403,551228,967,25
2024-06-05,10403,551228,1129,27
2024-06-06,10403,551228,791,24
2024-06-07,10403,551228,733,24
2024-06-08,10403,551228,641,27
2024-06-09,10403,551228,546,27
2024-06-10,10403,551228,602,28
2024-06-11,10403,551228,420,26
2024-06-12,10403,551228,411,26
2024-06-13,10403,551228,393,24
2024-06-14,10403,551228,365,21
2024-06-15,10403,551228,1237,26
2024-06-16,10403,551228,1051,27
2024-06-17,10403,551228,888,24
2024-06-18,10403,551228,999,24
2024-06-19,10403,551228,904,23
2024-06-20,10403,551228,1237,26
2024-06-21,10403,551228,803,26
2024-06-22,10403,551228,716,31
2024-06-23,10403,551228,807,33
2024-06-24,10403,551228,700,30
2024-06-25,10403,551228,807,32
2024-06-26,10403,551228,897,31
2024-06-27,10403,551228,710,29
2024-06-28,10403,551228,658,26
2024-06-29,10403,551228,672,27
2024-06-30,10403,551228,831,31
2024-06-02,10484,110365,93,3
2024-06-06,10484,110365,93,3
2024-06-10,10484,110365,93,3
2024-06-02,10484,201632,68,4
2024-06-06,10484,201632,61,4
2024-06-08,10484,201632,57,4
2024-06-09,10484,201632,60,4
2024-06-10,10484,201632,75,4
2024-06-01,10484,551736,230,4
2024-06-02,10484,551736,210,5
2024-06-03,10484,551736,191,5
2024-06-04,10484,551736,186,5
2024-06-05,10484,551736,304,5
2024-06-06,10484,551736,192,6
2024-06-07,10484,551736,176,7
2024-06-10,10484,551736,324,7
2024-06-02,10484,560271,177,2
2024-06-05,10484,560271,180,2
2024-06-09,10484,560271,141,3
2024-06-10,10484,560271,213,3
2024-06-04,10573,207288,9,2
2024-06-05,10573,207288,12,1
2024-06-06,10573,207288,8,1
2024-06-09,10573,207288,9,1
2024-06-10,10573,207288,12,1
2024-06-15,10573,207288,11,1
2024-06-18,10573,207288,8,1
2024-06-24,10573,207288,9,1
2024-06-01,10573,408789,0,1
2024-06-02,10573,408789,0,1
2024-06-03,10573,408789,0,1
2024-06-04,10573,408789,0,1
2024-06-05,10573,408789,0,1
2024-06-06,10573,408789,0,1
2024-06-09,10573,408789,0,1
2024-06-10,10573,408789,0,1
2024-06-28,10573,408789,0,2
2024-06-30,10573,408789,0,2
2024-06-02,10573,558873,0,1
2024-06-03,10573,558873,0,1
2024-06-04,10573,558873,0,1
2024-06-05,10573,558873,0,1
2024-06-06,10573,558873,0,2
2024-06-07,10573,558873,0,2
2024-06-08,10573,558873,0,2
2024-06-09,10573,558873,0,2
2024-06-10,10573,558873,0,2
2024-06-12,10573,558873,0,2
2024-06-18,10573,558873,0,2
2024-06-19,10573,558873,0,2
2024-06-20,10573,558873,0,2
2024-06-23,10573,558873,0,2
2024-06-28,10573,558873,0,2
2024-06-01,10612,201632,31,3
2024-06-02,10612,201632,27,4
2024-06-03,10612,201632,26,4
2024-06-04,10612,201632,26,4
2024-06-05,10612,201632,144,5
2024-06-06,10612,201632,221,6
2024-06-07,10612,201632,227,6
2024-06-08,10612,201632,199,5
2024-06-09,10612,201632,205,5
2024-06-10,10612,201632,313,5
2024-06-11,10612,201632,219,6
2024-06-12,10612,201632,185,5
2024-06-13,10612,201632,124,4
2024-06-14,10612,201632,88,4
2024-06-15,10612,201632,115,4
2024-06-16,10612,201632,89,4
2024-06-17,10612,201632,56,4
2024-06-18,10612,201632,55,3
2024-06-19,10612,201632,51,3
2024-06-20,10612,201632,65,3
2024-06-21,10612,201632,42,3
2024-06-22,10612,201632,43,3
2024-06-23,10612,201632,45,3
2024-06-24,10612,201632,41,2
2024-06-25,10612,201632,51,2
2024-06-26,10612,201632,38,2
2024-06-27,10612,201632,35,3
2024-06-28,10612,201632,31,3
2024-06-29,10612,201632,31,3
2024-06-30,10612,201632,46,3
2024-06-01,10612,205582,1388,23
2024-06-02,10612,205582,1460,33
2024-06-03,10612,205582,1190,36
2024-06-04,10612,205582,256,31
2024-06-05,10612,205582,2324,32
2024-06-06,10612,205582,1221,43
2024-06-07,10612,205582,1023,39
2024-06-08,10612,205582,1229,39
2024-06-09,10612,205582,1466,39
2024-06-10,10612,205582,3167,41
2024-06-11,10612,205582,2460,43
2024-06-12,10612,205582,2292,43
2024-06-13,10612,205582,2436,35
2024-06-14,10612,205582,3205,36
2024-06-15,10612,205582,5802,35
2024-06-16,10612,205582,3538,33
2024-06-17,10612,205582,2459,29
2024-06-18,10612,205582,1975,25
2024-06-19,10612,205582,1723,23
2024-06-20,10612,205582,2885,23
2024-06-21,10612,205582,1294,20
2024-06-22,10612,205582,1383,20
2024-06-23,10612,205582,1865,20
2024-06-24,10612,205582,1487,21
2024-06-25,10612,205582,2468,22
2024-06-26,10612,205582,1719,24
2024-06-27,10612,205582,1864,25
2024-06-28,10612,205582,1721,25
2024-06-29,10612,205582,1870,26
2024-06-30,10612,205582,2606,26
2024-06-01,10612,205611,161,4
2024-06-02,10612,205611,153,10
2024-06-03,10612,205611,148,10
2024-06-04,10612,205611,145,13
2024-06-05,10612,205611,189,19
2024-06-06,10612,205611,1103,22
2024-06-07,10612,205611,1070,22
2024-06-08,10612,205611,937,21
2024-06-09,10612,205611,1412,24
2024-06-10,10612,205611,1992,24
2024-06-11,10612,205611,1439,23
2024-06-12,10612,205611,1405,19
2024-06-13,10612,205611,970,16
2024-06-14,10612,205611,808,13
2024-06-15,10612,205611,1012,12
2024-06-16,10612,205611,560,9
2024-06-17,10612,205611,379,7
2024-06-18,10612,205611,348,6
2024-06-19,10612,205611,334,6
2024-06-20,10612,205611,409,6
2024-06-21,10612,205611,510,7
2024-06-22,10612,205611,507,7
2024-06-23,10612,205611,524,7
2024-06-24,10612,205611,493,7
2024-06-25,10612,205611,594,7
2024-06-26,10612,205611,463,7
2024-06-28,10612,205611,597,7
2024-06-30,10612,205611,600,6
2024-06-01,10612,551228,37,3
2024-06-02,10612,551228,32,11
2024-06-03,10612,551228,27,9
2024-06-04,10612,551228,28,12
2024-06-05,10612,551228,37,17
2024-06-06,10612,551228,26,16
2024-06-07,10612,551228,24,16
2024-06-08,10612,551228,27,16
2024-06-09,10612,551228,32,17
2024-06-10,10612,551228,584,18
2024-06-11,10612,551228,1066,15
2024-06-12,10612,551228,973,13
2024-06-13,10612,551228,877,12
2024-06-15,10612,551228,1184,11
2024-06-16,10612,551228,957,10
2024-06-17,10612,551228,772,8
2024-06-18,10612,551228,719,7
2024-06-19,10612,551228,452,5
2024-06-20,10612,551228,584,5
2024-06-23,10612,551228,553,5
2024-06-24,10612,551228,456,4
2024-06-25,10612,551228,501,4
2024-06-26,10612,551228,423,4
2024-06-27,10612,551228,320,3
2024-06-28,10612,551228,284,4
2024-06-30,10612,551228,420,5
2024-06-07,10612,563689,0,3
2024-06-08,10612,563689,0,1
2024-06-24,10612,563689,0,1
2024-06-05,10749,206361,465,3
2024-06-06,10749,206361,176,4
2024-06-07,10749,206361,157,4
2024-06-08,10749,206361,144,4
2024-06-09,10749,206361,131,5
2024-06-10,10749,206361,157,5
2024-06-11,10749,206361,116,5
2024-06-12,10749,206361,96,5
2024-06-13,10749,206361,94,4
2024-06-14,10749,206361,84,4
2024-06-15,10749,206361,126,4
2024-06-16,10749,206361,101,3
2024-06-18,10749,206361,92,3
2024-06-19,10749,206361,96,3
2024-06-20,10749,206361,130,2
2024-06-21,10749,206361,84,2
2024-06-22,10749,206361,98,2
2024-06-23,10749,206361,109,3
2024-06-24,10749,206361,95,3
2024-06-25,10749,206361,124,3
2024-06-26,10749,206361,104,3
2024-06-27,10749,206361,94,3
2024-06-28,10749,206361,84,3
2024-06-29,10749,206361,91,4
2024-06-30,10749,206361,142,4
2024-06-05,10749,216173,117,1
2024-06-06,10749,216173,74,1
2024-06-07,10749,216173,28,1
2024-06-08,10749,216173,30,1
2024-06-09,10749,216173,33,1
2024-06-10,10749,216173,46,1
2024-06-12,10749,216173,31,1
2024-06-14,10749,216173,27,1
2024-06-15,10749,216173,45,1
2024-06-16,10749,216173,32,1
2024-06-17,10749,216173,30,1
2024-06-25,10749,216173,45,1
2024-06-27,10749,216173,28,1
2024-06-28,10749,216173,26,2
2024-06-30,10749,216173,44,2
2024-06-05,10749,304080,0,2
2024-06-06,10749,304080,0,2
2024-06-07,10749,304080,0,2
2024-06-09,10749,304080,0,2
2024-06-10,10749,304080,0,2
2024-06-11,10749,304080,0,2
2024-06-13,10749,304080,0,2
2024-06-15,10749,304080,0,2
2024-06-16,10749,304080,0,2
2024-06-17,10749,304080,0,2
2024-06-20,10749,304080,0,2
2024-06-21,10749,304080,0,2
2024-06-23,10749,304080,0,2
2024-06-24,10749,304080,0,2
2024-06-29,10749,304080,0,2
2024-06-30,10749,304080,0,2
2024-06-05,10749,408789,0,1
2024-06-14,10749,408789,0,1
2024-06-15,10749,408789,0,1
2024-06-18,10749,408789,0,1
2024-06-19,10749,408789,0,1
2024-06-23,10749,408789,0,1
2024-06-25,10749,408789,0,1
2024-06-27,10749,408789,0,1
2024-06-05,10749,551180,6674,138
2024-06-06,10749,551180,6944,150
2024-06-07,10749,551180,6039,151
2024-06-08,10749,551180,7506,165
2024-06-09,10749,551180,8840,182
2024-06-10,10749,551180,12407,204
2024-06-11,10749,551180,11035,213
2024-06-12,10749,551180,10301,212
2024-06-13,10749,551180,8479,192
2024-06-14,10749,551180,7655,189
2024-06-15,10749,551180,10197,207
2024-06-16,10749,551180,9286,199
2024-06-17,10749,551180,6683,177
2024-06-18,10749,551180,4729,157
2024-06-19,10749,551180,4952,160
2024-06-20,10749,551180,6672,171
2024-06-21,10749,551180,5547,159
2024-06-22,10749,551180,6554,170
2024-06-23,10749,551180,6675,180
2024-06-24,10749,551180,5637,171
2024-06-25,10749,551180,6057,175
2024-06-26,10749,551180,6275,173
2024-06-27,10749,551180,4314,166
2024-06-28,10749,551180,3523,163
2024-06-29,10749,551180,4276,171
2024-06-30,10749,551180,4680,186
2024-06-05,10749,558846,4739,80
2024-06-06,10749,558846,4839,86
2024-06-07,10749,558846,5796,89
2024-06-08,10749,558846,7033,101
2024-06-09,10749,558846,7516,111
2024-06-10,10749,558846,10227,124
2024-06-11,10749,558846,9076,127
2024-06-12,10749,558846,8755,123
2024-06-13,10749,558846,7459,113
2024-06-14,10749,558846,6181,108
2024-06-15,10749,558846,7619,111
2024-06-16,10749,558846,6695,109
2024-06-17,10749,558846,4870,91
2024-06-18,10749,558846,5018,86
2024-06-19,10749,558846,6462,90
2024-06-20,10749,558846,8333,97
2024-06-21,10749,558846,7806,94
2024-06-22,10749,558846,9295,102
2024-06-23,10749,558846,8719,105
2024-06-24,10749,558846,8321,101
2024-06-25,10749,558846,8248,103
2024-06-26,10749,558846,5364,99
2024-06-27,10749,558846,5648,94
2024-06-28,10749,558846,4045,92
2024-06-29,10749,558846,4730,96
2024-06-30,10749,558846,8953,109
2024-06-05,10749,558873,94,5
2024-06-06,10749,558873,66,5
2024-06-07,10749,558873,65,5
2024-06-08,10749,558873,69,6
2024-06-09,10749,558873,76,6
2024-06-10,10749,558873,89,7
2024-06-13,10749,558873,57,7
2024-06-15,10749,558873,78,7
2024-06-16,10749,558873,60,7
2024-06-17,10749,558873,54,7
2024-06-18,10749,558873,46,6
2024-06-19,10749,558873,41,6
2024-06-20,10749,558873,52,5
2024-06-21,10749,558873,39,4
2024-06-22,10749,558873,41,5
2024-06-23,10749,558873,41,5
2024-06-24,10749,558873,37,5
2024-06-25,10749,558873,50,6
2024-06-26,10749,558873,35,6
2024-06-27,10749,558873,12,6
2024-06-28,10749,558873,12,6
2024-06-29,10749,558873,13,6
2024-06-30,10749,558873,20,5
2024-06-01,10801,201925,24886,224
2024-06-02,10801,201925,18214,203
2024-06-03,10801,201925,18278,192
2024-06-04,10801,201925,16261,183
2024-06-05,10801,201925,20767,195
2024-06-06,10801,201925,22519,206
2024-06-07,10801,201925,20856,199
2024-06-08,10801,201925,20034,207
2024-06-09,10801,201925,19819,218
2024-06-10,10801,201925,22993,229
2024-06-11,10801,201925,24903,233
2024-06-12,10801,201925,25900,220
2024-06-13,10801,201925,19336,195
2024-06-14,10801,201925,17598,185
2024-06-15,10801,201925,28673,197
2024-06-16,10801,201925,26101,193
2024-06-17,10801,201925,25956,175
2024-06-18,10801,201925,19319,150
2024-06-19,10801,201925,16472,142
2024-06-20,10801,201925,21030,145
2024-06-21,10801,201925,10434,133
2024-06-22,10801,201925,11354,139
2024-06-23,10801,201925,12897,140
2024-06-24,10801,201925,11522,133
2024-06-25,10801,201925,11835,130
2024-06-26,10801,201925,12396,127
2024-06-27,10801,201925,9638,120
2024-06-28,10801,201925,8062,114
2024-06-29,10801,201925,8279,115
2024-06-30,10801,201925,12175,119
2024-06-17,10801,207288,259,2
2024-06-18,10801,207288,237,2
2024-06-21,10801,207288,184,2
2024-06-22,10801,207288,207,2
2024-06-23,10801,207288,149,3
2024-06-24,10801,207288,125,4
2024-06-26,10801,207288,109,4
2024-06-27,10801,207288,101,4
2024-06-28,10801,207288,97,4
2024-06-30,10801,207288,167,4
2024-06-01,10801,208532,360,2
2024-06-02,10801,208532,272,3
2024-06-03,10801,208532,123,3
2024-06-04,10801,208532,132,3
2024-06-05,10801,208532,130,3
2024-06-06,10801,208532,115,3
2024-06-09,10801,208532,136,4
2024-06-10,10801,208532,147,4
2024-06-12,10801,208532,107,4
2024-06-14,10801,208532,94,4
2024-06-15,10801,208532,113,4
2024-06-16,10801,208532,111,4
2024-06-17,10801,208532,230,4
2024-06-18,10801,208532,247,3
2024-06-19,10801,208532,315,3
2024-06-20,10801,208532,447,3
2024-06-21,10801,208532,537,3
2024-06-22,10801,208532,545,3
2024-06-23,10801,208532,633,4
2024-06-24,10801,208532,448,4
2024-06-25,10801,208532,604,4
2024-06-02,10801,210413,0,2
2024-06-03,10801,210413,0,2
2024-06-27,10801,210413,0,2
2024-06-28,10801,210413,0,1
2024-06-01,10801,215913,127,144
2024-06-02,10801,215913,113,131
2024-06-03,10801,215913,91,124
2024-06-04,10801,215913,85,121
2024-06-05,10801,215913,134,138
2024-06-06,10801,215913,84,156
2024-06-07,10801,215913,84,143
2024-06-08,10801,215913,97,140
2024-06-09,10801,215913,113,145
2024-06-10,10801,215913,139,157
2024-06-11,10801,215913,1019,171
2024-06-12,10801,215913,1602,160
2024-06-13,10801,215913,1531,121
2024-06-14,10801,215913,1531,111
2024-06-15,10801,215913,2774,98
2024-06-16,10801,215913,2049,80
2024-06-17,10801,215913,1643,65
2024-06-18,10801,215913,950,46
2024-06-19,10801,215913,637,40
2024-06-20,10801,215913,862,42
2024-06-21,10801,215913,821,42
2024-06-22,10801,215913,947,45
2024-06-23,10801,215913,1098,44
2024-06-24,10801,215913,881,43
2024-06-25,10801,215913,1239,47
2024-06-26,10801,215913,859,47
2024-06-27,10801,215913,821,47
2024-06-28,10801,215913,696,44
2024-06-29,10801,215913,803,40
2024-06-30,10801,215913,1529,43
2024-06-02,10801,301577,886,2
2024-06-03,10801,301577,796,2
2024-06-12,10801,301577,759,3
2024-06-14,10801,301577,711,3
2024-06-15,10801,301577,1145,3
2024-06-25,10801,401534,159,2
2024-06-26,10801,401534,130,2
2024-06-01,10801,402279,92132,790
2024-06-02,10801,402279,71490,724
2024-06-03,10801,402279,68699,690
2024-06-04,10801,402279,68493,687
2024-06-05,10801,402279,92094,776
2024-06-06,10801,402279,81195,853
2024-06-07,10801,402279,77235,874
2024-06-08,10801,402279,81363,931
2024-06-09,10801,402279,92440,971
2024-06-10,10801,402279,114246,996
2024-06-11,10801,402279,97526,1041
2024-06-12,10801,402279,100260,1004
2024-06-13,10801,402279,87066,903
2024-06-14,10801,402279,78709,842
2024-06-15,10801,402279,112767,875
2024-06-16,10801,402279,90830,845
2024-06-17,10801,402279,89138,792
2024-06-18,10801,402279,85431,733
2024-06-19,10801,402279,81350,702
2024-06-20,10801,402279,106523,702
2024-06-21,10801,402279,70652,666
2024-06-22,10801,402279,87306,694
2024-06-23,10801,402279,93677,716
2024-06-24,10801,402279,92130,683
2024-06-25,10801,402279,99028,674
2024-06-26,10801,402279,93534,672
2024-06-27,10801,402279,75297,655
2024-06-28,10801,402279,69865,635
2024-06-29,10801,402279,73599,635
2024-06-30,10801,402279,100188,642
2024-06-02,10801,407120,177,2
2024-06-03,10801,407120,160,2
2024-06-05,10801,407120,218,2
2024-06-06,10801,407120,141,2
2024-06-29,10801,407120,159,3
2024-06-30,10801,407120,214,3
2024-06-01,10801,508456,4057,56
2024-06-02,10801,508456,3684,52
2024-06-03,10801,508456,2753,48
2024-06-04,10801,508456,2707,48
2024-06-05,10801,508456,3723,53
2024-06-06,10801,508456,2843,54
2024-06-07,10801,508456,2906,56
2024-06-08,10801,508456,3703,59
2024-06-09,10801,508456,3639,62
2024-06-10,10801,508456,4030,64
2024-06-11,10801,508456,2312,61
2024-06-12,10801,508456,2713,58
2024-06-13,10801,508456,2088,52
2024-06-14,10801,508456,2428,47
2024-06-15,10801,508456,5632,51
2024-06-16,10801,508456,3262,46
2024-06-17,10801,508456,2710,39
2024-06-18,10801,508456,2467,35
2024-06-19,10801,508456,2192,35
2024-06-20,10801,508456,3146,38
2024-06-21,10801,508456,1988,35
2024-06-22,10801,508456,2906,39
2024-06-23,10801,508456,2856,39
2024-06-24,10801,508456,1953,36
2024-06-25,10801,508456,2756,39
2024-06-26,10801,508456,1735,34
2024-06-27,10801,508456,1593,34
2024-06-28,10801,508456,1428,35
2024-06-29,10801,508456,2300,37
2024-06-30,10801,508456,3924,39
2024-06-16,10801,509434,609,3
2024-06-25,10801,509434,844,3
2024-06-26,10801,509434,655,3
2024-06-27,10801,509434,472,3
2024-06-01,10801,551180,84,4
2024-06-04,10801,551180,410,3
2024-06-05,10801,551180,541,3
2024-06-06,10801,551180,402,3
2024-06-07,10801,551180,380,4
2024-06-08,10801,551180,426,3
2024-06-09,10801,551180,473,4
2024-06-10,10801,551180,536,4
2024-06-11,10801,551180,87,4
2024-06-12,10801,551180,792,4
2024-06-13,10801,551180,762,4
