date,shop,genre,predicted_sales,predicted_page_views
2024-06-01,10008,100487,53,2
2024-06-02,10008,100487,46,2
2024-06-05,10008,100487,62,2
2024-06-06,10008,100487,124,2
2024-06-08,10008,100487,133,2
2024-06-09,10008,100487,134,2
2024-06-10,10008,100487,167,3
2024-06-13,10008,100487,122,2
2024-06-05,10008,205611,0,2
2024-06-06,10008,205611,0,2
2024-06-07,10008,205611,0,2
2024-06-08,10008,205611,0,2
2024-06-09,10008,205611,0,2
2024-06-10,10008,205611,0,2
2024-06-11,10008,205611,0,2
2024-06-13,10008,205611,0,2
2024-06-01,10008,206440,177,3
2024-06-02,10008,206440,146,4
2024-06-03,10008,206440,129,3
2024-06-04,10008,206440,136,3
2024-06-05,10008,206440,190,4
2024-06-06,10008,206440,143,4
2024-06-07,10008,206440,132,4
2024-06-08,10008,206440,132,4
2024-06-09,10008,206440,591,4
2024-06-10,10008,206440,796,5
2024-06-11,10008,206440,560,6
2024-06-12,10008,206440,596,6
2024-06-13,10008,206440,602,6
2024-06-01,10008,206471,227,6
2024-06-02,10008,206471,555,7
2024-06-03,10008,206471,480,6
2024-06-04,10008,206471,506,7
2024-06-05,10008,206471,511,8
2024-06-06,10008,206471,379,10
2024-06-07,10008,206471,369,11
2024-06-08,10008,206471,376,11
2024-06-09,10008,206471,184,10
2024-06-10,10008,206471,236,10
2024-06-11,10008,206471,587,11
2024-06-12,10008,206471,618,9
2024-06-13,10008,206471,614,15
2024-06-01,10008,207288,44,14
2024-06-02,10008,207288,40,12
2024-06-03,10008,207288,36,10
2024-06-04,10008,207288,31,9
2024-06-05,10008,207288,45,10
2024-06-06,10008,207288,31,10
2024-06-07,10008,207288,30,10
2024-06-08,10008,207288,21,11
2024-06-09,10008,207288,24,12
2024-06-10,10008,207288,31,12
2024-06-11,10008,207288,10,12
2024-06-12,10008,207288,10,12
2024-06-13,10008,207288,10,12
2024-06-01,10008,214099,79,4
2024-06-02,10008,214099,90,3
2024-06-03,10008,214099,71,4
2024-06-04,10008,214099,72,4
2024-06-05,10008,214099,169,5
2024-06-06,10008,214099,130,5
2024-06-07,10008,214099,130,4
2024-06-10,10008,214099,331,6
2024-06-12,10008,214099,182,5
2024-06-13,10008,214099,173,5
2024-06-01,10008,401534,0,2
2024-06-02,10008,401534,0,2
2024-06-03,10008,401534,0,2
2024-06-04,10008,401534,0,2
2024-06-05,10008,401534,0,2
2024-06-06,10008,401534,0,2
2024-06-07,10008,401534,0,2
2024-06-08,10008,401534,0,3
2024-06-09,10008,401534,0,3
2024-06-10,10008,401534,0,3
2024-06-11,10008,401534,0,3
2024-06-01,10008,408789,27,4
2024-06-02,10008,408789,26,4
2024-06-03,10008,408789,25,4
2024-06-04,10008,408789,25,4
2024-06-05,10008,408789,226,5
2024-06-06,10008,408789,154,6
2024-06-07,10008,408789,152,6
2024-06-08,10008,408789,154,7
2024-06-09,10008,408789,179,8
2024-06-10,10008,408789,251,8
2024-06-11,10008,408789,170,7
2024-06-12,10008,408789,71,6
2024-06-13,10008,408789,70,5
2024-06-04,10008,506539,147,2
2024-06-05,10008,506539,163,3
2024-06-07,10008,506539,38,3
2024-06-08,10008,506539,41,3
2024-06-09,10008,506539,51,2
2024-06-10,10008,506539,43,2
2024-06-11,10008,506539,42,2
2024-06-12,10008,506539,18,2
2024-06-01,10008,551228,382,6
2024-06-02,10008,551228,325,5
2024-06-03,10008,551228,274,4
2024-06-04,10008,551228,286,5
2024-06-05,10008,551228,382,6
2024-06-06,10008,551228,97,6
2024-06-08,10008,551228,102,7
2024-06-09,10008,551228,118,8
2024-06-10,10008,551228,334,8
2024-06-11,10008,551228,249,8
2024-06-12,10008,551228,244,7
2024-06-13,10008,551228,234,7
2024-06-03,10008,560271,0,2
2024-06-04,10008,560271,0,2
2024-06-05,10008,560271,0,2
2024-06-06,10008,560271,0,2
2024-06-08,10008,560271,0,1
2024-06-09,10008,560271,0,1
2024-06-10,10008,560271,0,1
2024-06-12,10008,560271,0,1
2024-06-01,10045,206440,0,2
2024-06-02,10045,206440,0,2
2024-06-04,10045,206440,0,2
2024-06-07,10045,206440,0,2
2024-06-17,10045,206440,0,1
2024-06-18,10045,206440,0,2
2024-06-19,10045,206440,0,2
2024-06-21,10045,206440,0,2
2024-06-22,10045,206440,0,2
2024-06-23,10045,206440,0,2
2024-06-30,10045,206440,0,2
2024-06-01,10045,216424,1894,3
2024-06-02,10045,216424,738,3
2024-06-03,10045,216424,699,3
2024-06-04,10045,216424,613,3
2024-06-05,10045,216424,925,3
2024-06-06,10045,216424,551,3
2024-06-07,10045,216424,539,3
2024-06-08,10045,216424,584,3
2024-06-09,10045,216424,2027,3
2024-06-10,10045,216424,4541,4
2024-06-11,10045,216424,2869,4
