date,shop,genre,predicted_sales,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2025-04-25,10130,205611,998,10,3,21
2025-04-26,10130,205611,766,10,3,21
2025-04-27,10130,205611,674,9,3,19
2025-04-23,10130,206440,88224,586,179,1410
2025-04-24,10130,206440,112892,570,174,1371
2025-04-25,10130,206440,108466,498,152,1198
2025-04-26,10130,206440,104747,559,171,1345
2025-04-27,10130,206440,108553,604,184,1453
2025-04-28,10130,206440,73411,529,161,1273
2025-04-23,10130,206471,9610,258,88,543
2025-04-24,10130,206471,10549,236,81,497
2025-04-25,10130,206471,10104,196,67,413
2025-04-26,10130,206471,10653,206,70,434
2025-04-27,10130,206471,11042,207,71,436
2025-04-25,10130,216158,239,2,1,5
2025-04-26,10130,216158,198,3,1,7
2025-04-27,10130,216158,222,3,1,7
2025-04-25,10130,216173,540,5,2,11
2025-04-26,10130,216173,873,7,3,15
2025-04-27,10130,216173,900,9,3,19
2025-04-26,10130,502835,2228,14,5,32
2025-04-27,10130,502835,2210,12,4,28
2025-04-25,10130,551732,12,2,1,4
2025-04-26,10130,551732,57,2,1,4
2025-04-27,10130,551732,64,3,1,7
2025-04-26,10130,558846,0,2,1,4
2025-04-27,10130,558846,0,2,1,4
2025-04-23,10130,558873,3141,71,24,160
2025-04-25,10130,558873,4262,61,21,137
2025-04-26,10130,558873,3268,63,22,142
2025-04-27,10130,558873,4985,67,23,151
2025-04-25,10130,560271,30,3,1,7
2025-04-26,10130,560271,27,3,1,7
2025-04-27,10130,560271,31,3,1,7
2025-04-01,10237,215430,97,7,2,16
2025-04-02,10237,215430,89,6,2,13
2025-04-03,10237,215430,88,6,2,13
2025-04-04,10237,215430,86,6,2,13
2025-04-05,10237,215430,94,6,2,13
2025-04-06,10237,215430,88,5,2,11
2025-04-07,10237,215430,88,6,2,13
2025-04-08,10237,215430,88,6,2,13
2025-04-09,10237,215430,89,6,2,13
2025-04-10,10237,215430,96,6,2,13
2025-04-11,10237,215430,86,6,2,13
2025-04-12,10237,215430,87,6,2,13
2025-04-13,10237,215430,88,6,2,13
2025-04-14,10237,215430,88,6,2,13
2025-04-15,10237,215430,96,5,2,11
2025-04-16,10237,215430,89,6,2,13
2025-04-17,10237,215430,88,7,2,16
2025-04-18,10237,215430,86,8,2,18
2025-04-19,10237,215430,87,8,2,18
2025-04-20,10237,215430,97,8,2,18
2025-04-21,10237,215430,88,9,3,20
2025-04-22,10237,215430,88,9,3,20
2025-04-23,10237,215430,89,9,3,20
