date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2023-03-01,101535,71,11424.0,70,73,14594.0,7000.0
2023-03-01,101535,72,8942.51,70,73,14594.0,7000.0
2023-03-01,110365,65,6936.94,64,79,6760.0,9960.0
2023-03-01,110365,66,7118.51,64,79,6760.0,9960.0
2023-03-01,110365,67,7304.83,64,79,6760.0,9960.0
2023-03-01,110365,68,7496.02,64,79,6760.0,9960.0
2023-03-01,110365,69,7692.22,64,79,6760.0,9960.0
2023-03-01,110365,70,7893.56,64,79,6760.0,9960.0
2023-03-01,110365,71,8100.16,64,79,6760.0,9960.0
2023-03-01,110365,72,8312.17,64,79,6760.0,9960.0
2023-03-01,110365,73,8529.73,64,79,6760.0,9960.0
2023-03-01,110365,74,8752.98,64,79,6760.0,9960.0
2023-03-01,110365,75,8982.08,64,79,6760.0,9960.0
2023-03-01,110365,76,9217.17,64,79,6760.0,9960.0
2023-03-01,110365,77,9458.41,64,79,6760.0,9960.0
2023-03-01,110365,78,9705.97,64,79,6760.0,9960.0
2023-03-01,110435,12,31289.32,11,15,34560.0,23220.0
2023-03-01,110435,13,28328.15,11,15,34560.0,23220.0
2023-03-01,110435,14,25647.22,11,15,34560.0,23220.0
2023-03-01,110435,16,22354.56,15,27,23220.0,14720.0
2023-03-01,110435,17,21521.38,15,27,23220.0,14720.0
2023-03-01,110435,18,20719.25,15,27,23220.0,14720.0
2023-03-01,110435,19,19947.02,15,27,23220.0,14720.0
2023-03-01,110435,20,19203.56,15,27,23220.0,14720.0
2023-03-01,110435,21,18487.82,15,27,23220.0,14720.0
2023-03-01,110435,22,17798.75,15,27,23220.0,14720.0
2023-03-01,110435,23,17135.36,15,27,23220.0,14720.0
2023-03-01,110435,24,16496.69,15,27,23220.0,14720.0
2023-03-01,110435,25,15881.83,15,27,23220.0,14720.0
2023-03-01,110435,26,15289.88,15,27,23220.0,14720.0
2023-03-01,201925,6,36320.48,5,22,37797.0,19198.0
2023-03-01,201925,7,34901.63,5,22,37797.0,19198.0
2023-03-01,201925,8,33538.22,5,22,37797.0,19198.0
2023-03-01,201925,9,32228.06,5,22,37797.0,19198.0
2023-03-01,201925,10,30969.08,5,22,37797.0,19198.0
2023-03-01,201925,11,29759.28,5,22,37797.0,19198.0
2023-03-01,201925,12,28596.74,5,22,37797.0,19198.0
2023-03-01,201925,13,27479.61,5,22,37797.0,19198.0
2023-03-01,201925,14,26406.12,5,22,37797.0,19198.0
2023-03-01,201925,15,25374.57,5,22,37797.0,19198.0
2023-03-01,201925,16,24383.31,5,22,37797.0,19198.0
2023-03-01,201925,17,23430.77,5,22,37797.0,19198.0
2023-03-01,201925,18,22515.45,5,22,37797.0,19198.0
2023-03-01,201925,19,21635.87,5,22,37797.0,19198.0
2023-03-01,201925,20,20790.66,5,22,37797.0,19198.0
2023-03-01,201925,21,19978.47,5,22,37797.0,19198.0
2023-03-01,205611,40,50511.25,39,45,55000.0,33000.0
2023-03-01,205611,41,46388.83,39,45,55000.0,33000.0
2023-03-01,205611,42,42602.85,39,45,55000.0,33000.0
2023-03-01,205611,43,39125.85,39,45,55000.0,33000.0
2023-03-01,205611,44,35932.62,39,45,55000.0,33000.0
2023-03-01,205611,46,31795.26,45,51,33000.0,26400.0
2023-03-01,205611,47,30634.49,45,51,33000.0,26400.0
2023-03-01,205611,48,29516.1,45,51,33000.0,26400.0
2023-03-01,205611,49,28438.54,45,51,33000.0,26400.0
2023-03-01,205611,50,27400.32,45,51,33000.0,26400.0
2023-03-01,205611,52,25974.04,51,69,26400.0,19699.0
2023-03-01,205611,53,25554.96,51,69,26400.0,19699.0
2023-03-01,205611,54,25142.63,51,69,26400.0,19699.0
2023-03-01,205611,55,24736.96,51,69,26400.0,19699.0
2023-03-01,205611,56,24337.83,51,69,26400.0,19699.0
