date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2022-01-01,100487,20,21016,actual,39900.0,,,,
2022-01-01,100487,42,42258,actual,33000.0,,,,
2022-01-01,101020,35,34820,actual,5960.0,,,,
2022-01-01,101020,61,34820,actual,5820.0,,,,
2022-01-01,101020,62,,estimated,5629.8,61,77,5820.0,3420.0
2022-01-01,101020,63,,estimated,5445.81,61,77,5820.0,3420.0
2022-01-01,101020,64,,estimated,5267.83,61,77,5820.0,3420.0
2022-01-01,101020,65,,estimated,5095.67,61,77,5820.0,3420.0
2022-01-01,101020,66,,estimated,4929.13,61,77,5820.0,3420.0
2022-01-01,101020,67,,estimated,4768.04,61,77,5820.0,3420.0
2022-01-01,101020,68,,estimated,4612.21,61,77,5820.0,3420.0
2022-01-01,101020,69,,estimated,4461.47,61,77,5820.0,3420.0
2022-01-01,101020,70,,estimated,4315.66,61,77,5820.0,3420.0
2022-01-01,101020,71,,estimated,4174.61,61,77,5820.0,3420.0
2022-01-01,101020,72,,estimated,4038.17,61,77,5820.0,3420.0
2022-01-01,101020,73,,estimated,3906.19,61,77,5820.0,3420.0
2022-01-01,101020,74,,estimated,3778.52,61,77,5820.0,3420.0
2022-01-01,101020,75,,estimated,3655.02,61,77,5820.0,3420.0
2022-01-01,101020,76,,estimated,3535.56,61,77,5820.0,3420.0
2022-01-01,101020,77,34820,actual,3420.0,,,,
2022-01-01,101535,50,1918,actual,18484.0,,,,
2022-01-01,110435,24,12356,actual,18800.0,,,,
2022-01-01,110435,50,12356,actual,9980.0,,,,
2022-01-01,110435,51,,estimated,9720.02,50,54,9980.0,8980.0
2022-01-01,110435,52,,estimated,9466.81,50,54,9980.0,8980.0
2022-01-01,110435,53,,estimated,9220.19,50,54,9980.0,8980.0
2022-01-01,110435,54,12356,actual,8980.0,,,,
2022-01-01,110435,55,,estimated,8782.86,54,66,8980.0,6880.0
2022-01-01,110435,56,,estimated,8590.04,54,66,8980.0,6880.0
2022-01-01,110435,57,,estimated,8401.46,54,66,8980.0,6880.0
2022-01-01,110435,58,,estimated,8217.02,54,66,8980.0,6880.0
2022-01-01,110435,59,,estimated,8036.62,54,66,8980.0,6880.0
2022-01-01,110435,60,,estimated,7860.19,54,66,8980.0,6880.0
2022-01-01,110435,61,,estimated,7687.63,54,66,8980.0,6880.0
2022-01-01,110435,62,,estimated,7518.85,54,66,8980.0,6880.0
2022-01-01,110435,63,,estimated,7353.78,54,66,8980.0,6880.0
2022-01-01,110435,64,,estimated,7192.34,54,66,8980.0,6880.0
2022-01-01,110435,65,,estimated,7034.44,54,66,8980.0,6880.0
2022-01-01,110435,66,12356,actual,6880.0,,,,
2022-01-01,110435,67,,estimated,6789.4,66,68,6880.0,6700.0
2022-01-01,110435,68,12356,actual,6700.0,,,,
2022-01-01,110435,69,12356,actual,2250.0,,,,
2022-01-01,110632,51,35913,actual,20000.0,,,,
2022-01-01,110632,73,35913,actual,7980.0,,,,
2022-01-01,205582,8,39441,actual,152320.0,,,,
2022-01-01,205582,9,,estimated,144902.77,8,21,152320.0,79600.0
2022-01-01,205582,10,,estimated,137846.72,8,21,152320.0,79600.0
2022-01-01,205582,11,,estimated,131134.26,8,21,152320.0,79600.0
2022-01-01,205582,12,,estimated,124748.67,8,21,152320.0,79600.0
2022-01-01,205582,13,,estimated,118674.02,8,21,152320.0,79600.0
2022-01-01,205582,14,,estimated,112895.17,8,21,152320.0,79600.0
2022-01-01,205582,15,,estimated,107397.72,8,21,152320.0,79600.0
2022-01-01,205582,16,,estimated,102167.97,8,21,152320.0,79600.0
2022-01-01,205582,17,,estimated,97192.88,8,21,152320.0,79600.0
2022-01-01,205582,18,,estimated,92460.05,8,21,152320.0,79600.0
2022-01-01,205582,19,,estimated,87957.68,8,21,152320.0,79600.0
2022-01-01,205582,20,,estimated,83674.56,8,21,152320.0,79600.0
2022-01-01,205582,21,39441,actual,79600.0,,,,
2022-01-01,205611,8,39441,actual,140060.0,,,,
2022-01-01,205611,9,,estimated,133695.39,8,10,140060.0,127620.0
2022-01-01,205611,10,39441,actual,127620.0,,,,
2022-01-01,205611,11,,estimated,114803.61,10,15,127620.0,75180.0
2022-01-01,205611,12,,estimated,103274.31,10,15,127620.0,75180.0
2022-01-01,205611,13,,estimated,92902.85,10,15,127620.0,75180.0
2022-01-01,205611,14,,estimated,83572.95,10,15,127620.0,75180.0
2022-01-01,205611,15,39441,actual,75180.0,,,,
2022-01-01,205611,16,,estimated,71934.86,15,23,75180.0,52820.0
2022-01-01,205611,17,,estimated,68829.79,15,23,75180.0,52820.0
2022-01-01,205611,18,,estimated,65858.74,15,23,75180.0,52820.0
2022-01-01,205611,19,,estimated,63015.95,15,23,75180.0,52820.0
2022-01-01,205611,20,,estimated,60295.86,15,23,75180.0,52820.0
2022-01-01,205611,21,,estimated,57693.18,15,23,75180.0,52820.0
2022-01-01,205611,22,,estimated,55202.84,15,23,75180.0,52820.0
2022-01-01,205611,23,39441,actual,52820.0,,,,
2022-01-01,205611,71,39441,actual,21760.0,,,,
2022-01-01,206471,75,18788,actual,51300.0,,,,
2022-01-01,216158,27,22714,actual,10200.0,,,,
2022-01-01,216158,28,,estimated,10059.03,27,29,10200.0,9920.0
2022-01-01,216158,29,22714,actual,9920.0,,,,
2022-01-01,216173,13,28228,actual,10680.0,,,,
2022-01-01,506539,58,19199,actual,35100.0,,,,
2022-01-01,507843,17,34820,actual,52560.0,,,,
2022-01-01,507843,18,23582,actual,51030.0,,,,
2022-01-01,507843,43,23582,actual,24120.0,,,,
2022-01-01,507843,74,23582,actual,9360.0,,,,
2022-01-01,508456,44,26881,actual,41720.0,,,,
2022-01-01,508456,45,,estimated,40999.24,44,63,41720.0,29960.0
2022-01-01,508456,46,,estimated,40290.93,44,63,41720.0,29960.0
2022-01-01,508456,47,,estimated,39594.85,44,63,41720.0,29960.0
2022-01-01,508456,48,,estimated,38910.8,44,63,41720.0,29960.0
2022-01-01,508456,49,,estimated,38238.57,44,63,41720.0,29960.0
2022-01-01,508456,50,,estimated,37577.95,44,63,41720.0,29960.0
2022-01-01,508456,51,,estimated,36928.75,44,63,41720.0,29960.0
2022-01-01,508456,52,,estimated,36290.76,44,63,41720.0,29960.0
2022-01-01,508456,53,,estimated,35663.79,44,63,41720.0,29960.0
2022-01-01,508456,54,,estimated,35047.65,44,63,41720.0,29960.0
2022-01-01,508456,55,,estimated,34442.16,44,63,41720.0,29960.0
2022-01-01,508456,56,,estimated,33847.13,44,63,41720.0,29960.0
2022-01-01,508456,57,,estimated,33262.38,44,63,41720.0,29960.0
2022-01-01,508456,58,,estimated,32687.73,44,63,41720.0,29960.0
2022-01-01,508456,59,,estimated,32123.0,44,63,41720.0,29960.0
2022-01-01,508456,60,,estimated,31568.04,44,63,41720.0,29960.0
