date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2022-05-03,201486,29,3101.85,28,33,3380.0,2200.0
2022-05-03,201486,30,2846.57,28,33,3380.0,2200.0
2022-05-03,201486,31,2612.3,28,33,3380.0,2200.0
2022-05-03,201486,32,2397.31,28,33,3380.0,2200.0
2022-05-03,216158,6,24418.9,5,21,25500.0,12750.0
2022-05-03,216158,7,23383.63,5,21,25500.0,12750.0
2022-05-03,216158,8,22392.26,5,21,25500.0,12750.0
2022-05-03,216158,9,21442.91,5,21,25500.0,12750.0
2022-05-03,216158,10,20533.81,5,21,25500.0,12750.0
2022-05-03,216158,11,19663.25,5,21,25500.0,12750.0
2022-05-03,216158,12,18829.59,5,21,25500.0,12750.0
2022-05-03,216158,13,18031.28,5,21,25500.0,12750.0
2022-05-03,216158,14,17266.82,5,21,25500.0,12750.0
2022-05-03,216158,15,16534.76,5,21,25500.0,12750.0
2022-05-03,216158,16,15833.73,5,21,25500.0,12750.0
2022-05-03,216158,17,15162.43,5,21,25500.0,12750.0
2022-05-03,216158,18,14519.59,5,21,25500.0,12750.0
2022-05-03,216158,19,13904.0,5,21,25500.0,12750.0
2022-05-03,216158,20,13314.5,5,21,25500.0,12750.0
2022-05-03,509434,4,22501.29,3,9,23560.0,17880.0
2022-05-03,509434,5,21490.15,3,9,23560.0,17880.0
2022-05-03,509434,6,20524.45,3,9,23560.0,17880.0
2022-05-03,509434,7,19602.15,3,9,23560.0,17880.0
2022-05-03,509434,8,18721.28,3,9,23560.0,17880.0
2022-05-03,509434,58,4835.71,57,70,4638.0,7980.0
2022-05-03,509434,59,5041.84,57,70,4638.0,7980.0
2022-05-03,509434,60,5256.77,57,70,4638.0,7980.0
2022-05-03,509434,61,5480.85,57,70,4638.0,7980.0
2022-05-03,509434,62,5714.48,57,70,4638.0,7980.0
2022-05-03,509434,63,5958.06,57,70,4638.0,7980.0
2022-05-03,509434,64,6212.03,57,70,4638.0,7980.0
2022-05-03,509434,65,6476.83,57,70,4638.0,7980.0
2022-05-03,509434,66,6752.9,57,70,4638.0,7980.0
2022-05-03,509434,67,7040.75,57,70,4638.0,7980.0
2022-05-03,509434,68,7340.86,57,70,4638.0,7980.0
2022-05-03,509434,69,7653.76,57,70,4638.0,7980.0
2022-05-03,566647,62,36840.92,61,75,39200.0,16440.0
2022-05-03,566647,63,34623.8,61,75,39200.0,16440.0
2022-05-03,566647,64,32540.11,61,75,39200.0,16440.0
2022-05-03,566647,65,30581.81,61,75,39200.0,16440.0
2022-05-03,566647,66,28741.37,61,75,39200.0,16440.0
2022-05-03,566647,67,27011.68,61,75,39200.0,16440.0
2022-05-03,566647,68,25386.08,61,75,39200.0,16440.0
2022-05-03,566647,69,23858.3,61,75,39200.0,16440.0
2022-05-03,566647,70,22422.47,61,75,39200.0,16440.0
2022-05-03,566647,71,21073.05,61,75,39200.0,16440.0
2022-05-03,566647,72,19804.83,61,75,39200.0,16440.0
2022-05-03,566647,73,18612.93,61,75,39200.0,16440.0
2022-05-03,566647,74,17492.76,61,75,39200.0,16440.0
2022-05-03,567623,45,8349.05,44,63,8100.0,14400.0
2022-05-03,567623,46,8605.75,44,63,8100.0,14400.0
2022-05-03,567623,47,8870.34,44,63,8100.0,14400.0
2022-05-03,567623,48,9143.07,44,63,8100.0,14400.0
2022-05-03,567623,49,9424.18,44,63,8100.0,14400.0
2022-05-03,567623,50,9713.94,44,63,8100.0,14400.0
2022-05-03,567623,51,10012.6,44,63,8100.0,14400.0
2022-05-03,567623,52,10320.44,44,63,8100.0,14400.0
2022-05-03,567623,53,10637.75,44,63,8100.0,14400.0
2022-05-03,567623,54,10964.81,44,63,8100.0,14400.0
2022-05-03,567623,55,11301.93,44,63,8100.0,14400.0
2022-05-03,567623,56,11649.41,44,63,8100.0,14400.0
2022-05-03,567623,57,12007.57,44,63,8100.0,14400.0
2022-05-03,567623,58,12376.75,44,63,8100.0,14400.0
2022-05-03,567623,59,12757.27,44,63,8100.0,14400.0
2022-05-03,567623,60,13149.49,44,63,8100.0,14400.0
2022-05-03,567623,61,13553.77,44,63,8100.0,14400.0
2022-05-03,567623,62,13970.48,44,63,8100.0,14400.0
