date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2024-01-01,101535,56,11063.14,55,62,11058.0,11094.0
2024-01-01,101535,57,11068.27,55,62,11058.0,11094.0
2024-01-01,101535,58,11073.41,55,62,11058.0,11094.0
2024-01-01,101535,59,11078.56,55,62,11058.0,11094.0
2024-01-01,101535,60,11083.7,55,62,11058.0,11094.0
2024-01-01,101535,61,11088.85,55,62,11058.0,11094.0
2024-01-01,101535,63,10691.89,62,67,11094.0,9224.0
2024-01-01,101535,64,10304.35,62,67,11094.0,9224.0
2024-01-01,101535,65,9930.86,62,67,11094.0,9224.0
2024-01-01,101535,66,9570.91,62,67,11094.0,9224.0
2024-01-01,110365,4,52643.58,3,5,74800.0,37050.0
2024-01-01,110365,6,32686.17,5,10,37050.0,19800.0
2024-01-01,110365,7,28836.31,5,10,37050.0,19800.0
2024-01-01,110365,8,25439.89,5,10,37050.0,19800.0
2024-01-01,110365,9,22443.49,5,10,37050.0,19800.0
2024-01-01,110365,11,19648.26,10,14,19800.0,19200.0
2024-01-01,110365,12,19497.69,10,14,19800.0,19200.0
2024-01-01,110365,13,19348.27,10,14,19800.0,19200.0
2024-01-01,110365,15,17582.5,14,28,19200.0,5600.0
2024-01-01,110365,16,16101.26,14,28,19200.0,5600.0
2024-01-01,110365,17,14744.81,14,28,19200.0,5600.0
2024-01-01,110365,18,13502.62,14,28,19200.0,5600.0
2024-01-01,110365,19,12365.07,14,28,19200.0,5600.0
2024-01-01,110365,20,11323.35,14,28,19200.0,5600.0
2024-01-01,110365,21,10369.38,14,28,19200.0,5600.0
2024-01-01,110365,22,9495.78,14,28,19200.0,5600.0
2024-01-01,110365,23,8695.77,14,28,19200.0,5600.0
2024-01-01,110365,24,7963.15,14,28,19200.0,5600.0
2024-01-01,110365,25,7292.25,14,28,19200.0,5600.0
2024-01-01,110365,26,6677.86,14,28,19200.0,5600.0
2024-01-01,110365,27,6115.23,14,28,19200.0,5600.0
2024-01-01,110365,29,5677.2,28,40,5600.0,6600.0
2024-01-01,110365,30,5755.47,28,40,5600.0,6600.0
2024-01-01,110365,31,5834.82,28,40,5600.0,6600.0
2024-01-01,110365,32,5915.26,28,40,5600.0,6600.0
2024-01-01,110365,33,5996.8,28,40,5600.0,6600.0
2024-01-01,110365,34,6079.48,28,40,5600.0,6600.0
2024-01-01,110365,35,6163.29,28,40,5600.0,6600.0
2024-01-01,110365,36,6248.26,28,40,5600.0,6600.0
2024-01-01,110365,37,6334.39,28,40,5600.0,6600.0
2024-01-01,110365,38,6421.72,28,40,5600.0,6600.0
2024-01-01,110365,39,6510.25,28,40,5600.0,6600.0
2024-01-01,110365,43,6642.5,42,48,6400.0,8000.0
2024-01-01,110365,44,6894.2,42,48,6400.0,8000.0
2024-01-01,110365,45,7155.42,42,48,6400.0,8000.0
2024-01-01,110365,46,7426.55,42,48,6400.0,8000.0
2024-01-01,110365,47,7707.94,42,48,6400.0,8000.0
2024-01-01,110365,49,7439.88,48,59,8000.0,3600.0
2024-01-01,110365,50,6918.97,48,59,8000.0,3600.0
2024-01-01,110365,51,6434.52,48,59,8000.0,3600.0
2024-01-01,110365,52,5984.0,48,59,8000.0,3600.0
2024-01-01,110365,53,5565.01,48,59,8000.0,3600.0
2024-01-01,110365,54,5175.35,48,59,8000.0,3600.0
2024-01-01,110365,55,4812.97,48,59,8000.0,3600.0
2024-01-01,110365,56,4475.96,48,59,8000.0,3600.0
2024-01-01,110365,57,4162.55,48,59,8000.0,3600.0
2024-01-01,110365,58,3871.07,48,59,8000.0,3600.0
2024-01-01,110365,60,3577.7,59,73,3600.0,3300.0
2024-01-01,110365,61,3555.53,59,73,3600.0,3300.0
2024-01-01,110365,62,3533.5,59,73,3600.0,3300.0
2024-01-01,110365,63,3511.61,59,73,3600.0,3300.0
2024-01-01,110365,64,3489.85,59,73,3600.0,3300.0
2024-01-01,110365,65,3468.23,59,73,3600.0,3300.0
2024-01-01,110365,66,3446.74,59,73,3600.0,3300.0
2024-01-01,110365,67,3425.38,59,73,3600.0,3300.0
2024-01-01,110365,68,3404.16,59,73,3600.0,3300.0
2024-01-01,110365,69,3383.07,59,73,3600.0,3300.0
2024-01-01,110365,70,3362.11,59,73,3600.0,3300.0
