date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2020-07-01,100487,5,18832,actual,46500.0,,,,
2020-07-01,507843,8,34820,actual,137880.0,,,,
2020-07-01,509434,2,32809,actual,82600.0,,,,
2020-07-01,555421,5,47281,actual,87184.0,,,,
2020-07-02,206363,5,147,actual,56100.0,,,,
2020-07-02,210413,8,40454,actual,20293.0,,,,
2020-07-02,507843,4,34820,actual,168520.0,,,,
2020-07-02,509434,1,32809,actual,55460.0,,,,
2020-07-02,555421,6,47281,actual,54490.0,,,,
2020-07-02,566403,5,23590,actual,395310.0,,,,
2020-07-02,566403,6,23590,actual,473840.0,,,,
2020-07-03,506539,5,19199,actual,35100.0,,,,
2020-07-03,509434,3,32809,actual,36580.0,,,,
2020-07-03,555421,8,47281,actual,43592.0,,,,
2020-07-03,567554,5,17904,actual,8600.0,,,,
2020-07-04,509434,1,32809,actual,110920.0,,,,
2020-07-04,555421,7,47281,actual,54490.0,,,,
2020-07-05,206361,4,147,actual,73920.0,,,,
2020-07-05,206363,3,147,actual,389400.0,,,,
2020-07-05,206363,4,147,actual,476000.0,,,,
2020-07-05,206363,5,,estimated,392963.73,4,8,476000.0,221100.0
2020-07-05,206363,6,,estimated,324412.77,4,8,476000.0,221100.0
2020-07-05,206363,7,,estimated,267820.23,4,8,476000.0,221100.0
2020-07-05,206363,8,147,actual,221100.0,,,,
2020-07-05,509434,1,32809,actual,365800.0,,,,
2020-07-06,100487,4,18832,actual,46500.0,,,,
2020-07-06,206363,8,147,actual,85000.0,,,,
2020-07-06,216158,7,22714,actual,73950.0,,,,
2020-07-06,509434,1,32809,actual,127440.0,,,,
2020-07-06,555421,4,47281,actual,98082.0,,,,
2020-07-07,206363,7,147,actual,72600.0,,,,
2020-07-07,216173,7,26549,actual,16280.0,,,,
2020-07-07,402279,4,17904,actual,59400.0,,,,
2020-07-07,408789,1,11503,actual,52052.0,,,,
2020-07-07,509434,1,32809,actual,127440.0,,,,
2020-07-08,216158,6,22714,actual,68850.0,,,,
2020-07-08,408789,6,11503,actual,14872.0,,,,
2020-07-08,509434,1,32809,actual,86140.0,,,,
2020-07-09,509434,1,32809,actual,110920.0,,,,
2020-07-09,555421,8,47281,actual,87184.0,,,,
2020-07-09,563339,8,525,actual,31740.0,,,,
2020-07-10,206361,3,147,actual,73920.0,,,,
2020-07-10,206361,4,,estimated,72953.68,3,5,73920.0,72000.0
2020-07-10,206361,5,147,actual,72000.0,,,,
2020-07-10,206361,6,,estimated,38381.45,5,7,72000.0,20460.0
2020-07-10,206361,7,147,actual,20460.0,,,,
2020-07-10,206363,5,147,actual,299200.0,,,,
2020-07-10,206363,6,147,actual,247500.0,,,,
2020-07-10,206363,7,147,actual,255000.0,,,,
2020-07-10,509434,1,32809,actual,377600.0,,,,
2020-07-10,555421,6,47281,actual,133128.0,,,,
2020-07-11,206361,7,147,actual,20160.0,,,,
2020-07-11,206363,6,147,actual,72600.0,,,,
2020-07-11,402279,5,17904,actual,51300.0,,,,
2020-07-11,508599,8,18832,actual,13800.0,,,,
2020-07-11,509434,2,32809,actual,80240.0,,,,
2020-07-11,555421,1,47281,actual,175984.0,,,,
2020-07-11,555421,2,,estimated,149023.22,1,4,175984.0,106860.0
2020-07-11,555421,3,,estimated,126192.81,1,4,175984.0,106860.0
2020-07-11,555421,4,47281,actual,106860.0,,,,
2020-07-12,206363,5,147,actual,93500.0,,,,
2020-07-12,402279,4,17904,actual,56700.0,,,,
2020-07-12,509434,1,32809,actual,94400.0,,,,
2020-07-13,206361,4,147,actual,26880.0,,,,
2020-07-13,402279,2,17904,actual,56700.0,,,,
2020-07-13,509434,1,32809,actual,69620.0,,,,
2020-07-13,555421,1,47281,actual,252977.0,,,,
2020-07-13,555421,2,47281,actual,203786.0,,,,
2020-07-13,563339,7,525,actual,31360.0,,,,
2020-07-13,566403,6,23590,actual,853660.0,,,,
2020-07-14,401534,5,17904,actual,39000.0,,,,
2020-07-14,402279,4,17904,actual,45900.0,,,,
2020-07-14,509434,1,32809,actual,60180.0,,,,
2020-07-14,555421,1,47281,actual,296973.0,,,,
2020-07-15,206361,7,147,actual,20160.0,,,,
2020-07-15,402279,6,17904,actual,72900.0,,,,
2020-07-15,509434,2,32809,actual,109740.0,,,,
2020-07-15,555421,2,47281,actual,208981.0,,,,
2020-07-16,206361,5,147,actual,20160.0,,,,
2020-07-16,216158,5,22714,actual,48450.0,,,,
2020-07-16,509434,2,32809,actual,61360.0,,,,
2020-07-16,555421,1,47281,actual,241978.0,,,,
2020-07-17,402279,3,17904,actual,45900.0,,,,
2020-07-17,509434,1,32809,actual,67260.0,,,,
2020-07-17,555421,1,47281,actual,241678.0,,,,
2020-07-17,555421,2,,estimated,188132.67,1,7,241678.0,53777.0
2020-07-17,555421,3,,estimated,146450.61,1,7,241678.0,53777.0
2020-07-17,555421,4,,estimated,114003.44,1,7,241678.0,53777.0
2020-07-17,555421,5,,estimated,88745.13,1,7,241678.0,53777.0
2020-07-17,555421,6,,estimated,69082.93,1,7,241678.0,53777.0
2020-07-17,555421,7,47281,actual,53777.0,,,,
2020-07-18,206363,4,147,actual,42900.0,,,,
2020-07-18,402279,2,17904,actual,48600.0,,,,
2020-07-18,509434,2,32809,actual,99120.0,,,,
2020-07-18,555421,2,47281,actual,98811.0,,,,
2020-07-19,100487,2,21016,actual,111720.0,,,,
2020-07-19,100487,3,,estimated,77542.12,2,4,111720.0,53820.0
