date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2020-12-01,216158,3,31845.24,2,7,38250.0,15300.0
2020-12-01,216158,4,26512.9,2,7,38250.0,15300.0
2020-12-01,216158,5,22073.41,2,7,38250.0,15300.0
2020-12-01,216158,6,18377.26,2,7,38250.0,15300.0
2020-12-02,206363,3,34560.96,2,6,34000.0,36300.0
2020-12-02,206363,4,35131.18,2,6,34000.0,36300.0
2020-12-02,206363,5,35710.81,2,6,34000.0,36300.0
2020-12-03,101020,4,21290.68,3,7,22860.0,17200.0
2020-12-03,101020,5,19829.08,3,7,22860.0,17200.0
2020-12-03,101020,6,18467.82,3,7,22860.0,17200.0
2020-12-03,206363,3,32869.9,2,6,34000.0,29700.0
2020-12-03,206363,4,31777.35,2,6,34000.0,29700.0
2020-12-03,206363,5,30721.12,2,6,34000.0,29700.0
2020-12-04,509434,2,136102.03,1,6,148680.0,95568.0
2020-12-04,509434,3,124588.11,1,6,148680.0,95568.0
2020-12-04,509434,4,114048.24,1,6,148680.0,95568.0
2020-12-04,509434,5,104400.02,1,6,148680.0,95568.0
2020-12-04,509434,7,83169.79,6,8,95568.0,72380.0
2020-12-06,206363,6,105262.21,5,8,99000.0,119000.0
2020-12-06,206363,7,111920.52,5,8,99000.0,119000.0
2020-12-10,206363,4,361465.48,3,8,379500.0,297500.0
2020-12-10,206363,5,344287.98,3,8,379500.0,297500.0
2020-12-10,206363,6,327926.79,3,8,379500.0,297500.0
2020-12-10,206363,7,312343.12,3,8,379500.0,297500.0
2020-12-11,216158,3,30573.25,2,8,33150.0,20400.0
2020-12-11,216158,4,28196.78,2,8,33150.0,20400.0
2020-12-11,216158,5,26005.03,2,8,33150.0,20400.0
2020-12-11,216158,6,23983.64,2,8,33150.0,20400.0
2020-12-11,216158,7,22119.37,2,8,33150.0,20400.0
2020-12-12,205611,4,148018.98,3,6,183340.0,96480.0
2020-12-12,205611,5,119502.62,3,6,183340.0,96480.0
2020-12-13,206363,4,87025.86,3,5,89100.0,85000.0
2020-12-14,206363,4,58877.86,3,6,69300.0,42500.0
2020-12-14,206363,5,50023.1,3,6,69300.0,42500.0
2020-12-14,206363,7,40187.06,6,8,42500.0,38000.0
2020-12-15,206363,3,140157.24,2,5,171600.0,93500.0
2020-12-15,206363,4,114475.79,2,5,171600.0,93500.0
2020-12-17,206363,4,74654.35,3,7,93500.0,38000.0
2020-12-17,206363,5,59607.15,3,7,93500.0,38000.0
2020-12-17,206363,6,47592.79,3,7,93500.0,38000.0
2020-12-17,555421,5,71293.38,4,6,69153.0,73500.0
2020-12-19,100487,3,276322.6,2,5,430920.0,113620.0
2020-12-19,100487,4,177188.63,2,5,430920.0,113620.0
2020-12-19,100487,6,129236.77,5,7,113620.0,147000.0
2020-12-19,216158,4,30082.45,3,8,33150.0,20400.0
2020-12-19,216158,5,27298.74,3,8,33150.0,20400.0
2020-12-19,216158,6,24772.62,3,8,33150.0,20400.0
2020-12-19,216158,7,22480.25,3,8,33150.0,20400.0
2020-12-20,206363,4,180864.0,3,6,191400.0,161500.0
2020-12-20,206363,5,170907.98,3,6,191400.0,161500.0
2020-12-23,206363,7,41682.79,6,8,58500.0,29700.0
2020-12-24,216158,3,25625.61,2,7,28050.0,17850.0
2020-12-24,216158,4,23410.76,2,7,28050.0,17850.0
2020-12-24,216158,5,21387.33,2,7,28050.0,17850.0
2020-12-24,216158,6,19538.78,2,7,28050.0,17850.0
2020-12-25,206363,5,128965.11,4,6,138600.0,120000.0
2020-12-27,206363,3,63334.34,2,8,72600.0,32000.0
2020-12-27,206363,4,55251.2,2,8,72600.0,32000.0
2020-12-27,206363,5,48199.67,2,8,72600.0,32000.0
2020-12-27,206363,6,42048.09,2,8,72600.0,32000.0
2020-12-27,206363,7,36681.6,2,8,72600.0,32000.0
2020-12-28,509434,3,43431.02,2,5,48380.0,35000.0
2020-12-28,509434,4,38988.28,2,5,48380.0,35000.0
