date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2025-02-01,101535,43,15351.0,42,45,14744.0,16641.0
2025-02-01,101535,44,15982.99,42,45,14744.0,16641.0
2025-02-01,101535,46,16076.72,45,64,16641.0,8640.0
2025-02-01,101535,47,15531.57,45,64,16641.0,8640.0
2025-02-01,101535,48,15004.9,45,64,16641.0,8640.0
2025-02-01,101535,49,14496.1,45,64,16641.0,8640.0
2025-02-01,101535,50,14004.54,45,64,16641.0,8640.0
2025-02-01,101535,51,13529.65,45,64,16641.0,8640.0
2025-02-01,101535,52,13070.87,45,64,16641.0,8640.0
2025-02-01,101535,53,12627.64,45,64,16641.0,8640.0
2025-02-01,101535,54,12199.44,45,64,16641.0,8640.0
2025-02-01,101535,55,11785.75,45,64,16641.0,8640.0
2025-02-01,101535,56,11386.1,45,64,16641.0,8640.0
2025-02-01,101535,57,10999.99,45,64,16641.0,8640.0
2025-02-01,101535,58,10626.98,45,64,16641.0,8640.0
2025-02-01,101535,59,10266.62,45,64,16641.0,8640.0
2025-02-01,101535,60,9918.47,45,64,16641.0,8640.0
2025-02-01,101535,61,9582.13,45,64,16641.0,8640.0
2025-02-01,101535,62,9257.19,45,64,16641.0,8640.0
2025-02-01,101535,63,8943.27,45,64,16641.0,8640.0
2025-02-01,110409,51,16046.88,50,54,17880.0,11600.0
2025-02-01,110409,52,14401.69,50,54,17880.0,11600.0
2025-02-01,110409,53,12925.16,50,54,17880.0,11600.0
2025-02-01,200181,5,57089.47,4,10,66692.0,26240.0
2025-02-01,200181,6,48869.52,4,10,66692.0,26240.0
2025-02-01,200181,7,41833.09,4,10,66692.0,26240.0
2025-02-01,200181,8,35809.77,4,10,66692.0,26240.0
2025-02-01,200181,9,30653.7,4,10,66692.0,26240.0
2025-02-01,200181,45,8898.14,44,64,8998.0,7198.0
2025-02-01,200181,46,8799.39,44,64,8998.0,7198.0
2025-02-01,200181,47,8701.74,44,64,8998.0,7198.0
2025-02-01,200181,48,8605.17,44,64,8998.0,7198.0
2025-02-01,200181,49,8509.67,44,64,8998.0,7198.0
2025-02-01,200181,50,8415.23,44,64,8998.0,7198.0
2025-02-01,200181,51,8321.84,44,64,8998.0,7198.0
2025-02-01,200181,52,8229.48,44,64,8998.0,7198.0
2025-02-01,200181,53,8138.15,44,64,8998.0,7198.0
2025-02-01,200181,54,8047.84,44,64,8998.0,7198.0
2025-02-01,200181,55,7958.52,44,64,8998.0,7198.0
2025-02-01,200181,56,7870.2,44,64,8998.0,7198.0
2025-02-01,200181,57,7782.86,44,64,8998.0,7198.0
2025-02-01,200181,58,7696.48,44,64,8998.0,7198.0
2025-02-01,200181,59,7611.07,44,64,8998.0,7198.0
2025-02-01,200181,60,7526.6,44,64,8998.0,7198.0
2025-02-01,200181,61,7443.07,44,64,8998.0,7198.0
2025-02-01,200181,62,7360.47,44,64,8998.0,7198.0
2025-02-01,200181,63,7278.78,44,64,8998.0,7198.0
2025-02-01,201925,62,13741.88,61,75,13999.0,10799.0
2025-02-01,201925,63,13489.48,61,75,13999.0,10799.0
2025-02-01,201925,64,13241.72,61,75,13999.0,10799.0
2025-02-01,201925,65,12998.5,61,75,13999.0,10799.0
2025-02-01,201925,66,12759.76,61,75,13999.0,10799.0
2025-02-01,201925,67,12525.4,61,75,13999.0,10799.0
2025-02-01,201925,68,12295.34,61,75,13999.0,10799.0
2025-02-01,201925,69,12069.51,61,75,13999.0,10799.0
2025-02-01,201925,70,11847.82,61,75,13999.0,10799.0
2025-02-01,201925,71,11630.21,61,75,13999.0,10799.0
2025-02-01,201925,72,11416.6,61,75,13999.0,10799.0
2025-02-01,201925,73,11206.9,61,75,13999.0,10799.0
2025-02-01,201925,74,11001.06,61,75,13999.0,10799.0
2025-02-01,204964,11,53311.36,10,13,54474.0,51060.0
2025-02-01,204964,12,52173.54,10,13,54474.0,51060.0
2025-02-01,204964,14,50298.15,13,28,51060.0,40752.0
2025-02-01,204964,15,49547.67,13,28,51060.0,40752.0
2025-02-01,204964,16,48808.39,13,28,51060.0,40752.0
2025-02-01,204964,17,48080.14,13,28,51060.0,40752.0
2025-02-01,204964,18,47362.75,13,28,51060.0,40752.0
2025-02-01,204964,19,46656.07,13,28,51060.0,40752.0
2025-02-01,204964,20,45959.93,13,28,51060.0,40752.0
2025-02-01,204964,21,45274.17,13,28,51060.0,40752.0
2025-02-01,204964,22,44598.65,13,28,51060.0,40752.0
2025-02-01,204964,23,43933.21,13,28,51060.0,40752.0
2025-02-01,204964,24,43277.7,13,28,51060.0,40752.0
2025-02-01,204964,25,42631.96,13,28,51060.0,40752.0
2025-02-01,204964,26,41995.87,13,28,51060.0,40752.0
2025-02-01,204964,27,41369.26,13,28,51060.0,40752.0
2025-02-01,204964,29,39155.62,28,31,40752.0,36148.0
2025-02-01,204964,30,37621.77,28,31,40752.0,36148.0
2025-02-01,205272,7,70719.93,6,13,80798.0,31797.0
2025-02-01,205272,8,61898.9,6,13,80798.0,31797.0
2025-02-01,205272,9,54178.12,6,13,80798.0,31797.0
2025-02-01,205272,10,47420.35,6,13,80798.0,31797.0
2025-02-01,205272,11,41505.48,6,13,80798.0,31797.0
2025-02-01,205272,12,36328.37,6,13,80798.0,31797.0
2025-02-01,205272,15,30478.51,14,20,29998.0,32999.0
2025-02-01,205272,16,30966.72,14,20,29998.0,32999.0
2025-02-01,205272,17,31462.74,14,20,29998.0,32999.0
2025-02-01,205272,18,31966.71,14,20,29998.0,32999.0
2025-02-01,205272,19,32478.76,14,20,29998.0,32999.0
2025-02-01,205582,57,22228.67,56,69,19800.0,89100.0
2025-02-01,205582,58,24955.22,56,69,19800.0,89100.0
2025-02-01,205582,59,28016.19,56,69,19800.0,89100.0
2025-02-01,205582,60,31452.6,56,69,19800.0,89100.0
2025-02-01,205582,61,35310.5,56,69,19800.0,89100.0
2025-02-01,205582,62,39641.58,56,69,19800.0,89100.0
2025-02-01,205582,63,44503.89,56,69,19800.0,89100.0
2025-02-01,205582,64,49962.58,56,69,19800.0,89100.0
2025-02-01,205582,65,56090.8,56,69,19800.0,89100.0
2025-02-01,205582,66,62970.66,56,69,19800.0,89100.0
2025-02-01,205582,67,70694.37,56,69,19800.0,89100.0
2025-02-01,205582,68,79365.42,56,69,19800.0,89100.0
2025-02-01,205611,25,82458.01,24,32,89288.0,47240.0
2025-02-01,205611,26,76150.46,24,32,89288.0,47240.0
2025-02-01,205611,27,70325.4,24,32,89288.0,47240.0
2025-02-01,205611,28,64945.91,24,32,89288.0,47240.0
2025-02-01,205611,29,59977.92,24,32,89288.0,47240.0
2025-02-01,205611,30,55389.95,24,32,89288.0,47240.0
2025-02-01,205611,31,51152.92,24,32,89288.0,47240.0
2025-02-01,205611,55,44120.2,54,56,64897.0,29995.0
2025-02-01,206440,44,100246.12,43,59,98800.0,124660.0
2025-02-01,206440,45,101713.41,43,59,98800.0,124660.0
2025-02-01,206440,46,103202.18,43,59,98800.0,124660.0
2025-02-01,206440,47,104712.74,43,59,98800.0,124660.0
2025-02-01,206440,48,106245.4,43,59,98800.0,124660.0
2025-02-01,206440,49,107800.5,43,59,98800.0,124660.0
2025-02-01,206440,50,109378.36,43,59,98800.0,124660.0
2025-02-01,206440,51,110979.32,43,59,98800.0,124660.0
2025-02-01,206440,52,112603.71,43,59,98800.0,124660.0
2025-02-01,206440,53,114251.87,43,59,98800.0,124660.0
2025-02-01,206440,54,115924.16,43,59,98800.0,124660.0
2025-02-01,206440,55,117620.93,43,59,98800.0,124660.0
2025-02-01,206440,56,119342.53,43,59,98800.0,124660.0
2025-02-01,206440,57,121089.33,43,59,98800.0,124660.0
2025-02-01,206440,58,122861.69,43,59,98800.0,124660.0
2025-02-01,206440,60,123468.0,59,69,124660.0,113240.0
2025-02-01,206440,61,122287.39,59,69,124660.0,113240.0
2025-02-01,206440,62,121118.07,59,69,124660.0,113240.0
2025-02-01,206440,63,119959.94,59,69,124660.0,113240.0
2025-02-01,206440,64,118812.87,59,69,124660.0,113240.0
2025-02-01,206440,65,117676.78,59,69,124660.0,113240.0
2025-02-01,206440,66,116551.55,59,69,124660.0,113240.0
2025-02-01,206440,67,115437.08,59,69,124660.0,113240.0
2025-02-01,206440,68,114333.26,59,69,124660.0,113240.0
2025-02-01,206471,47,42326.52,46,58,42360.0,41960.0
2025-02-01,206471,48,42293.07,46,58,42360.0,41960.0
2025-02-01,206471,49,42259.64,46,58,42360.0,41960.0
2025-02-01,206471,50,42226.24,46,58,42360.0,41960.0
2025-02-01,206471,51,42192.87,46,58,42360.0,41960.0
2025-02-01,206471,52,42159.53,46,58,42360.0,41960.0
