date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2022-12-01,201925,5,43210.58,4,9,37196.0,78698.0
2022-12-01,201925,6,50197.7,4,9,37196.0,78698.0
2022-12-01,201925,7,58314.59,4,9,37196.0,78698.0
2022-12-01,201925,8,67743.95,4,9,37196.0,78698.0
2022-12-01,201925,10,70869.38,9,19,78698.0,27600.0
2022-12-01,201925,11,63819.52,9,19,78698.0,27600.0
2022-12-01,201925,12,57470.94,9,19,78698.0,27600.0
2022-12-01,201925,13,51753.9,9,19,78698.0,27600.0
2022-12-01,201925,14,46605.56,9,19,78698.0,27600.0
2022-12-01,201925,15,41969.35,9,19,78698.0,27600.0
2022-12-01,201925,16,37794.33,9,19,78698.0,27600.0
2022-12-01,201925,17,34034.62,9,19,78698.0,27600.0
2022-12-01,201925,18,30648.91,9,19,78698.0,27600.0
2022-12-01,201925,44,15797.62,43,54,14598.0,34799.0
2022-12-01,201925,45,17095.81,43,54,14598.0,34799.0
2022-12-01,201925,46,18500.68,43,54,14598.0,34799.0
2022-12-01,201925,47,20020.99,43,54,14598.0,34799.0
2022-12-01,201925,48,21666.22,43,54,14598.0,34799.0
2022-12-01,201925,49,23446.64,43,54,14598.0,34799.0
2022-12-01,201925,50,25373.37,43,54,14598.0,34799.0
2022-12-01,201925,51,27458.41,43,54,14598.0,34799.0
2022-12-01,201925,52,29714.79,43,54,14598.0,34799.0
2022-12-01,201925,53,32156.57,43,54,14598.0,34799.0
2022-12-01,201925,55,33835.66,54,62,34799.0,27799.0
2022-12-01,201925,56,32898.98,54,62,34799.0,27799.0
2022-12-01,201925,57,31988.23,54,62,34799.0,27799.0
2022-12-01,201925,58,31102.7,54,62,34799.0,27799.0
2022-12-01,201925,59,30241.68,54,62,34799.0,27799.0
2022-12-01,201925,60,29404.49,54,62,34799.0,27799.0
2022-12-01,201925,61,28590.48,54,62,34799.0,27799.0
2022-12-01,205272,5,64937.24,4,8,55992.0,101297.0
2022-12-01,205272,6,75311.54,4,8,55992.0,101297.0
2022-12-01,205272,7,87343.2,4,8,55992.0,101297.0
2022-12-01,205272,9,91404.81,8,13,101297.0,60598.0
2022-12-01,205272,10,82478.63,8,13,101297.0,60598.0
2022-12-01,205272,11,74424.13,8,13,101297.0,60598.0
2022-12-01,205272,12,67156.19,8,13,101297.0,60598.0
2022-12-01,205272,14,41115.8,13,15,60598.0,27897.0
2022-12-01,205272,52,19781.92,51,68,20000.0,16599.0
2022-12-01,205272,53,19566.21,51,68,20000.0,16599.0
2022-12-01,205272,54,19352.86,51,68,20000.0,16599.0
2022-12-01,205272,55,19141.83,51,68,20000.0,16599.0
2022-12-01,205272,56,18933.1,51,68,20000.0,16599.0
2022-12-01,205272,57,18726.65,51,68,20000.0,16599.0
2022-12-01,205272,58,18522.45,51,68,20000.0,16599.0
2022-12-01,205272,59,18320.48,51,68,20000.0,16599.0
2022-12-01,205272,60,18120.71,51,68,20000.0,16599.0
2022-12-01,205272,61,17923.12,51,68,20000.0,16599.0
2022-12-01,205272,62,17727.68,51,68,20000.0,16599.0
2022-12-01,205272,63,17534.37,51,68,20000.0,16599.0
2022-12-01,205272,64,17343.17,51,68,20000.0,16599.0
2022-12-01,205272,65,17154.06,51,68,20000.0,16599.0
2022-12-01,205272,66,16967.01,51,68,20000.0,16599.0
2022-12-01,205272,67,16782.0,51,68,20000.0,16599.0
2022-12-01,206361,15,36815.72,14,20,39468.0,26000.0
2022-12-01,206361,16,34341.67,14,20,39468.0,26000.0
2022-12-01,206361,17,32033.88,14,20,39468.0,26000.0
2022-12-01,206361,18,29881.17,14,20,39468.0,26000.0
2022-12-01,206361,19,27873.11,14,20,39468.0,26000.0
2022-12-01,206363,4,91565.49,3,21,98890.0,24750.0
