date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2021-05-01,206363,7,54270.16,6,8,59500.0,49500.0
2021-05-01,555421,4,103025.15,3,7,103990.0,100184.0
2021-05-01,555421,5,102069.26,3,7,103990.0,100184.0
2021-05-01,555421,6,101122.24,3,7,103990.0,100184.0
2021-05-04,216158,5,26677.52,4,8,28050.0,22950.0
2021-05-04,216158,6,25372.18,4,8,28050.0,22950.0
2021-05-04,216158,7,24130.72,4,8,28050.0,22950.0
2021-05-04,555421,2,103684.66,1,4,166384.0,40264.0
2021-05-04,555421,3,64612.49,1,4,166384.0,40264.0
2021-05-04,555421,5,41352.56,4,8,40264.0,44798.0
2021-05-04,555421,6,42470.54,4,8,40264.0,44798.0
2021-05-04,555421,7,43618.75,4,8,40264.0,44798.0
2021-05-09,555421,2,210765.43,1,7,239177.0,111995.0
2021-05-09,555421,3,185728.83,1,7,239177.0,111995.0
2021-05-09,555421,4,163666.28,1,7,239177.0,111995.0
2021-05-09,555421,5,144224.51,1,7,239177.0,111995.0
2021-05-09,555421,6,127092.2,1,7,239177.0,111995.0
2021-05-10,206363,5,258513.98,4,7,283800.0,214500.0
2021-05-10,206363,6,235480.89,4,7,283800.0,214500.0
2021-05-13,206363,5,122098.21,4,8,145200.0,72600.0
2021-05-13,206363,6,102671.97,4,8,145200.0,72600.0
2021-05-13,206363,7,86336.48,4,8,145200.0,72600.0
2021-05-13,216158,2,62829.38,1,7,71400.0,33150.0
2021-05-13,216158,3,55287.53,1,7,71400.0,33150.0
2021-05-13,216158,4,48650.97,1,7,71400.0,33150.0
2021-05-13,216158,5,42811.03,1,7,71400.0,33150.0
2021-05-13,216158,6,37672.09,1,7,71400.0,33150.0
2021-05-13,555421,3,167236.6,2,6,146972.0,246389.0
2021-05-13,555421,4,190295.29,2,6,146972.0,246389.0
2021-05-13,555421,5,216533.3,2,6,146972.0,246389.0
2021-05-14,555421,3,101550.12,2,7,104780.0,89596.0
2021-05-14,555421,4,98419.8,2,7,104780.0,89596.0
2021-05-14,555421,5,95385.98,2,7,104780.0,89596.0
2021-05-14,555421,6,92445.67,2,7,104780.0,89596.0
2021-05-15,206363,5,307401.51,4,8,323400.0,264000.0
2021-05-15,206363,6,292194.46,4,8,323400.0,264000.0
2021-05-15,206363,7,277739.7,4,8,323400.0,264000.0
2021-05-16,206363,4,122502.85,3,6,138600.0,95700.0
2021-05-16,206363,5,108275.22,3,6,138600.0,95700.0
2021-05-16,206363,7,90191.46,6,8,95700.0,85000.0
2021-05-18,216158,5,48382.88,4,6,61200.0,38250.0
2021-05-20,206363,5,108699.82,4,6,115500.0,102300.0
2021-05-23,206363,6,96062.49,5,8,110500.0,72600.0
2021-05-23,206363,7,83511.31,5,8,110500.0,72600.0
2021-05-27,206363,5,59919.95,4,6,52800.0,68000.0
