date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2020-06-10,206363,6,621488.94,5,7,668250.0,578000.0
2020-06-11,555421,2,113914.62,1,3,109980.0,117990.0
2020-06-15,555421,4,141039.17,3,8,164086.0,76986.0
2020-06-15,555421,5,121229.38,3,8,164086.0,76986.0
2020-06-15,555421,6,104201.97,3,8,164086.0,76986.0
2020-06-15,555421,7,89566.15,3,8,164086.0,76986.0
2020-06-16,555421,2,131490.13,1,5,153972.0,81893.0
2020-06-16,555421,3,112290.87,1,5,153972.0,81893.0
2020-06-16,555421,4,95894.94,1,5,153972.0,81893.0
2020-06-18,555421,2,150769.03,1,6,172500.0,87984.0
2020-06-18,555421,3,131775.64,1,6,172500.0,87984.0
2020-06-18,555421,4,115174.96,1,6,172500.0,87984.0
2020-06-18,555421,5,100665.56,1,6,172500.0,87984.0
