date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2021-03-01,216158,3,36322.29,2,5,43350.0,25500.0
2021-03-01,216158,4,30433.85,2,5,43350.0,25500.0
2021-03-02,216158,3,26742.45,2,6,30600.0,17850.0
2021-03-02,216158,4,23371.17,2,6,30600.0,17850.0
2021-03-02,216158,5,20424.88,2,6,30600.0,17850.0
2021-03-04,205272,2,188366.85,1,3,195187.0,181785.0
2021-03-04,205272,4,128476.04,3,5,181785.0,90800.0
2021-03-04,206471,2,758466.12,1,8,826884.0,451737.0
2021-03-04,206471,3,695709.25,1,8,826884.0,451737.0
2021-03-04,206471,4,638144.99,1,8,826884.0,451737.0
2021-03-04,206471,5,585343.7,1,8,826884.0,451737.0
2021-03-04,206471,6,536911.28,1,8,826884.0,451737.0
2021-03-04,206471,7,492486.24,1,8,826884.0,451737.0
2021-03-04,216158,5,44606.78,4,6,45900.0,43350.0
2021-03-05,206471,3,660005.23,2,4,773344.0,563277.0
2021-03-05,216158,3,125835.93,2,8,145350.0,61200.0
2021-03-05,216158,4,108941.71,2,8,145350.0,61200.0
2021-03-05,216158,5,94315.63,2,8,145350.0,61200.0
2021-03-05,216158,6,81653.17,2,8,145350.0,61200.0
2021-03-05,216158,7,70690.7,2,8,145350.0,61200.0
2021-03-07,206471,5,276544.2,4,7,299299.0,236093.0
2021-03-07,206471,6,255519.38,4,7,299299.0,236093.0
2021-03-07,216158,4,33829.59,3,5,40800.0,28050.0
2021-03-08,216158,3,42613.13,2,7,48450.0,25500.0
2021-03-08,216158,4,37479.43,2,7,48450.0,25500.0
2021-03-08,216158,5,32964.18,2,7,48450.0,25500.0
2021-03-08,216158,6,28992.88,2,7,48450.0,25500.0
2021-03-08,555421,2,290788.83,1,7,335968.0,141246.0
2021-03-08,555421,3,251685.09,1,7,335968.0,141246.0
2021-03-08,555421,4,217839.8,1,7,335968.0,141246.0
2021-03-08,555421,5,188545.83,1,7,335968.0,141246.0
2021-03-08,555421,6,163191.14,1,7,335968.0,141246.0
2021-03-10,216158,3,128680.43,2,7,145350.0,79050.0
2021-03-10,216158,4,113922.62,2,7,145350.0,79050.0
2021-03-10,216158,5,100857.3,2,7,145350.0,79050.0
2021-03-10,216158,6,89290.37,2,7,145350.0,79050.0
2021-03-10,555421,2,445990.16,1,7,503952.0,242106.0
2021-03-10,555421,3,394694.77,1,7,503952.0,242106.0
2021-03-10,555421,4,349299.08,1,7,503952.0,242106.0
2021-03-10,555421,5,309124.56,1,7,503952.0,242106.0
2021-03-10,555421,6,273570.67,1,7,503952.0,242106.0
2021-03-11,216158,3,34535.2,2,7,38250.0,22950.0
2021-03-11,216158,4,31181.17,2,7,38250.0,22950.0
2021-03-11,216158,5,28152.87,2,7,38250.0,22950.0
2021-03-11,216158,6,25418.67,2,7,38250.0,22950.0
2021-03-11,509434,3,61701.02,2,5,71980.0,45337.0
2021-03-11,509434,4,52889.89,2,5,71980.0,45337.0
2021-03-12,216158,3,36009.57,2,5,40800.0,28050.0
2021-03-12,216158,4,31781.58,2,5,40800.0,28050.0
