date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2022-09-01,100487,1,42900,actual,265000.0,,,,
2022-09-01,100487,2,42900,actual,180000.0,,,,
2022-09-01,100487,3,42900,actual,85000.0,,,,
2022-09-01,100487,4,42900,actual,65000.0,,,,
2022-09-01,100487,5,42900,actual,40183.0,,,,
2022-09-01,100487,6,,estimated,33361.49,5,9,40183.0,19092.0
2022-09-01,100487,7,,estimated,27697.97,5,9,40183.0,19092.0
2022-09-01,100487,8,,estimated,22995.88,5,9,40183.0,19092.0
2022-09-01,100487,9,42900,actual,19092.0,,,,
2022-09-01,100487,10,,estimated,18471.22,9,25,19092.0,11250.0
2022-09-01,100487,11,,estimated,17870.61,9,25,19092.0,11250.0
2022-09-01,100487,12,,estimated,17289.54,9,25,19092.0,11250.0
2022-09-01,100487,13,,estimated,16727.36,9,25,19092.0,11250.0
2022-09-01,100487,14,,estimated,16183.46,9,25,19092.0,11250.0
2022-09-01,100487,15,,estimated,15657.24,9,25,19092.0,11250.0
2022-09-01,100487,16,,estimated,15148.14,9,25,19092.0,11250.0
2022-09-01,100487,17,,estimated,14655.58,9,25,19092.0,11250.0
2022-09-01,100487,18,,estimated,14179.04,9,25,19092.0,11250.0
2022-09-01,100487,19,,estimated,13717.99,9,25,19092.0,11250.0
2022-09-01,100487,20,,estimated,13271.94,9,25,19092.0,11250.0
2022-09-01,100487,21,,estimated,12840.39,9,25,19092.0,11250.0
2022-09-01,100487,22,,estimated,12422.86,9,25,19092.0,11250.0
2022-09-01,100487,23,,estimated,12018.92,9,25,19092.0,11250.0
2022-09-01,100487,24,,estimated,11628.11,9,25,19092.0,11250.0
2022-09-01,100487,25,42900,actual,11250.0,,,,
2022-09-01,100487,61,42900,actual,10000.0,,,,
2022-09-01,100487,62,,estimated,10113.27,61,72,10000.0,11319.0
2022-09-01,100487,63,,estimated,10227.83,61,72,10000.0,11319.0
2022-09-01,100487,64,,estimated,10343.68,61,72,10000.0,11319.0
2022-09-01,100487,65,,estimated,10460.84,61,72,10000.0,11319.0
2022-09-01,100487,66,,estimated,10579.33,61,72,10000.0,11319.0
2022-09-01,100487,67,,estimated,10699.17,61,72,10000.0,11319.0
2022-09-01,100487,68,,estimated,10820.36,61,72,10000.0,11319.0
2022-09-01,100487,69,,estimated,10942.92,61,72,10000.0,11319.0
2022-09-01,100487,70,,estimated,11066.87,61,72,10000.0,11319.0
2022-09-01,100487,71,,estimated,11192.23,61,72,10000.0,11319.0
2022-09-01,100487,72,42900,actual,11319.0,,,,
2022-09-01,101535,69,19634,actual,10960.0,,,,
2022-09-01,110435,28,38994,actual,13400.0,,,,
2022-09-01,200181,4,1610,actual,48293.0,,,,
2022-09-01,200181,5,,estimated,44535.76,4,11,48293.0,27394.0
2022-09-01,200181,6,,estimated,41070.83,4,11,48293.0,27394.0
2022-09-01,200181,7,,estimated,37875.47,4,11,48293.0,27394.0
