date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2021-02-05,216158,2,35199.05,1,6,43350.0,15300.0
2021-02-05,216158,3,28580.66,1,6,43350.0,15300.0
2021-02-05,216158,4,23206.67,1,6,43350.0,15300.0
2021-02-05,216158,5,18843.11,1,6,43350.0,15300.0
2021-02-06,205611,5,34568.37,4,8,37620.0,26820.0
2021-02-06,205611,6,31764.28,4,8,37620.0,26820.0
2021-02-06,205611,7,29187.64,4,8,37620.0,26820.0
2021-02-06,216158,2,18866.56,1,4,22950.0,12750.0
2021-02-06,216158,3,15509.65,1,4,22950.0,12750.0
2021-02-08,216158,6,8711.38,5,7,10200.0,7440.0
2021-02-09,100487,2,103553.63,1,4,143640.0,53820.0
2021-02-09,100487,3,74654.3,1,4,143640.0,53820.0
2021-02-13,216158,4,21334.85,3,5,25500.0,17850.0
2021-02-14,110435,2,949924.26,1,3,1295000.0,696800.0
2021-02-14,216158,2,51992.47,1,8,63750.0,15300.0
2021-02-14,216158,3,42403.37,1,8,63750.0,15300.0
2021-02-14,216158,4,34582.78,1,8,63750.0,15300.0
2021-02-14,216158,5,28204.53,1,8,63750.0,15300.0
2021-02-14,216158,6,23002.62,1,8,63750.0,15300.0
2021-02-14,216158,7,18760.09,1,8,63750.0,15300.0
2021-02-15,110435,6,665652.98,5,8,647500.0,703500.0
2021-02-15,110435,7,684314.89,5,8,647500.0,703500.0
2021-02-15,216158,3,97024.57,2,6,114750.0,58650.0
2021-02-15,216158,4,82037.17,2,6,114750.0,58650.0
2021-02-15,216158,5,69364.85,2,6,114750.0,58650.0
2021-02-16,110435,3,210326.71,2,5,188700.0,261300.0
2021-02-16,110435,4,234432.02,2,5,188700.0,261300.0
2021-02-16,216158,3,37069.27,2,5,40800.0,30600.0
2021-02-16,216158,4,33679.67,2,5,40800.0,30600.0
2021-02-16,555421,2,275007.88,1,4,262500.0,301840.0
2021-02-16,555421,3,288111.75,1,4,262500.0,301840.0
2021-02-20,555421,3,148779.08,2,8,157485.0,111958.0
2021-02-20,555421,4,140554.43,2,8,157485.0,111958.0
2021-02-20,555421,5,132784.45,2,8,157485.0,111958.0
2021-02-20,555421,6,125443.99,2,8,157485.0,111958.0
2021-02-20,555421,7,118509.32,2,8,157485.0,111958.0
2021-02-22,216158,3,29624.84,2,5,35700.0,20400.0
2021-02-22,216158,4,24583.48,2,5,35700.0,20400.0
2021-02-22,555421,2,298779.84,1,4,335980.0,236280.0
2021-02-22,555421,3,265698.52,1,4,335980.0,236280.0
2021-02-23,509434,5,42249.84,4,8,44840.0,35343.0
2021-02-23,509434,6,39809.3,4,8,44840.0,35343.0
2021-02-23,509434,7,37509.74,4,8,44840.0,35343.0
2021-02-23,555421,2,177316.49,1,7,189000.0,128880.0
2021-02-23,555421,3,166355.22,1,7,189000.0,128880.0
2021-02-23,555421,4,156071.54,1,7,189000.0,128880.0
2021-02-23,555421,5,146423.57,1,7,189000.0,128880.0
2021-02-23,555421,6,137372.02,1,7,189000.0,128880.0
2021-02-25,216158,2,66513.17,1,7,79050.0,28050.0
2021-02-25,216158,3,55964.58,1,7,79050.0,28050.0
2021-02-25,216158,4,47088.91,1,7,79050.0,28050.0
2021-02-25,216158,5,39620.84,1,7,79050.0,28050.0
2021-02-25,216158,6,33337.15,1,7,79050.0,28050.0
2021-02-25,555421,6,163448.2,5,8,136487.0,234400.0
2021-02-25,555421,7,195735.19,5,8,136487.0,234400.0
2021-02-26,216158,4,20910.86,3,6,22950.0,17360.0
2021-02-26,216158,5,19052.89,3,6,22950.0,17360.0
2021-02-28,216158,4,14752.15,3,8,15300.0,12750.0
2021-02-28,216158,5,14223.91,3,8,15300.0,12750.0
2021-02-28,216158,6,13714.59,3,8,15300.0,12750.0
2021-02-28,216158,7,13223.5,3,8,15300.0,12750.0
