date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2022-10-01,110435,63,6909.57,62,70,6556.0,9980.0
2022-10-01,110435,64,7282.2,62,70,6556.0,9980.0
2022-10-01,110435,65,7674.93,62,70,6556.0,9980.0
2022-10-01,110435,66,8088.83,62,70,6556.0,9980.0
2022-10-01,110435,67,8525.06,62,70,6556.0,9980.0
2022-10-01,110435,68,8984.8,62,70,6556.0,9980.0
2022-10-01,110435,69,9469.34,62,70,6556.0,9980.0
2022-10-01,201925,36,68835.56,35,47,71998.0,41998.0
2022-10-01,201925,37,65812.03,35,47,71998.0,41998.0
2022-10-01,201925,38,62921.3,35,47,71998.0,41998.0
2022-10-01,201925,39,60157.54,35,47,71998.0,41998.0
2022-10-01,201925,40,57515.18,35,47,71998.0,41998.0
2022-10-01,201925,41,54988.87,35,47,71998.0,41998.0
2022-10-01,201925,42,52573.53,35,47,71998.0,41998.0
2022-10-01,201925,43,50264.28,35,47,71998.0,41998.0
2022-10-01,201925,44,48056.46,35,47,71998.0,41998.0
2022-10-01,201925,45,45945.62,35,47,71998.0,41998.0
2022-10-01,201925,46,43927.49,35,47,71998.0,41998.0
2022-10-01,205272,11,43925.27,10,20,49798.0,14198.0
2022-10-01,205272,12,38745.1,10,20,49798.0,14198.0
2022-10-01,205272,13,34175.83,10,20,49798.0,14198.0
2022-10-01,205272,14,30145.4,10,20,49798.0,14198.0
2022-10-01,205272,15,26590.28,10,20,49798.0,14198.0
2022-10-01,205272,16,23454.4,10,20,49798.0,14198.0
2022-10-01,205272,17,20688.34,10,20,49798.0,14198.0
2022-10-01,205272,18,18248.47,10,20,49798.0,14198.0
2022-10-01,205272,19,16096.34,10,20,49798.0,14198.0
2022-10-01,205272,21,16693.15,20,25,14198.0,31899.0
2022-10-01,205272,22,19626.77,20,25,14198.0,31899.0
2022-10-01,205272,23,23075.9,20,25,14198.0,31899.0
2022-10-01,205272,24,27131.14,20,25,14198.0,31899.0
2022-10-01,205272,26,30783.69,25,30,31899.0,26699.0
2022-10-01,205272,27,29707.38,25,30,31899.0,26699.0
2022-10-01,205272,28,28668.69,25,30,31899.0,26699.0
2022-10-01,205272,29,27666.32,25,30,31899.0,26699.0
2022-10-01,205272,58,11232.0,57,70,11400.0,9399.0
2022-10-01,205272,59,11066.47,57,70,11400.0,9399.0
2022-10-01,205272,60,10903.38,57,70,11400.0,9399.0
