date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2021-06-01,100487,2,42258,actual,38400.0,,,,
2021-06-01,206363,6,147,actual,112200.0,,,,
2021-06-01,509434,2,32809,actual,51920.0,,,,
2021-06-01,555421,1,47281,actual,300730.0,,,,
2021-06-02,201486,8,34820,actual,6760.0,,,,
2021-06-02,207288,7,36696,actual,34000.0,,,,
2021-06-02,216158,8,22714,actual,28050.0,,,,
2021-06-02,509434,1,32809,actual,51920.0,,,,
2021-06-02,555421,8,47281,actual,72590.0,,,,
2021-06-03,509434,1,32809,actual,49560.0,,,,
2021-06-03,558873,8,39701,actual,37000.0,,,,
2021-06-04,100487,5,42258,actual,116961.0,,,,
2021-06-04,205272,4,49776,actual,47600.0,,,,
2021-06-04,206440,1,11503,actual,1039722.0,,,,
2021-06-04,509434,1,32809,actual,125080.0,,,,
2021-06-04,555421,7,47281,actual,72590.0,,,,
2021-06-05,100487,8,42258,actual,60500.0,,,,
2021-06-05,205272,8,49776,actual,73479.0,,,,
2021-06-05,509434,1,32809,actual,414180.0,,,,
2021-06-06,205272,4,49776,actual,28000.0,,,,
2021-06-06,206363,5,147,actual,181500.0,,,,
2021-06-06,207802,8,54208,actual,67350.0,,,,
2021-06-06,509434,2,32809,actual,172280.0,,,,
2021-06-07,205272,3,49776,actual,28000.0,,,,
2021-06-07,206361,7,147,actual,28800.0,,,,
2021-06-07,206363,7,147,actual,92400.0,,,,
2021-06-07,509434,1,32809,actual,113280.0,,,,
2021-06-08,100487,6,18832,actual,24000.0,,,,
2021-06-08,206363,7,147,actual,105600.0,,,,
2021-06-08,206440,7,11503,actual,292197.0,,,,
2021-06-08,206471,5,11503,actual,127584.0,,,,
2021-06-08,509434,1,32809,actual,88500.0,,,,
2021-06-08,566403,6,23590,actual,524580.0,,,,
2021-06-09,100487,6,42258,actual,27500.0,,,,
2021-06-09,206363,6,147,actual,144500.0,,,,
2021-06-09,206363,7,147,actual,112200.0,,,,
2021-06-09,509434,1,32809,actual,92040.0,,,,
2021-06-10,100487,5,42258,actual,77000.0,,,,
2021-06-10,110632,7,35913,actual,346500.0,,,,
2021-06-10,205272,6,49776,actual,92400.0,,,,
2021-06-10,205272,7,49776,actual,90974.0,,,,
2021-06-10,206363,5,147,actual,485100.0,,,,
2021-06-10,206363,6,147,actual,552500.0,,,,
2021-06-10,206471,6,11503,actual,457176.0,,,,
2021-06-10,509434,1,32809,actual,411820.0,,,,
2021-06-10,566061,4,19199,actual,91000.0,,,,
2021-06-11,100487,1,42258,actual,44000.0,,,,
2021-06-11,101020,79,12234,actual,4300.0,,,,
2021-06-11,110435,25,12356,actual,41720.0,,,,
2021-06-11,110435,78,12356,actual,9960.0,,,,
2021-06-11,201486,58,34820,actual,2040.0,,,,
2021-06-11,201632,16,7986,actual,18000.0,,,,
2021-06-11,201632,58,52578,actual,9960.0,,,,
2021-06-11,205272,8,49776,actual,17495.0,,,,
2021-06-11,205582,20,39441,actual,77120.0,,,,
2021-06-11,205611,10,39441,actual,25940.0,,,,
2021-06-11,206361,23,147,actual,39000.0,,,,
2021-06-11,206361,24,,estimated,36531.96,23,34,39000.0,19000.0
2021-06-11,206361,25,,estimated,34220.11,23,34,39000.0,19000.0
2021-06-11,206361,26,,estimated,32054.55,23,34,39000.0,19000.0
2021-06-11,206361,27,,estimated,30026.03,23,34,39000.0,19000.0
2021-06-11,206361,28,,estimated,28125.88,23,34,39000.0,19000.0
2021-06-11,206361,29,,estimated,26345.97,23,34,39000.0,19000.0
2021-06-11,206361,30,,estimated,24678.7,23,34,39000.0,19000.0
2021-06-11,206361,31,,estimated,23116.93,23,34,39000.0,19000.0
2021-06-11,206361,32,,estimated,21654.0,23,34,39000.0,19000.0
2021-06-11,206361,33,,estimated,20283.64,23,34,39000.0,19000.0
2021-06-11,206361,34,147,actual,19000.0,,,,
2021-06-11,206361,35,,estimated,18686.19,34,49,19000.0,14800.0
2021-06-11,206361,36,,estimated,18377.57,34,49,19000.0,14800.0
2021-06-11,206361,37,,estimated,18074.04,34,49,19000.0,14800.0
2021-06-11,206361,38,,estimated,17775.53,34,49,19000.0,14800.0
2021-06-11,206361,39,,estimated,17481.95,34,49,19000.0,14800.0
2021-06-11,206361,40,,estimated,17193.21,34,49,19000.0,14800.0
2021-06-11,206361,41,,estimated,16909.25,34,49,19000.0,14800.0
2021-06-11,206361,42,,estimated,16629.97,34,49,19000.0,14800.0
2021-06-11,206361,43,,estimated,16355.31,34,49,19000.0,14800.0
2021-06-11,206361,44,,estimated,16085.18,34,49,19000.0,14800.0
2021-06-11,206361,45,,estimated,15819.51,34,49,19000.0,14800.0
2021-06-11,206361,46,,estimated,15558.23,34,49,19000.0,14800.0
2021-06-11,206361,47,,estimated,15301.27,34,49,19000.0,14800.0
2021-06-11,206361,48,,estimated,15048.55,34,49,19000.0,14800.0
2021-06-11,206361,49,33112,actual,14800.0,,,,
2021-06-11,206361,74,147,actual,9900.0,,,,
2021-06-11,206361,75,,estimated,8243.67,74,80,9900.0,3300.0
2021-06-11,206361,76,,estimated,6864.43,74,80,9900.0,3300.0
2021-06-11,206361,77,,estimated,5715.92,74,80,9900.0,3300.0
2021-06-11,206361,78,,estimated,4759.55,74,80,9900.0,3300.0
