date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2021-10-01,100487,12,18832,actual,20000.0,,,,
2021-10-01,101020,52,34820,actual,6840.0,,,,
2021-10-01,101535,23,1918,actual,27726.0,,,,
2021-10-01,101535,24,,estimated,26714.91,23,40,27726.0,14744.0
2021-10-01,101535,25,,estimated,25740.7,23,40,27726.0,14744.0
2021-10-01,101535,26,,estimated,24802.01,23,40,27726.0,14744.0
2021-10-01,101535,27,,estimated,23897.55,23,40,27726.0,14744.0
2021-10-01,101535,28,,estimated,23026.07,23,40,27726.0,14744.0
2021-10-01,101535,29,,estimated,22186.37,23,40,27726.0,14744.0
2021-10-01,101535,30,,estimated,21377.3,23,40,27726.0,14744.0
2021-10-01,101535,31,,estimated,20597.72,23,40,27726.0,14744.0
2021-10-01,101535,32,,estimated,19846.57,23,40,27726.0,14744.0
2021-10-01,101535,33,,estimated,19122.82,23,40,27726.0,14744.0
2021-10-01,101535,34,,estimated,18425.45,23,40,27726.0,14744.0
2021-10-01,101535,35,,estimated,17753.52,23,40,27726.0,14744.0
2021-10-01,101535,36,,estimated,17106.09,23,40,27726.0,14744.0
2021-10-01,101535,37,,estimated,16482.27,23,40,27726.0,14744.0
2021-10-01,101535,38,,estimated,15881.19,23,40,27726.0,14744.0
2021-10-01,101535,39,,estimated,15302.04,23,40,27726.0,14744.0
2021-10-01,101535,40,1918,actual,14744.0,,,,
2021-10-01,101535,67,1918,actual,12594.0,,,,
2021-10-01,110365,41,44222,actual,8800.0,,,,
2021-10-01,110365,76,9159,actual,3600.0,,,,
2021-10-01,110435,62,12356,actual,19960.0,,,,
2021-10-01,110435,63,,estimated,19241.09,62,65,19960.0,17880.0
2021-10-01,110435,64,,estimated,18548.06,62,65,19960.0,17880.0
2021-10-01,110435,65,12356,actual,17880.0,,,,
2021-10-01,205582,69,12080,actual,24000.0,,,,
2021-10-01,205611,13,39441,actual,44700.0,,,,
2021-10-01,206361,8,147,actual,28800.0,,,,
2021-10-01,206363,4,147,actual,108900.0,,,,
2021-10-01,206363,5,,estimated,101642.96,4,15,108900.0,51000.0
2021-10-01,206363,6,,estimated,94869.52,4,15,108900.0,51000.0
2021-10-01,206363,7,,estimated,88547.46,4,15,108900.0,51000.0
2021-10-01,206363,8,,estimated,82646.69,4,15,108900.0,51000.0
2021-10-01,206363,9,,estimated,77139.14,4,15,108900.0,51000.0
2021-10-01,206363,10,,estimated,71998.61,4,15,108900.0,51000.0
2021-10-01,206363,11,,estimated,67200.64,4,15,108900.0,51000.0
