date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2024-09-01,all,61469747,61373996,67820230
2024-09-02,all,43256799,43189314,47591450
2024-09-03,all,42658990,42592865,46893547
2024-09-04,all,53404452,53321481,58721087
2024-09-05,all,58266423,58175901,64108560
2024-09-06,all,71463226,71351923,78659473
2024-09-07,all,75816311,75698378,83578786
2024-09-08,all,78067171,77945661,86072785
2024-09-09,all,78434833,78312623,86516927
2024-09-10,all,81591643,81464560,90100946
2024-09-11,all,95583221,95433149,105605451
2024-09-12,all,61814242,61717088,68212947
2024-09-13,all,51728979,51647761,57065684
2024-09-14,all,59087322,58994857,65204512
2024-09-15,all,78596964,78474077,86932590
2024-09-16,all,56924844,56835804,62856755
2024-09-17,all,59618825,59525997,65850769
2024-09-18,all,56087728,56001174,61743757
2024-09-19,all,44613403,44544202,49083328
2024-09-20,all,60396763,60303747,66642328
2024-09-21,all,56046317,55959820,61861513
2024-09-22,all,63263709,63166443,69943910
2024-09-23,all,54933622,54848692,60700193
2024-09-24,all,71968642,71857970,79836061
2024-09-25,all,70400560,70292071,77969362
2024-09-26,all,49215827,49139753,54430450
2024-09-27,all,47510323,47436971,52595424
2024-09-28,all,51043726,50965147,56481090
2024-09-29,all,57158020,57069783,63356528
2024-09-30,all,70776585,70667840,78678181
2024-09-01,100181,376901,376321,405859
2024-09-01,100487,126410,126232,154120
2024-09-01,100992,163631,163396,188020
2024-09-01,101020,66448,66350,73353
2024-09-01,101384,10867689,10851919,12487536
2024-09-01,101535,213912,213604,260869
2024-09-01,101954,314236,313781,383213
2024-09-01,110365,453860,453204,488735
2024-09-01,110409,38703,38648,47199
2024-09-01,110435,199418,199129,214739
2024-09-01,110632,114114,113949,139163
2024-09-01,200181,94282,94150,108299
2024-09-01,201184,13026554,13007032,14027375
2024-09-01,201351,267406,267019,287952
2024-09-01,201486,58400,58315,64469
2024-09-01,201632,168432,168194,181372
2024-09-01,201925,716985,714146,772069
2024-09-01,202502,248140,247781,267204
2024-09-01,204586,2122360,2119283,2342899
2024-09-01,204934,463333,462661,498930
2024-09-01,204964,687994,686997,740852
2024-09-01,205272,99634,99491,114413
2024-09-01,205582,477395,476703,582175
2024-09-01,205611,78532,78425,84565
2024-09-01,205761,142437,142233,163599
2024-09-01,206361,208550,208247,224570
2024-09-01,206363,1911759,1908946,2058636
2024-09-01,206440,418194,417594,450323
2024-09-01,206471,196229,195944,211305
2024-09-01,207288,144846,144646,155977
2024-09-01,207774,216834,216522,233494
2024-09-01,207802,178725,178468,197296
2024-09-01,207966,748732,747646,806257
2024-09-01,208532,111449,111290,135755
2024-09-01,210022,270522,270130,291306
2024-09-01,210413,1230037,1228250,1412127
2024-09-01,212377,481676,480979,534021
2024-09-01,214099,394154,393590,457249
2024-09-01,214104,219782,219467,268028
2024-09-01,214781,375314,374690,404147
