date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2023-11-01,all,43707723,43639094,48421012
2023-11-02,all,31606840,31557412,34969733
2023-11-03,all,28942489,28897285,32031001
2023-11-04,all,35655125,35599443,39500724
2023-11-05,all,41432835,41367892,45858230
2023-11-06,all,45629473,45557005,50634115
2023-11-07,all,44652644,44581789,49563104
2023-11-08,all,42099285,42032556,46675472
2023-11-09,all,39733610,39670807,44053840
2023-11-10,all,49930483,49851449,55470229
2023-11-11,all,55595696,55507271,61826311
2023-11-12,all,50532679,50452195,56283244
2023-11-13,all,40527852,40463931,45069155
2023-11-14,all,40429972,40366354,44967272
2023-11-15,all,47460851,47386108,52693165
2023-11-16,all,47442854,47367954,52734019
2023-11-17,all,36643743,36585699,40689147
2023-11-18,all,43648929,43580646,48474515
2023-11-19,all,40942375,40878059,45534686
2023-11-20,all,45584805,45513363,50600925
2023-11-21,all,46315183,46242225,51432271
2023-11-22,all,47930011,47854783,53251496
2023-11-23,all,45284301,45213314,50270599
2023-11-24,all,46675423,46602280,51871763
2023-11-25,all,50278822,50199646,55873222
2023-11-26,all,62305733,62205886,69426800
2023-11-27,all,69472394,69360220,77476915
2023-11-28,all,59119870,59024009,66047634
2023-11-29,all,53308372,53221871,59466154
2023-11-30,all,67397315,67288883,75235369
2023-11-01,100181,299268,298807,322263
2023-11-01,100487,266389,266008,324783
2023-11-01,100992,199312,199023,229021
2023-11-01,101020,79856,79741,88153
2023-11-01,101384,7834165,7822794,9001859
2023-11-01,101535,156600,156376,190974
2023-11-01,101954,212490,212183,259133
2023-11-01,110365,310012,309566,333828
2023-11-01,110409,34048,33999,41523
2023-11-01,110435,40826,40767,43965
2023-11-01,110632,8822,8809,10759
2023-11-01,200181,242242,241892,278261
2023-11-01,201184,290096,289662,312383
2023-11-01,201351,1753471,1750928,1888189
2023-11-01,201486,1862,1860,2056
2023-11-01,201632,257740,257370,277544
2023-11-01,201925,251379,250383,270692
2023-11-01,202502,368126,367592,396410
2023-11-01,204586,2312122,2308767,2552380
2023-11-01,204934,65749,65653,70801
2023-11-01,204964,563328,562511,606607
2023-11-01,205272,386355,385793,443656
2023-11-01,205582,436487,435859,532290
2023-11-01,205611,589420,588567,634703
2023-11-01,205761,210749,210444,242064
2023-11-01,206361,272129,271732,293036
