date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2024-03-01,all,28395784,28349942,31303780
2024-03-02,all,24469266,24429673,27003070
2024-03-03,all,25869743,25827677,28556766
2024-03-04,all,33634846,33580692,37132345
2024-03-05,all,38481999,38419259,42547780
2024-03-06,all,42054784,41981026,46407811
2024-03-07,all,41966262,41893021,46300369
2024-03-08,all,41458009,41385608,45748928
2024-03-09,all,44925969,44847639,49657289
2024-03-10,all,50306974,50220241,55726383
2024-03-11,all,53060423,52964352,58672783
2024-03-12,all,35541440,35478645,39266405
2024-03-13,all,31709501,31656018,34991940
2024-03-14,all,30431391,30380507,33581589
2024-03-15,all,36883337,36820732,40686577
2024-03-16,all,29841007,29790225,32924169
2024-03-17,all,31452819,31398987,34704071
2024-03-18,all,31154662,31103972,34316940
2024-03-19,all,25371910,25330778,27948973
2024-03-20,all,32054681,32002456,35297980
2024-03-21,all,27691034,27646368,30474809
2024-03-22,all,27030050,26986375,29747236
2024-03-23,all,27921783,27876309,30724499
2024-03-24,all,30240291,30190503,33287675
2024-03-25,all,35550064,35490897,39191537
2024-03-26,all,30693954,30642837,33814971
2024-03-27,all,36383762,36322257,40072023
2024-03-28,all,28229465,28182840,31118702
2024-03-29,all,27079724,27034909,29856868
2024-03-30,all,37922589,37858548,41810683
2024-03-31,all,29615630,29565774,32637659
2024-03-01,100181,40123,40063,43204
2024-03-01,100487,120766,120597,147241
2024-03-01,100992,175364,175110,201500
2024-03-01,101020,58395,58311,64464
2024-03-01,101384,2436005,2432470,2799093
2024-03-01,101535,37844,37792,46153
2024-03-01,101954,165967,165729,202399
2024-03-01,110365,232534,232199,250396
2024-03-01,110409,11671,11655,14234
2024-03-01,110435,70318,70217,75720
2024-03-01,110632,127330,127144,155279
2024-03-01,200181,80673,80558,92669
2024-03-01,201184,903349,901995,972755
2024-03-01,201351,1429268,1427196,1539079
2024-03-01,201486,68228,68129,75318
2024-03-01,201632,197349,197067,212507
2024-03-01,201925,135163,134630,145546
2024-03-01,202502,306463,306019,330008
2024-03-01,204586,526035,525273,580697
2024-03-01,204934,64484,64390,69438
2024-03-01,204964,98022,97882,105554
2024-03-01,205272,70240,70141,80659
2024-03-01,205582,143874,143669,175455
2024-03-01,205611,121856,121683,131221
2024-03-01,205761,188182,187914,216145
2024-03-01,206361,343794,343295,370207
2024-03-01,206363,11138,11122,11992
2024-03-01,206440,969390,967988,1043867
2024-03-01,206471,289099,288682,311310
2024-03-01,207288,125875,125699,135548
2024-03-01,207774,81786,81669,88072
2024-03-01,207802,109103,108949,120441
2024-03-01,207966,84207,84084,90676
2024-03-01,208532,48931,48862,59600
2024-03-01,210022,629737,628824,678119
2024-03-01,210413,33092,33044,37991
2024-03-01,212377,197855,197568,219357
2024-03-01,214099,423341,422730,491111
2024-03-01,214104,38737,38681,47239
2024-03-01,214781,205691,205351,221493
2024-03-01,215430,268156,267768,288759
2024-03-01,215913,663999,663038,809755
2024-03-01,216158,44541,44479,47964
2024-03-01,216173,164705,164464,177360
