date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2025-11-01,all,45535998,45316882,50078362
2025-11-02,all,37327449,37158717,41087648
2025-11-03,all,32049439,31911812,35248943
2025-11-04,all,36281899,36128611,39890346
2025-11-05,all,43972354,43789070,48267578
2025-11-06,all,42502412,42308607,46741620
2025-11-07,all,40912996,40730581,45019709
2025-11-08,all,43106076,42916126,47434675
2025-11-09,all,44634821,44440490,49103172
2025-11-10,all,49689773,49472290,54643758
2025-11-11,all,53176375,52924019,58551853
2025-11-12,all,41415777,41222287,45675334
2025-11-13,all,36208774,36040830,39918333
2025-11-14,all,34116985,33962247,37603690
2025-11-15,all,45731146,45525821,50318599
2025-11-16,all,46298374,46084513,50951546
2025-11-17,all,35457863,35293483,39053031
2025-11-18,all,40340032,40158975,44381709
2025-11-19,all,33172937,33019232,36551017
2025-11-20,all,44388927,44178455,48792804
2025-11-21,all,48026686,47778477,52834389
2025-11-22,all,50321408,50066190,55353039
2025-11-23,all,50219290,49970233,55219690
2025-11-24,all,49318451,49075002,54250941
2025-11-25,all,53341816,53086769,58649196
2025-11-26,all,58731312,58428350,64649460
2025-11-27,all,62113872,61806360,68377322
2025-11-28,all,40856050,40649281,45042849
2025-11-29,all,42074415,41870166,46400093
2025-11-30,all,54740036,54484151,60285493
2025-11-01,100181,18783,18755,20226
2025-11-01,100487,174531,174277,212788
2025-11-01,100992,1133458,1131815,1302401
2025-11-01,101020,301032,300596,332313
2025-11-01,101535,123949,123771,151156
2025-11-01,101954,5813,5805,7089
2025-11-01,110365,153984,153761,165816
2025-11-01,110409,20769,20740,25330
2025-11-01,110435,33687,33639,36277
2025-11-01,110632,1063269,1061726,1296669
2025-11-01,200181,89448,89319,102747
2025-11-01,201184,146665,146446,157935
2025-11-01,201351,518988,518233,558860
2025-11-01,201486,613774,612884,677551
2025-11-01,201632,396916,396343,427413
2025-11-01,201925,60084,59847,64702
2025-11-01,202502,10740,10725,11565
2025-11-01,204586,71343,71241,78757
2025-11-01,204934,133268,133075,143507
2025-11-01,204964,376978,376433,405941
2025-11-01,205272,180712,180448,207514
2025-11-01,205582,152660,152445,186168
2025-11-01,205611,1032466,1030974,1111786
2025-11-01,205761,203916,203623,234214
2025-11-01,206361,754582,753487,812557
2025-11-01,206363,36359,36306,39151
2025-11-01,206440,1301462,1299577,1401452
2025-11-01,206471,494860,494145,532882
2025-11-01,207288,117598,117435,126631
2025-11-01,207774,226628,226303,244041
2025-11-01,207802,85138,85015,93986
2025-11-01,207966,77342,77230,83285
2025-11-01,208532,42784,42724,52112
2025-11-01,210022,398339,397760,428944
2025-11-01,210413,22112,22079,25385
2025-11-01,212377,9169,9157,10166
2025-11-01,214099,84921,84799,98518
2025-11-01,214104,82320,82201,100389
2025-11-01,214781,253019,252598,272459
2025-11-01,215430,486742,486037,524138
2025-11-01,215913,357231,356714,435647
2025-11-01,216158,100058,99913,107745
2025-11-01,216173,416577,415957,448584
2025-11-01,216424,412742,412144,444451
2025-11-01,301577,1261189,1259362,1358087
2025-11-01,304080,244680,244326,263478
2025-11-01,304763,137726,137526,148307
2025-11-01,401131,374816,374273,413762
2025-11-01,401534,144836,144215,155964
2025-11-01,402018,143808,143599,154857
2025-11-01,402279,160997,160719,173366
2025-11-01,407120,229756,229423,264002
2025-11-01,408789,196515,195932,211610
2025-11-01,501098,57435,57353,64240
2025-11-01,502221,106221,106065,129493
2025-11-01,502280,608846,607964,655621
2025-11-01,502835,814838,813661,877442
2025-11-01,506012,194256,193973,223210
2025-11-01,506536,637491,636567,686468
2025-11-01,506539,66559,66464,71673
2025-11-01,507515,303502,302993,326819
2025-11-01,507843,1392752,1390732,1499757
2025-11-01,508456,132470,132278,142645
2025-11-01,508599,347552,347048,374254
2025-11-01,509417,196382,196098,239490
2025-11-01,509434,397165,396589,456348
2025-11-01,510003,229720,229388,247370
2025-11-01,511293,1523854,1521642,1858358
2025-11-01,551180,600846,598488,647009
2025-11-01,551228,1370917,1368512,1476243
2025-11-01,551732,221826,221506,254888
2025-11-01,551736,184843,184578,204035
2025-11-01,554973,416836,416229,448863
2025-11-01,555003,56229,56148,60549
2025-11-01,555421,16220,16197,17466
2025-11-01,558754,1323859,1172291,1425570
2025-11-01,558846,874646,873377,941841
2025-11-01,558873,1456263,1453860,1568147
2025-11-01,560271,1048848,1047331,1129431
2025-11-01,562641,767488,766373,935962
2025-11-01,563339,1691714,1689258,1821687
2025-11-01,563342,4683320,4676525,5043136
2025-11-01,563689,1155381,1153707,1244148
2025-11-01,564286,353729,353216,380905
2025-11-01,564647,229550,229217,279939
2025-11-01,564895,171606,171358,197186
2025-11-01,565724,893455,892160,962099
2025-11-01,566061,327960,327486,353159
2025-11-01,566403,404478,403891,446507
2025-11-01,566647,24994,24960,26912
2025-11-01,567251,683549,682558,785432
2025-11-01,567434,72599,72494,88536
2025-11-01,567538,288331,287911,318291
2025-11-01,567554,18543,18290,19969
2025-11-01,567623,134846,134636,145208
2025-11-01,567645,207051,206751,237912
2025-11-01,567662,877021,875749,944404
2025-11-01,567664,1967417,1964561,2118573
2025-11-01,567665,331051,330572,356486
2025-11-02,100181,17426,17400,18767
2025-11-02,100487,138989,138791,169456
2025-11-02,100992,876564,875292,1007218
2025-11-02,101020,267799,267411,295627
2025-11-02,101535,87507,87381,106717
2025-11-02,101954,4839,4833,5900
2025-11-02,110365,146716,146504,157990
2025-11-02,110409,23504,23472,28662
2025-11-02,110435,31773,31729,34214
2025-11-02,110632,978755,977334,1193605
2025-11-02,200181,83711,83591,96156
2025-11-02,201184,122777,122593,132207
2025-11-02,201351,495737,495015,533824
2025-11-02,201486,541996,541209,598318
2025-11-02,201632,303915,303473,327262
2025-11-02,201925,49758,49565,53579
2025-11-02,202502,9915,9901,10678
2025-11-02,204586,74446,74340,82183
2025-11-02,204934,126681,126497,136414
2025-11-02,204964,299984,299550,323032
2025-11-02,205272,165511,165270,190058
2025-11-02,205582,132660,132473,161777
2025-11-02,205611,968022,966624,1042390
2025-11-02,205761,186412,186144,214107
2025-11-02,206361,571851,571021,615785
2025-11-02,206363,32450,32403,34942
2025-11-02,206440,782781,781650,842923
2025-11-02,206471,411519,410923,443134
2025-11-02,207288,103085,102942,111004
2025-11-02,207774,157661,157434,169776
2025-11-02,207802,84967,84843,93797
2025-11-02,207966,75328,75219,81116
2025-11-02,208532,41132,41074,50102
2025-11-02,210022,366792,366259,394972
2025-11-02,210413,16528,16505,18975
2025-11-02,212377,9455,9442,10483
2025-11-02,214099,83702,83583,97103
2025-11-02,214104,62277,62187,75947
2025-11-02,214781,157453,157193,169550
2025-11-02,215430,401503,400921,432352
2025-11-02,215913,348020,347518,424412
2025-11-02,216158,102407,102262,110275
2025-11-02,216173,280666,280252,302229
2025-11-02,216424,268875,268487,289531
2025-11-02,301577,1118928,1117308,1204893
2025-11-02,304080,281979,281570,303644
2025-11-02,304763,110969,110808,119495
2025-11-02,401131,268306,267917,296187
2025-11-02,401534,113773,113286,122514
2025-11-02,402018,126122,125939,135812
