date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2025-05-01,all,48830291,48598011,53489917
2025-05-02,all,36679595,36495792,40263699
2025-05-03,all,34821826,34653175,38203340
2025-05-04,all,34661370,34493302,38015154
2025-05-05,all,43034188,42827114,47178211
2025-05-06,all,32905153,32743566,36093081
2025-05-07,all,32186508,32025317,35307997
2025-05-08,all,30658488,30503779,33626874
2025-05-09,all,31498962,31347312,34531762
2025-05-10,all,45095692,44895952,49420109
2025-05-11,all,42257069,42051824,46328549
2025-05-12,all,41312768,41116373,45296703
2025-05-13,all,43012535,42814986,47190280
2025-05-14,all,39872660,39677888,43737642
2025-05-15,all,52537145,52286037,57612616
2025-05-16,all,49163209,48900255,53933580
2025-05-17,all,38935908,38731314,42763545
2025-05-18,all,48532760,48290973,53214146
2025-05-19,all,33749533,33570069,37020778
2025-05-20,all,50218710,49964788,54987632
2025-05-21,all,30029768,29850588,32948531
2025-05-22,all,29006917,28828721,31809675
2025-05-23,all,27678946,27517282,30321469
2025-05-24,all,28442569,28279697,31143616
2025-05-25,all,38330434,38121716,42032923
2025-05-26,all,32134529,31950590,35202002
2025-05-27,all,41522288,41296958,45530233
2025-05-28,all,28508732,28345176,31262423
2025-05-29,all,28085225,27922196,30796175
2025-05-30,all,36005839,35792729,39480278
2025-05-31,all,27254781,27097528,29888984
2025-05-01,100181,90645,90505,97608
2025-05-01,100487,96897,96759,118138
2025-05-01,100992,812389,811211,933478
2025-05-01,101020,833977,832768,920639
2025-05-01,101384,1405316,1403274,1614783
2025-05-01,101535,363682,363158,443515
2025-05-01,101954,236481,236139,288388
2025-05-01,110365,78710,78599,84760
2025-05-01,110409,253795,253427,309506
2025-05-01,110435,122622,122445,132043
2025-05-01,110632,99559,99414,121413
2025-05-01,200181,33727,33681,38740
2025-05-01,201184,5025684,5018157,5411804
2025-05-01,201351,173062,172813,186361
2025-05-01,201486,690168,689168,761886
2025-05-01,201632,132739,132551,142933
2025-05-01,201925,528735,526638,569353
2025-05-01,202502,52801,52725,56857
2025-05-01,204586,395809,395234,436940
2025-05-01,204934,112518,112356,121162
2025-05-01,204964,221173,220855,238167
2025-05-01,205272,113060,112899,129829
2025-05-01,205582,80143,80034,97733
2025-05-01,205611,129481,129298,139428
2025-05-01,205761,132581,132393,152283
2025-05-01,206361,778559,777429,838374
2025-05-01,206363,363333,362799,391246
2025-05-01,206440,4023777,4017940,4332921
2025-05-01,206471,981450,980029,1056856
2025-05-01,207288,122933,122763,132376
2025-05-01,207774,3777329,3771848,4067538
2025-05-01,207802,69933,69833,77199
2025-05-01,207966,329879,329401,355223
2025-05-01,208532,11462,11447,13960
2025-05-01,210022,436905,436271,470472
2025-05-01,210413,60325,60237,69257
2025-05-01,212377,33619,33572,37271
2025-05-01,214099,158895,158668,184330
2025-05-01,214104,206102,205801,251346
2025-05-01,214781,243616,243213,262335
2025-05-01,215430,89386,89259,96252
2025-05-01,215913,145045,144838,176886
2025-05-01,216158,77869,77758,83853
2025-05-01,216173,351261,350739,378250
2025-05-01,216424,619211,618315,666786
2025-05-01,301577,883280,882002,951142
2025-05-01,304080,188077,187805,202529
2025-05-01,304763,425035,424418,457689
2025-05-01,401131,259121,258746,286049
2025-05-01,401534,338693,337239,364713
2025-05-01,402018,150808,150589,162394
2025-05-01,402279,327786,327219,352967
2025-05-01,407120,147700,147490,169715
2025-05-01,408789,105954,105639,114092
2025-05-01,501098,509172,508433,569494
2025-05-01,502221,56221,56140,68540
2025-05-01,502280,407421,406834,438723
2025-05-01,502835,769273,768159,828377
2025-05-01,506012,108211,108055,124339
2025-05-01,506536,113123,112962,121814
2025-05-01,506539,76231,76123,82088
2025-05-01,507515,378519,377884,407601
2025-05-01,507843,1239660,1237860,1334902
2025-05-01,508456,109347,109191,117747
2025-05-01,508599,434629,433999,468021
2025-05-01,509417,147623,147411,180028
2025-05-01,509434,266812,266423,306571
2025-05-01,510003,725883,724830,781652
2025-05-01,511293,78480,78366,95707
2025-05-01,551180,1418050,1412482,1526995
2025-05-01,551228,2394175,2389975,2578119
2025-05-01,551732,76172,76068,87530
2025-05-01,551736,114222,114061,126088
2025-05-01,554973,113505,113340,122224
2025-05-01,555003,49986,49914,53826
2025-05-01,555421,23431,23398,25232
2025-05-01,558754,1360393,1204642,1464911
2025-05-01,558846,594419,593561,640087
2025-05-01,558873,180139,179846,193979
2025-05-01,560271,972840,971434,1047584
2025-05-01,562641,466283,465607,568637
2025-05-01,563339,353219,352705,380356
2025-05-01,563342,1093034,1091449,1177010
2025-05-01,563689,171803,171556,185002
2025-05-01,564286,354876,354361,382140
2025-05-01,564647,96770,96629,118010
2025-05-01,564895,365766,365235,420285
2025-05-01,565724,104589,104437,112625
2025-05-01,566061,429600,428978,462607
2025-05-01,566403,253894,253526,280278
2025-05-01,566647,279113,278707,300557
2025-05-01,567251,573455,572622,658928
2025-05-01,567434,942567,941199,1149473
2025-05-01,567538,562016,561197,620418
2025-05-01,567554,44764,44151,48204
2025-05-01,567623,132183,131976,142337
2025-05-01,567645,315458,315004,362477
2025-05-01,567662,571482,570653,615389
2025-05-01,567664,810462,809286,872729
2025-05-01,567665,267923,267534,288508
2025-05-02,100181,102073,101917,109914
2025-05-02,100487,73276,73173,89339
2025-05-02,100992,702347,701331,807033
2025-05-02,101020,822814,821621,908315
2025-05-02,101384,1437803,1435717,1652112
2025-05-02,101535,207303,207002,252809
2025-05-02,101954,200340,200051,244317
2025-05-02,110365,77335,77229,83278
2025-05-02,110409,213201,212893,260001
2025-05-02,110435,112881,112716,121553
2025-05-02,110632,88232,88103,107600
2025-05-02,200181,33805,33757,38832
2025-05-02,201184,3152568,3147843,3394779
2025-05-02,201351,156079,155855,168069
2025-05-02,201486,637261,636338,703479
2025-05-02,201632,94036,93904,101264
2025-05-02,201925,289497,288352,311739
2025-05-02,202502,54328,54250,58503
2025-05-02,204586,448765,448114,495398
2025-05-02,204934,89557,89428,96438
2025-05-02,204964,162457,162224,174939
2025-05-02,205272,99783,99640,114583
2025-05-02,205582,60878,60793,74243
2025-05-02,205611,120431,120262,129677
2025-05-02,205761,120952,120781,138924
2025-05-02,206361,525740,524978,566132
2025-05-02,206363,376163,375609,405064
2025-05-02,206440,2949960,2945682,3176607
2025-05-02,206471,879276,878004,946831
2025-05-02,207288,88369,88247,95155
2025-05-02,207774,2154074,2150949,2319575
2025-05-02,207802,66697,66601,73628
2025-05-02,207966,266475,266088,286947
2025-05-02,208532,12223,12207,14887
2025-05-02,210022,413958,413357,445763
2025-05-02,210413,60359,60270,69296
2025-05-02,212377,34802,34753,38585
2025-05-02,214099,153562,153344,178142
2025-05-02,214104,134801,134605,164392
2025-05-02,214781,137403,137176,147961
2025-05-02,215430,115404,115238,124271
2025-05-02,215913,139589,139388,170228
2025-05-02,216158,73293,73188,78924
2025-05-02,216173,227566,227227,245049
2025-05-02,216424,416496,415891,448491
2025-05-02,301577,803588,802427,865329
