date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2022-09-01,all,12880005,12858218,14113743
2022-09-02,all,10652593,10634989,11721972
2022-09-03,all,10607011,10589474,11661911
2022-09-04,all,14093503,14070260,15489219
2022-09-05,all,16047841,16021419,17654698
2022-09-06,all,20777628,20743666,22896628
2022-09-07,all,20830900,20796909,22961900
2022-09-08,all,20664892,20631220,22789933
2022-09-09,all,20673824,20639923,22801037
2022-09-10,all,21233786,21198902,23419711
2022-09-11,all,25808648,25766564,28511997
2022-09-12,all,17611632,17582422,19402512
2022-09-13,all,15479666,15453920,17031304
2022-09-14,all,14587279,14563090,16053801
2022-09-15,all,19371067,19339356,21364746
2022-09-16,all,13077984,13056509,14398955
2022-09-17,all,14326287,14302955,15782100
2022-09-18,all,14871501,14847083,16354649
2022-09-19,all,12652722,12631685,13884377
2022-09-20,all,15902491,15876491,17490467
2022-09-21,all,14181151,14157673,15574676
2022-09-22,all,14030804,14007688,15414052
2022-09-23,all,13449760,13427580,14778180
2022-09-24,all,17234460,17206528,18981536
2022-09-25,all,18167350,18137934,20009883
2022-09-26,all,13546602,13524353,14888918
2022-09-27,all,13207000,13185284,14505797
2022-09-28,all,12002290,11982612,13183409
2022-09-29,all,11687496,11668127,12840169
2022-09-30,all,15878297,15852381,17474373
2022-09-01,100181,3075,3071,3311
2022-09-01,100487,136989,136792,167018
2022-09-01,100992,7321,7311,8412
2022-09-01,101020,5928,5920,6544
2022-09-01,101384,266,266,306
2022-09-01,101535,53162,53086,64831
2022-09-01,101954,3454,3449,4212
2022-09-01,110365,7898,7889,8505
2022-09-01,110409,2608,2604,3181
2022-09-01,110435,44155,44091,47548
2022-09-01,110632,2566,2562,3129
2022-09-01,200181,57615,57531,66181
2022-09-01,201184,545675,544857,587600
2022-09-01,201351,68051,67953,73280
2022-09-01,201486,1609,1607,1776
2022-09-01,201632,95159,95024,102471
2022-09-01,201925,722791,719927,778321
2022-09-01,202502,25492,25456,27451
2022-09-01,204586,68186,68086,75273
2022-09-01,204934,0,0,0
2022-09-01,204964,5238,5230,5640
2022-09-01,205272,150663,150444,173007
2022-09-01,205582,170691,170446,208155
2022-09-01,205611,11311,11295,12180
2022-09-01,205761,36413,36362,41822
2022-09-01,206361,42762,42700,46047
2022-09-01,206363,525056,524283,565396
2022-09-01,206440,58560,58477,63060
2022-09-01,206471,62269,62180,67054
2022-09-01,207288,121630,121458,130975
2022-09-01,207774,63644,63551,68533
2022-09-01,207802,19104,19076,21090
2022-09-01,207966,266,266,286
2022-09-01,208532,7509,7499,9146
2022-09-01,210022,665,664,716
2022-09-01,210413,11076,11060,12716
2022-09-01,212377,2382,2379,2640
2022-09-01,214099,11546,11530,13393
2022-09-01,214104,19843,19814,24199
2022-09-01,214781,74452,74329,80173
2022-09-01,215430,2990,2986,3220
2022-09-01,215913,414116,413515,505020
2022-09-01,216158,57156,57073,61547
2022-09-01,216173,128452,128264,138321
2022-09-01,216424,351155,350646,378134
2022-09-01,301577,1508845,1506656,1624769
2022-09-01,304080,71743,71639,77255
2022-09-01,304763,110821,110660,119335
2022-09-01,401131,22414,22382,24743
2022-09-01,401534,58000,57748,62456
2022-09-01,402018,3393,3388,3653
2022-09-01,402279,166200,165911,178970
2022-09-01,407120,283503,283091,325758
2022-09-01,408789,42103,41977,45338
2022-09-01,501098,12250,12232,13702
2022-09-01,502221,32710,32664,39875
2022-09-01,502280,199117,198830,214413
2022-09-01,502835,226930,226599,244366
2022-09-01,506012,890,889,1023
2022-09-01,506536,25164,25128,27097
2022-09-01,506539,29546,29504,31816
2022-09-01,507515,69,69,74
2022-09-01,507843,266962,266575,287472
2022-09-01,508456,108643,108483,116990
2022-09-01,508599,621,620,669
2022-09-01,509417,60609,60521,73913
2022-09-01,509434,221473,221152,254474
2022-09-01,510003,10439,10424,11242
2022-09-01,511293,3001,2997,3660
2022-09-01,551180,353789,352399,380972
2022-09-01,551228,30309,30257,32637
2022-09-01,551732,68830,68731,79090
2022-09-01,551736,27155,27116,29974
2022-09-01,555003,3187,3182,3432
2022-09-01,555421,269030,268639,289699
2022-09-01,558846,270511,270119,291295
2022-09-01,558873,159956,159693,172245
2022-09-01,560271,514141,513400,553641
2022-09-01,563339,148929,148713,160370
2022-09-01,563342,129096,128909,139015
2022-09-01,563689,18975,18948,20433
2022-09-01,564286,420307,419697,452600
2022-09-01,564647,5724,5716,6981
2022-09-01,564895,166005,165764,190747
2022-09-01,565724,79385,79270,85484
2022-09-01,566061,9199,9186,9906
2022-09-01,566403,478188,477494,527877
2022-09-01,566647,439436,438799,473197
2022-09-01,567251,107,107,122
2022-09-01,567434,141195,140990,172189
2022-09-01,567538,24865,24831,27450
2022-09-01,567554,3820,3768,4114
2022-09-01,567623,200259,199944,215645
2022-09-01,567645,33312,33266,38275
2022-09-01,567662,464992,464317,500717
2022-09-01,567664,752859,751766,810700
2022-09-01,567665,49,49,53
2022-09-02,100181,1915,1913,2062
2022-09-02,100487,529924,529157,646084
2022-09-02,100992,5558,5550,6386
2022-09-02,101020,5178,5171,5717
2022-09-02,101384,193,193,222
2022-09-02,101535,41021,40962,50026
2022-09-02,101954,2946,2942,3593
2022-09-02,110365,5205,5199,5605
2022-09-02,110409,2145,2142,2616
2022-09-02,110435,47684,47615,51347
2022-09-02,110632,1752,1749,2137
2022-09-02,200181,55990,55909,64315
2022-09-02,201184,300359,299910,323437
2022-09-02,201351,61683,61594,66422
2022-09-02,201486,1517,1515,1675
2022-09-02,201632,72536,72432,78109
2022-09-02,201925,523716,521641,563951
2022-09-02,202502,25530,25493,27490
2022-09-02,204586,40109,40050,44278
2022-09-02,204934,0,0,0
2022-09-02,204964,3261,3257,3512
2022-09-02,205272,110382,110222,126753
2022-09-02,205582,108557,108400,132384
2022-09-02,205611,12332,12315,13279
2022-09-02,205761,28930,28888,33228
2022-09-02,206361,16088,16065,17324
2022-09-02,206363,106086,105931,114236
2022-09-02,206440,38716,38663,41689
2022-09-02,206471,66717,66621,71843
2022-09-02,207288,78915,78803,84976
2022-09-02,207774,25650,25613,27621
2022-09-02,207802,6275,6266,6926
2022-09-02,207966,250,250,269
2022-09-02,208532,7509,7499,9146
2022-09-02,210022,629,628,678
2022-09-02,210413,7157,7147,8216
2022-09-02,212377,1638,1637,1816
2022-09-02,214099,6736,6728,7814
2022-09-02,214104,16333,16310,19918
2022-09-02,214781,41217,41149,44384
2022-09-02,215430,91516,91383,98547
2022-09-02,215913,292168,291744,356302
2022-09-02,216158,54048,53969,58200
2022-09-02,216173,69634,69531,74983
2022-09-02,216424,38925,38871,41919
2022-09-02,301577,1539025,1536792,1657268
2022-09-02,304080,44203,44138,47600
2022-09-02,304763,98496,98353,106063
2022-09-02,401131,18307,18282,20210
2022-09-02,401534,46697,46498,50285
2022-09-02,402018,3393,3388,3653
2022-09-02,402279,121914,121703,131281
2022-09-02,407120,269044,268652,309146
2022-09-02,408789,27544,27464,29661
2022-09-02,501098,39275,39218,43928
2022-09-02,502221,24335,24301,29670
2022-09-02,502280,119615,119444,128807
2022-09-02,502835,170880,170633,184009
2022-09-02,506012,1000,999,1149
2022-09-02,506536,45238,45173,48713
2022-09-02,506539,24450,24414,26328
2022-09-02,507515,56,56,60
2022-09-02,507843,173506,173254,186837
2022-09-02,508456,100752,100607,108492
2022-09-02,508599,621,620,669
2022-09-02,509417,43920,43858,53561
2022-09-02,509434,137779,137580,158310
2022-09-02,510003,9492,9478,10221
2022-09-02,511293,1745,1742,2128
2022-09-02,551180,229453,228553,247083
2022-09-02,551228,14700,14675,15832
2022-09-02,551732,54156,54080,62229
2022-09-02,551736,17867,17845,19724
2022-09-02,555003,3228,3223,3476
2022-09-02,555421,530580,529810,571344
2022-09-02,558846,153881,153661,165704
2022-09-02,558873,136307,136085,146778
2022-09-02,560271,330293,329815,355667
2022-09-02,563339,106899,106744,115113
2022-09-02,563342,131877,131686,142010
2022-09-02,563689,15811,15789,17025
2022-09-02,564286,332595,332113,358148
2022-09-02,564647,4964,4957,6054
2022-09-02,564895,140961,140758,161971
2022-09-02,565724,146918,146705,158206
2022-09-02,566061,6243,6234,6724
2022-09-02,566403,1120773,1119146,1237235
2022-09-02,566647,204472,204174,220182
2022-09-02,567251,90,90,103
2022-09-02,567434,13180,13161,16073
2022-09-02,567538,16349,16326,18048
2022-09-02,567554,2982,2941,3211
2022-09-02,567623,149338,149105,160811
2022-09-02,567645,22262,22231,25580
2022-09-02,567662,286142,285727,308126
2022-09-02,567664,464325,463651,499999
2022-09-02,567665,30,30,32
2022-09-03,100181,3070,3066,3306
2022-09-03,100487,390638,390072,476267
2022-09-03,100992,6476,6467,7441
2022-09-03,101020,4995,4989,5513
2022-09-03,101384,246,246,283
2022-09-03,101535,40703,40645,49638
2022-09-03,101954,2965,2961,3616
2022-09-03,110365,3774,3770,4064
2022-09-03,110409,1877,1875,2288
2022-09-03,110435,39090,39034,42093
2022-09-03,110632,1622,1620,1978
2022-09-03,200181,57874,57790,66480
2022-09-03,201184,334633,334132,360342
2022-09-03,201351,59749,59663,64339
2022-09-03,201486,1583,1581,1747
2022-09-03,201632,54421,54344,58601
2022-09-03,201925,534869,532750,575962
2022-09-03,202502,19167,19140,20639
2022-09-03,204586,65359,65263,72151
2022-09-03,204934,0,0,0
2022-09-03,204964,4241,4234,4567
2022-09-03,205272,109353,109195,125571
2022-09-03,205582,136542,136346,166510
2022-09-03,205611,11103,11088,11956
2022-09-03,205761,27810,27771,31942
2022-09-03,206361,13180,13161,14193
2022-09-03,206363,136362,136162,146838
2022-09-03,206440,38428,38374,41379
2022-09-03,206471,56866,56783,61232
2022-09-03,207288,81294,81180,87538
2022-09-03,207774,20243,20215,21797
2022-09-03,207802,8186,8174,9037
2022-09-03,207966,264,264,284
2022-09-03,208532,7509,7499,9146
2022-09-03,210022,629,628,678
2022-09-03,210413,12815,12797,14712
2022-09-03,212377,2376,2373,2633
2022-09-03,214099,7601,7591,8818
2022-09-03,214104,16474,16450,20090
2022-09-03,214781,41112,41046,44272
2022-09-03,215430,47909,47840,51590
2022-09-03,215913,344753,344253,420430
2022-09-03,216158,50629,50556,54518
2022-09-03,216173,74755,74645,80501
2022-09-03,216424,40328,40271,43427
2022-09-03,301577,1636615,1634241,1762353
2022-09-03,304080,46632,46564,50215
2022-09-03,304763,98495,98352,106062
2022-09-03,401131,16273,16250,17966
2022-09-03,401534,49720,49507,53540
2022-09-03,402018,3393,3388,3653
2022-09-03,402279,113086,112889,121773
2022-09-03,407120,279861,279453,321573
2022-09-03,408789,23201,23134,24984
2022-09-03,501098,58168,58083,65060
2022-09-03,502221,26910,26871,32805
2022-09-03,502280,133542,133350,143801
2022-09-03,502835,117577,117408,126610
2022-09-03,506012,123,123,141
2022-09-03,506536,30657,30612,33012
2022-09-03,506539,24958,24922,26875
2022-09-03,507515,57,57,61
2022-09-03,507843,177198,176941,190812
2022-09-03,508456,108919,108759,117287
2022-09-03,508599,539,538,581
2022-09-03,509417,63081,62989,76927
2022-09-03,509434,138983,138782,159693
2022-09-03,510003,7641,7631,8228
2022-09-03,511293,1725,1722,2104
2022-09-03,551180,210157,209330,226301
2022-09-03,551228,15565,15539,16762
2022-09-03,551732,57650,57568,66244
2022-09-03,551736,19769,19743,21823
2022-09-03,555003,3125,3120,3365
2022-09-03,555421,420418,419808,452718
2022-09-03,558846,154317,154095,166173
2022-09-03,558873,127864,127655,137688
2022-09-03,560271,315596,315140,339845
2022-09-03,563339,108455,108298,116787
2022-09-03,563342,117689,117518,126731
2022-09-03,563689,16138,16115,17378
2022-09-03,564286,304082,303641,327444
2022-09-03,564647,5387,5379,6569
2022-09-03,564895,98356,98213,113015
2022-09-03,565724,110580,110419,119075
2022-09-03,566061,5716,5708,6156
2022-09-03,566403,950693,949314,1049482
2022-09-03,566647,466927,466250,502801
2022-09-03,567251,90,90,103
2022-09-03,567434,6644,6635,8103
2022-09-03,567538,17484,17459,19299
2022-09-03,567554,3610,3561,3888
2022-09-03,567623,137935,137719,148533
2022-09-03,567645,19056,19029,21897
2022-09-03,567662,335976,335488,361789
2022-09-03,567664,506475,505740,545387
2022-09-03,567665,30,30,32
2022-09-04,100181,3065,3061,3301
2022-09-04,100487,517753,517002,631245
2022-09-04,100992,7691,7679,8837
2022-09-04,101020,6627,6619,7316
2022-09-04,101384,460,459,529
2022-09-04,101535,94685,94548,115469
2022-09-04,101954,3131,3127,3818
2022-09-04,110365,3289,3286,3541
2022-09-04,110409,4182,4176,5100
2022-09-04,110435,83735,83613,90168
2022-09-04,110632,2135,2132,2604
2022-09-04,200181,55698,55617,63979
2022-09-04,201184,424716,424079,457348
2022-09-04,201351,78680,78567,84724
2022-09-04,201486,1615,1613,1783
2022-09-04,201632,106860,106707,115071
2022-09-04,201925,668455,665805,719810
2022-09-04,202502,17783,17757,19150
2022-09-04,204586,51024,50951,56326
2022-09-04,204934,0,0,0
2022-09-04,204964,6516,6506,7017
2022-09-04,205272,171828,171579,197312
2022-09-04,205582,239888,239541,292541
2022-09-04,205611,17676,17652,19035
2022-09-04,205761,51102,51027,58694
2022-09-04,206361,19733,19704,21249
2022-09-04,206363,127206,127019,136978
2022-09-04,206440,79800,79684,85931
2022-09-04,206471,67493,67395,72681
2022-09-04,207288,120767,120595,130045
2022-09-04,207774,43156,43094,46473
2022-09-04,207802,18604,18577,20538
2022-09-04,207966,266,266,286
2022-09-04,208532,14440,14419,17589
2022-09-04,210022,708,707,762
2022-09-04,210413,13335,13316,15309
2022-09-04,212377,4279,4273,4744
