date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2022-05-01,all,7144759,7132172,7816662
2022-05-02,all,5116629,5107364,5585401
2022-05-03,all,4866752,4857923,5309182
2022-05-04,all,4842732,4833991,5279868
2022-05-05,all,6512102,6500665,7107073
2022-05-06,all,4634205,4625842,5052041
2022-05-07,all,4741880,4733290,5168831
2022-05-08,all,4911729,4902872,5355417
2022-05-09,all,5170423,5161064,5634865
2022-05-10,all,6796833,6784968,7422632
2022-05-11,all,5513780,5503876,6017842
2022-05-12,all,5374717,5365033,5868782
2022-05-13,all,5183777,5174484,5660205
2022-05-14,all,5405004,5395346,5904112
2022-05-15,all,7389850,7377065,8103716
2022-05-16,all,6907743,6895554,7567295
2022-05-17,all,5073691,5064522,5553878
2022-05-18,all,6100583,6089757,6672546
2022-05-19,all,4863504,4854738,5316125
2022-05-20,all,6507947,6496520,7123224
2022-05-21,all,4933145,4924254,5390431
2022-05-22,all,5049474,5040344,5520329
2022-05-23,all,5062503,5053312,5520763
2022-05-24,all,4998719,4989630,5450830
2022-05-25,all,6384987,6373737,6974488
2022-05-26,all,5259359,5249846,5745340
2022-05-27,all,5766783,5756521,6313958
2022-05-28,all,4590329,4582014,5020559
2022-05-29,all,4788923,4780226,5242534
2022-05-30,all,6065073,6054253,6653159
2022-05-31,all,5431425,5421886,5933061
2022-05-01,100181,243,243,263
2022-05-01,100487,58342,58256,71131
2022-05-01,100992,1959,1956,2250
2022-05-01,101020,10604,10589,11706
2022-05-01,101535,165857,165617,202264
2022-05-01,101954,3144,3140,3834
2022-05-01,110365,1421,1420,1530
2022-05-01,110409,283,283,345
2022-05-01,110435,66133,66037,71214
2022-05-01,110632,3517,3512,4289
2022-05-01,200181,3195,3191,3670
2022-05-01,201184,2914,2909,3138
2022-05-01,201351,63956,63864,68869
2022-05-01,201486,2778,2774,3067
2022-05-01,201632,72459,72354,78026
2022-05-01,201925,223684,222798,240868
2022-05-01,202502,606,605,652
2022-05-01,204586,2121,2118,2342
2022-05-01,204934,0,0,0
2022-05-01,204964,328,328,353
2022-05-01,205272,16415,16392,18850
2022-05-01,205582,106891,106738,130353
2022-05-01,205611,19037,19010,20499
2022-05-01,205761,28056,28016,32225
2022-05-01,206361,58206,58121,62678
2022-05-01,206363,283016,282599,304760
2022-05-01,206440,126597,126415,136325
2022-05-01,206471,115665,115499,124552
2022-05-01,207288,84850,84726,91372
2022-05-01,207774,34084,34036,36703
2022-05-01,207802,13423,13403,14818
2022-05-01,207966,260,260,280
2022-05-01,208532,11653,11636,14194
2022-05-01,210022,567,566,611
2022-05-01,210413,2180,2177,2502
2022-05-01,212377,1755,1753,1946
2022-05-01,214099,5278,5270,6122
2022-05-01,214104,1458,1456,1777
2022-05-01,214781,56958,56863,61334
2022-05-01,215430,46967,46899,50575
2022-05-01,215913,567,566,692
2022-05-01,216158,204469,204174,220178
2022-05-01,216173,89207,89075,96062
2022-05-01,216424,39218,39162,42230
2022-05-01,301577,82758,82638,89117
2022-05-01,304080,17666,17640,19024
2022-05-01,304763,231992,231656,249815
2022-05-01,401131,15484,15462,17094
2022-05-01,401534,51215,50995,55150
2022-05-01,402018,4999,4992,5384
2022-05-01,402279,126354,126136,136062
2022-05-01,407120,20603,20572,23674
2022-05-01,408789,43589,43459,46940
2022-05-01,501098,559,558,625
2022-05-01,502221,14572,14553,17765
2022-05-01,502280,43872,43810,47243
2022-05-01,502835,174767,174513,188194
2022-05-01,506012,778,777,894
2022-05-01,506536,1781,1780,1917
2022-05-01,506539,25633,25596,27603
2022-05-01,507843,195264,194981,210267
2022-05-01,508456,84273,84150,90748
2022-05-01,508599,478,477,515
2022-05-01,509417,60443,60356,73712
2022-05-01,509434,315891,315433,362961
2022-05-01,510003,26088,26049,28093
2022-05-01,511293,3379,3374,4121
2022-05-01,551180,548316,546163,590445
2022-05-01,551228,6588,6577,7095
2022-05-01,551732,36022,35971,41393
2022-05-01,551736,17903,17879,19761
2022-05-01,555421,234503,234163,252519
2022-05-01,558846,246486,246127,265425
2022-05-01,558873,115809,115621,124707
2022-05-01,560271,16524,16501,17795
2022-05-01,563339,89712,89582,96605
2022-05-01,563342,101949,101800,109783
2022-05-01,563689,29924,29881,32223
2022-05-01,564286,187488,187216,201893
2022-05-01,564647,156,156,190
2022-05-01,564895,138391,138189,159019
2022-05-01,565724,1441,1438,1552
2022-05-01,566061,23515,23481,25321
2022-05-01,566403,545921,545129,602649
2022-05-01,566647,166762,166520,179574
2022-05-01,567251,68,68,78
2022-05-01,567434,182,182,222
2022-05-01,567538,26484,26445,29236
2022-05-01,567554,978,964,1053
2022-05-01,567623,147412,147181,158738
2022-05-01,567645,44538,44474,51176
