date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2019-04-01,all,4080800,4074562,4431592
2019-04-02,all,3822893,3817036,4149171
2019-04-03,all,3789423,3783639,4112349
2019-04-04,all,3664956,3659367,3977538
2019-04-05,all,4972921,4965414,5403180
2019-04-06,all,3779797,3774035,4102158
2019-04-07,all,4063078,4056884,4408631
2019-04-08,all,3350266,3345131,3637088
2019-04-09,all,3867071,3861131,4197572
2019-04-10,all,4785423,4778119,5206142
2019-04-11,all,4877603,4870130,5290286
2019-04-12,all,4814279,4806863,5220997
2019-04-13,all,5118050,5110196,5551572
2019-04-14,all,5630583,5621973,6108424
2019-04-15,all,6331377,6321712,6880889
2019-04-16,all,6883426,6872904,7470372
2019-04-17,all,5233000,5224920,5672170
2019-04-18,all,4533731,4526687,4914484
2019-04-19,all,4219768,4213214,4575419
2019-04-20,all,6012059,6002805,6530386
2019-04-21,all,4891152,4883530,5302043
2019-04-22,all,5030190,5022372,5453273
2019-04-23,all,4377741,4370878,4745874
2019-04-24,all,4539199,4532101,4920747
2019-04-25,all,5310356,5302133,5767720
2019-04-26,all,5476455,5467958,5937014
2019-04-27,all,4191861,4185319,4543171
2019-04-28,all,4509465,4502473,4887538
2019-04-29,all,3911926,3905810,4239788
2019-04-30,all,5301744,5293620,5752992
2019-04-01,100181,0,0,0
2019-04-01,100487,49474,49402,60320
2019-04-01,100992,398,397,457
2019-04-01,101020,35584,35533,39281
2019-04-01,101535,9247,9234,11277
2019-04-01,101954,1202,1200,1466
2019-04-01,110365,1937,1934,2086
2019-04-01,110409,208,208,254
2019-04-01,110435,732,731,788
2019-04-01,110632,21,21,26
2019-04-01,200181,129,129,148
2019-04-01,201184,31775,31727,34216
2019-04-01,201351,38177,38122,41111
2019-04-01,201632,1779,1777,1916
2019-04-01,201925,157,156,169
2019-04-01,204586,242,242,267
2019-04-01,205582,29255,29213,35676
2019-04-01,205611,1592,1590,1714
2019-04-01,205761,6437,6429,7394
2019-04-01,206361,47696,47627,51360
2019-04-01,206363,83240,83117,89635
2019-04-01,206440,117244,117076,126253
2019-04-01,206471,109927,109767,118374
2019-04-01,207288,25377,25344,27327
2019-04-01,207774,2398,2395,2582
2019-04-01,208532,215,215,262
2019-04-01,212377,335,335,371
2019-04-01,214099,438,438,508
2019-04-01,214104,140,140,171
2019-04-01,214781,24828,24787,26735
2019-04-01,215430,0,0,0
2019-04-01,215913,1252,1250,1527
2019-04-01,216158,143679,143471,154718
2019-04-01,216173,27453,27412,29563
2019-04-01,216424,13166,13149,14175
2019-04-01,301577,46791,46724,50386
2019-04-01,304080,593,593,639
2019-04-01,304763,204,204,219
2019-04-01,401131,2398,2395,2648
2019-04-01,401534,15627,15560,16826
2019-04-01,402279,8687,8671,9355
2019-04-01,407120,477,476,548
2019-04-01,408789,6715,6696,7229
2019-04-01,501098,503,502,563
2019-04-01,502221,83805,83683,102168
2019-04-01,502280,14097,14076,15181
2019-04-01,502835,22088,22056,23785
2019-04-01,506536,3686,3681,3969
2019-04-01,506539,1519369,1517164,1636101
2019-04-01,507843,34764,34714,37437
2019-04-01,508456,6343,6334,6831
2019-04-01,508599,544,544,586
2019-04-01,509417,4168,4162,5083
2019-04-01,509434,95220,95082,109408
2019-04-01,510003,19696,19668,21209
2019-04-01,511293,15,15,18
2019-04-01,551180,104464,104055,112491
2019-04-01,551228,16212,16185,17458
2019-04-01,551732,5112,5107,5875
2019-04-01,551736,8015,8004,8846
2019-04-01,558846,65338,65243,70358
2019-04-01,558873,41339,41272,44515
2019-04-01,560271,33108,33061,35654
2019-04-01,563339,135048,134852,145423
2019-04-01,563342,54864,54784,59079
2019-04-01,563689,13920,13900,14990
2019-04-01,564647,866,865,1056
2019-04-01,564895,5282,5274,6069
2019-04-01,565724,26519,26481,28556
2019-04-01,566061,89,89,96
2019-04-01,566647,1709,1707,1840
2019-04-01,567434,182,182,222
2019-04-01,567538,8141,8129,8987
2019-04-01,567623,15058,15034,16215
2019-04-01,567645,26624,26585,30592
2019-04-01,567662,305044,304601,328480
2019-04-01,567664,522342,521584,562474
2019-04-02,100181,0,0,0
2019-04-02,100487,46123,46057,56235
2019-04-02,100992,417,416,479
2019-04-02,101020,35098,35047,38745
2019-04-02,101535,12723,12705,15516
2019-04-02,101954,1202,1200,1466
2019-04-02,110365,1911,1908,2058
2019-04-02,110409,212,212,259
2019-04-02,110435,756,755,814
2019-04-02,110632,21,21,26
2019-04-02,200181,117,117,134
2019-04-02,201184,32093,32045,34559
2019-04-02,201351,36333,36281,39125
2019-04-02,201632,1777,1775,1914
2019-04-02,201925,157,156,169
2019-04-02,204586,241,241,266
2019-04-02,205582,32762,32716,39952
2019-04-02,205611,1229,1228,1323
2019-04-02,205761,6108,6100,7015
2019-04-02,206361,37882,37828,40792
2019-04-02,206363,59586,59498,64164
2019-04-02,206440,106112,105959,114265
2019-04-02,206471,100800,100654,108545
2019-04-02,207288,22829,22798,24586
2019-04-02,207774,2886,2882,3108
2019-04-02,208532,234,234,285
2019-04-02,212377,264,264,293
2019-04-02,214099,404,404,469
2019-04-02,214104,151,151,184
2019-04-02,214781,23936,23896,25775
2019-04-02,215430,0,0,0
2019-04-02,215913,1098,1096,1339
2019-04-02,216158,140597,140393,151399
2019-04-02,216173,25654,25617,27624
2019-04-02,216424,14171,14152,15261
2019-04-02,301577,46495,46429,50067
2019-04-02,304080,1792,1790,1930
2019-04-02,304763,210,210,226
2019-04-02,401131,2454,2451,2710
2019-04-02,401534,15029,14965,16184
2019-04-02,402279,9099,9083,9798
2019-04-02,407120,671,670,771
2019-04-02,408789,5879,5861,6330
2019-04-02,501098,455,454,509
2019-04-02,502221,55529,55449,67697
2019-04-02,502280,14231,14210,15325
2019-04-02,502835,22176,22143,23880
2019-04-02,506536,4419,4412,4758
2019-04-02,506539,1448069,1445967,1559323
2019-04-02,507843,36349,36296,39142
2019-04-02,508456,3721,3716,4007
2019-04-02,508599,524,524,565
2019-04-02,509417,3454,3449,4212
2019-04-02,509434,81340,81222,93460
2019-04-02,510003,19236,19208,20713
2019-04-02,511293,15,15,18
2019-04-02,551180,101119,100722,108887
2019-04-02,551228,15614,15588,16813
2019-04-02,551732,5062,5057,5817
2019-04-02,551736,7479,7468,8255
2019-04-02,558846,60924,60836,65605
2019-04-02,558873,49162,49081,52940
2019-04-02,560271,31685,31640,34119
2019-04-02,563339,133097,132903,143323
2019-04-02,563342,56442,56360,60779
2019-04-02,563689,13583,13564,14627
2019-04-02,564647,876,875,1068
2019-04-02,564895,4838,4831,5559
2019-04-02,565724,26082,26044,28086
2019-04-02,566061,86,86,93
2019-04-02,566647,2236,2233,2408
2019-04-02,567434,172,172,210
2019-04-02,567538,7489,7478,8267
2019-04-02,567623,13487,13466,14524
2019-04-02,567645,26866,26826,30870
2019-04-02,567662,275451,275052,296614
2019-04-02,567664,474112,473424,510538
2019-04-03,100181,0,0,0
2019-04-03,100487,50021,49948,60986
2019-04-03,100992,413,412,475
2019-04-03,101020,35690,35639,39399
2019-04-03,101535,11918,11901,14534
2019-04-03,101954,1202,1200,1466
2019-04-03,110365,2262,2259,2436
2019-04-03,110409,148,148,180
2019-04-03,110435,684,683,737
2019-04-03,110632,21,21,26
2019-04-03,200181,105,105,121
2019-04-03,201184,24130,24094,25984
2019-04-03,201351,35618,35567,38355
2019-04-03,201632,1827,1825,1968
2019-04-03,201925,144,144,155
2019-04-03,204586,649,648,716
2019-04-03,205582,31844,31799,38832
2019-04-03,205611,1321,1320,1422
2019-04-03,205761,5651,5643,6492
2019-04-03,206361,43648,43586,47002
2019-04-03,206363,54803,54722,59013
2019-04-03,206440,108934,108777,117304
2019-04-03,206471,93233,93099,100399
2019-04-03,207288,22513,22483,24245
2019-04-03,207774,2079,2076,2239
2019-04-03,208532,317,317,386
2019-04-03,212377,264,264,293
2019-04-03,214099,547,547,635
2019-04-03,214104,149,149,182
2019-04-03,214781,24503,24462,26385
2019-04-03,215430,0,0,0
2019-04-03,215913,1048,1046,1278
2019-04-03,216158,142259,142053,153189
2019-04-03,216173,25776,25738,27757
2019-04-03,216424,13106,13089,14114
2019-04-03,301577,43393,43331,46727
2019-04-03,304080,1711,1709,1843
2019-04-03,304763,219,219,236
2019-04-03,401131,2642,2638,2917
2019-04-03,401534,14277,14216,15374
2019-04-03,402279,9637,9619,10377
2019-04-03,407120,649,648,746
2019-04-03,408789,4759,4745,5123
2019-04-03,501098,455,454,509
2019-04-03,502221,49943,49871,60886
2019-04-03,502280,14514,14492,15629
2019-04-03,502835,18765,18738,20207
2019-04-03,506536,4468,4461,4810
2019-04-03,506539,1420070,1418009,1529174
2019-04-03,507843,37729,37674,40628
2019-04-03,508456,616,615,664
2019-04-03,508599,1083,1082,1166
2019-04-03,509417,3248,3243,3961
2019-04-03,509434,76469,76358,87863
2019-04-03,510003,22462,22430,24188
2019-04-03,511293,17,17,21
2019-04-03,551180,95016,94643,102318
2019-04-03,551228,13675,13652,14726
2019-04-03,551732,4521,4516,5195
2019-04-03,551736,7196,7186,7943
2019-04-03,558846,57954,57871,62409
2019-04-03,558873,41106,41039,44263
2019-04-03,560271,31510,31465,33931
2019-04-03,563339,142557,142350,153510
2019-04-03,563342,60742,60654,65409
2019-04-03,563689,13573,13554,14616
2019-04-03,564647,762,761,929
2019-04-03,564895,5776,5768,6637
2019-04-03,565724,27369,27329,29471
2019-04-03,566061,86,86,93
2019-04-03,566647,2270,2267,2444
2019-04-03,567434,176,176,215
2019-04-03,567538,6915,6905,7634
2019-04-03,567623,12324,12305,13271
2019-04-03,567645,28061,28020,32244
2019-04-03,567662,289547,289127,311792
2019-04-03,567664,484334,483632,521545
2019-04-04,100181,0,0,0
2019-04-04,100487,47830,47761,58315
2019-04-04,100992,413,412,474
2019-04-04,101020,35105,35054,38754
2019-04-04,101535,13582,13562,16564
2019-04-04,101954,1203,1201,1467
2019-04-04,110365,2079,2076,2238
2019-04-04,110409,148,148,180
2019-04-04,110435,684,683,737
2019-04-04,110632,21,21,26
2019-04-04,200181,102,102,117
2019-04-04,201184,24518,24481,26402
2019-04-04,201351,33878,33829,36481
2019-04-04,201632,1731,1729,1865
2019-04-04,201925,144,144,155
2019-04-04,204586,649,648,716
2019-04-04,205582,31706,31661,38664
2019-04-04,205611,1454,1453,1566
2019-04-04,205761,5347,5339,6142
2019-04-04,206361,37992,37937,40910
2019-04-04,206363,48676,48604,52416
2019-04-04,206440,116798,116629,125771
2019-04-04,206471,92059,91925,99134
2019-04-04,207288,22050,22021,23741
2019-04-04,207774,2295,2292,2471
2019-04-04,208532,17,17,21
2019-04-04,212377,264,264,293
2019-04-04,214099,543,543,630
2019-04-04,214104,140,140,171
2019-04-04,214781,23597,23558,25410
2019-04-04,215430,0,0,0
2019-04-04,215913,983,982,1199
2019-04-04,216158,142366,142160,153303
2019-04-04,216173,24036,24000,25883
2019-04-04,216424,12772,12755,13753
2019-04-04,301577,43484,43422,46825
2019-04-04,304080,1623,1621,1747
2019-04-04,304763,203,203,218
2019-04-04,401131,2638,2634,2912
2019-04-04,401534,13775,13716,14832
2019-04-04,402279,8884,8869,9566
2019-04-04,407120,631,630,725
2019-04-04,408789,4592,4578,4945
2019-04-04,501098,443,442,495
2019-04-04,502221,48004,47934,58522
2019-04-04,502280,14386,14365,15492
2019-04-04,502835,17974,17948,19355
2019-04-04,506536,4425,4418,4765
2019-04-04,506539,1359781,1357807,1464252
2019-04-04,507843,35883,35831,38641
2019-04-04,508456,616,615,664
2019-04-04,508599,969,968,1044
2019-04-04,509417,4698,4691,5729
2019-04-04,509434,71586,71482,82253
2019-04-04,510003,22192,22160,23897
2019-04-04,511293,16,16,20
2019-04-04,551180,87472,87129,94191
2019-04-04,551228,12128,12106,13059
2019-04-04,551732,4112,4108,4726
2019-04-04,551736,6784,6775,7488
2019-04-04,558846,54324,54247,58496
2019-04-04,558873,46216,46140,49766
2019-04-04,560271,30528,30484,32876
2019-04-04,563339,141490,141285,152361
2019-04-04,563342,57822,57738,62265
2019-04-04,563689,13573,13554,14616
2019-04-04,564647,762,761,929
2019-04-04,564895,5896,5888,6775
2019-04-04,565724,26938,26899,29007
2019-04-04,566061,88,88,95
2019-04-04,566647,2195,2192,2364
2019-04-04,567434,168,168,205
2019-04-04,567538,6683,6673,7377
2019-04-04,567623,11927,11909,12843
2019-04-04,567645,26460,26421,30404
2019-04-04,567662,279166,278761,300614
2019-04-04,567664,468239,467560,504213
2019-04-05,100181,0,0,0
2019-04-05,100487,68363,68264,83349
2019-04-05,100992,496,495,570
2019-04-05,101020,34141,34092,37689
2019-04-05,101535,19206,19178,23422
2019-04-05,101954,1213,1211,1479
2019-04-05,110365,2495,2491,2687
2019-04-05,110409,179,179,218
2019-04-05,110435,726,725,782
2019-04-05,110632,27,27,33
2019-04-05,200181,150,150,172
2019-04-05,201184,38220,38162,41157
2019-04-05,201351,42047,41986,45277
2019-04-05,201632,2547,2545,2743
2019-04-05,201925,208,207,224
2019-04-05,204586,738,737,815
2019-04-05,205582,47426,47358,57837
2019-04-05,205611,1611,1609,1735
2019-04-05,205761,5771,5763,6628
2019-04-05,206361,42706,42643,45987
2019-04-05,206363,58937,58851,63465
2019-04-05,206440,128355,128170,138217
2019-04-05,206471,85930,85807,92532
2019-04-05,207288,32893,32848,35422
2019-04-05,207774,2817,2813,3033
2019-04-05,208532,18,18,22
2019-04-05,212377,313,313,347
2019-04-05,214099,577,577,668
2019-04-05,214104,213,213,260
2019-04-05,214781,39395,39329,42422
2019-04-05,215430,0,0,0
2019-04-05,215913,1014,1013,1237
2019-04-05,216158,145435,145224,156609
2019-04-05,216173,37239,37184,40100
2019-04-05,216424,20051,20023,21592
2019-04-05,301577,48206,48137,51909
2019-04-05,304080,2503,2500,2695
2019-04-05,304763,225,225,243
2019-04-05,401131,3169,3164,3499
2019-04-05,401534,16847,16774,18141
2019-04-05,402279,13183,13160,14195
2019-04-05,407120,897,896,1031
2019-04-05,408789,7608,7586,8193
2019-04-05,501098,559,558,625
2019-04-05,502221,84004,83882,102410
2019-04-05,502280,23965,23929,25806
2019-04-05,502835,27315,27276,29413
2019-04-05,506536,5536,5528,5962
2019-04-05,506539,1637210,1634834,1762996
2019-04-05,507843,54443,54364,58626
2019-04-05,508456,648,647,698
2019-04-05,508599,1494,1493,1609
2019-04-05,509417,5092,5085,6209
2019-04-05,509434,130857,130667,150356
2019-04-05,510003,33434,33386,36004
2019-04-05,511293,26,26,32
2019-04-05,551180,86379,86042,93016
2019-04-05,551228,14619,14594,15741
2019-04-05,551732,6259,6250,7192
2019-04-05,551736,10757,10741,11873
2019-04-05,558846,74491,74385,80212
2019-04-05,558873,53178,53091,57262
2019-04-05,560271,35070,35018,37764
2019-04-05,563339,213522,213211,229927
2019-04-05,563342,75224,75115,81003
2019-04-05,563689,16644,16619,17923
2019-04-05,564647,869,868,1060
2019-04-05,564895,8704,8692,10001
2019-04-05,565724,49699,49627,53518
2019-04-05,566061,113,113,122
2019-04-05,566647,3240,3235,3489
2019-04-05,567434,182,182,222
2019-04-05,567538,10208,10193,11269
2019-04-05,567623,18704,18675,20141
2019-04-05,567645,41653,41592,47862
2019-04-05,567662,442892,442249,476919
2019-04-05,567664,851836,850600,917282
2019-04-06,100181,0,0,0
2019-04-06,100487,51428,51353,62701
2019-04-06,100992,414,413,475
2019-04-06,101020,33893,33844,37416
2019-04-06,101535,11313,11297,13796
2019-04-06,101954,1202,1200,1466
2019-04-06,110365,2414,2410,2600
2019-04-06,110409,141,141,172
2019-04-06,110435,556,555,599
2019-04-06,110632,21,21,26
2019-04-06,200181,163,163,187
2019-04-06,201184,29023,28980,31253
2019-04-06,201351,34123,34074,36745
2019-04-06,201632,1775,1773,1912
2019-04-06,201925,134,134,145
2019-04-06,204586,634,633,700
2019-04-06,205582,29802,29760,36342
2019-04-06,205611,1573,1571,1694
2019-04-06,205761,4562,4556,5240
2019-04-06,206361,36174,36122,38953
2019-04-06,206363,46074,46006,49614
2019-04-06,206440,117763,117593,126812
2019-04-06,206471,83363,83242,89767
2019-04-06,207288,24860,24825,26770
2019-04-06,207774,1979,1976,2131
2019-04-06,208532,17,17,21
2019-04-06,212377,302,302,335
2019-04-06,214099,512,512,594
2019-04-06,214104,140,140,171
2019-04-06,214781,23367,23328,25162
2019-04-06,215430,0,0,0
2019-04-06,215913,845,844,1030
2019-04-06,216158,144325,144116,155414
2019-04-06,216173,23425,23391,25225
2019-04-06,216424,12709,12692,13685
2019-04-06,301577,47148,47081,50771
2019-04-06,304080,1675,1673,1804
2019-04-06,304763,205,205,220
2019-04-06,401131,2584,2580,2853
2019-04-06,401534,14814,14750,15951
2019-04-06,402279,9552,9535,10285
2019-04-06,407120,754,753,866
2019-04-06,408789,5386,5371,5801
2019-04-06,501098,472,471,528
2019-04-06,502221,52891,52815,64480
2019-04-06,502280,16313,16289,17567
2019-04-06,502835,16710,16686,17994
2019-04-06,506536,4280,4273,4609
2019-04-06,506539,1362550,1360572,1467233
2019-04-06,507843,33442,33394,36012
2019-04-06,508456,638,637,687
2019-04-06,508599,795,794,856
2019-04-06,509417,5132,5125,6258
2019-04-06,509434,78824,78710,90569
2019-04-06,510003,23315,23281,25105
2019-04-06,511293,15,15,18
2019-04-06,551180,88739,88391,95556
2019-04-06,551228,11693,11673,12592
2019-04-06,551732,3869,3865,4446
2019-04-06,551736,6522,6514,7199
2019-04-06,558846,56560,56478,60908
2019-04-06,558873,42697,42628,45977
2019-04-06,560271,30602,30557,32954
2019-04-06,563339,140243,140040,151018
2019-04-06,563342,58757,58672,63271
2019-04-06,563689,13598,13579,14642
2019-04-06,564647,799,798,974
2019-04-06,564895,6229,6220,7157
2019-04-06,565724,27013,26974,29088
2019-04-06,566061,85,85,92
2019-04-06,566647,2565,2561,2762
2019-04-06,567434,182,182,222
2019-04-06,567538,6089,6080,6722
2019-04-06,567623,12789,12769,13772
2019-04-06,567645,24554,24517,28214
2019-04-06,567662,333518,333034,359142
2019-04-06,567664,516173,515424,555830
2019-04-07,100181,0,0,0
2019-04-07,100487,50946,50872,62113
2019-04-07,100992,428,427,491
2019-04-07,101020,34647,34596,38247
2019-04-07,101535,12893,12874,15723
2019-04-07,101954,1202,1200,1466
2019-04-07,110365,2764,2760,2977
2019-04-07,110409,141,141,172
2019-04-07,110435,659,658,710
2019-04-07,110632,21,21,26
2019-04-07,200181,143,143,164
2019-04-07,201184,33062,33013,35603
2019-04-07,201351,35371,35320,38089
2019-04-07,201632,1961,1959,2111
2019-04-07,201925,165,164,178
2019-04-07,204586,715,714,789
2019-04-07,205582,32569,32522,39718
2019-04-07,205611,1706,1704,1838
2019-04-07,205761,4319,4313,4960
2019-04-07,206361,37976,37920,40894
2019-04-07,206363,29783,29739,32070
2019-04-07,206440,121149,120974,130459
2019-04-07,206471,78300,78187,84316
2019-04-07,207288,27157,27120,29242
2019-04-07,207774,1892,1889,2037
2019-04-07,208532,19,19,23
2019-04-07,212377,297,297,329
2019-04-07,214099,646,645,749
2019-04-07,214104,146,146,178
2019-04-07,214781,24736,24695,26637
2019-04-07,215430,0,0,0
2019-04-07,215913,1053,1051,1284
2019-04-07,216158,148106,147891,159485
2019-04-07,216173,26599,26560,28642
2019-04-07,216424,10599,10584,11413
2019-04-07,301577,47360,47293,50998
2019-04-07,304080,1863,1861,2006
2019-04-07,304763,201,201,216
2019-04-07,401131,2616,2612,2888
2019-04-07,401534,15736,15668,16944
2019-04-07,402279,10489,10470,11296
2019-04-07,407120,768,767,883
2019-04-07,408789,6282,6263,6766
2019-04-07,501098,250,250,280
2019-04-07,502221,52890,52813,64480
2019-04-07,502280,17819,17793,19188
2019-04-07,502835,18604,18577,20033
2019-04-07,506536,6519,6509,7019
2019-04-07,506539,1499010,1496834,1614178
2019-04-07,507843,36928,36875,39767
2019-04-07,508456,595,594,640
2019-04-07,508599,718,717,774
2019-04-07,509417,4765,4758,5811
2019-04-07,509434,87347,87221,100362
2019-04-07,510003,26391,26353,28419
2019-04-07,511293,16,16,20
2019-04-07,551180,91449,91091,98474
2019-04-07,551228,14132,14107,15217
2019-04-07,551732,4264,4259,4900
2019-04-07,551736,7674,7663,8471
2019-04-07,558846,62064,61975,66833
2019-04-07,558873,42408,42339,45665
2019-04-07,560271,31663,31617,34097
2019-04-07,563339,142799,142592,153770
2019-04-07,563342,59246,59160,63797
2019-04-07,563689,13921,13900,14991
2019-04-07,564647,810,809,988
2019-04-07,564895,6974,6963,8013
2019-04-07,565724,29585,29542,31857
2019-04-07,566061,91,91,98
2019-04-07,566647,2696,2692,2903
2019-04-07,567434,182,182,222
2019-04-07,567538,6835,6825,7545
2019-04-07,567623,12567,12547,13533
2019-04-07,567645,26510,26471,30461
2019-04-07,567662,320725,320260,345366
2019-04-07,567664,627146,626236,675329
2019-04-08,100181,0,0,0
2019-04-08,100487,42421,42360,51720
2019-04-08,100992,425,424,488
2019-04-08,101020,32812,32764,36221
2019-04-08,101535,10583,10568,12906
2019-04-08,101954,1202,1200,1466
2019-04-08,110365,2670,2666,2876
2019-04-08,110409,141,141,172
2019-04-08,110435,446,445,480
2019-04-08,110632,4137,4131,5045
2019-04-08,200181,136,136,156
2019-04-08,201184,27585,27543,29704
2019-04-08,201351,33008,32961,35544
2019-04-08,201632,1784,1782,1921
2019-04-08,201925,157,156,169
2019-04-08,204586,447,446,493
2019-04-08,205582,30936,30892,37725
2019-04-08,205611,1710,1708,1841
2019-04-08,205761,3876,3870,4452
2019-04-08,206361,28453,28411,30639
2019-04-08,206363,21560,21528,23216
2019-04-08,206440,100670,100525,108404
2019-04-08,206471,69944,69843,75319
2019-04-08,207288,24715,24680,26615
2019-04-08,207774,1683,1681,1812
2019-04-08,208532,20,20,24
2019-04-08,212377,192,192,213
2019-04-08,214099,588,587,682
2019-04-08,214104,140,140,171
2019-04-08,214781,23667,23628,25485
2019-04-08,215430,0,0,0
2019-04-08,215913,935,934,1140
2019-04-08,216158,141742,141536,152632
2019-04-08,216173,23781,23746,25608
2019-04-08,216424,10816,10801,11645
2019-04-08,301577,48680,48611,52421
2019-04-08,304080,2142,2139,2306
2019-04-08,304763,198,198,213
2019-04-08,401131,2594,2590,2864
2019-04-08,401534,15128,15062,16289
2019-04-08,402279,10348,10330,11143
2019-04-08,407120,724,723,832
2019-04-08,408789,5914,5897,6368
2019-04-08,501098,442,441,494
2019-04-08,502221,43704,43641,53280
2019-04-08,502280,12449,12431,13406
2019-04-08,502835,15895,15872,17116
2019-04-08,506536,4598,4591,4951
2019-04-08,506539,1150220,1148550,1238590
2019-04-08,507843,33544,33495,36121
2019-04-08,508456,1608,1606,1732
2019-04-08,508599,1316,1314,1417
2019-04-08,509417,4761,4754,5806
2019-04-08,509434,68378,68278,78566
2019-04-08,510003,22316,22283,24030
2019-04-08,511293,3078,3074,3754
2019-04-08,551180,84302,83972,90779
2019-04-08,551228,11026,11007,11874
2019-04-08,551732,3555,3552,4086
2019-04-08,551736,7204,7195,7951
2019-04-08,558846,51524,51450,55482
2019-04-08,558873,41733,41664,44939
2019-04-08,560271,30153,30109,32472
2019-04-08,563339,131503,131313,141606
2019-04-08,563342,56817,56734,61182
2019-04-08,563689,13626,13606,14673
2019-04-08,564647,298,298,363
2019-04-08,564895,6240,6231,7170
2019-04-08,565724,27598,27558,29718
2019-04-08,566061,92,92,99
2019-04-08,566647,2401,2398,2585
2019-04-08,567434,182,182,222
2019-04-08,567538,5624,5616,6209
2019-04-08,567623,10793,10776,11623
2019-04-08,567645,23770,23736,27313
2019-04-08,567662,287338,286921,309414
2019-04-08,567664,463068,462396,498645
2019-04-09,100181,0,0,0
2019-04-09,100487,47175,47107,57515
2019-04-09,100992,475,474,546
2019-04-09,101020,33430,33381,36904
2019-04-09,101535,10055,10040,12262
2019-04-09,101954,1205,1203,1470
2019-04-09,110365,2807,2803,3023
2019-04-09,110409,164,164,200
2019-04-09,110435,340,340,366
2019-04-09,110632,4489,4482,5474
2019-04-09,200181,133,133,153
2019-04-09,201184,34173,34123,36798
2019-04-09,201351,35804,35752,38555
2019-04-09,201632,1985,1983,2138
2019-04-09,201925,225,224,243
2019-04-09,204586,446,445,492
2019-04-09,205582,30959,30915,37753
2019-04-09,205611,1674,1672,1803
2019-04-09,205761,3886,3881,4463
2019-04-09,206361,31917,31870,34369
2019-04-09,206363,18184,18157,19581
2019-04-09,206440,121115,120941,130421
2019-04-09,206471,69394,69294,74725
2019-04-09,207288,25410,25375,27363
2019-04-09,207774,2150,2147,2315
2019-04-09,208532,27,27,33
2019-04-09,212377,157,157,174
2019-04-09,214099,587,586,681
2019-04-09,214104,155,155,189
2019-04-09,214781,30135,30085,32451
2019-04-09,215430,0,0,0
