date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2023-08-01,all,23456853,23418612,25779392
2023-08-02,all,15851891,15825407,17348617
2023-08-03,all,14691057,14666349,16055557
2023-08-04,all,22487126,22449305,24835074
2023-08-05,all,26383826,26340825,28997100
2023-08-06,all,33656789,33601089,37073697
2023-08-07,all,28808807,28760957,31732268
2023-08-08,all,27859195,27813142,30699728
2023-08-09,all,25365805,25323703,27934323
2023-08-10,all,32270305,32217870,35568032
2023-08-11,all,32714288,32661033,36096757
2023-08-12,all,27382353,27337630,30221876
2023-08-13,all,25935914,25893636,28624822
2023-08-14,all,22201945,22165432,24476568
2023-08-15,all,30866516,30816998,34068771
2023-08-16,all,21639266,21603589,23861205
2023-08-17,all,21029644,20994874,23196148
2023-08-18,all,21767168,21731724,23968710
2023-08-19,all,19631667,19599556,21623241
2023-08-20,all,28617350,28571216,31577042
2023-08-21,all,20249086,20215391,22289795
2023-08-22,all,20416278,20382242,22478636
2023-08-23,all,18609742,18578793,20479819
2023-08-24,all,19628258,19595783,21582320
2023-08-25,all,25377481,25336163,27939368
2023-08-26,all,23881778,23842575,26307638
2023-08-27,all,32049007,31996938,35405188
2023-08-28,all,21571598,21536243,23772701
2023-08-29,all,21583801,21548606,23795231
2023-08-30,all,27928708,27883776,30795235
2023-08-31,all,21086517,21051955,23242846
2023-08-01,100181,5823,5815,6272
2023-08-01,100487,95491,95352,116421
2023-08-01,100992,10391,10376,11941
2023-08-01,101020,76496,76386,84445
2023-08-01,101384,2417949,2414440,2778348
2023-08-01,101535,94805,94670,115616
2023-08-01,101954,66443,66347,81028
2023-08-01,110365,205193,204898,220957
2023-08-01,110409,12809,12791,15620
2023-08-01,110435,27304,27265,29401
2023-08-01,110632,13064,13045,15932
2023-08-01,200181,146403,146191,168171
2023-08-01,201184,144970,144752,156106
2023-08-01,201351,126357,126172,136067
2023-08-01,201486,864,863,954
2023-08-01,201632,86070,85946,92683
2023-08-01,201925,828047,824765,891662
2023-08-01,202502,18002,17976,19384
2023-08-01,204586,201444,201153,222378
2023-08-01,204934,68637,68537,73910
2023-08-01,204964,353306,352794,380451
2023-08-01,205272,251982,251617,289353
2023-08-01,205582,68736,68638,83821
2023-08-01,205611,27728,27691,29856
