date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2022-10-01,all,14799375,14775866,16289579
2022-10-02,all,12912281,12891770,14186037
2022-10-03,all,11068784,11051064,12134559
2022-10-04,all,13804525,13782552,15152949
2022-10-05,all,15280214,15255899,16780969
2022-10-06,all,12477603,12457617,13671560
2022-10-07,all,12097062,12077707,13255496
2022-10-08,all,13161876,13140924,14425502
2022-10-09,all,13563304,13541652,14859637
2022-10-10,all,16344241,16318237,17946481
2022-10-11,all,17603299,17575307,19333728
2022-10-12,all,12599323,12579078,13811796
2022-10-13,all,11364058,11345827,12459848
2022-10-14,all,10905303,10887774,11956674
2022-10-15,all,16673277,16646891,18326996
2022-10-16,all,13580896,13559335,14898579
2022-10-17,all,12038055,12018855,13186041
2022-10-18,all,12743509,12723263,13963751
2022-10-19,all,10325851,10309390,11295522
2022-10-20,all,13916113,13894098,15267094
2022-10-21,all,10059444,10043394,11017403
2022-10-22,all,10891780,10874485,11938769
2022-10-23,all,11286071,11268190,12375139
2022-10-24,all,10210536,10194298,11173803
2022-10-25,all,13689051,13667396,15015885
2022-10-26,all,10275089,10258724,11243084
2022-10-27,all,9953299,9937415,10898812
2022-10-28,all,11452732,11434578,12548892
2022-10-29,all,10632920,10616020,11649803
2022-10-30,all,14379325,14356448,15783663
2022-10-31,all,10650057,10633147,11651551
2022-10-01,100181,12573,12555,13540
2022-10-01,100487,168382,168141,205292
2022-10-01,100992,7662,7651,8804
2022-10-01,101020,5901,5893,6514
2022-10-01,101384,342,342,393
2022-10-01,101535,85614,85491,104409
2022-10-01,101954,457,456,557
2022-10-01,110365,8149,8137,8776
2022-10-01,110409,21583,21553,26322
2022-10-01,110435,56978,56896,61355
2022-10-01,110632,4020,4014,4902
2022-10-01,200181,99564,99420,114367
2022-10-01,201184,600509,599610,646646
2022-10-01,201351,89880,89750,96785
2022-10-01,201486,1751,1749,1933
2022-10-01,201632,114963,114796,123796
2022-10-01,201925,250871,249877,270145
2022-10-01,202502,6455,6445,6951
2022-10-01,204586,160315,160083,176973
2022-10-01,204934,0,0,0
2022-10-01,204964,20695,20665,22285
2022-10-01,205272,229107,228775,263086
2022-10-01,205582,686189,685193,836801
