date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2024-11-01,all,68120914,68014980,75516850
2024-11-02,all,53972063,53887901,59861328
2024-11-03,all,55844533,55757506,61953229
2024-11-04,all,55597509,55511383,61672210
2024-11-05,all,65946006,65843437,73071177
2024-11-06,all,66393303,66288984,73674326
2024-11-07,all,62513843,62415695,69337567
2024-11-08,all,60753278,60657666,67406548
2024-11-09,all,70279492,70168866,78053286
2024-11-10,all,81865497,81736316,90854289
2024-11-11,all,100945488,100785707,112234343
2024-11-12,all,88370586,88231045,98430059
2024-11-13,all,67182146,67076119,74685961
2024-11-14,all,65586026,65483154,72979123
2024-11-15,all,84481624,84349327,93898612
2024-11-16,all,89128833,88989758,99152027
2024-11-17,all,84304050,84172460,93903571
2024-11-18,all,75995154,75878153,84428715
2024-11-19,all,68087044,67982161,75802319
2024-11-20,all,78552397,78431648,87257459
2024-11-21,all,80464128,80340253,89390653
2024-11-22,all,82696984,82569480,91865702
2024-11-23,all,79722195,79598853,88471442
2024-11-24,all,81289973,81163939,90225448
2024-11-25,all,90694285,90553540,100704359
2024-11-26,all,110566574,110394365,122997372
2024-11-27,all,119167778,118981335,132573214
2024-11-28,all,85369611,85235510,95028572
2024-11-29,all,81844452,81715934,91150739
2024-11-30,all,115752433,115571915,128872435
2024-11-01,100181,605201,604270,651701
2024-11-01,100487,130226,130038,158772
2024-11-01,100992,1148652,1146985,1319861
2024-11-01,101020,62742,62651,69261
2024-11-01,101384,13533107,13513466,15550237
2024-11-01,101535,181723,181463,221617
2024-11-01,101954,558556,557745,681166
2024-11-01,110365,367573,367042,395819
2024-11-01,110409,55054,54975,67139
2024-11-01,110435,464923,464250,500640
2024-11-01,110632,186342,186072,227245
2024-11-01,200181,75383,75275,86594
2024-11-01,201184,7504748,7493498,8081332
2024-11-01,201351,362661,362136,390526
2024-11-01,201486,517118,516367,570854
2024-11-01,201632,212495,212187,228818
2024-11-01,201925,160400,159766,172723
2024-11-01,202502,24342,24308,26211
2024-11-01,204586,3872202,3866582,4274574
2024-11-01,204934,76503,76392,82380
2024-11-01,204964,423183,422570,455697
2024-11-01,205272,112484,112323,129167
2024-11-01,205582,681867,680883,831522
2024-11-01,205611,689510,688516,742481
2024-11-01,205761,370337,369805,425364
2024-11-01,206361,671863,670889,723482
2024-11-01,206363,3546566,3541345,3819046
2024-11-01,206440,536455,535679,577670
2024-11-01,206471,273880,273485,294922
2024-11-01,207288,113810,113653,122555
2024-11-01,207774,279723,279318,301212
2024-11-01,207802,384854,384295,424845
2024-11-01,207966,139452,139250,150166
2024-11-01,208532,950648,949269,1157980
2024-11-01,210022,444040,443396,478155
2024-11-01,210413,179327,179067,205874
2024-11-01,212377,413072,412474,457961
2024-11-01,214099,527631,526870,612098
2024-11-01,214104,147256,147042,179579
2024-11-01,214781,253472,253053,272945
