date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2024-04-01,all,41653164,41584807,45627702
2024-04-02,all,28543900,28497121,31308279
2024-04-03,all,26118998,26076237,28649939
2024-04-04,all,27744331,27698912,30404920
2024-04-05,all,33995927,33940534,37253583
2024-04-06,all,32471465,32417680,35611796
2024-04-07,all,34224453,34167776,37521127
2024-04-08,all,31338929,31286753,34360503
2024-04-09,all,30940037,30888579,33911041
2024-04-10,all,39324804,39259617,43126368
2024-04-11,all,29129041,29079825,31980639
2024-04-12,all,26646969,26601651,29295676
2024-04-13,all,25480012,25437449,27979779
2024-04-14,all,29895133,29845616,32784083
2024-04-15,all,35457354,35398752,38930899
2024-04-16,all,31065306,31013196,34112382
2024-04-17,all,35584972,35525546,39073336
2024-04-18,all,32257648,32204009,35405499
2024-04-19,all,26021865,25977972,28604627
2024-04-20,all,37231068,37169066,40889090
2024-04-21,all,30128967,30078122,33108046
2024-04-22,all,28256500,28208660,31065347
2024-04-23,all,25862639,25819415,28407338
2024-04-24,all,27326348,27280945,29973413
2024-04-25,all,33397389,33342557,36622130
2024-04-26,all,28151457,28104090,30918243
2024-04-27,all,35970666,35910553,39496882
2024-04-28,all,28631001,28582698,31447576
2024-04-29,all,26470699,26426069,29084318
2024-04-30,all,41146889,41079218,45423588
2024-04-01,100181,59068,58977,63606
2024-04-01,100487,74830,74724,91229
2024-04-01,100992,145041,144831,166661
2024-04-01,101020,123215,123038,136018
2024-04-01,101384,2559494,2555778,2940986
2024-04-01,101535,104413,104265,127330
2024-04-01,101954,521741,520985,636272
2024-04-01,110365,294967,294545,317627
2024-04-01,110409,24657,24623,30068
2024-04-01,110435,89295,89165,96154
2024-04-01,110632,65028,64934,79303
2024-04-01,200181,30022,29981,34487
2024-04-01,201184,6941984,6931580,7475333
2024-04-01,201351,1572938,1570654,1693785
2024-04-01,201486,54444,54365,60101
2024-04-01,201632,135701,135509,146121
2024-04-01,201925,361219,359788,388971
2024-04-01,202502,414438,413839,446279
2024-04-01,204586,684202,683210,755300
