date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2025-04-01,all,50906860,50704139,55802860
2025-04-02,all,37131357,36788955,40644770
2025-04-03,all,32751542,32514042,35853143
2025-04-04,all,33678717,33464923,36880733
2025-04-05,all,47255125,46999019,51779862
2025-04-06,all,46641439,46371839,51086940
2025-04-07,all,43548977,43309626,47703857
2025-04-08,all,44662806,44424421,48914062
2025-04-09,all,41680523,41464350,45666065
2025-04-10,all,55161541,54890859,60429692
2025-04-11,all,49866285,49601075,54629155
2025-04-12,all,39813144,39610861,43649419
2025-04-13,all,37643622,37455733,41229459
2025-04-14,all,38565338,38375976,42221203
2025-04-15,all,52328021,52088033,57340091
2025-04-16,all,45518644,45296333,49846896
2025-04-17,all,53882889,53615943,58976812
2025-04-18,all,47259858,47031631,51733547
2025-04-19,all,41341938,41145363,45286342
2025-04-20,all,60289763,60016877,66077327
2025-04-21,all,42565793,42360433,46637993
2025-04-22,all,43953537,43746553,48141522
2025-04-23,all,36914390,36731765,40419784
2025-04-24,all,39089398,38889623,42777788
2025-04-25,all,48120763,47881822,52642584
2025-04-26,all,44070932,43859434,48249357
2025-04-27,all,57895023,57628587,63418778
2025-04-28,all,39378246,39195542,43155879
2025-04-29,all,41011152,40825621,44927658
2025-04-30,all,53528018,53283112,58638714
2025-04-01,100181,30086,30041,32397
2025-04-01,100487,131568,131380,160407
2025-04-01,100992,770883,769764,885785
2025-04-01,101020,422177,421567,466046
2025-04-01,101384,2309918,2306565,2654215
2025-04-01,101535,339004,338515,413418
2025-04-01,101954,150504,150285,183541
2025-04-01,110365,127107,126927,136876
2025-04-01,110409,322384,321917,393151
2025-04-01,110435,155848,155623,167821
2025-04-01,110632,133413,133220,162699
2025-04-01,200181,42364,42305,48662
2025-04-01,201184,5240808,5232953,5643458
2025-04-01,201351,213751,213442,230173
2025-04-01,201486,516983,516234,570704
2025-04-01,201632,151946,151728,163620
2025-04-01,201925,356431,355019,383813
2025-04-01,202502,27926,27887,30072
2025-04-01,204586,558705,557894,616763
2025-04-01,204934,98601,98458,106177
2025-04-01,204964,218179,217865,234940
2025-04-01,205272,164272,164036,188635
2025-04-01,205582,64008,63925,78058
2025-04-01,205611,173749,173501,187098
2025-04-01,205761,203785,203489,234066
2025-04-01,206361,931993,930640,1003598
2025-04-01,206363,535324,534539,576451
2025-04-01,206440,2785807,2781770,2999835
2025-04-01,206471,1564332,1562066,1684520
2025-04-01,207288,121221,121054,130534
2025-04-01,207774,3052875,3048444,3287425
2025-04-01,207802,69933,69831,77198
2025-04-01,207966,90156,90026,97083
2025-04-01,208532,21814,21783,26573
2025-04-01,210022,587981,587128,633157
2025-04-01,210413,72646,72541,83400
2025-04-01,212377,45824,45760,50805
2025-04-01,214099,180509,180252,209405
2025-04-01,214104,242419,242068,295633
2025-04-01,214781,287643,287165,309743
2025-04-01,215430,76709,76599,82601
2025-04-01,215913,160339,160107,195536
2025-04-01,216158,70423,70325,75831
2025-04-01,216173,372715,372160,401353
2025-04-01,216424,873791,872527,940922
2025-04-01,301577,813188,812014,875669
2025-04-01,304080,289174,288756,311391
2025-04-01,304763,261388,261010,281470
2025-04-01,401131,354693,354180,391549
2025-04-01,401534,278379,277184,299764
2025-04-01,402018,619366,618467,666951
2025-04-01,402279,407912,407208,439258
2025-04-01,407120,121080,120905,139129
2025-04-01,408789,433545,432247,466851
2025-04-01,501098,732661,731598,819463
2025-04-01,502221,99611,99470,121436
2025-04-01,502280,616531,615640,663897
2025-04-01,502835,1109080,1107472,1194288
2025-04-01,506012,99763,99619,114634
2025-04-01,506536,126442,126260,136159
2025-04-01,506539,94947,94810,102246
2025-04-01,507515,360093,359489,387758
2025-04-01,507843,1644960,1642576,1771344
2025-04-01,508456,253570,253203,273053
2025-04-01,508599,354003,353490,381201
2025-04-01,509417,179296,179036,218654
2025-04-01,509434,371215,370678,426526
2025-04-01,510003,619643,618745,667248
2025-04-01,511293,80975,80858,98751
2025-04-01,551180,1078099,1073863,1160927
2025-04-01,551228,2258079,2254117,2431570
2025-04-01,551732,125384,125209,144071
2025-04-01,551736,200491,200208,221308
2025-04-01,554973,130833,130643,140884
2025-04-01,555003,37640,37586,40531
2025-04-01,555421,27921,27881,30067
2025-04-01,558754,1079440,955856,1162373
2025-04-01,558846,595039,594180,640755
2025-04-01,558873,278816,278358,300234
2025-04-01,560271,1343932,1341989,1447190
2025-04-01,562641,614556,613664,749459
2025-04-01,563339,409311,408716,440758
2025-04-01,563342,1090457,1088875,1174235
2025-04-01,563689,134984,134790,145357
2025-04-01,564286,330663,330183,356068
2025-04-01,564647,72701,72598,88659
2025-04-01,564895,271565,271171,312043
2025-04-01,565724,127892,127707,137721
2025-04-01,566061,433861,433234,467195
2025-04-01,566403,207370,207069,228918
2025-04-01,566647,177041,176787,190641
2025-04-01,567251,882006,880728,1013468
2025-04-01,567434,470106,469425,573300
2025-04-01,567538,556557,555751,614388
2025-04-01,567554,55074,54321,59306
2025-04-01,567623,153626,153385,165431
2025-04-01,567645,384215,383659,441482
2025-04-01,567662,599502,598632,645562
2025-04-01,567664,856148,854905,921925
2025-04-01,567665,533182,532409,574146
2025-04-02,100181,19183,19154,20655
2025-04-02,100487,108486,108329,132265
2025-04-02,100992,560411,559600,643939
2025-04-02,101020,562538,561723,620992
2025-04-02,101384,1226107,1224324,1408861
2025-04-02,101535,109568,109411,133620
2025-04-02,101954,89293,89163,108894
2025-04-02,110365,114710,114549,123524
2025-04-02,110409,160169,159937,195327
2025-04-02,110435,92527,92393,99636
2025-04-02,110632,114688,114521,139863
2025-04-02,200181,38738,38686,44495
2025-04-02,201184,3805580,3799878,4097962
2025-04-02,201351,170501,170256,183602
2025-04-02,201486,740598,739524,817555
2025-04-02,201632,110149,109992,118609
2025-04-02,201925,138065,137519,148675
2025-04-02,202502,23648,23615,25462
2025-04-02,204586,318978,318515,352126
2025-04-02,204934,86587,86461,93240
2025-04-02,204964,160426,160196,172753
2025-04-02,205272,144089,143882,165460
2025-04-02,205582,47250,47185,57623
2025-04-02,205611,152696,152478,164422
2025-04-02,205761,149260,149049,171437
2025-04-02,206361,678134,677149,730235
2025-04-02,206363,237389,237041,255628
2025-04-02,206440,1929657,1926861,2077917
2025-04-02,206471,1259354,1257534,1356108
2025-04-02,207288,90430,90303,97375
2025-04-02,207774,1125236,1123604,1211689
2025-04-02,207802,57515,57429,63494
2025-04-02,207966,90096,89966,97018
2025-04-02,208532,14009,13989,17062
2025-04-02,210022,518435,517683,558267
2025-04-02,210413,43318,43256,49731
2025-04-02,212377,27013,26976,29951
2025-04-02,214099,146128,145923,169517
2025-04-02,214104,118958,118786,145073
2025-04-02,214781,170155,169875,183227
2025-04-02,215430,65510,65416,70543
2025-04-02,215913,145421,145212,177344
2025-04-02,216158,62903,62815,67733
2025-04-02,216173,247367,247003,266369
2025-04-02,216424,499055,498337,537395
2025-04-02,301577,677131,676152,729155
2025-04-02,304080,175152,174899,188608
2025-04-02,304763,251405,251041,270720
2025-04-02,401131,265242,264860,292807
2025-04-02,401534,228029,227050,245548
2025-04-02,402018,488427,487718,525953
2025-04-02,402279,275749,275270,296934
2025-04-02,407120,95740,95605,110008
2025-04-02,408789,117144,116800,126142
2025-04-02,501098,482649,481950,539829
2025-04-02,502221,69407,69309,84614
2025-04-02,502280,355203,354691,382492
2025-04-02,502835,690068,689070,743086
2025-04-02,506012,89930,89799,103335
2025-04-02,506536,100149,100003,107844
2025-04-02,506539,77068,76961,82993
2025-04-02,507515,287302,286821,309375
2025-04-02,507843,1221916,1220145,1315793
2025-04-02,508456,106124,105971,114281
2025-04-02,508599,248101,247742,267162
2025-04-02,509417,171777,171528,209484
2025-04-02,509434,195154,194873,224234
2025-04-02,510003,436349,435716,469873
2025-04-02,511293,63079,62987,76926
2025-04-02,551180,979395,975547,1054644
2025-04-02,551228,1730992,1727955,1863980
2025-04-02,551732,79620,79506,91489
2025-04-02,551736,133679,133490,147560
2025-04-02,554973,111494,111334,120058
2025-04-02,555003,29948,29904,32249
2025-04-02,555421,26175,26138,28187
2025-04-02,558754,2510248,2222851,2703109
2025-04-02,558846,392696,392128,422866
2025-04-02,558873,225633,225262,242967
2025-04-02,560271,1131540,1129901,1218477
2025-04-02,562641,470884,470201,574249
