date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2023-04-01,all,14203884,14180044,15590197
2023-04-02,all,10609628,10591610,11641888
2023-04-03,all,9156639,9140902,10045974
2023-04-04,all,8601799,8586948,9433514
2023-04-05,all,12183444,12162857,13341410
2023-04-06,all,8917904,8902540,9775980
2023-04-07,all,8428889,8414395,9238988
2023-04-08,all,8640183,8625241,9467780
2023-04-09,all,10467832,10449798,11456448
2023-04-10,all,12586211,12564910,13783518
2023-04-11,all,11449177,11429295,12569762
2023-04-12,all,11512888,11492955,12643365
2023-04-13,all,11103926,11084624,12200455
2023-04-14,all,10809227,10790465,11882437
2023-04-15,all,14902803,14877567,16384331
2023-04-16,all,16492641,16464522,18162697
2023-04-17,all,11658661,11638245,12853528
2023-04-18,all,13505035,13481825,14852361
2023-04-19,all,10623077,10604527,11689519
2023-04-20,all,14109381,14085177,15507540
2023-04-21,all,10121503,10103861,11134405
2023-04-22,all,10639848,10621303,11707699
2023-04-23,all,11324112,11304380,12410090
2023-04-24,all,10562910,10544294,11578706
2023-04-25,all,13667228,13643788,14981435
2023-04-26,all,11463669,11443469,12576898
2023-04-27,all,11614067,11593582,12742544
2023-04-28,all,11048422,11028955,12126256
2023-04-29,all,13985553,13961420,15347693
2023-04-30,all,15500768,15474120,17022063
2023-04-01,100181,3712,3707,3998
2023-04-01,100487,76725,76616,93543
2023-04-01,100992,6869,6859,7892
2023-04-01,101020,5750,5742,6347
2023-04-01,101384,7204,7194,8278
2023-04-01,101535,115875,115708,141311
2023-04-01,101954,21597,21566,26337
2023-04-01,110365,14399,14381,15503
2023-04-01,110409,7515,7505,9165
2023-04-01,110435,56968,56886,61345
2023-04-01,110632,6837,6827,8338
2023-04-01,200181,25411,25376,29190
2023-04-01,201184,154903,154671,166804
2023-04-01,201351,104782,104632,112832
2023-04-01,201486,330,330,364
2023-04-01,201632,69950,69853,75325
2023-04-01,201925,400687,399097,431473
2023-04-01,202502,15458,15436,16646
2023-04-01,204586,244628,244273,270049
2023-04-01,204934,0,0,0
2023-04-01,204964,2382,2379,2564
2023-04-01,205272,95692,95553,109885
2023-04-01,205582,118419,118249,144411
2023-04-01,205611,149472,149256,160955
2023-04-01,205761,84673,84550,97256
2023-04-01,206361,79026,78911,85098
2023-04-01,206363,294533,294100,317162
2023-04-01,206440,111786,111628,120374
2023-04-01,206471,127698,127515,137509
2023-04-01,207288,125653,125473,135312
2023-04-01,207774,39910,39853,42975
2023-04-01,207802,20338,20309,22452
2023-04-01,207966,9062,9049,9758
2023-04-01,208532,5335,5328,6498
2023-04-01,210022,682,681,734
2023-04-01,210413,7566,7555,8686
2023-04-01,212377,21482,21451,23818
2023-04-01,214099,106437,106282,123475
2023-04-01,214104,18762,18736,22879
2023-04-01,214781,68098,67985,73330
2023-04-01,215430,228611,228280,246175
2023-04-01,215913,99028,98883,120766
2023-04-01,216158,18705,18679,20142
2023-04-01,216173,198544,198249,213799
2023-04-01,216424,408567,407974,439956
2023-04-01,301577,936892,935533,1008874
2023-04-01,304080,193646,193367,208523
2023-04-01,304763,147457,147243,158786
2023-04-01,401131,53067,52991,58580
2023-04-01,401534,137870,137277,148463
2023-04-01,402018,732,731,789
2023-04-01,402279,258164,257717,277998
2023-04-01,407120,155568,155344,178756
2023-04-01,408789,42444,42317,45707
2023-04-01,501098,8130,8118,9093
2023-04-01,502221,193285,193006,235635
2023-04-01,502280,505838,505102,544701
2023-04-01,502835,321136,320672,345810
2023-04-01,506012,70,70,80
2023-04-01,506536,25809,25773,27793
2023-04-01,506539,58221,58138,62696
2023-04-01,507515,215233,214872,231768
2023-04-01,507843,47364,47295,51002
2023-04-01,508456,24150,24115,26006
2023-04-01,508599,759,757,817
2023-04-01,509417,12651,12633,15427
2023-04-01,509434,303514,303073,348741
2023-04-01,510003,14032,14012,15111
